class,DS,DU
5,2185.51,13
7,2741.93,22
7,2133.89,16
4,7569.12,33
0,2261.56,19
5,1471.47,11
3,1152.27,7
0,1872.18,20
2,3574.68,31
3,1679.21,9
5,5033.63,42
0,1924.55,18
7,508.25,6
7,973.38,7
2,731.28,6
2,1889.25,9
4,9565.63,72
5,4890.53,30
1,808.4,9
3,227.59,36
3,677.04,4
5,647.96,9
5,6074.79,64
7,2112.32,15
3,1601.67,23
0,905,15
7,793.79,5
3,797.87,43
5,2250.85,12
2,1039.84,12
2,2450.24,25
1,4269.13,37
5,10759.2,54
5,4596.7,18
3,4057.1,47
2,4296.07,36
5,1141.31,8
5,3964.7,27
4,837.34,7
0,169.54,140
7,6565.38,47
7,1563.75,62
5,856.91,5
0,1655.19,13
7,2139.3,12
4,1137.16,12
5,2781.65,31
4,677.04,6
0,4170.86,27
0,469.29,5
0,837.16,10
5,2954.04,19
3,2472.49,11
7,2645.47,11
2,2573.96,51
5,4779.94,29
5,2182.95,18
3,522.73,3
3,3757.53,24
2,1184.65,29
5,1896.41,18
4,1649.98,13
7,2831.92,13
7,1602.71,11
0,1742.49,11
4,6077.65,45
5,17548.7,92
0,2046.39,24
4,1579.04,12
1,1432.41,10
7,1825.65,21
0,3427.12,18
7,1321.82,16
5,6825.76,33
7,684.86,7
5,7993.5,61
4,1263.16,23
5,1427.08,14
5,5511.83,36
0,5426.52,28
0,953.77,34
0,1480.67,10
4,1006.87,5
7,392.01,3
5,947.57,7
4,7710.16,60
0,803.79,8
3,3495.75,29
4,7975.9,57
5,2521.84,27
5,2607.86,19
0,8321.72,45
2,1894.55,12
2,3358.92,19
7,2237.63,18
0,7934.21,42
5,460.56,5
5,818.16,10
5,2040.81,17
3,677.7,20
5,3236.78,39
2,1218.66,7
0,3265.91,19
7,469.17,4
2,624.54,5
3,1727.26,12
0,967.41,12
4,962.8,6
3,1335.88,10
3,1089.04,9
1,976.91,8
5,2320.15,15
7,2540.98,11
5,958.05,10
0,1083.9,14
4,4528.64,20
4,798.19,5
3,5421.7,85
4,4444.08,54
5,1699.32,11
7,973.16,4
1,2192.4,14
4,2791.27,14
3,5541.1,26
2,1448.8,9
5,2826.82,14
3,5596.66,25
0,2642.3,39
0,967.78,7
0,1346.39,8
5,396.45,3
5,1964.48,8
0,16773.16,96
5,1129.66,8
3,5718.53,48
5,798.42,11
5,2634.17,24
5,1878.26,22
3,1812.22,9
7,1587.67,12
7,5085.22,840
7,1931.18,13
3,4614.48,38
5,1589.16,9
4,2317.1,11
0,2240.16,15
7,1427.18,61
2,635.08,5
6,851.1,7
3,1122.95,6
5,3623.49,19
3,5177.46,29
3,4135.53,29
5,2152.18,11
7,788.58,8
2,503.3,6
5,571.1,6
7,2656.63,20
4,1311.39,9
5,406.21,4
4,1029.76,13
5,1137.72,6
0,847.68,6
2,1931.4,10
5,3208.16,15
0,3569.24,20
3,1514.84,10
2,1320.07,6
7,1074.25,6
2,846.18,8
0,1075.12,6
0,2227.6,7
3,2411.25,14
5,806.9,5
4,9767.6,51
7,948.49,4
5,610.21,7
2,1460.98,13
3,1989.52,11
2,735.69,5
5,1843.84,12
2,789.18,6
3,842.62,5
0,2521.81,18
5,678.45,12
0,633.77,19
0,746.58,8
0,807.73,13
7,1684.55,10
0,1399.08,9
0,983.54,12
3,2545.22,15
1,1764.54,17
5,1322.09,13
0,837.27,3
7,1185.13,9
4,1982.68,16
0,1421.51,12
7,953.49,6
1,1248.51,9
7,1189.76,9
5,1078.21,6
4,789.34,5
0,513.65,15
4,1452.31,8
5,842.58,6
4,2187.22,10
5,691.02,24
3,1499.22,7
7,1360.18,10
7,856.11,9
0,2889.63,13
3,673.08,4
1,900.5,15
0,575.48,5
0,1282.62,12
0,973.6,7
0,1118.17,7
5,1393.86,7
0,460.91,4
3,3348.85,44
2,1962.22,15
0,10015.96,58
2,572.34,10
1,738.24,5
3,1826.25,15
0,4865.18,32
5,1374.98,13
0,1461.26,10
4,1360.43,8
3,2464.79,14
3,740.55,7
3,730.85,6
7,4310.13,23
5,561.21,5
0,2517.42,12
5,1945.08,14
0,1911.76,13
3,3606.09,25
4,5404.4,31
0,6086.77,45
2,8811.28,19
3,788.19,7
0,2745.88,20
7,789.27,6
5,1195.45,7
1,7012,39
5,5968.98,23
7,797.91,6
0,1234.62,6
5,1070.36,9
2,581.16,3
0,928.32,7
2,2888.76,14
7,2897.55,17
2,450.21,3
0,735.28,5
5,2216.64,20
5,1136.32,8
5,1133.5,6
5,4983.79,24
1,2133.66,12
4,1064.99,6
5,2522.66,21
5,2300.66,13
3,2169.66,12
2,638.94,3
5,866.33,6
3,1574.44,11
4,2871.91,15
0,1871.64,12
2,1457.4,6
0,1321.24,8
4,2332.59,15
7,1776.63,9
1,1378.4,11
3,1292.24,8
7,3432.57,13
0,4156.78,26
2,2146.82,14
1,3173.24,19
3,2872.5,21
3,1476.58,7
3,2115.38,11
2,1518.2,12
0,1092.72,8
5,522.24,3
5,1146.53,10
0,1234.29,5
0,1092.96,8
0,285.85,3
2,759.04,6
5,2448.61,19
7,1398.96,8
5,1364.78,13
0,1432.68,9
0,682.44,8
2,1160.89,9
4,672.93,7
4,1370.25,8
0,1471.14,9
5,1292.68,9
3,4580.4,19
0,5341.03,33
0,1152.02,6
5,902.84,9
2,1760.24,13
0,1838.31,14
5,2144.15,13
5,672.89,4
0,2529.17,13
1,837.45,6
7,842.18,8
0,1128.07,8
5,1128.06,8
3,677.75,8
1,1094.42,8
0,1090.25,10
7,227.49,9
0,1144.63,16
7,2415.68,12
7,2920.39,19
2,1185.66,6
3,541.65,5
7,1901.89,9
2,2182.76,11
0,1482.2,11
3,1239.03,8
5,1128.58,6
2,851.68,7
7,812.9,4
0,793.8,7
5,1829.46,13
3,610.62,23
0,1292.38,10
7,821.46,9
0,508.27,3
0,1427.72,7
0,759.16,5
3,3379.17,26
3,1387.68,11
2,851.31,7
3,1199.88,5
0,4093.58,19
0,691.85,5
5,4543.1,19
0,522.76,3
3,1171.11,9
2,1421.89,12
5,673.03,7
5,803.65,8
4,1934.56,13
3,1519.38,9
0,1088.45,7
0,1137.56,5
0,2845.22,13
4,1587.9,10
6,614.66,3
4,1485.59,8
0,1248.39,10
3,2583.91,19
2,1185.53,5
3,2090.11,12
4,1282.69,6
3,2811.86,17
5,2129.27,10
4,1285.67,7
4,1524.74,11
0,2182.54,11
5,672.96,8
5,2804.3,29
2,3438.33,26
1,1020.72,7
1,1176.26,10
0,1079.08,4
4,863.86,5
0,1084.91,8
3,1587.35,12
4,803.01,6
7,1900.42,12
7,343.6,4
2,895.27,6
4,560.01,5
7,765.21,5
1,784.36,4
3,1461.2,9
5,1204.85,9
0,914.94,8
2,1881.61,15
2,1229.23,6
7,241.61,5
3,614.68,4
0,1635.21,9
7,241.61,5
4,1093.55,5
5,1186.38,9
1,1421.21,8
2,1653.37,12
5,3789.24,21
7,595.01,6
3,1320.72,8
7,784.15,7
5,4783.54,25
3,2839.08,16
5,4138.05,22
2,1133.01,7
0,1137,8
5,513.38,4
3,1365.13,9
0,1176.28,8
0,741,9
0,786.76,7
5,1257.72,7
7,1461.02,66
3,614.68,3
7,1581.68,7
7,1214.13,8
0,2533.99,16
3,866.89,6
2,1098.97,7
4,3466.51,12
2,2202.55,9
3,919.7,4
5,338.98,6
7,2596.45,11
2,1083.37,7
0,889.16,6
4,3103.7,16
3,2104.98,10
5,973.34,8
7,619.55,5
0,169.49,5
0,3002.89,11
7,3359.76,25
3,749.94,6
3,919.66,8
0,2340.27,15
0,619.3,6
3,1176.13,6
0,842.49,4
4,1722.55,15
0,2286.09,15
0,3530.95,19
0,3109.77,14
2,2414.89,12
5,1195.6,8
2,744.79,4
5,1948.58,13
2,1452.21,13
3,1190.13,5
2,1002.11,12
0,343.26,3
0,1798.26,7
3,468.88,17
0,1138.77,12
5,963.95,6
3,1621.07,8
4,580.24,12
0,788.89,3
0,1175.46,7
5,842.58,6
4,573.8,4
5,1016.05,5
4,392.05,3
2,1060.09,5
5,1745.46,8
0,5753.46,28
3,392.09,3
7,1106.67,5
5,1679.38,7
0,914.73,7
0,1078.9,5
5,2216.5,19
0,730.9,3
0,513.38,5
7,1088.44,6
4,1239.16,10
7,6517.9,42
7,2375.98,17
2,1084.26,5
3,1602.06,9
0,2836.26,20
5,1727.39,17
5,2017.97,11
7,504.62,12
0,614.72,4
1,1771.67,9
4,2362.76,16
5,348.21,3
4,1016.29,11
0,3318.68,24
5,635.31,5
2,1490.79,11
3,852.15,9
5,986.6,6
5,1822.93,22
0,1448.44,13
5,2656.59,15
7,590.5,7
5,1064.7,4
5,1021.03,10
7,1141.82,6
0,1026.05,12
1,1916.29,14
5,2215.49,15
2,1646,10
0,280.81,3
4,935.5,16
5,2032.36,9
4,671.46,7
3,2619.12,17
4,1297.47,10
4,3113.26,22
4,2623.06,16
3,1446.54,9
5,227.58,3
7,3092.5,14
3,1316.64,9
7,820.21,7
7,1543.69,11
2,1770.52,8
1,744.7,20
0,2295.39,18
5,2909.97,33
5,1181.4,6
0,1650.07,9
3,1235.94,8
0,1204.64,7
3,2859,21
3,736.04,18
2,900.48,5
3,2275.37,13
0,1123.31,6
0,956.61,10
7,2657.39,16
5,4727.96,30
5,1370.35,8
2,1093.04,6
1,1122.85,4
7,1074.86,11
7,2488.11,13
5,1695.47,10
3,280.69,58
7,2558.99,17
7,1490.72,11
3,1459.54,17
5,2414.29,13
4,1479.74,9
5,1064.89,8
0,1935.36,15
4,1752.1,9
2,2944.9,17
4,1705.96,9
1,1412.99,11
0,1039.79,5
0,580.94,5
5,1553.34,8
3,1408.14,6
0,2067.29,12
0,1136.94,6
2,1648.97,12
6,3308.21,20
4,6233.3,45
0,2148.02,15
1,2124.59,12
0,740.12,7
5,725.99,5
0,2067.06,12
5,1519.74,8
0,2022.93,12
0,1873.79,9
7,3648.97,32
4,2102.45,15
7,793.77,6
0,1752.3,8
7,1309.19,18
7,1103.7,13
7,1234.11,8
4,561.35,3
4,1271.99,12
5,1895.89,10
7,2308.93,15
0,687.13,5
0,1030.26,6
3,1464,9
0,2550.73,21
0,1142.32,13
0,3291.42,26
0,464.7,5
3,3008.99,29
7,1127.97,7
3,3739.43,21
0,1452.39,4
2,2593.19,40
3,5475.99,31
5,1533.9,9
3,1737.18,10
0,561.57,3
4,2210.75,11
5,2332.36,44
5,963.58,6
0,566.84,8
7,840.68,7
7,401.48,4
0,852.26,8
1,1345.29,9
5,1136.22,7
5,1157.39,7
7,2163.27,11
5,2088.84,9
4,962.14,6
7,1191.08,12
5,450.17,3
5,2064,13
4,739.77,6
4,2260.33,15
1,1487.94,6
1,1146.67,10
4,1075.45,9
5,1996.58,10
4,1385.73,10
1,2977.53,23
4,1911.19,16
3,5441.94,81
7,566.71,5
0,634.24,6
7,1570.4,16
3,914.37,9
5,1965.5,7
0,1659.47,12
3,1981.36,15
5,396.96,4
3,1732.72,10
5,1994.62,16
3,1021.05,5
7,3061.4,25
7,754.56,4
5,2311.81,23
5,958.58,7
7,1524.45,9
1,2269.14,14
7,1101.76,9
4,1272.21,8
2,1693.89,10
2,784.11,4
7,918.9,4
6,1092.64,18
7,835.51,7
7,1475.77,8
6,1528.94,10
4,1016.72,8
7,619.81,6
5,697.05,4
7,1086.77,4
5,391.98,3
2,338.93,3
7,1564.82,7
2,4574.68,47
2,1480.24,30
7,1897.17,9
5,1528.83,8
5,614.62,3
0,1649.73,10
1,518.19,5
1,802.69,4
4,3035.16,17
7,2149.1,12
6,4136.32,26
0,2858.19,22
0,784.18,4
5,842.56,6
0,3635.62,22
7,687.31,9
2,7923.08,36
0,2671.9,12
0,1703.96,12
1,1024.89,5
7,3061.35,23
5,3632.29,22
4,1011.35,6
0,953.85,4
5,1935.64,13
2,744.87,3
5,750.08,5
3,2221.77,15
5,683.11,7
2,1756.36,11
6,638.42,7
6,1306.6,8
0,1084.29,6
2,1360.58,9
5,673.26,3
1,1154.97,7
0,3372.2,15
0,1351.01,11
1,634.14,5
7,353.11,4
5,1079.3,9
0,2191.57,16
0,1064.38,12
7,3740.91,133
0,1064.78,4
5,696.79,7
3,816.93,5
7,1069.44,9
5,2343.9,17
7,740.2,4
5,913.98,6
0,948.83,3
5,5224.18,87
4,1964.96,11
3,1057.95,4
4,338.53,5
4,1413.4,9
3,735.05,7
7,1078.79,8
7,1074.76,9
4,3806.08,30
2,1973.55,10
5,1898.64,12
5,793.68,25
7,2209.85,19
0,1199.81,10
4,915.92,7
4,3861.88,28
7,689.67,4
7,3340.14,25
5,628.76,3
5,1990.37,14
2,3960.42,21
5,464.71,5
0,750.19,5
0,672.89,6
0,1378.02,20
0,1394.65,8
0,1591.89,8
3,1251.01,5
3,1079.41,9
7,1190.71,5
7,2782.69,20
7,1984.17,16
3,784.35,5
5,938.94,5
5,3010.99,21
0,1808.46,11
4,397.16,4
4,948.61,6
0,1626.64,14
4,2375.49,12
7,1076.98,11
3,517.65,6
3,5026.57,35
5,5184.66,29
5,1731.41,17
5,2645.43,15
3,1296.92,8
5,745.46,5
5,1310.96,10
5,2226.26,16
1,699.06,5
2,4704.42,21
5,1383.91,15
7,1664.71,9
2,1159.31,12
2,847.42,4
3,1475.52,7
7,883.79,9
2,1715.65,8
7,570.29,6
5,847.32,7
5,4068.23,29
0,1140.64,3
2,2080.72,13
3,3739.74,24
7,1693.43,12
2,1185.69,103
7,681.92,13
5,3554.29,24
3,2118.92,12
5,2658.45,31
5,2374.51,14
5,2647.07,15
4,1577.37,7
4,2069.37,12
2,2681.86,24
1,5950.94,26
5,1687.39,8
5,1859.99,23
1,1372.87,11
5,3099.3,25
7,953.66,10
7,1113.16,4
3,1475.79,12
4,628.9,4
3,1568.7,8
2,295.03,3
7,1762.14,6
2,2423.71,15
5,876.47,5
7,2202.18,18
5,1839.67,19
5,2829.7,16
0,2183.97,9
0,619.53,4
7,5266.95,42
4,3052.1,19
2,1133.8,9
7,450.12,41
3,3087.85,20
7,1523.82,8
0,2509.21,21
5,1204.58,10
0,998.43,5
7,963.84,7
5,3324.9,18
5,4853.5,26
4,1421.97,8
5,982.17,6
3,566.14,5
1,2080.77,10
5,3267.7,18
5,3122.03,18
5,1906.75,11
7,910.23,6
3,5089.39,25
5,740.73,9
3,2203.08,14
5,1703.37,8
3,920.21,8
4,1026.29,8
5,1316.3,10
0,1075.22,6
7,2666.8,16
5,584.58,4
5,3080.06,22
3,2481.48,16
0,2158.06,13
3,624.64,5
4,4023.43,20
5,8235,43
5,1608.04,10
7,2289.52,22
0,624.47,6
4,5063.23,27
3,2239.24,13
7,1640.53,11
5,2235.34,18
2,3328.16,24
0,1839.81,11
4,1413.04,10
4,4374.7,26
4,2851.06,19
3,4562.7,27
5,6454.12,29
7,973.3,6
4,1195.33,9
3,4496.11,28
4,958.89,5
2,1176.29,8
7,6717.35,28
7,2053.44,17
3,1906.99,18
0,1813.49,13
0,5624.06,30
5,759.52,6
3,3119,25
7,2133.92,11
5,1916.08,13
5,8141.06,44
3,1848.97,8
0,473.9,3
4,1470.65,10
0,1199.99,37
5,3811.15,28
1,639.05,5
5,10872.59,58
6,1196.48,13
4,794.22,22
3,2592.88,24
5,1209.49,9
0,1524.34,10
2,2124.22,17
5,2894.89,14
3,464.37,4
5,2294.07,20
7,1016.51,10
5,1316.55,13
5,908.79,7
1,4148.26,36
0,1450.39,8
7,3179.02,16
4,837.37,13
4,4447.63,29
3,522.86,20
5,4962.47,26
0,749.65,5
5,1924.94,11
7,691.23,5
4,5793.02,116
2,7635.34,45
3,2602.05,11
7,2082.71,14
0,1075.03,8
5,1678.73,22
0,3692.28,23
5,1527.95,15
5,1845.81,9
3,2075.9,13
3,2381,14
5,5319.48,24
0,3097.15,20
7,464.1,11
7,1563.15,13
0,1212.88,6
0,1897.17,8
5,682.73,5
7,1350.07,6
5,3984.8,19
7,9101.71,90
3,1539.48,16
7,1235.53,17
6,1020.94,14
5,2111.64,21
5,7480.89,42
7,1678.32,12
1,2487.99,16
4,9926.93,54
4,1794.65,14
5,1079.43,10
5,3691.44,28
7,508.12,5
7,1380.09,10
5,1928.63,11
5,1146.7,7
4,6768.94,49
5,508.52,7
5,861.82,3
5,3407.65,18
0,11677.86,60
3,420.46,6
0,3329.61,13
0,3968.36,19
5,2358.91,15
0,3026.79,26
1,5310.56,35
0,1345.76,6
5,2292.84,16
0,2255.47,10
3,1490.04,10
0,4069.02,26
5,677.53,6
3,2420.23,10
5,459.33,6
0,813.06,7
5,692.49,5
5,2067.1,13
0,784.04,3
0,2191.27,18
3,900.11,4
5,7446.52,56
7,9170.13,57
5,1021.1,8
7,2273.24,17
4,8421.19,52
5,4429.87,31
5,522.33,5
2,1373.65,6
0,923.35,6
7,905.53,7
2,5660.25,33
0,4505.33,28
3,2013.62,13
4,793.49,6
0,3180.86,17
5,928.47,14
5,2219.73,11
4,2362.7,20
5,1132.58,4
6,1374.24,7
1,9762.91,57
7,2637.13,22
3,1823.84,20
5,1266.62,16
4,730.98,7
5,788.84,7
0,1437.78,12
1,1346.37,10
3,2632.34,13
3,571.4,14
2,2689.81,16
7,1287.64,9
0,4855.61,29
3,958.56,8
4,837.3,4
3,3900.13,39
5,1020.42,8
3,1021.34,5
0,2719.16,16
3,2886.39,22
0,357.79,3
3,4113.08,23
0,1543.34,77
7,1025.96,12
4,1533.78,11
0,918.8,7
7,1025.84,8
7,909.59,5
3,1068.51,7
2,2047.33,12
2,1276.78,9
5,7842.08,48
1,1796.48,6
4,1610.93,10
7,595.21,4
5,1401.49,11
3,1262.24,8
0,2425.53,13
7,2091,12
0,6102.21,39
3,1815.31,8
5,1898.45,15
5,1875.28,18
4,3098,28
7,575.48,12
6,1529,11
4,3791.84,28
3,3810.14,22
7,2687.41,16
0,1762.78,15
0,3518.57,24
0,2309.11,17
5,898.95,10
3,797.96,4
5,2654.32,13
5,2523.51,18
7,1761.74,14
2,2129.2,13
1,1519.35,10
1,2054.41,13
1,1506.82,10
0,3871.23,19
7,860.63,7
5,695.78,24
7,3078.87,11
1,1204.86,8
0,3019.79,17
5,9969.22,52
5,3034.64,16
0,3616.91,15
0,3887.34,23
0,750.7,8
5,5417.31,113
5,3189.28,25
5,2649.54,17
3,2360.25,13
2,1762.96,16
5,2157.26,20
3,4715.25,24
1,1472.3,12
7,7174.2,43
5,3457,29
4,4452.44,17
4,6124.46,33
0,908.85,5
3,3655.36,26
2,857.01,5
5,3025.74,19
7,4535.13,35
5,1098.91,11
0,3661.64,17
5,11216.35,56
3,2801.33,15
5,1324.71,8
7,8451.61,40
3,3525.66,21
5,561.39,3
0,503.39,8
4,1016.33,9
2,1656.74,11
5,1234.79,8
7,1282.09,24
3,598.26,4
5,2545.39,14
5,3068.08,19
7,3264.03,17
3,7049.41,48
5,788.72,4
5,5974.85,27
5,2446.38,25
5,8359.67,42
5,1645.64,10
0,5806.61,27
3,2771.01,16
2,948.81,7
7,784.02,6
5,1069.1,7
5,2850.14,25
7,856.44,6
0,1175.04,10
3,1135.91,9
7,2593.09,12
4,1078.84,5
3,3461.3,21
7,1509.96,10
3,285.61,3
0,1108.1,7
5,2091.05,16
2,1378.38,10
5,2569.62,10
5,6828.38,52
2,3044.91,16
5,2015.34,16
2,624.07,5
7,392.15,8
5,1786.2,14
3,847.05,7
5,285.51,4
0,797.43,16
4,1562.74,59
7,3236.78,27
3,1182.28,21
3,4130.22,26
3,1132.45,10
3,895.53,8
5,8380.48,63
2,8021.18,51
3,802.51,5
0,1817.21,11
0,624.59,7
7,3010.49,32
5,634.24,18
7,1992.13,17
5,902.51,5
0,5718.98,37
5,2632.6,14
4,845.04,8
3,4570.62,33
3,736.05,6
6,2200.68,17
7,914.13,7
0,3252.32,25
4,2028.69,10
5,1765.33,13
0,6076.61,43
7,1684.71,14
4,512.94,5
4,1606.26,12
7,2564.74,19
4,1462.68,9
5,1161.48,8
1,6378.08,61
7,682.08,11
0,1458.44,57
7,1134.12,7
6,2837.3,28
3,2236.78,38
7,2919.44,12
5,2877.78,31
7,1810.24,7
4,3149.24,20
5,1524.19,10
0,1640.06,8
7,391.99,3
7,5146.76,30
2,1364.85,9
0,1127.41,6
0,735.98,5
3,2777.74,14
1,688.2,8
2,2996.65,21
5,1679.87,15
5,793.14,7
0,1259,13
4,2649.66,11
7,1542.2,10
3,10309.32,64
4,9373.96,65
1,1452.29,9
5,6043.79,61
0,2282.95,14
5,1940.15,14
1,2022.42,24
0,1035.32,5
0,1582.83,7
5,1692.63,11
0,1466.04,14
4,4707.82,26
5,1060.04,5
0,5838.49,31
7,2507.58,16
0,4569.2,49
0,4218.68,35
2,3077.6,37
7,730.89,6
7,1326.23,13
7,634.44,9
4,2336.49,18
4,1238.15,9
4,1819.97,16
0,1883.61,11
1,1393.99,8
0,2650.47,17
7,797.84,13
0,1456.24,20
0,1502.05,15
0,503.37,3
5,1703.79,9
0,1542.48,31
7,3039.44,46
3,1932.32,16
1,1491.52,11
7,8476.34,60
1,6116.36,61
4,1466.81,10
0,1257.13,11
5,1359.73,10
5,2318.38,30
7,2758.16,22
4,2262.71,18
4,2907.57,15
5,817.04,7
7,7053.12,55
5,2033.41,18
3,4064.46,31
6,1833.9,13
7,1859.34,29
4,3576.74,26
0,691.73,5
3,803.46,4
5,6190.2,39
7,1132.39,5
2,2389.78,16
5,1805.21,13
1,6037.33,28
0,905.96,8
3,1515.66,7
3,963.65,13
7,3775.03,26
5,687.22,3
5,392.08,126
5,285.71,3
5,1366.2,7
4,15533.75,73
5,783.99,6
5,1133.71,7
5,905.43,6
3,1026.74,7
0,1532.91,11
4,1064.74,28
7,1718.05,27
7,1340.99,8
4,740.02,6
0,1865.66,60
3,1475.24,14
3,4280.46,32
0,1505.56,7
2,900.18,7
5,1350.79,8
7,15298.3,98
7,2739.13,15
5,1127.11,16
4,7147.92,45
0,1980.42,12
0,803.5,5
3,3987.91,20
7,1261.85,12
4,1819.7,9
1,2491.14,17
0,1267.58,8
5,730.49,7
4,2634.7,20
7,565.79,5
7,1436.92,13
5,1656.07,19
1,3820.95,25
2,1607.74,12
5,598.47,130
4,1639.75,10
6,784.26,5
0,10777.96,80
1,3816.02,33
3,1732.92,12
5,1518.73,8
4,9016.35,47
3,2159.91,21
0,1423.46,11
5,2418.78,22
4,4797.46,34
0,7279.39,45
4,2250.48,16
4,2108.21,127
7,401.8,3
2,1316.39,11
3,1248.88,8
7,2018.74,9
3,1206.16,11
3,5570.93,33
7,784.18,7
0,1602.88,12
0,4161.98,48
0,851.39,6
2,884.68,7
3,682.8,9
0,6773.89,39
5,1345.45,7
7,4094.69,20
5,1456.54,7
7,9551.13,69
5,1133.56,8
7,1142.08,12
7,1926.48,18
5,2361.43,14
5,1602.96,46
7,12178.29,97
0,3647.93,23
5,1399.66,35
1,4411.86,22
3,1103.73,9
0,1510.03,14
0,420.69,31
0,614.74,6
5,1591.26,7
5,449.78,5
3,2076.79,14
5,12887.78,64
7,1642.34,16
0,792.98,16
5,1123.11,8
2,1370.41,7
5,4312.86,31
0,3958.89,28
0,2085.36,19
7,3257.05,22
7,910.23,5
5,2049.97,31
7,7363.29,54
0,3106.57,57
7,1445.66,11
0,1490.54,11
0,1088.29,12
4,3589.14,25
5,869.86,16
5,1905.75,8
3,565.83,5
0,3470.49,24
5,3658.66,18
7,1863.27,25
0,1686.6,11
3,3141.51,18
0,1073.45,10
7,1029.26,7
2,1633.25,4
2,1979.6,152
5,1920.69,11
3,1875.39,13
7,2218.05,120
3,1841.87,21
5,285.98,3
0,735.26,7
2,1194.85,5
0,4275.45,36
7,2400.51,15
5,538.71,11
5,5095.2,34
0,1432.76,9
7,2801.04,17
0,2448.38,16
5,978.5,7
4,4562.51,53
0,3415.76,24
1,6349.09,42
6,1756.82,10
2,1171.38,6
7,3728,33
5,2340.93,21
6,338.79,3
5,7027.68,36
3,3504.2,47
1,1606.4,7
7,1359.78,6
0,1194.08,6
3,2789.29,15
0,856.22,7
5,909.73,6
5,1979.98,10
5,7665.22,50
7,454.91,4
0,1593.26,8
0,1668.68,10
7,837.19,5
0,1508.63,20
7,1123.46,7
4,16927.08,112
1,3990.31,17
7,2077.56,15
0,1980.08,12
3,169.55,24
0,1435.71,13
7,856.44,5
3,750.34,7
7,1393.94,8
5,789.1,5
2,570.89,6
0,1480.06,18
4,4935.1,22
5,522.46,4
2,3196.6,14
7,813.2,5
3,1614.15,18
5,740.43,4
0,2036.99,33
4,2479.37,20
2,401.98,6
5,2235.52,13
0,633.34,6
0,2632.67,12
4,1059.86,4
5,3527.91,23
7,864.56,8
7,1655.71,13
0,681.78,6
0,726.13,5
3,6859.43,28
0,1799.19,18
3,1016.49,7
5,6342.1,48
4,2417.49,15
3,2036.08,17
2,614.72,5
0,1257.3,7
4,1379.72,14
5,735.86,6
5,914.76,8
3,1428.76,8
5,1848.61,8
0,793.9,6
0,696.48,4
0,2523.06,34
5,1236.82,17
4,2932.03,14
3,1258.75,12
5,1165.97,9
1,1876.16,20
0,2135.69,25
3,566.42,5
0,3673.52,34
5,1709.61,9
5,3908.88,45
3,793.95,7
2,353.02,5
7,4357.92,27
0,1651.52,11
5,6162.13,30
5,4085.4,31
5,3416.97,21
4,4623.67,32
7,3235.56,26
0,5493.41,39
7,3436.98,24
1,576.5,13
1,633.85,3
3,4977.52,19
0,1667.81,16
0,1165.2,9
7,4746.47,34
2,5242.11,23
0,1093.67,11
4,3217.96,25
5,905.15,3
5,741.3,8
2,2174,13
3,670.46,4
3,8221.41,43
4,3622.79,46
5,227.6,6
4,1587.25,10
3,1209.35,5
3,2263.73,49
4,3028.81,17
4,1666.18,11
7,2390.78,14
5,963.97,9
3,861.34,5
4,450.12,3
5,1544.46,12
0,1258.66,6
7,3494.48,18
3,5382.37,27
4,6367.16,35
2,735.88,16
0,2548.56,21
7,2266.26,14
0,1306.92,10
5,5468.14,30
0,343.19,8
0,2266.35,14
5,1316.04,9
5,958.28,9
2,1427.11,8
3,1538.33,9
4,604.15,4
0,788.58,16
1,921.34,4
0,3798.97,23
5,4863.55,20
3,633.92,8
5,2991.57,16
0,1132.18,12
0,1568.32,11
3,2118.88,19
0,478.55,3
0,1762.6,7
1,300.18,3
5,2748.26,12
0,633.29,5
2,1130.51,5
4,3069.47,17
3,510.43,4
3,643.24,3
5,696.79,6
7,566.56,3
5,1016.14,5
7,735.77,13
2,1724.36,16
0,1398.53,8
7,860.84,3
5,522.1,5
0,2299.74,10
4,2651.36,16
0,580.57,4
7,2676.28,28
5,918.21,8
7,2781.42,20
0,687.24,6
5,2011.04,13
5,1029.05,6
1,2075.12,14
5,280.7,13
2,1626.43,8
1,1461.87,8
7,1072.04,6
3,10285.22,59
4,852.2,6
0,910.16,5
7,841.66,4
4,2521.59,9
1,648.79,4
0,643.31,4
0,2318.54,14
5,958.61,8
7,1702.9,9
2,1965.42,10
7,966.42,7
0,2385.43,10
7,900.51,8
4,2574.53,17
4,4662.75,27
3,677.72,8
4,1194.42,11
0,799.57,7
5,3461.19,13
7,788.36,3
7,2361.88,21
5,1572.69,5
2,696.58,8
1,1222.67,12
5,1354.84,5
0,3580.32,24
5,1530.68,10
5,1176.14,4
0,2534.19,16
4,2353,21
7,2137.94,12
0,2169.35,15
5,4812.08,26
7,3390.09,28
0,5167.42,34
7,455.1,5
7,1856.05,14
7,2415.33,10
2,1078.98,6
0,1136.99,9
7,1393.86,19
0,1311.06,9
0,2445.56,11
0,862.01,5
5,1461.53,9
3,971.82,5
7,857.29,7
3,1457.16,10
5,1264.22,16
6,682.15,4
3,2303.44,15
0,1317.5,7
7,3559.53,17
0,2023.32,16
0,1248.68,5
5,2834.36,18
1,1471.49,5
1,963.09,6
2,962.8,5
0,783.9,4
5,1946.68,14
0,1176.34,8
7,1393.79,19
3,286.03,20
0,3105.56,26
