class,DU,DS
1,57,6068.822919
5,20,2543.94797
1,3,580.585133
7,7,1163.982442
4,22,3046.681292
5,25,3002.665396
5,25,1488.520522
7,97,306.589365
0,74,6475.669423
4,10,864.594286
0,46,6904.624796
5,28,672.030791
0,23,2051.72342
6,56,4646.530199
1,25,3324.827333
0,43,527.473748
7,14,2156.112449
5,55,2014.349187
5,36,584.620136
5,17,1164.077074
7,17,1550.754409
3,6,702.525546
5,14,1293.571598
4,7,650.429843
4,11,1490.636168
2,25,2566.063124
0,3,396.803527
7,25,2141.402474
4,18,1247.203862
3,24,931.833062
5,37,146.132252
4,5,676.159819
5,43,1622.670709
0,7,292.088967
5,19,2323.902571
5,1,146.177157
7,61,1190.953253
2,23,586.241244
0,61,4244.828377
7,11,691.989417
7,6,907.208248
7,18,1022.885315
0,48,2328.248759
2,8,1822.094473
3,14,1225.892475
0,13,1666.397035
7,143,6508.436342
7,17,2209.803429
7,17,1461.174789
7,26,396.741893
5,11,941.583222
5,9,1008.941841
4,9,724.001329
2,19,1109.898802
4,45,2225.654221
5,9,1006.634641
4,12,1315.560326
2,61,524.926762
7,25,1930.611699
5,11,651.194863
5,14,292.433099
7,10,1582.695226
2,16,1770.689944
5,11,2097.298427
3,59,1862.283474
0,6,306.670519
7,36,3469.301675
0,13,1303.238418
0,5,396.788121
3,6,1150.377408
3,119,5021.949418
0,17,1191.137828
5,7,525.044957
7,48,7116.088169
0,3,220.507013
5,8,1382.383632
4,6,482.767324
3,41,3327.599766
0,28,1270.697041
3,25,2826.20896
4,19,2402.403757
4,14,1257.591405
5,57,1680.170336
5,14,1037.959993
5,15,1687.472519
0,4,562.48897
4,27,1962.677954
0,14,2402.403757
5,61,3987.924616
0,10,1651.967709
0,8,769.608013
2,39,2541.102607
7,17,1963.328913
5,8,586.219011
2,6,907.197921
1,17,2002.260517
3,3,505.530359
2,22,3118.006382
5,18,1927.629919
7,12,1518.082702
4,21,2204.461122
7,13,441.03989
5,12,383.258265
0,8,1164.112555
7,11,1155.96946
0,26,1006.695525
2,23,691.958137
0,7,781.939685
0,18,1068.109597
5,82,920.070293
2,31,3633.562582
5,10,1390.197048
3,22,1015.882385
3,5,383.285925
5,19,1518.066377
0,5,562.48897
4,9,1242.354125
0,35,5173.109997
3,69,7464.691656
7,4,651.118897
0,25,2384.1618
2,13,1162.995135
7,11,1052.882134
1,40,2004.793642
2,18,881.610417
7,14,1102.103683
4,3,397.153545
0,11,220.36546
3,4,306.70408
5,8,1085.065562
5,9,1099.88608
2,21,1588.089325
4,14,876.891711
6,19,1918.504092
3,9,1228.175008
0,8,1190.225678
0,86,7844.855937
5,59,781.939866
7,10,1144.956814
5,24,2104.164503
0,12,2141.510515
3,13,612.738732
5,9,781.939761
0,16,345.98213
5,9,910.615495
5,16,2999.669686
5,6,1009.320058
5,5,586.190482
5,17,794.211038
0,13,2720.980977
2,18,1085.397933
4,8,1356.429557
3,42,7177.447626
7,5,650.509788
7,5,702.225583
0,8,964.473692
4,4,691.972649
0,14,2194.261147
0,14,1255.765254
3,5,864.244064
0,32,146.16241
5,14,1444.498601
4,6,702.725313
1,10,1145.015231
3,2,383.421124
0,6,723.918747
5,5,660.914846
2,21,2721.652261
2,87,11943.87669
4,11,958.718696
0,26,2555.509435
5,24,1927.915988
0,20,3642.887462
3,9,1321.917895
5,19,2471.900951
7,5,864.56438
3,3,396.545249
0,6,931.874281
5,5,818.069574
1,19,453.594512
0,4,146.10656
2,5,453.599391
0,19,1820.923694
0,10,1087.645859
0,9,1653.68937
2,9,910.390831
5,10,1301.832266
0,8,702.62545
0,9,146.152147
0,4,731.020325
0,8,580.752903
1,3,361.66965
3,14,1147.785195
0,10,1050.253472
7,6,661.205222
0,12,1006.724828
5,9,730.882578
5,158,2261.790098
7,7,864.217173
6,7,881.886614
7,5,612.643321
7,10,651.07909
0,14,1389.82542
0,8,1172.318709
5,11,1124.977346
3,11,2308.871781
3,12,2016.095228
5,19,2244.003394
7,19,1009.405099
2,2,397.153545
5,16,1068.143067
3,13,1007.019671
5,10,2115.209204
2,16,396.444891
5,22,397.072852
1,6,146.112986
5,16,2232.38741
0,6,661.26221
4,27,766.597591
0,9,1002.404206
7,8,770.402652
3,16,2441.092017
3,17,2384.061522
5,7,672.817796
4,9,963.648855
3,5,723.979447
7,19,2980.304192
1,7,892.090711
0,5,730.808844
5,4,482.616469
4,14,2495.335103
3,8,877.364571
7,3,345.984397
4,4,672.782584
4,9,1802.78444
7,4,440.946758
5,4,650.604216
2,7,1006.73835
2,8,1109.574077
4,8,863.786596
0,18,2031.797668
0,7,864.531137
3,8,881.824495
0,14,1533.015882
7,6,793.487639
4,8,1379.630051
3,13,1333.892309
5,52,1053.805151
7,6,672.934346
4,45,3776.355088
0,7,396.99211
3,15,1247.537474
3,9,1432.725409
0,8,885.624618
5,5,676.083657
7,5,438.416014
0,6,965.49756
0,127,9145.904144
4,75,146.21879
7,16,1383.919902
7,21,2964.377325
5,10,2103.928288
0,4,584.581641
5,3,220.517359
7,6,892.092189
2,2,292.292104
5,6,1009.026976
0,7,958.259458
4,6,730.6741
4,15,2683.375029
5,11,1172.368975
0,10,877.207099
4,20,2351.197773
5,6,672.601934
7,10,1206.772741
3,10,800.98719
6,19,1020.609348
7,6,941.833409
5,16,2286.62124
3,16,1547.320392
5,14,1169.537724
0,6,562.48931
4,5,440.743017
5,3,525.580342
7,24,1961.418302
7,10,745.097984
0,5,731.036333
4,7,527.539893
7,22,3344.42961
1,8,867.060755
0,26,1751.25638
7,9,650.963228
0,36,661.531386
5,23,1357.248805
0,18,964.721981
7,13,1673.983082
7,16,2059.961593
7,22,2834.999908
3,94,1818.337426
3,8,650.262549
0,23,383.304991
5,58,3237.221998
5,10,1233.241858
7,2,346.017452
1,17,1879.101464
2,13,1247.29517
1,20,3930.845428
7,8,1164.443569
7,23,2716.239577
1,5,383.239179
5,82,8586.710016
5,15,1558.834908
3,11,1124.978026
5,23,827.144394
3,15,3028.032634
3,10,796.388067
3,12,612.800445
4,33,4258.553908
7,17,2376.540883
4,8,1015.874992
7,13,1883.96119
3,29,3913.00687
5,6,505.889469
2,20,876.675986
3,12,1087.767733
2,9,1085.539249
0,20,1665.826637
5,12,1407.134848
5,21,3018.790582
7,9,488.749549
5,15,2014.217507
0,8,1161.853253
0,15,1098.940454
5,6,651.136988
7,4,580.748813
3,7,586.236115
4,14,1781.536808
5,19,1729.804356
6,9,650.890769
5,6,146.248855
5,6,831.555582
5,73,1583.166815
4,26,672.027694
3,9,931.818785
7,11,1773.011181
0,11,1680.736616
7,19,2674.469511
0,23,827.114773
0,25,2735.422536
6,7,703.011354
5,8,660.992667
1,23,2630.483074
5,14,800.405635
1,29,959.037808
7,13,1125.004163
7,15,1880.583026
4,8,672.617368
0,7,1247.383808
2,7,676.637015
3,18,2112.055093
2,18,1758.61596
1,11,1148.31316
5,15,581.946852
1,10,676.401993
0,8,1240.517007
4,11,1257.244272
0,24,2612.886071
0,26,1105.639653
5,10,1023.226635
5,65,7127.171622
0,8,1037.94707
5,3,527.648432
7,20,1933.834087
7,35,5183.597109
0,4,586.207603
7,8,827.034146
5,16,1316.285721
7,27,2721.635923
5,7,660.977105
7,17,1495.154101
4,26,675.591489
4,22,3047.71964
3,5,581.65082
7,12,964.273311
7,5,796.128054
7,7,884.898765
4,32,1927.915988
3,34,3214.370473
5,12,1124.993819
3,7,383.285925
5,140,793.194659
0,20,3114.677192
5,16,1233.235671
1,49,6041.640347
0,4,453.598674
7,5,745.879944
4,9,1085.376729
3,13,1447.950365
4,59,527.538319
2,21,2225.643538
5,9,723.041822
2,28,2756.628364
1,37,3788.907388
3,29,1356.465209
5,28,1822.632537
0,7,892.089324
3,7,801.16717
4,55,5047.171596
5,26,3040.380238
7,7,723.76346
1,19,2603.244084
2,8,770.315354
5,32,2140.754771
5,3,220.522531
4,6,562.4905
3,6,306.625752
3,19,1730.030712
6,18,1445.095408
5,16,1338.208957
7,6,361.591768
5,9,1137.667683
3,14,830.931196
0,12,1782.508587
1,4,438.429492
5,5,675.327664
7,30,650.713097
2,34,584.512315
7,13,2060.236099
4,12,702.325613
5,11,1258.438825
5,15,796.029919
5,33,1748.323207
1,108,5160.109114
5,9,1052.926137
0,11,1150.109273
4,8,692.010701
5,8,724.08877
0,140,562.494321
0,46,5270.506749
7,61,675.979761
3,45,623.567342
0,7,525.802161
2,27,2115.202632
7,8,623.639109
3,21,2529.925266
3,17,1895.014632
6,42,2249.989334
0,53,623.706888
4,12,1795.544478
4,18,672.029402
0,43,766.732853
5,12,1255.242536
7,6,241.363287
5,4,488.583139
4,73,1444.49529
6,14,1144.974935
5,41,4408.676477
5,6,675.667806
7,35,3885.959979
7,11,831.892883
5,22,2530.551984
5,16,1445.676446
0,7,584.927628
5,5,818.117838
5,10,1087.457383
5,7,795.970158
5,46,5625.376559
5,21,1405.694912
3,36,1623.902573
1,11,623.679524
4,52,220.656865
0,19,2661.5919
2,108,1360.833867
0,27,2840.751684
0,22,1252.660499
0,28,1823.477431
3,5,146.177798
7,7,1309.277026
3,82,146.168823
5,16,1986.345721
1,10,1840.218569
5,13,1242.289006
7,10,1105.672016
0,19,2255.132051
5,14,1840.225864
7,5,505.74595
3,35,2170.795861
2,31,4407.464674
3,7,292.422856
7,20,3364.374921
5,89,10650.72746
0,23,2359.31079
7,13,2923.639256
7,11,910.562522
5,18,2018.605168
0,28,1469.441827
4,27,3246.531741
7,17,941.958011
4,15,2314.725658
7,4,582.514054
7,17,1953.454372
7,6,584.535429
5,42,1985.591173
4,7,1147.581029
5,9,1293.967641
7,23,1489.512456
3,19,623.627371
0,10,2004.794353
0,8,1105.649768
0,7,864.208209
4,4,440.615086
0,7,1070.863277
0,25,3007.19144
5,4,703.13099
1,30,4705.295228
7,21,5266.497358
5,17,1969.913404
4,33,3425.706403
1,4,723.965778
5,4,526.005613
2,21,1281.878189
0,39,5803.925144
5,3,220.325702
7,10,1523.056364
3,5,744.985166
0,23,5709.977314
2,8,864.457957
3,5,562.492708
3,6,964.041447
7,2,691.945432
5,11,1240.312722
7,17,2506.285528
2,7,1490.681552
1,49,3196.744883
0,10,586.185915
0,5,672.64382
4,19,2625.497395
5,5,769.775077
7,17,2097.406179
5,5,650.517054
4,17,2468.824537
5,7,672.502661
0,8,1356.346359
5,9,1068.280632
5,18,1525.374199
4,8,796.685977
7,6,1147.581029
7,11,1155.976088
5,15,1811.898373
3,9,1680.558129
0,11,1531.587248
0,8,1023.759884
3,7,1223.334114
5,14,1689.514976
0,6,672.024751
0,21,2684.927118
4,7,885.021317
4,13,2423.963025
7,15,2385.578191
0,5,931.961338
3,15,1516.788819
0,12,1304.59392
5,36,5997.044206
0,5,799.15461
5,15,2299.724126
0,6,793.364317
2,13,1156.009223
0,8,1070.236344
2,6,799.140516
4,18,2203.870575
2,9,1255.242536
0,3,453.612292
3,247,1986.765979
5,3,345.997313
5,6,692.036487
3,15,1693.697107
2,8,440.684253
2,8,1390.241839
7,4,661.50552
3,13,1008.345297
0,6,920.321895
7,10,1555.158664
2,25,3458.146567
3,10,1147.725156
0,4,582.130181
5,10,2235.80931
0,5,1145.050811
5,7,730.6741
5,89,10720.01371
0,5,672.513696
5,14,2099.217764
0,27,3768.567433
7,13,1050.226218
5,8,963.961618
0,8,623.627371
7,21,3399.057047
4,8,1020.458351
0,16,1404.997795
3,3,489.179513
5,5,766.637619
5,10,1984.501035
7,11,1228.522173
0,8,2051.834704
7,8,770.775345
0,5,691.981714
1,15,1634.518273
0,4,796.439172
0,17,1555.146977
0,19,2747.466176
5,7,907.226016
1,22,2999.663262
5,34,4549.788338
0,7,799.159306
3,5,562.4871
4,9,1448.162248
4,10,1944.066172
0,4,586.165925
0,6,931.844956
5,7,831.790271
5,5,582.242464
7,8,1050.353385
3,3,345.984851
4,4,799.152442
3,4,702.205573
0,2,482.715652
5,16,2234.107523
2,11,1252.654477
2,6,1109.458849
7,6,672.026939
1,61,4074.82848
5,7,527.59025
5,12,1161.428089
3,13,2075.860799
5,26,4103.469178
7,7,527.653147
2,6,724.01336
2,3,489.476927
5,11,1497.006584
0,26,2764.283013
5,35,2104.060116
0,12,1021.054334
5,16,1626.805636
5,6,703.44309
3,4,482.646398
4,22,2384.777421
7,14,1322.798864
1,13,1112.815832
4,4,864.819894
5,11,1382.442903
5,7,692.00391
5,21,2100.325228
3,7,794.141859
1,25,2840.392397
2,30,2455.904963
7,10,1011.80583
2,11,864.486239
0,9,1002.396554
5,10,1360.85062
4,6,864.548671
0,7,977.210345
5,28,3281.659769
5,7,146.147656
5,5,582.254279
2,7,1137.677829
5,7,691.966301
0,6,562.497461
3,4,692.014774
0,5,818.534437
3,15,1360.840312
2,24,241.332318
5,5,672.029163
3,11,1109.718012
5,29,1824.063837
2,36,4299.469301
5,7,505.988041
7,3,440.988158
3,11,1315.357776
7,10,1145.005308
5,41,5099.450088
1,8,723.683414
7,6,919.431969
2,16,2748.057776
2,9,1352.008015
3,4,623.706888
7,5,525.172152
5,15,1986.496437
5,10,892.089052
2,14,1009.18773
5,40,3072.258831
0,3,438.6218
5,2,453.623312
0,35,146.160486
2,8,1099.224391
5,3,361.695597
7,47,4623.544174
1,4,799.160028
0,27,910.902649
7,4,623.636501
5,25,2771.837957
4,9,892.089113
3,11,1654.32672
3,14,1315.559793
3,10,1588.068424
5,15,1528.022732
7,27,1023.773309
2,9,965.209566
5,15,885.624618
0,5,383.234406
0,6,881.658772
0,28,2457.532021
0,12,910.623061
2,3,527.709709
1,48,292.367772
5,16,942.318208
3,21,1796.372334
5,6,1100.137845
3,15,1677.248631
5,16,2261.554669
0,4,766.808968
0,12,241.346534
5,23,3225.309019
5,8,769.965883
7,8,1053.266995
0,10,1147.965258
0,18,1518.105823
4,11,864.664026
7,7,525.480654
7,20,2401.759309
4,8,220.496666
0,7,723.986012
0,8,1144.996549
0,29,2674.946458
0,5,580.949095
7,5,438.56992
5,10,2107.136829
0,6,919.600078
0,10,1301.476982
0,4,702.725313
5,18,1344.056976
0,6,345.96284
5,5,580.785618
5,11,799.170138
5,12,1085.242404
0,6,892.092522
5,48,5911.912946
0,5,438.514162
7,17,525.426254
2,18,1796.846778
0,6,723.688124
5,37,2564.751167
0,14,1347.179197
0,8,919.751298
3,6,744.759366
4,15,2338.46001
5,16,2254.156747
7,25,942.248249
7,51,4689.594611
4,6,781.940042
4,9,1020.820612
0,9,877.353054
3,11,1124.976326
0,49,2071.022321
2,42,5165.976132
3,6,958.678787
5,62,489.164873
0,20,3096.697903
7,31,1662.491764
6,37,2046.15251
7,23,3525.016097
0,7,586.238964
4,52,9098.313257
2,9,877.068708
5,15,2193.051362
4,5,794.4799
4,27,3838.28265
2,6,692.023824
7,9,1008.743109
7,27,3137.414913
3,12,1433.31097
4,7,885.3712
5,7,796.358248
7,7,827.079573
2,6,745.579982
5,17,1776.547172
0,41,2533.819914
7,12,864.604253
0,8,770.005618
0,16,1277.820203
7,12,650.586061
5,86,10796.88106
4,7,675.563731
5,21,1438.471584
5,37,1050.071736
5,7,1015.888654
5,9,1020.397931
5,15,2683.12826
7,8,818.554241
7,12,1490.941115
5,13,1372.300278
3,5,527.48005
3,20,2125.89086
5,38,5609.388339
0,29,672.599729
5,56,292.326744
5,27,2971.148111
4,8,1068.096719
1,35,2330.269705
3,24,3068.095239
7,43,397.230352
0,5,488.842473
5,28,3051.83696
7,6,346.009537
5,13,2156.572563
0,44,6441.983114
7,6,1009.395651
5,8,1053.201046
5,9,827.099955
0,5,525.294713
0,31,1309.31001
5,13,1444.592334
2,13,1352.783238
0,11,827.048984
5,19,2013.440639
0,43,3790.374761
3,21,1928.363832
4,8,881.990114
7,9,1098.593128
5,44,8588.580838
0,7,1184.823475
0,14,1461.284777
7,12,1636.717783
5,5,584.797047
2,12,1971.709707
4,29,3395.202872
1,23,3118.801375
6,9,1443.94413
3,7,527.71285
7,4,482.677761
4,27,2236.13937
1,10,1190.549204
7,11,817.938886
5,85,10992.44494
5,5,584.942981
3,12,1969.197099
5,21,2125.895407
3,6,580.597414
7,6,623.704282
7,79,12961.25245
0,54,5378.94902
0,6,942.000033
0,8,910.862389
5,30,5438.780385
0,11,1821.284621
3,14,1124.994837
5,7,488.725087
5,27,2441.083844
5,16,1357.035236
7,19,2292.196444
4,11,1087.40192
4,1,241.360739
7,6,581.958685
3,15,965.370101
5,3,650.535217
7,27,4181.439782
6,6,1015.889549
5,16,1124.997042
5,16,1883.578556
0,21,2381.914256
3,81,1437.800196
5,33,4076.73075
0,3,146.17972
7,23,1678.527284
7,27,1881.799248
7,15,1652.402779
3,10,1401.384668
0,16,2766.470414
5,12,1373.117765
5,4,361.662573
0,12,1258.169365
7,50,8703.934983
0,16,1234.405983
7,13,1578.294666
5,3,220.401741
0,48,4167.653256
7,16,1729.316432
6,11,731.010719
5,70,7959.337402
0,11,1405.929623
7,42,5685.263217
7,11,942.20957
5,12,1491.346167
0,107,361.655495
5,5,876.99947
7,8,863.65192
5,7,650.662295
5,22,2408.07353
5,4,438.725464
2,7,1105.639653
6,49,3018.89689
7,17,383.305945
0,39,292.320331
0,12,1771.965088
4,7,781.940045
4,10,1206.570379
4,23,2893.659089
4,57,793.210086
7,4,612.648934
3,62,482.670469
7,21,1270.092169
3,7,827.003528
1,7,220.282459
5,24,3748.736449
0,47,1576.659479
5,14,2097.221785
3,13,1051.504781
5,16,346.009763
3,13,1382.027811
7,8,818.279536
5,4,488.646785
6,27,1351.231547
7,66,769.790982
0,19,2234.259267
7,16,1144.95389
5,14,1622.320477
0,13,2016.082842
3,8,505.686101
7,23,1006.934227
3,7,907.252629
5,30,584.609872
1,16,1524.881308
7,7,581.976433
3,3,438.423716
0,39,1883.848144
5,7,1137.058443
5,9,1112.827714
3,22,2396.431138
3,3,440.622005
5,9,1070.593174
1,13,1038.044217
2,22,505.964152
3,30,2468.803782
1,16,2600.229503
0,25,2268.075061
7,6,525.072221
7,17,1729.446474
7,5,676.484968
5,46,6787.336285
7,14,1729.137067
5,8,453.625314
4,9,1102.293561
3,5,440.663507
7,6,661.619307
0,15,2480.97995
0,30,612.705062
2,16,1872.803528
5,16,1315.432829
2,23,2900.675011
7,13,1586.774886
5,10,1588.028874
4,18,2345.819569
7,14,1870.82732
0,14,562.492369
7,72,7443.774443
5,8,1006.596289
5,15,612.856532
2,22,2981.610097
7,8,831.225204
7,6,661.1534
7,23,2514.539985
7,25,2921.790566
0,23,4170.932235
0,1,146.127116
0,18,1928.25553
4,23,2780.24366
0,14,723.145756
5,35,3774.70059
5,14,2200.430706
3,8,1172.351844
0,5,794.072663
3,5,661.474476
5,8,241.370567
5,18,1373.775332
0,18,1447.234595
0,15,1729.263307
4,30,2385.249802
5,15,1446.801251
0,16,965.361779
5,35,4151.944648
4,5,881.900417
5,10,1054.985305
4,64,345.989384
5,36,1434.315396
3,10,942.00318
0,10,876.760768
5,69,220.412103
1,20,361.518548
5,12,1147.268583
7,11,781.939908
4,12,1006.702288
3,28,2862.509993
5,12,2073.180789
0,14,2225.655256
5,15,1559.667079
7,21,2857.471392
0,17,1817.901077
7,7,941.470294
5,11,1623.52488
5,7,660.914846
0,12,1802.132614
0,5,882.57584
4,7,881.838301
0,3,623.80842
0,6,965.38322
5,8,1277.727791
0,28,3109.759557
0,8,799.181686
0,6,818.506139
2,27,4217.512163
2,6,730.548866
7,5,586.220722
7,11,1333.894739
0,12,1234.410622
0,5,438.41794
5,9,1351.064999
4,7,941.970917
5,9,1206.650648
4,10,864.509523
3,8,1304.356647
5,7,919.204874
0,7,781.939975
5,12,1315.201824
7,17,1814.497823
4,15,1693.417011
7,27,2528.653305
0,14,1871.065938
0,7,396.610828
5,7,1148.013262
5,12,1577.216441
5,12,1460.811625
2,5,826.979391
7,9,1355.870641
0,4,346.019261
2,10,1337.059336
5,14,488.78379
0,3,672.023756
4,29,4470.869804
2,9,1339.830611
4,7,965.499731
5,26,3699.228081
7,9,1445.33744
2,15,1944.109652
0,7,907.211688
0,40,3800.279864
5,10,745.029046
0,7,918.977611
5,9,910.514575
0,17,1240.971587
5,8,1023.419489
5,10,979.172997
0,11,1256.948356
7,6,963.742748
5,7,1136.885644
2,4,306.505345
4,14,1155.976088
4,10,1293.783634
4,5,675.53597
3,13,1906.893165
7,6,1020.496108
0,5,562.48914
7,5,582.844203
6,16,2330.260726
5,12,1693.470383
7,23,3410.305671
4,7,1023.114423
3,17,1986.496437
5,13,1301.527762
7,8,651.144224
5,18,2059.875412
5,16,1270.729419
7,6,562.4905
5,23,1961.866509
5,10,1098.729992
5,7,1055.205667
3,4,582.496352
4,38,5416.976025
2,13,1900.256192
5,7,907.214841
2,11,1105.653813
3,7,1149.826305
4,7,582.997307
5,11,1226.295866
5,5,612.778006
3,7,1147.893242
5,9,863.957104
0,5,827.108291
0,6,1055.136446
7,6,770.791193
2,7,527.554059
2,3,920.347043
0,16,1687.494927
0,8,672.586498
2,20,2204.988075
0,14,1910.59872
0,13,2107.736496
4,16,1148.984148
1,10,1006.963465
5,4,453.60226
0,10,1673.98467
5,28,2111.905861
2,16,1105.936592
3,5,505.668141
5,10,1555.133151
5,5,505.689095
5,17,2786.52993
4,8,1234.409279
1,5,441.105388
0,6,1068.126334
0,4,781.939984
0,12,1339.07638
3,4,826.973819
5,6,1169.501846
6,13,1446.482818
3,7,977.826709
5,13,1542.919879
0,10,1490.863001
1,9,1444.651982
2,9,931.95185
0,2,440.912248
5,11,1469.412973
5,14,1588.083831
0,7,1765.082841
7,7,661.639988
5,44,5528.270317
7,15,584.745797
7,17,1762.557192
5,7,1068.033581
5,24,2413.355989
3,3,505.943245
0,10,965.504097
3,3,525.525974
5,6,650.716725
0,10,1689.446139
0,7,766.548009
0,7,1099.077191
5,68,4696.82187
4,17,1444.96619
3,12,800.603531
5,7,440.770661
5,7,907.222865
3,17,1068.061936
7,6,863.804549
0,16,1677.151341
3,29,1930.276006
5,6,440.957109
5,14,1718.850507
3,7,146.120694
7,3,440.936406
3,12,1666.363617
7,9,724.062552
0,9,1021.031724
0,9,892.08854
1,7,1099.749637
5,8,941.843214
3,11,1489.010162
2,3,345.988704
7,27,781.939831
7,12,1405.583728
0,4,527.492653
0,9,1055.406852
1,15,1821.238554
5,7,1008.146217
7,24,1010.178936
4,19,1878.455975
2,14,1624.154836
1,2,781.939963
5,5,723.240193
7,10,453.622311
7,7,505.82969
5,12,941.887013
0,9,1112.824181
3,3,488.749549
0,7,612.648934
1,9,1149.820582
5,9,731.164333
5,28,2629.329379
1,16,1676.690816
7,7,723.079623
5,15,2156.70022
7,2,292.338286
0,55,7055.562614
7,9,876.910958
0,15,2192.378424
5,6,623.606498
0,14,892.086824
4,17,2245.464691
0,11,612.867747
0,6,769.894346
5,11,977.562688
7,18,650.655037
5,10,1681.818897
5,13,1662.839616
2,6,580.81015
3,18,2459.941873
2,38,4882.18131
7,78,5856.219175
3,74,4026.131861
0,13,1241.268146
0,8,1352.008015
0,10,1240.971587
7,8,941.95104
3,13,1621.10431
0,9,1023.127892
7,3,292.320331
0,11,1234.40073
7,15,1846.618153
5,14,1375.047879
7,36,4344.034169
7,10,919.969594
4,12,1309.232477
5,22,241.337058
3,2,361.898205
5,12,1563.879711
7,6,1293.49854
7,9,867.087504
0,4,482.63983
2,18,910.676006
3,23,306.829838
7,6,581.075676
1,4,584.514884
5,2,146.169464
5,6,730.882578
0,18,1664.890737
7,11,1623.626789
4,11,1258.361853
3,9,1206.654295
5,18,2254.724227
5,6,241.374569
7,8,1164.408116
5,7,1037.987184
0,93,8089.782412
7,82,8984.360515
5,10,672.646025
3,26,3036.060243
0,6,827.061964
7,6,660.899278
0,30,2781.790667
7,7,867.044704
3,10,1149.943564
5,17,1582.879265
4,15,2949.853477
3,13,1821.208289
7,24,1729.929921
4,11,1413.070027
0,30,2621.01693
0,2,440.912248
5,14,2167.56168
0,43,6545.995882
7,9,1164.100728
5,13,1233.538683
0,12,800.539525
3,17,2679.640663
2,10,1144.923467
4,29,1015.872303
4,31,2693.464987
3,11,1149.883517
5,9,1351.07888
4,28,3875.527374
7,10,931.950268
5,28,3276.473909
0,10,1247.323854
5,40,4761.770032
4,41,4506.157413
5,23,2515.460807
3,4,864.539716
0,22,2594.214715
3,12,1467.128467
0,5,744.746815
7,19,1247.16993
7,6,676.270558
4,16,1791.980532
3,22,2255.319643
7,13,1555.14087
0,15,2441.045754
5,20,2675.787559
5,26,2338.39842
0,23,2703.683461
3,14,1899.669195
0,9,1144.997717
2,27,4764.385331
7,5,580.949095
5,7,830.960611
3,6,769.934091
5,21,2786.69008
5,54,5840.013838
3,14,2103.678962
5,13,1444.785227
5,23,4103.025445
0,38,5343.220693
3,16,1563.879938
5,29,672.64382
7,60,7467.500114
3,21,2040.833624
0,12,1344.052764
0,7,562.486675
3,9,799.17086
3,8,918.893397
5,4,818.324888
7,6,672.02666
1,9,661.355428
7,49,6016.85279
7,6,745.392309
5,39,5317.296323
0,14,1752.889932
7,28,4344.427734
5,53,4169.125301
3,6,623.6704
4,11,1821.172976
5,10,977.513773
0,13,2318.963141
1,5,766.757597
7,11,1378.783562
3,11,1054.890127
5,10,1315.278335
2,9,1169.127342
0,20,2070.894028
5,8,724.063645
1,5,766.708102
5,28,527.563502
4,11,1257.617108
5,13,2017.878555
7,5,581.763362
1,47,4188.846635
2,10,1447.891024
4,7,1086.153153
0,33,3417.626234
5,12,1951.814068
4,16,2217.218041
4,44,361.317495
5,10,1244.471896
5,5,799.175552
5,14,702.232253
2,5,613.019096
0,13,1829.244344
5,19,1444.484735
0,11,1771.668372
0,6,702.418936
1,15,1055.294827
1,12,1636.672446
7,29,1333.889069
4,8,863.786596
7,24,2543.400349
3,13,799.175552
4,10,1021.626539
5,27,2468.790335
0,9,1322.436349
7,12,1586.898212
0,3,383.240133
2,9,1109.355906
0,21,1773.186988
5,10,1791.793085
3,26,3244.760272
7,7,723.155202
4,12,1681.513553
7,3,306.359546
5,20,3204.382857
5,39,5436.139624
4,7,438.671728
1,8,482.703997
4,21,2763.91214
4,9,881.479121
5,8,1164.313559
5,31,2962.311079
0,9,1445.456558
5,15,1490.832769
5,11,1277.814114
2,5,489.228305
3,24,146.165617
5,12,745.99233
0,2,292.261294
1,10,799.169777
7,24,2292.680092
3,50,965.349689
6,32,3501.235931
1,11,1229.492188
7,5,346.003653
7,53,438.479534
0,13,1102.362581
2,5,361.57524
4,16,1105.906333
7,6,580.675177
0,11,1323.460886
0,13,745.486164
5,11,1344.052923
4,22,2537.22161
6,11,1225.230499
5,17,1589.825598
7,3,396.791973
0,14,1488.357796
4,11,1627.318338
5,13,965.050048
7,21,2603.02544
5,29,4828.061052
5,10,796.179234
7,7,766.492673
7,58,2923.503809
5,38,3912.883213
1,5,361.71682
2,4,488.646785
4,14,1315.773179
7,7,863.948132
3,23,2296.03852
4,77,3542.458255
4,17,1252.604242
3,20,2494.751975
3,16,2471.925112
5,11,1008.620026
7,11,1228.175008
5,44,527.476899
3,8,1144.936342
0,11,691.998476
3,20,2782.458536
1,20,3914.026008
2,97,4105.415867
4,31,4563.974893
0,7,724.109517
7,10,881.306265
7,3,306.42406
4,10,1372.367085
5,44,3108.39561
2,82,6500.71901
3,23,3094.465765
4,20,440.701539
5,59,6567.432585
5,63,7125.46378
5,11,453.609284
7,7,525.13582
5,104,9105.763644
7,20,1433.805931
7,58,796.426397
5,29,1821.636675
7,9,527.811723
3,10,488.832694
3,5,964.521764
5,26,3067.425655
7,18,2256.055449
1,7,1337.746631
2,7,826.968246
4,17,2901.320979
5,8,963.843536
4,22,2105.797268
3,20,2986.491188
5,126,4045.597889
7,31,4266.31926
4,6,650.68407
0,24,505.653172
5,8,650.760255
0,32,800.644253
4,16,1734.105458
3,7,800.836129
0,17,345.99165
