ID,EX,EY,geohash,class
9946,121.474,31.203,wtw3s0qdtkg3,5
9947,121.395,31.311,wtw647vpu92w,0
9948,121.363,31.132,wtw31emv4c7v,0
9949,121.425,31.271,wtw3ghdyz8fk,5
9950,121.421,31.284,wtw3gp04d279,5
9951,121.348,31.265,wtw3c7dgv66v,1
9952,121.502,31.264,wtw3ug7n1b18,5
9953,121.251,31.39,wtw4x4kk104e,2
9954,121.478,31.27,wtw3uk98fw6p,5
9955,121.508,31.295,wtw6hcp6tdgd,2
9956,121.495,31.323,wtw6hwjvwwqj,3
9957,121.446,31.334,wtw6784mbbvn,1
9958,121.251,31.267,wtw1z5ur3p68,5
9959,121.496,31.251,wtw3u9ndmbxu,5
9960,121.453,31.2,wtw37xz3hj89,5
9961,121.347,31.156,wtw31rf0y537,5
9962,121.487,31.248,wtw3u880u32u,5
9963,121.481,31.278,wtw3umgz83yc,4
9964,121.532,31.305,wtw6jdbuufgq,0
9965,121.508,31.312,wtw6hupmtege,3
9966,121.467,31.206,wtw3s0cs4hpb,7
9967,121.439,31.36,wtw67kvjjz9w,0
9968,121.545,31.276,wtw3vvd7gubz,7
9969,121.474,31.332,wtw6hpydjk5k,3
9970,121.525,31.293,wtw6j2eycwpb,0
9971,121.398,31.348,wtw666xr66tx,5
9972,121.464,31.207,wtw3ecp3uq6y,4
9973,121.499,31.259,wtw3uf8bgguw,4
9974,121.437,31.338,wtw672gtp4w5,4
9975,121.532,31.328,wtw6jx0fuf7r,1
9976,121.422,31.301,wtw6540v99m3,5
9977,121.475,31.237,wtw3snx2swv5,3
9978,121.414,31.261,wtw3fffux2b0,0
9979,121.402,31.131,wtw34e4ppxh2,7
9980,121.442,31.193,wtw37qx27swk,4
9981,121.431,31.135,wtw355zqe2sm,2
9982,121.483,31.261,wtw3u6vhx0f2,1
9983,121.457,31.185,wtw37v43c1r7,5
9984,121.38,31.146,wtw34jfnwgpy,0
9985,121.478,31.26,wtw3u69wdw65,4
9986,121.477,31.232,wtw3sm8ge6b2,7
9987,121.437,31.219,wtw3e75xz5qh,0
9988,121.481,31.302,wtw6h67g27wz,5
9989,121.584,31.281,wtw3ywwc0913,3
9990,121.455,31.316,wtw65ubufteb,4
9991,121.474,31.337,wtw6k0wxm25q,5
9992,121.421,31.284,wtw3gp04d279,5
9993,121.512,31.3,wtw6j1frdyfh,5
9994,121.517,31.304,wtw6j4tzp2d9,7
9995,121.445,31.288,wtw3gxc9c9gm,3
9996,121.452,31.347,wtw67dw9s8r4,5
9997,121.456,31.313,wtw65u3e3ym8,5
9998,121.45,31.279,wtw3gwjjqh5w,4
9999,121.344,31.28,wtw3cq250nsk,7
10000,121.443,31.222,wtw3eeb1748h,4
10001,121.524,31.267,wtw3v7gp6rq0,6
10002,121.528,31.26,wtw3v6tyxwke,3
10003,121.518,31.307,wtw6j5q8qxu1,7
10004,121.482,31.299,wtw6h3u3zu2x,0
10005,121.486,31.345,wtw6k6pmugx0,2
10006,121.312,31.235,wtw38w0tn6p2,3
10007,121.319,31.241,wtw38xmb18e0,0
10008,121.401,31.14,wtw34sce8kdx,7
10009,121.482,31.254,wtw3u3s7xzbs,5
10010,121.531,31.318,wtw6jt20td3d,5
10011,121.357,31.278,wtw3ctcrx1cc,0
10012,121.424,31.264,wtw3g56q0208,5
10013,121.539,31.287,wtw3vxtgzzwb,5
10014,121.413,31.2,wtw36zf1pvw3,7
10015,121.496,31.27,wtw3usw8vyrz,5
10016,121.389,31.252,wtw3f32b0enc,7
10017,121.331,31.235,wtw38ynt14nb,5
10018,121.459,31.31,wtw65gg9zz49,5
10019,121.498,31.386,wtw6sc8hsw7n,3
10020,121.422,31.404,wtw6ehbv99vk,0
10021,121.409,31.127,wtw34drrftrg,3
10022,121.32,31.295,wtw609nd8fud,7
10023,121.437,31.24,wtw3er5dpnn4,4
10024,121.485,31.302,wtw6h6qemetx,5
10025,121.359,31.259,wtw3cddbvevn,0
10026,121.441,31.213,wtw3e6nsukuv,1
10027,121.542,31.289,wtw3vzbptu7g,5
10028,121.636,31.203,wtw3xbkdshz3,5
10029,121.521,31.274,wtw3vm2bk81h,0
10030,121.501,31.261,wtw3uffkd8b0,7
10031,121.413,31.212,wtw3dcfppfw2,3
10032,121.451,31.245,wtw3exvzm6jk,5
10033,121.547,31.169,wtw3mf5ud6sp,0
10034,121.366,31.143,wtw31v2j0gbz,0
10035,121.402,31.311,wtw64efpz9kq,0
10036,121.489,31.177,wtw3ke9e4yh1,3
10037,121.476,31.221,wtw3s785ebnx,0
10038,121.32,31.241,wtw38xq80bs8,5
10039,121.431,31.237,wtw3enx2equ7,0
10040,121.466,31.218,wtw3s50f4byp,7
10041,121.373,31.344,wtw63fj05ch6,0
10042,121.32,31.139,wtw30swtbfkd,0
10043,121.378,31.232,wtw3dj8g86u8,7
10044,121.493,31.198,wtw3kxkt80dz,0
10045,121.477,31.219,wtw3s70zg72k,0
10046,121.404,31.326,wtw64wexnjxs,1
10047,121.449,31.293,wtw658sqyy40,0
10048,121.45,31.269,wtw3gsm5nh5d,5
10049,121.317,31.293,wtw608sqfyp8,6
10050,121.472,31.319,wtw6hjmnqub0,5
10051,121.443,31.187,wtw37t2j7n0j,1
10052,121.451,31.228,wtw3esvum3j7,5
10053,121.489,31.294,wtw6h8csfbkj,4
10054,121.399,31.136,wtw34s0h3ep6,3
10055,121.353,31.22,wtw397qt9vg6,3
10056,121.488,31.26,wtw3ud8yew6e,5
10057,121.357,31.151,wtw31wc7xp3c,4
10058,121.466,31.272,wtw3uhbudgq4,2
10059,121.457,31.308,wtw65g6q34pq,4
10060,121.542,31.314,wtw6ju81mbev,7
10061,121.426,31.158,wtw3705swbhj,4
10062,121.478,31.279,wtw3uq1t6s4n,4
10063,121.484,31.249,wtw3u2tyw7gc,0
10064,121.41,31.12,wtw34c0p4h3w,1
10065,121.407,31.283,wtw3fwvusjue,4
10066,121.504,31.283,wtw3uyus8mv5,4
10067,121.388,31.21,wtw3d3853mtj,4
10068,121.481,31.265,wtw3u7egb6qv,5
10069,121.403,31.13,wtw34e4cqutg,0
10070,121.367,31.214,wtw39f2f8p66,0
10071,121.31,31.303,wtw606x1pyhh,7
10072,121.509,31.294,wtw6j0bhubmm,2
10073,121.412,31.27,wtw3fu98bwkz,5
10074,121.527,31.211,wtw3t3v32255,5
10075,121.54,31.321,wtw6jtydp38d,5
10076,121.516,31.178,wtw3m5v3002y,7
10077,121.427,31.251,wtw3g1h6q0ts,7
10078,121.431,31.151,wtw35nz7erk3,4
10079,121.534,31.324,wtw6jw67e2yd,7
10080,121.32,31.241,wtw38xq80bs8,5
10081,121.363,31.222,wtw39evc6feu,3
10082,121.459,31.208,wtw3ec5xzbfe,1
10083,121.456,31.106,wtw2gy9t9ftt,5
10084,121.411,31.278,wtw3fvbz93g1,0
10085,121.499,31.286,wtw3uz2y5vhe,4
10086,121.465,31.277,wtw3ujb1exks,5
10087,121.533,31.295,wtw6j91ds4uf,5
10088,121.5,31.151,wtw3hyceepq3,3
10089,121.383,31.247,wtw3f0k6uyuz,2
10090,121.541,31.276,wtw3vtx7ysfp,3
10091,121.456,31.275,wtw3gv3w1ft9,5
10092,121.32,31.239,wtw38wys2gst,7
10093,121.502,31.172,wtw3kfen1ccw,7
10094,121.389,31.215,wtw3d68b89wz,4
10095,121.46,31.117,wtw35bsmxjhp,3
10096,121.415,31.187,wtw36v7tqw1v,4
10097,121.435,31.16,wtw372d20t4b,3
10098,121.424,31.255,wtw3g1f38629,4
10099,121.515,31.299,wtw6j1u9bsrp,1
10100,121.445,31.338,wtw678ct1de7,2
10101,121.392,31.268,wtw3fk4vq9ev,7
10102,121.436,31.115,wtw3526fpbks,0
10103,121.497,31.12,wtw3h9prjk3q,2
10104,121.335,31.255,wtw3c1c3w6m3,5
10105,121.516,31.301,wtw6j4jm812c,1
10106,121.428,31.382,wtw6e0vjmkz3,0
10107,121.503,31.277,wtw3uvgc9p7k,4
10108,121.551,31.279,wtw3vyntrs4y,3
10109,121.403,31.21,wtw3d9dgqvtv,5
10110,121.275,31.24,wtw1xxjf0q44,0
10111,121.297,31.187,wtw32jmv2ynt,7
10112,121.319,31.309,wtw60etu1se5,7
10113,121.506,31.127,wtw3hfmzzj27,5
10114,121.446,31.21,wtw3e9d72vtj,5
10115,121.35,31.17,wtw336k67vnk,0
10116,121.416,31.288,wtw3fzu3vcgm,0
10117,121.315,31.247,wtw3b86fuqur,5
10118,121.349,31.178,wtw337g9h8kw,5
10119,121.412,31.232,wtw3dv9e8dub,7
10120,121.367,31.237,wtw39y8b8nf7,0
10121,121.423,31.273,wtw3gj1d2vxp,7
10122,121.43,31.148,wtw35nqdk049,7
10123,121.325,31.254,wtw3bcd5truu,5
10124,121.541,31.285,wtw3vxr2qddn,2
10125,121.333,31.291,wtw60brgrc4j,7
10126,121.312,31.315,wtw60s8xn7p7,5
10127,121.382,31.248,wtw3f0e8v97h,2
10128,121.431,31.215,wtw3e4x2e3sr,5
10129,121.525,31.318,wtw6jm7b9drf,7
10130,121.435,31.226,wtw3ekd28s6c,1
10131,121.543,31.295,wtw6jc0ft4vd,0
10132,121.367,31.237,wtw39y8b8nf7,0
10133,121.577,31.257,wtw3yd1tjrjg,2
10134,121.542,31.321,wtw6jvb4jcef,0
10135,121.531,31.314,wtw6js81m89t,2
10136,121.408,31.315,wtw64swx57n5,3
10137,121.41,31.353,wtw66g8h6ncd,5
10138,121.516,31.21,wtw3t1t72j8v,5
10139,121.306,31.142,wtw30mhr69td,5
10140,121.43,31.275,wtw3gjqwh4d9,7
10141,121.42,31.18,wtw36upkej60,5
10142,121.584,31.276,wtw3ytwgbscr,5
10143,121.406,31.283,wtw3fwvhsvfg,4
10144,121.36,31.142,wtw31t5xkcwf,7
10145,121.314,31.232,wtw38td5t4f8,5
10146,121.483,31.258,wtw3u6m5p1d2,1
10147,121.386,31.241,wtw3dpq84b9b,5
10148,121.469,31.3,wtw6h1gp8ygh,4
10149,121.314,31.271,wtw3bsdnv0fs,0
10150,121.412,31.199,wtw36z9e2ehu,0
10151,121.531,31.302,wtw6jd25me9x,5
10152,121.484,31.162,wtw3k2vgy3gf,3
10153,121.471,31.32,wtw6hjskprnm,7
10154,121.406,31.219,wtw3dejpug6u,4
10155,121.316,31.249,wtw3b8eweey1,5
10156,121.452,31.279,wtw3gwntkspn,0
10157,121.535,31.2,wtw3mxg14v83,7
10158,121.432,31.154,wtw35r2j4wtb,7
10159,121.322,31.241,wtw38xrbp2xb,5
10160,121.387,31.226,wtw3dhx2dh73,0
10161,121.41,31.226,wtw3du80dh39,4
10162,121.531,31.326,wtw6jw8pjt9s,7
10163,121.538,31.323,wtw6jwjm8wmm,4
10164,121.439,31.262,wtw3g7j4mg1t,3
10165,121.413,31.17,wtw36f64rvnk,2
10166,121.419,31.196,wtw36zn9ggbk,5
10167,121.367,31.252,wtw3cc2b0543,7
10168,121.518,31.27,wtw3vhw8ywkp,5
10169,121.467,31.197,wtw3kp1xdnrc,5
10170,121.473,31.297,wtw6h1mynp9t,4
10171,121.466,31.313,wtw6hh2g6yq0,5
10172,121.456,31.21,wtw3ec9e3vtt,3
10173,121.325,31.298,wtw60cdhj6hf,5
10174,121.304,31.199,wtw32rdgk54h,5
10175,121.517,31.301,wtw6j4jvx369,5
10176,121.429,31.212,wtw3e1vzhf8b,2
10177,121.446,31.17,wtw37d662vjh,7
10178,121.412,31.215,wtw3df9889sz,4
10179,121.32,31.238,wtw38www8ck8,3
10180,121.313,31.271,wtw3bs9qvbch,2
10181,121.381,31.244,wtw3dpfcqr9x,5
10182,121.511,31.276,wtw3vj9egsbx,2
10183,121.32,31.24,wtw38xnd0yhd,0
10184,121.472,31.287,wtw3upt5yz80,3
10185,121.442,31.252,wtw3g3r25en3,0
10186,121.428,31.241,wtw3epm0j2x2,4
10187,121.399,31.215,wtw3dd8099xr,5
10188,121.425,31.293,wtw650dyzw42,5
10189,121.425,31.295,wtw6514fxdf6,5
10190,121.437,31.337,wtw672exr0nn,7
10191,121.503,31.389,wtw6sf5y1jeq,7
10192,121.35,31.281,wtw3cqs35cn3,7
10193,121.572,31.343,wtw6q3y40ytm,5
10194,121.42,31.139,wtw34uxmg464,5
10195,121.495,31.319,wtw6htmyqsy0,7
10196,121.477,31.224,wtw3sk0ugr2r,5
10197,121.484,31.304,wtw6h6tzn2ec,0
10198,121.372,31.248,wtw3cbs2u96s,0
10199,121.494,31.274,wtw3utm0r2hk,6
10200,121.496,31.169,wtw3kdnstfxz,5
10201,121.413,31.134,wtw34gf0xyq2,4
10202,121.489,31.392,wtw6sd9xduun,7
10203,121.554,31.171,wtw3q48bjrx9,0
10204,121.488,31.298,wtw6h98u5d4d,5
10205,121.31,31.124,wtw303znryh5,5
10206,121.411,31.418,wtw6dz2z17en,2
10207,121.572,31.256,wtw3y3yp2utq,7
10208,121.383,31.215,wtw3d4s2scsz,2
10209,121.534,31.299,wtw6j9f3gkqx,5
10210,121.556,31.292,wtw6n0d3h5e4,4
10211,121.496,31.27,wtw3usw8vyrz,5
10212,121.527,31.301,wtw6j6jm8371,3
10213,121.465,31.281,wtw3un8159h9,5
10214,121.497,31.329,wtw6hxr2tkck,1
10215,121.464,31.276,wtw3gvx7ukfz,3
10216,121.492,31.149,wtw3hweb0f3n,2
10217,121.539,31.217,wtw3tdvupywf,7
10218,121.527,31.301,wtw6j6jm8371,3
10219,121.422,31.195,wtw37nbu19mr,7
10220,121.43,31.273,wtw3gjndkjdx,2
10221,121.484,31.204,wtw3s2tbqr5y,3
10222,121.383,31.254,wtw3f1s7szuu,5
10223,121.542,31.295,wtw6jc04tfgf,0
10224,121.507,31.192,wtw3kyqdw61z,3
10225,121.342,31.165,wtw331qt3914,5
10226,121.427,31.163,wtw371h3whjx,7
10227,121.35,31.282,wtw3cqsqggqq,7
10228,121.437,31.275,wtw3gm7wp4w1,6
10229,121.525,31.318,wtw6jm7b9drf,7
10230,121.492,31.33,wtw6hx7y2z31,7
10231,121.478,31.236,wtw3sq3dfs6j,5
10232,121.482,31.311,wtw6h7urzc2w,3
10233,121.372,31.216,wtw39fsqks4t,1
10234,121.38,31.283,wtw3fnfhwvzg,2
10235,121.437,31.256,wtw3g3gxrhwn,4
10236,121.374,31.313,wtw61umg7nmb,7
10237,121.367,31.213,wtw39f0ubhfm,0
10238,121.388,31.278,wtw3fmbp93v1,5
10239,121.5,31.294,wtw6hbcsg0qm,2
10240,121.393,31.239,wtw3dqgsmgtm,5
10241,121.537,31.258,wtw3vdke13e8,7
10242,121.468,31.228,wtw3shfk3917,2
10243,121.423,31.208,wtw3e11xbbz5,4
10244,121.346,31.258,wtw3c637n9x8,7
10245,121.408,31.315,wtw64swx57n5,3
10246,121.465,31.253,wtw3u12jgtkw,3
10247,121.409,31.283,wtw3fwzkdtzg,7
10248,121.432,31.143,wtw35m2j4evz,2
10249,121.4,31.288,wtw3fxbcc1bv,0
10250,121.441,31.226,wtw3ekw8skkc,5
10251,121.53,31.288,wtw3vrz3y3bj,3
10252,121.342,31.256,wtw3c1yx3s9n,1
10253,121.371,31.361,wtw63v5ej615,5
10254,121.422,31.216,wtw3e48y3sjm,0
10255,121.454,31.305,wtw65fbhg6fq,3
10256,121.311,31.239,wtw38qzur5tv,0
10257,121.459,31.26,wtw3gfewxy6e,0
10258,121.418,31.362,wtw66vmbukwc,7
10259,121.468,31.239,wtw3snfk3e9m,7
10260,121.437,31.251,wtw3g35dr0wh,0
10261,121.427,31.292,wtw650s3n5td,5
10262,121.44,31.259,wtw3g6tbv5gn,1
10263,121.393,31.195,wtw36qgsjcmr,0
10264,121.432,31.311,wtw657bpf9my,3
10265,121.442,31.321,wtw65mz659w6,5
10266,121.419,31.138,wtw34uqxgzbm,7
10267,121.512,31.194,wtw3mndq4z44,3
10268,121.479,31.226,wtw3skd29u79,0
10269,121.518,31.194,wtw3mnwwnxh4,4
10270,121.515,31.272,wtw3vhus8er4,7
10271,121.275,31.163,wtw1r9jc8k4p,0
10272,121.381,31.233,wtw3djfcqm1w,4
10273,121.502,31.157,wtw3hzgn9vc8,1
10274,121.476,31.292,wtw6h2815gwd,3
10275,121.404,31.213,wtw3dd5syhzt,7
10276,121.315,31.195,wtw32wfuh3kr,5
10277,121.547,31.201,wtw3mzgyfrun,1
10278,121.474,31.337,wtw6k0wxm25q,5
10279,121.521,31.316,wtw6jkbuut90,5
10280,121.488,31.288,wtw3uxbcg9ft,5
10281,121.568,31.252,wtw3y3705enc,5
10282,121.467,31.296,wtw6h1386jpz,1
10283,121.555,31.281,wtw3yn99hc13,3
10284,121.486,31.345,wtw6k6pmugx0,2
10285,121.452,31.245,wtw3exyxkdph,0
10286,121.489,31.212,wtw3s9cx4fs0,5
10287,121.353,31.183,wtw33kww1ue2,3
10288,121.348,31.26,wtw3c6dytq6g,5
10289,121.425,31.25,wtw3g0furw4r,5
10290,121.508,31.264,wtw3ugrqj858,0
10291,121.529,31.262,wtw3v7ndqgnm,0
10292,121.423,31.394,wtw6e51e2cz0,4
10293,121.426,31.241,wtw3ep78nbs0,5
10294,121.513,31.253,wtw3v17jfj7y,3
10295,121.522,31.322,wtw6jmcxggfz,5
10296,121.441,31.135,wtw357yws2sv,0
10297,121.449,31.293,wtw658sqyy40,0
10298,121.434,31.152,wtw35r19939n,7
10299,121.476,31.297,wtw6h32n5zwt,3
10300,121.528,31.193,wtw3mqtbrsss,7
10301,121.409,31.19,wtw36tzqftrv,3
10302,121.535,31.278,wtw3vtgpdcb3,7
10303,121.382,31.158,wtw3605st85j,5
10304,121.519,31.302,wtw6j4r7mgtz,5
10305,121.491,31.29,wtw6h85j3qz8,3
10306,121.434,31.259,wtw3g698c7cn,3
10307,121.381,31.253,wtw3f16vym3w,3
10308,121.376,31.31,wtw61gz3cz13,4
10309,121.427,31.23,wtw3ejhryjvw,4
10310,121.494,31.221,wtw3set5x2hr,5
10311,121.367,31.363,wtw63v2y8nfq,5
10312,121.555,31.308,wtw6n53wkf1q,5
10313,121.484,31.307,wtw6h7mbqrgc,3
10314,121.479,31.199,wtw3krd73g5s,3
10315,121.469,31.257,wtw3u45j0z55,5
10316,121.311,31.159,wtw322rfr4tf,0
10317,121.455,31.315,wtw65u8z4e5g,5
10318,121.555,31.277,wtw3yjc9sz3k,5
10319,121.41,31.288,wtw3fzb1f1ct,1
10320,121.458,31.287,wtw3gze5bx8b,0
10321,121.474,31.278,wtw3ujyxt3g3,7
10322,121.359,31.21,wtw399dgmttj,5
10323,121.506,31.307,wtw6hgmbrpb3,0
10324,121.422,31.211,wtw3e1bc38j7,5
10325,121.253,31.379,wtw4x0mezttf,3
10326,121.519,31.311,wtw6j5zrvcmy,3
10327,121.485,31.292,wtw6h2w9jetd,4
10328,121.36,31.241,wtw39x78hbwb,4
10329,121.464,31.257,wtw3gfpmhr4g,3
10330,121.423,31.244,wtw3epc92zxp,2
10331,121.366,31.251,wtw3cc042b8u,7
10332,121.451,31.176,wtw37emvm7t7,4
10333,121.499,31.27,wtw3uu8bgykx,3
10334,121.422,31.263,wtw3g52b1tt7,5
10335,121.479,31.225,wtw3sk66ccgs,7
10336,121.459,31.159,wtw37b7drfdd,0
10337,121.527,31.278,wtw3vmvr83g1,0
10338,121.356,31.241,wtw39x28pb80,0
10339,121.48,31.346,wtw6k6759jvm,2
10340,121.368,31.141,wtw31v13rrhh,5
10341,121.583,31.242,wtw3wxqjc4zt,0
10342,121.449,31.293,wtw658sqyy40,0
10343,121.316,31.246,wtw3b85t5sw4,5
10344,121.42,31.284,wtw3fzp6e061,7
10345,121.404,31.272,wtw3fsgsw5rd,0
10346,121.356,31.241,wtw39x28pb80,0
10347,121.531,31.315,wtw6js8pje1e,2
10348,121.532,31.322,wtw6jtbzuggr,2
10349,121.485,31.304,wtw6h6wxj8t9,1
10350,121.484,31.219,wtw3s7jzy77u,0
10351,121.501,31.374,wtw6kz6qf92p,0
10352,121.483,31.29,wtw6h2jjrnf2,2
10353,121.4,31.261,wtw3fdbu90bb,7
10354,121.574,31.246,wtw3y2pmps8f,0
10355,121.402,31.247,wtw3f864zwur,7
10356,121.433,31.209,wtw3e32v9gr8,2
10357,121.396,31.325,wtw64qtc7g4r,0
10358,121.376,31.088,wtw2cgrk9z1r,5
10359,121.53,31.267,wtw3v7zrqr20,0
10360,121.357,31.399,wtw69s12rjcf,5
10361,121.314,31.114,wtw3084hjjfx,4
10362,121.466,31.316,wtw6hhbufvw0,3
10363,121.501,31.281,wtw3uyd34901,0
10364,121.43,31.233,wtw3ejy9kj4w,0
10365,121.481,31.311,wtw6h7gzb3qy,3
10366,121.49,31.207,wtw3s943fnmy,5
10367,121.367,31.241,wtw39z2b00d2,0
10368,121.453,31.2,wtw37xz3hj89,5
10369,121.516,31.288,wtw3vpv3b1bv,5
10370,121.448,31.296,wtw65978rt0r,5
10371,121.413,31.303,wtw64fd1pynk,4
10372,121.314,31.271,wtw3bsdnv0fs,0
10373,121.369,31.253,wtw3cc6jytmw,3
10374,121.506,31.329,wtw6hzmbxhbk,2
10375,121.5,31.28,wtw3uy3e5nwk,7
10376,121.432,31.339,wtw67304ftjb,3
10377,121.356,31.137,wtw31s2dpv2p,4
10378,121.458,31.256,wtw3gcgp2s8y,0
10379,121.459,31.254,wtw3gceexzfs,7
10380,121.438,31.34,wtw673k2wrry,3
10381,121.319,31.233,wtw38tvc3t5n,2
10382,121.409,31.179,wtw36ezqfdzg,0
10383,121.516,31.197,wtw3mpjr8n2c,4
10384,121.505,31.305,wtw6hfvhzdyw,7
10385,121.405,31.135,wtw34euqt89m,4
10386,121.472,31.315,wtw6hhtpng05,3
10387,121.389,31.103,wtw2fq0u0eqv,3
10388,121.432,31.185,wtw37m01f9mg,5
10389,121.518,31.227,wtw3thwwqwsn,3
10390,121.557,31.283,wtw3ynghemue,0
10391,121.395,31.187,wtw36mmjkw0t,4
10392,121.514,31.303,wtw6j4ec1qjs,7
10393,121.543,31.274,wtw3vv2bm0js,7
10394,121.464,31.3,wtw65czrsqfu,0
10395,121.353,31.164,wtw333nx3yem,5
10396,121.439,31.113,wtw2grvnmg9d,5
10397,121.526,31.281,wtw3vqs91113,7
10398,121.404,31.286,wtw3fx7wnjpe,5
10399,121.485,31.306,wtw6h7ndttms,5
10400,121.407,31.169,wtw36djus4sx,4
10401,121.534,31.303,wtw6jdd35qns,2
10402,121.421,31.259,wtw3g480f7gw,5
10403,121.461,31.339,wtw67cj4ymjb,3
10404,121.534,31.321,wtw6jtf653wd,5
10405,121.388,31.262,wtw3f70437jj,5
10406,121.41,31.27,wtw3fu80fn3x,5
10407,121.533,31.295,wtw6j91ds4uf,5
10408,121.389,31.234,wtw3dmbz0xwg,5
10409,121.415,31.244,wtw3dzg9qx9z,2
10410,121.531,31.328,wtw6jx04vd3x,1
10411,121.491,31.292,wtw6h8e117xd,0
10412,121.447,31.287,wtw3gxe5bpw8,0
10413,121.361,31.218,wtw39eh6h2br,7
10414,121.508,31.268,wtw3uupmm9et,4
10415,121.412,31.212,wtw3dccx0dsb,0
10416,121.466,31.328,wtw6hp0fffqp,2
10417,121.364,31.212,wtw399yx44t2,4
10418,121.308,31.306,wtw607jf9m2u,3
10419,121.443,31.207,wtw3e901gn2n,3
10420,121.45,31.308,wtw65emnq45w,7
10421,121.354,31.166,wtw333x715kz,4
10422,121.494,31.349,wtw6kdvjpmhm,2
10423,121.484,31.304,wtw6h6tzn2ec,0
10424,121.347,31.155,wtw31rd5n0cq,5
10425,121.347,31.155,wtw31rd5n0cq,5
10426,121.411,31.241,wtw3dz2b12e0,3
10427,121.468,31.226,wtw3shd29s33,3
10428,121.459,31.267,wtw3gggxrz68,4
10429,121.503,31.267,wtw3uggz3p72,6
10430,121.516,31.297,wtw6j1mq0p8v,4
10431,121.428,31.165,wtw371mjm3p6,7
10432,121.443,31.198,wtw37x2je08p,7
10433,121.402,31.247,wtw3f864zwur,7
10434,121.475,31.269,wtw3uhr7hsj4,0
10435,121.523,31.32,wtw6jmdk5phm,2
10436,121.512,31.294,wtw6j0fkfb6j,0
10437,121.477,31.316,wtw6hkbugm82,5
10438,121.441,31.247,wtw3g2qduquz,3
10439,121.406,31.25,wtw3f8vhky4z,5
10440,121.493,31.225,wtw3sskdb1fu,5
10441,121.557,31.201,wtw3qpgngruw,5
10442,121.37,31.178,wtw33gfcjbrq,0
10443,121.499,31.208,wtw3sc0zgbue,3
10444,121.531,31.328,wtw6jx04vd3x,1
10445,121.372,31.262,wtw3cgh6ke4t,3
10446,121.507,31.25,wtw3ubysqq1z,0
10447,121.534,31.328,wtw6jx46g6qx,5
10448,121.412,31.142,wtw34v1x29sf,0
10449,121.444,31.272,wtw3gsbud73f,2
10450,121.423,31.264,wtw3g53w0bp0,0
10451,121.434,31.333,wtw65rcxcq91,1
10452,121.426,31.278,wtw3gjgxwcu1,5
10453,121.514,31.299,wtw6j1gcckmx,5
10454,121.388,31.291,wtw6422533jj,1
10455,121.491,31.254,wtw3u9e59rzs,5
10456,121.372,31.345,wtw63fhmued8,2
10457,121.385,31.212,wtw3d1vz5d80,5
10458,121.492,31.154,wtw3hx7v0y90,7
10459,121.362,31.214,wtw39dm4ex64,5
10460,121.505,31.289,wtw3uzvpxsqe,0
10461,121.387,31.26,wtw3f4xqdn77,7
10462,121.517,31.21,wtw3t1tgrmdt,5
10463,121.335,31.255,wtw3c1c3w6m3,5
10464,121.42,31.247,wtw3fbr6gnfp,5
10465,121.427,31.183,wtw37hsqnht8,7
10466,121.515,31.269,wtw3vhke0sp4,7
10467,121.348,31.281,wtw3cqdcj34c,0
10468,121.474,31.317,wtw6hjndtrgm,2
10469,121.399,31.281,wtw3fw8119p3,5
10470,121.379,31.157,wtw34pcqxty2,7
10471,121.527,31.279,wtw3vqjm2k5n,7
10472,121.483,31.29,wtw6h2jjrnf2,2
10473,121.381,31.157,wtw34pfywmc8,4
10474,121.509,31.274,wtw3vj20kbjk,0
10475,121.546,31.326,wtw6jyep5jdk,6
10476,121.534,31.27,wtw3vsd2gqqx,0
10477,121.467,31.207,wtw3s119fnry,4
10478,121.543,31.274,wtw3vv2bm0js,7
10479,121.489,31.34,wtw6k938dzkn,7
10480,121.445,31.228,wtw3escs3957,5
10481,121.274,31.17,wtw1rdm43j0s,7
10482,121.374,31.169,wtw33fjue4tz,1
10483,121.452,31.308,wtw65eqwkdpn,4
10485,121.44,31.313,wtw65kmgmn70,3
10486,121.477,31.259,wtw3u68bg7bq,5
10487,121.44,31.32,wtw65mtujp5j,1
10488,121.449,31.211,wtw3e9u3qb45,1
10489,121.451,31.287,wtw3gxtgvrt2,2
10490,121.381,31.263,wtw3f56bnm9e,2
10491,121.53,31.328,wtw6jrp6y62p,2
10492,121.514,31.332,wtw6jpgf1kjs,0
10493,121.534,31.2,wtw3mxf35mw9,7
10494,121.431,31.219,wtw3e5prg7kk,2
10495,121.515,31.274,wtw3vjk828ph,0
10496,121.465,31.295,wtw6h104edud,0
10497,121.412,31.169,wtw36f1s8dsz,7
10498,121.475,31.219,wtw3s5pruemh,7
10499,121.415,31.271,wtw3fuewy8cu,5
10500,121.364,31.26,wtw3cdwwdnm7,4
10501,121.494,31.196,wtw3kxj1z7uk,1
10502,121.45,31.205,wtw3e8tnq1ee,7
10503,121.368,31.209,wtw39c3mx7k0,5
10504,121.457,31.23,wtw3ev4rcjzq,5
10505,121.487,31.381,wtw6s88ps62u,3
10506,121.521,31.297,wtw6j32yhx9j,4
10507,121.446,31.261,wtw3gdfk8bv0,5
10508,121.593,31.28,wtw3yym74q8h,7
10509,121.392,31.254,wtw3f3dgwxgu,2
10510,121.462,31.313,wtw65umgmwr8,5
10511,121.524,31.322,wtw6jmgpf7yp,1
10512,121.506,31.281,wtw3uytcp103,0
