ID,EX,EY,geohash,class
3540,121.369,31.208,wtw39c4py8ve,5
3541,121.422,31.26,wtw3g48y9wm7,5
3542,121.538,31.269,wtw3vsm70sj6,0
3543,121.485,31.398,wtw6s7ydtemt,0
3544,121.467,31.218,wtw3s51d40zz,7
3545,121.408,31.146,wtw34tywe7nn,0
3546,121.469,31.297,wtw6h17n0zej,4
3547,121.238,31.371,wtw4qyfv64m0,5
3548,121.523,31.331,wtw6jrdk71sq,5
3549,121.478,31.271,wtw3uk9wf8fh,5
3550,121.629,31.203,wtw3x8rd9hgc,1
3551,121.509,31.271,wtw3vh8nubvk,3
3552,121.435,31.202,wtw3e24kbd6g,0
3553,121.366,31.143,wtw31v2j0gbz,0
3554,121.388,31.309,wtw6478h1kt5,0
3555,121.372,31.189,wtw33vu3hdfx,5
3556,121.593,31.216,wtw3wftq6k0j,3
3557,121.45,31.168,wtw379vny07d,7
3558,121.602,31.284,wtw3zp5febr1,5
3559,121.389,31.282,wtw3fq8ybeqy,3
3560,121.479,31.307,wtw6h7623zg9,1
3561,121.382,31.283,wtw3fngsttg5,2
3562,121.502,31.289,wtw3uzgp9u3e,2
3563,121.324,31.241,wtw38z32n0e2,3
3564,121.445,31.215,wtw3ed9899er,1
3565,121.339,31.255,wtw3c1u3edk1,5
3566,121.447,31.247,wtw3g874bnyx,3
3567,121.407,31.201,wtw36xvyupuw,4
3568,121.523,31.28,wtw3vq675nsk,7
3569,121.486,31.333,wtw6hrzruyx1,0
3570,121.456,31.298,wtw65c9s1fjd,0
3571,121.458,31.228,wtw3eugh290g,7
3572,121.474,31.32,wtw6hjwsjr5m,3
3573,121.374,31.205,wtw39bty71tg,0
3574,121.531,31.306,wtw6je04tt3s,1
3575,121.469,31.207,wtw3s151by7n,7
3576,121.422,31.139,wtw35h8vcdm6,5
3577,121.415,31.169,wtw36f5swd9z,7
3578,121.358,31.245,wtw39xfpq65s,3
3579,121.362,31.251,wtw3c9j478dh,5
3580,121.405,31.27,wtw3fss2vw3r,0
3581,121.488,31.304,wtw6hd8z58d9,0
3582,121.395,31.273,wtw3fmj4kt8x,2
3583,121.509,31.303,wtw6j481hyjk,7
3584,121.543,31.313,wtw6ju2gmnm8,3
3585,121.446,31.21,wtw3e9d72vtj,5
3586,121.437,31.31,wtw657g9zpn1,0
3587,121.397,31.19,wtw36mywgjkj,2
3588,121.472,31.222,wtw3s5v1qf8h,6
3589,121.475,31.252,wtw3u1r2hej1,7
3590,121.41,31.268,wtw3fu0j619t,7
3591,121.427,31.229,wtw3ejh6n5t9,4
3592,121.447,31.324,wtw65w7580yd,5
3593,121.481,31.267,wtw3u7gz2rqb,4
3594,121.411,31.273,wtw3fv0f3mep,7
3595,121.336,31.134,wtw315f0twr0,5
3596,121.342,31.282,wtw3cnwwce3n,5
3597,121.474,31.237,wtw3snw8tqg7,2
3598,121.436,31.332,wtw65rffpuhs,1
3599,121.498,31.288,wtw3uzb1u9gj,7
3600,121.386,31.255,wtw3f1y9df3c,4
3601,121.388,31.32,wtw64m8h1rjj,0
3602,121.477,31.153,wtw3hr0z7k07,6
3603,121.474,31.199,wtw3kpwem75k,7
3605,121.489,31.332,wtw6hxcd4uhh,1
3606,121.436,31.163,wtw3734cxuhx,4
3607,121.478,31.28,wtw3uq3e4wdh,4
3608,121.496,31.346,wtw6kdqetvzv,5
3609,121.466,31.293,wtw6h08yfyn0,5
3610,121.557,31.18,wtw3qh5hemk8,5
3611,121.451,31.28,wtw3gwmgjqtk,7
3612,121.51,31.253,wtw3v12vujqy,7
3613,121.37,31.351,wtw63g6bvczr,0
3614,121.406,31.327,wtw64wvjhb4f,4
3615,121.539,31.314,wtw6jstcrbwv,2
3616,121.52,31.325,wtw6jq81m5pr,7
3617,121.471,31.193,wtw3kns2rkwk,3
3618,121.459,31.252,wtw3gc78pg49,5
3619,121.482,31.256,wtw3u3urru8w,5
3620,121.441,31.228,wtw3ekysk3hg,3
3621,121.424,31.24,wtw3ep460q0d,5
3622,121.48,31.269,wtw3uk751hj6,2
3623,121.51,31.304,wtw6j48zh0wc,4
3624,121.454,31.216,wtw3ef8n7k4m,0
3625,121.475,31.33,wtw6hprqkxm1,5
3626,121.503,31.219,wtw3sg5zc57k,2
3627,121.451,31.238,wtw3ewtyt3m2,4
3628,121.464,31.181,wtw37ur6krdy,7
3629,121.529,31.285,wtw3vrq8qfwq,5
3630,121.45,31.223,wtw3eevpnj59,0
3631,121.536,31.304,wtw6jdez409c,3
3632,121.461,31.299,wtw65cv1ykmz,0
3633,121.489,31.222,wtw3sec96fsh,0
3634,121.474,31.204,wtw3s0w8mr5q,3
3635,121.54,31.294,wtw6j8ysz22t,2
3636,121.422,31.274,wtw3gj2b38jk,7
3637,121.445,31.202,wtw3e81scd77,6
3638,121.532,31.313,wtw6js2gky72,5
3639,121.432,31.02,wtw27r00dejg,1
3640,121.371,31.212,wtw39cgxj690,0
3641,121.367,31.229,wtw39v0f05d3,2
3642,121.504,31.236,wtw3sykdbkmj,7
3643,121.452,31.27,wtw3gsw8uwrp,7
3644,121.463,31.2,wtw37zy9jj91,3
3645,121.491,31.254,wtw3u9e59rzs,5
3646,121.524,31.3,wtw6j3gpdqyh,4
3647,121.353,31.341,wtw633qw9cg7,3
3648,121.448,31.339,wtw6795dzt02,5
3649,121.508,31.293,wtw6hbxqvw58,7
3650,121.498,31.287,wtw3uz85uxe0,0
3651,121.527,31.282,wtw3vqtqb77n,0
3652,121.427,31.241,wtw3epk2n0t8,7
3653,121.469,31.259,wtw3u4e0bggn,5
3654,121.524,31.281,wtw3vqe143n1,5
3655,121.534,31.291,wtw6j86773nt,0
3656,121.338,31.26,wtw3c4ewsq67,5
3657,121.416,31.212,wtw3dcurjfe2,3
3658,121.329,31.29,wtw60bjj6wg8,3
3659,121.54,31.307,wtw6jeq8rrb9,3
3660,121.493,31.301,wtw6hdht816c,3
3661,121.397,31.259,wtw3f6w8g5un,0
3662,121.375,31.101,wtw2cvy86qxe,4
3663,121.411,31.265,wtw3fg8gc67j,3
3664,121.461,31.217,wtw3efvhnqtf,1
3665,121.505,31.176,wtw3kgmjrewe,3
3666,121.37,31.244,wtw39zfcmzxr,3
3667,121.309,31.248,wtw3b2w8b96k,7
3668,121.436,31.387,wtw6e3ffxbue,3
3669,121.46,31.31,wtw65gu3zph1,7
3670,121.467,31.309,wtw6h59s4hxg,3
3671,121.435,31.259,wtw3g6d2befy,3
3672,121.453,31.279,wtw3gwpmkh0w,1
3673,121.431,31.265,wtw3g5x7g6km,3
3674,121.487,31.239,wtw3swbhk78v,5
3675,121.467,31.318,wtw6hj38d4rf,4
3676,121.421,31.204,wtw3e0806r5w,3
3677,121.382,31.25,wtw3f0gsmw5p,3
3678,121.37,31.343,wtw63cffjyxm,1
3679,121.386,31.269,wtw3fhqe4u1f,0
3680,121.479,31.213,wtw3s64kcugt,7
3681,121.412,31.217,wtw3dfcs0wsf,7
3682,121.434,31.137,wtw35k3d1m3p,0
3683,121.449,31.255,wtw3g9u3wf61,5
3684,121.378,31.259,wtw3f48bb7uw,0
3685,121.528,31.256,wtw3v3vzrssw,3
3686,121.399,31.285,wtw3fx203dxq,7
3687,121.464,31.25,wtw3gbzkkq4z,2
3688,121.549,31.299,wtw6jcv3burr,0
3689,121.506,31.305,wtw6hfvuz4bq,7
3690,121.422,31.214,wtw3e42f9xm6,3
3691,121.518,31.287,wtw3vpweyxs0,2
3692,121.529,31.304,wtw6j6wxnbw3,5
3693,121.44,31.257,wtw3g6jvjp55,0
3694,121.405,31.26,wtw3fdsqtw37,0
3695,121.405,31.242,wtw3dxkmvdcm,4
3696,121.526,31.184,wtw3mkuecncm,5
3697,121.48,31.276,wtw3ume5chvr,7
3698,121.485,31.278,wtw3umyxt9v9,2
3699,121.448,31.126,wtw35d7dpdbq,0
3700,121.493,31.253,wtw3u9ktbj6y,5
3701,121.531,31.328,wtw6jx04vd3x,1
3702,121.455,31.215,wtw3ef8bd9ez,0
3703,121.496,31.208,wtw3s9nxvbzg,5
3704,121.428,31.158,wtw370jht2pm,7
3705,121.488,31.328,wtw6hx0fgd6x,1
3706,121.451,31.171,wtw37dtbjrt3,7
3707,121.479,31.302,wtw6h6673gex,3
3708,121.512,31.194,wtw3mndq4z44,3
3709,121.447,31.14,wtw35sg58hwx,3
3710,121.361,31.264,wtw3cekqh202,0
3711,121.534,31.285,wtw3vx6276ww,0
3712,121.456,31.274,wtw3gv383bjs,5
3713,121.496,31.211,wtw3s9y9mbpg,4
3714,121.428,31.246,wtw3g0jjjkx6,5
3715,121.461,31.198,wtw37zmjw2tz,7
3716,121.476,31.199,wtw3kr857gns,5
3717,121.536,31.321,wtw6jtgf419f,5
3718,121.352,31.256,wtw3c3vz6s9w,1
3719,121.452,31.207,wtw3e9n9uwrn,4
3720,121.474,31.206,wtw3s0ysjk52,0
3721,121.576,31.232,wtw3wt8gw4u0,0
3722,121.397,31.269,wtw3fkqe5hh4,4
3723,121.531,31.311,wtw6jebpv93w,0
3724,121.437,31.32,wtw65mesppnj,7
3725,121.431,31.191,wtw37npkeru6,0
3726,121.466,31.185,wtw3kj0cfcq5,6
3727,121.438,31.15,wtw35qsmykzg,5
3728,121.433,31.232,wtw3em8g9fz8,3
3729,121.38,31.241,wtw3dp60nbxb,6
3730,121.535,31.287,wtw3vxe5fz82,0
3731,121.456,31.186,wtw37v1x9gv8,4
3732,121.379,31.29,wtw6401mrwy2,1
3733,121.422,31.283,wtw3gnbu9tv7,7
3734,121.522,31.266,wtw3v7c9euff,0
3735,121.474,31.202,wtw3s0nsv677,3
3736,121.533,31.268,wtw3vs1tk1sv,2
3737,121.499,31.143,wtw3hv2v5gux,1
3738,121.467,31.304,wtw6h49x40xc,3
3739,121.394,31.186,wtw36mhrt5z0,4
3740,121.459,31.159,wtw37b7drfdd,0
3741,121.584,31.276,wtw3ytwgbscr,5
3742,121.507,31.294,wtw6hbysy23v,5
3743,121.42,31.284,wtw3fzp6e061,7
3744,121.434,31.167,wtw373c8cmch,3
3745,121.52,31.289,wtw3vrbpthr7,1
3746,121.409,31.143,wtw34trm4ezz,5
3747,121.334,31.281,wtw3cn89p15c,5
3748,121.443,31.157,wtw35xbnejb0,7
3749,121.517,31.3,wtw6j1vzxqfs,3
3750,121.428,31.241,wtw3epm0j2x2,4
3751,121.532,31.314,wtw6js8ckbem,2
3752,121.355,31.166,wtw3398507qx,5
3753,121.509,31.18,wtw3mh0hsvm2,0
3754,121.426,31.25,wtw3g0gsqyhp,0
3755,121.462,31.318,wtw65vmbtdrd,0
3756,121.446,31.319,wtw65t6q2uv0,7
3757,121.456,31.184,wtw37ucecyvt,4
3758,121.543,31.274,wtw3vv2bm0js,7
3759,121.482,31.203,wtw3s2k6xub9,2
3760,121.499,31.272,wtw3uubuegkd,1
3761,121.538,31.318,wtw6jtm28dm6,5
3762,121.62,31.253,wtw3z92vzmky,0
3763,121.479,31.205,wtw3s2dq3cee,7
3764,121.429,31.289,wtw3gpvzsu2g,7
3765,121.378,31.355,wtw66h0b07ss,5
3766,121.437,31.313,wtw65k7ernq0,3
3767,121.426,31.199,wtw37peeqghh,0
3768,121.485,31.278,wtw3umyxt9v9,2
3769,121.538,31.316,wtw6jsvkbtt2,1
3770,121.335,31.268,wtw3ch1mq3tm,7
3771,121.531,31.144,wtw3jt84vw3s,5
3772,121.413,31.157,wtw34zfnxvy2,5
3773,121.486,31.32,wtw6hmxkhzpj,0
3774,121.509,31.289,wtw3vpbpsum7,5
3775,121.448,31.174,wtw37e59xwb3,5
3776,121.301,31.308,wtw6072wq4jn,3
3777,121.427,31.159,wtw370k6q4td,0
3778,121.434,31.112,wtw2grc8931j,5
3779,121.499,31.157,wtw3hzbyevu8,7
3780,121.44,31.173,wtw376vgvh7h,5
3781,121.506,31.271,wtw3uutyz0bk,0
3782,121.441,31.194,wtw37qwwhrhf,5
3783,121.556,31.27,wtw3yhd2un7p,5
3784,121.356,31.241,wtw39x28pb80,0
3785,121.418,31.293,wtw64btyuqnb,0
3786,121.362,31.201,wtw33xvngxfn,0
3787,121.484,31.4,wtw6skjyq25z,7
3788,121.494,31.222,wtw3sev1r6sk,5
3789,121.496,31.259,wtw3udw8vgzy,2
3790,121.408,31.251,wtw3f9nd72wh,3
3791,121.435,31.27,wtw3gkd2bw6z,0
3792,121.457,31.316,wtw65ufkcjx2,5
3793,121.515,31.339,wtw6m1hdbtp0,1
3794,121.388,31.252,wtw3f32017j1,7
3795,121.422,31.238,wtw3en8y99m2,0
3796,121.317,31.295,wtw609h6dfzd,5
3797,121.476,31.335,wtw6k225egqe,1
3798,121.54,31.284,wtw3vxndx229,5
3799,121.528,31.328,wtw6jrjfzdkx,0
3800,121.443,31.313,wtw65s257n20,0
3801,121.466,31.283,wtw3unbudvy5,5
3802,121.452,31.245,wtw3exyxkdph,0
3803,121.464,31.218,wtw3egp6h2fz,5
3804,121.413,31.142,wtw34v4prcw6,0
3805,121.513,31.307,wtw6j5706pgc,4
3806,121.52,31.208,wtw3t30pv0z7,5
3807,121.407,31.283,wtw3fwvusjue,4
3808,121.495,31.267,wtw3uevzqxq0,3
3809,121.506,31.329,wtw6hzmbxhbk,2
3810,121.578,31.134,wtw3nef2swr2,7
3811,121.402,31.264,wtw3fe6np8h2,0
3812,121.391,31.154,wtw34r6jpqd0,7
3813,121.521,31.268,wtw3vk0vk99j,4
3814,121.437,31.261,wtw3g6gsx0y0,3
3815,121.443,31.313,wtw65s257n20,0
3816,121.484,31.304,wtw6h6tzn2ec,0
3817,121.476,31.224,wtw3sk0hgzqx,5
3818,121.446,31.319,wtw65t6q2uv0,7
3819,121.441,31.254,wtw3g3wesruu,4
3820,121.436,31.332,wtw65rffpuhs,1
3821,121.49,31.248,wtw3u8d2f1mu,0
3822,121.472,31.283,wtw3unvhwvb5,7
3823,121.433,31.263,wtw3g72b1vxe,4
3824,121.464,31.204,wtw3ebx2kr4y,4
3825,121.397,31.256,wtw3f3yx7hsn,5
3826,121.471,31.336,wtw6k0s3rmy3,7
3827,121.383,31.166,wtw361s7hgkz,0
3828,121.481,31.265,wtw3u7egb6qv,5
3829,121.473,31.32,wtw6hjtunp1t,7
3830,121.504,31.258,wtw3ufke03t0,4
3831,121.548,31.171,wtw3mfs81xtc,1
3832,121.463,31.218,wtw3egndj0cp,7
3833,121.506,31.281,wtw3uytcp103,0
3834,121.389,31.109,wtw2fr0z09yv,7
3835,121.507,31.264,wtw3ugqwn21b,0
3836,121.447,31.216,wtw3eden2hnt,2
3837,121.359,31.259,wtw3cddbvevn,0
3838,121.457,31.22,wtw3eg6m9jz6,5
3839,121.357,31.242,wtw39x3mz4cv,0
3840,121.443,31.362,wtw67t20gh81,7
3841,121.541,31.321,wtw6jtz6n9d4,7
3842,121.358,31.21,wtw399d5qmet,5
3843,121.525,31.319,wtw6jm7y3szb,7
3844,121.355,31.173,wtw33db5bkqs,7
3845,121.444,31.217,wtw3edbu4q9f,5
3846,121.548,31.178,wtw3mgu918my,0
3847,121.314,31.271,wtw3bsdnv0fs,0
3848,121.451,31.34,wtw679mbtrmq,5
3849,121.432,31.363,wtw67m2ndwvy,5
3850,121.537,31.27,wtw3vss8cq7x,0
3851,121.52,31.196,wtw3mr01v5zk,1
3852,121.491,31.276,wtw3ute5ckzx,0
3853,121.484,31.271,wtw3uktyy2gu,4
3854,121.437,31.34,wtw67378xpqn,0
3855,121.43,31.368,wtw67nqeu548,5
3856,121.442,31.259,wtw3g6x2geyq,4
3857,121.422,31.264,wtw3g52y18j2,4
3858,121.552,31.011,wtw2mvrknvkk,5
3859,121.364,31.242,wtw39xqtf4vm,0
3860,121.467,31.23,wtw3sj1xfjzy,4
3861,121.407,31.159,wtw368mfk4sd,2
3862,121.371,31.176,wtw33g7tm795,0
3863,121.476,31.283,wtw3uqbhevye,7
3864,121.536,31.321,wtw6jtgf419f,5
3865,121.42,31.141,wtw34vp37p4h,3
3866,121.425,31.288,wtw3gpfcz9fm,5
3867,121.45,31.239,wtw3ewvhq5et,0
3868,121.407,31.159,wtw368mfk4sd,2
3869,121.44,31.277,wtw3gmvctp7h,2
3870,121.5,31.251,wtw3uc1d70wk,3
3871,121.416,31.228,wtw3duukmc57,3
3872,121.434,31.157,wtw35rcw9mc0,3
3873,121.418,31.271,wtw3futyu2yu,0
3874,121.478,31.278,wtw3umcxd9f1,3
3875,121.573,31.246,wtw3y2nv0hx4,1
3876,121.439,31.34,wtw673m0tz3w,5
3877,121.384,31.158,wtw360jhs0nt,7
3878,121.524,31.322,wtw6jmgpf7yp,1
3879,121.386,31.314,wtw64hw96b9v,5
3880,121.316,31.153,wtw30x5x7sn5,5
3881,121.405,31.27,wtw3fss2vw3r,0
3882,121.347,31.266,wtw3c7f1whc6,5
3883,121.496,31.304,wtw6hdwxjbxc,7
3884,121.448,31.33,wtw65x7wrx23,3
3885,121.369,31.249,wtw3cbdnwev9,3
3886,121.416,31.263,wtw3fgk2jve7,5
3887,121.426,31.188,wtw37jeeqbs4,3
3888,121.478,31.286,wtw3ur3w4t45,5
3889,121.54,31.186,wtw3mtnxx7b8,7
3890,121.448,31.223,wtw3eegxpt03,2
3891,121.454,31.219,wtw3eg0pg76k,7
3892,121.423,31.237,wtw3en988yz5,5
3893,121.509,31.271,wtw3vh8nubvk,3
3894,121.459,31.194,wtw37yewpz4d,4
3895,121.485,31.199,wtw3krwemejs,4
3896,121.436,31.223,wtw3e7fzpvh9,6
3897,121.429,31.252,wtw3g1mbhg0c,5
3898,121.353,31.176,wtw337qt3ge7,5
3899,121.437,31.316,wtw65kgszjw0,5
3900,121.384,31.172,wtw364tnh1yw,3
3901,121.508,31.288,wtw3uzz3v9gt,4
3902,121.523,31.285,wtw3vr6274sq,2
3903,121.43,31.275,wtw3gjqwh4d9,7
3904,121.473,31.193,wtw3kntbqh9s,7
3905,121.411,31.23,wtw3dv0zcmgn,5
3906,121.444,31.201,wtw37xbyfrcy,5
3907,121.332,31.238,wtw38yxq8928,4
3908,121.479,31.289,wtw3urfr9u7e,3
3909,121.421,31.25,wtw3g0bh6q5x,0
3910,121.436,31.239,wtw3eqfurgst,7
3911,121.467,31.197,wtw3kp1xdnrc,5
3912,121.452,31.275,wtw3gtqwhdx1,5
3913,121.449,31.226,wtw3ess2wu61,4
3914,121.396,31.209,wtw3d3mveg62,4
3915,121.377,31.238,wtw3dn8n916b,0
3916,121.515,31.312,wtw6jhht8ez5,5
3917,121.418,31.29,wtw64bjvkqyb,3
3918,121.475,31.323,wtw6hnpmswmj,1
3919,121.369,31.255,wtw3ccf1wdm9,5
3920,121.326,31.132,wtw30g6vh9qt,1
3921,121.431,31.131,wtw355pr5rh2,5
3922,121.354,31.165,wtw333rm31hf,0
3923,121.446,31.216,wtw3eddq2ujj,0
3924,121.405,31.267,wtw3feurmx32,1
3925,121.327,31.269,wtw3bu7ehh06,1
3926,121.446,31.363,wtw67t6q8yvn,3
3927,121.505,31.219,wtw3sgjpzeqs,5
3928,121.388,31.282,wtw3fq8nc7mn,3
3929,121.461,31.215,wtw3eft0w3tz,3
3930,121.459,31.235,wtw3ey5tpf48,7
3931,121.51,31.25,wtw3v0buknnz,7
3932,121.492,31.28,wtw3uw7g0y9h,5
3933,121.438,31.34,wtw673k2wrry,3
3934,121.392,31.199,wtw36rdgqe5u,0
3935,121.317,31.31,wtw60eu3fzp9,0
3936,121.471,31.254,wtw3u1s7xryk,2
3937,121.532,31.232,wtw3tt8gsfg2,5
3938,121.366,31.258,wtw3cf250c8b,7
3939,121.493,31.178,wtw3keu9006y,4
3940,121.488,31.204,wtw3s88b7x4w,4
3941,121.478,31.271,wtw3uk9wf8fh,5
3942,121.489,31.255,wtw3u9c9dfk1,7
3943,121.488,31.298,wtw6h98u5d4d,5
3944,121.525,31.293,wtw6j2eycwpb,0
3945,121.463,31.181,wtw37uqdmp9n,4
3946,121.416,31.17,wtw36fk6mv5k,5
3947,121.368,31.208,wtw39c1rz2u5,3
3948,121.512,31.302,wtw6j4676gdp,7
3949,121.452,31.275,wtw3gtqwhdx1,5
3950,121.542,31.271,wtw3vu8nvbgu,5
3951,121.521,31.316,wtw6jkbuut90,5
3952,121.534,31.231,wtw3tt6mg2qe,3
3953,121.446,31.293,wtw658dqbyj0,4
3954,121.371,31.345,wtw63f5tv790,7
3955,121.506,31.327,wtw6hyvvp006,0
3956,121.385,31.214,wtw3d4mfex24,0
3957,121.426,31.134,wtw355g8wyk0,7
3958,121.557,31.271,wtw3yheng2us,5
3959,121.536,31.299,wtw6j9gcfh3z,5
3960,121.494,31.35,wtw6kej4zrs6,5
3961,121.5,31.273,wtw3uv1d7jwr,5
3962,121.422,31.333,wtw65pbzcwt3,1
3963,121.537,31.285,wtw3vxk836ew,7
3964,121.526,31.287,wtw3vrsecp92,5
3965,121.401,31.112,wtw2fxc8834t,7
3966,121.397,31.325,wtw64qw975hp,0
3967,121.434,31.365,wtw67mcd37c0,7
3968,121.513,31.269,wtw3vh754h5f,7
3969,121.457,31.259,wtw3gfd2c5zq,3
3970,121.435,31.131,wtw3574r0x4b,4
3971,121.432,31.277,wtw3gmb1dxmu,7
3972,121.54,31.272,wtw3vsysx72d,5
3973,121.348,31.281,wtw3cqdcj34c,0
3974,121.398,31.285,wtw3frr266tw,6
3975,121.426,31.365,wtw67jgdqgu0,0
3976,121.391,31.202,wtw3d24hz665,5
3977,121.432,31.243,wtw3er85dtmf,0
3978,121.463,31.196,wtw37zn9v5ch,7
3979,121.381,31.317,wtw64j4fwrct,5
3980,121.534,31.328,wtw6jx46g6qx,5
3981,121.455,31.195,wtw37ybu497z,5
3982,121.351,31.286,wtw3crmn5jpg,7
3983,121.524,31.322,wtw6jmgpf7yp,1
3984,121.472,31.303,wtw6h4t1ny0h,5
3985,121.443,31.187,wtw37t2j7n0j,1
3986,121.407,31.283,wtw3fwvusjue,4
3987,121.452,31.217,wtw3edyshwx4,5
3988,121.513,31.302,wtw6j47565ez,5
3989,121.554,31.199,wtw3qp8gm7ps,5
3990,121.484,31.166,wtw3k3tgn77z,4
3991,121.487,31.297,wtw6h92nhr8v,2
3992,121.475,31.232,wtw3sjx7sdv0,0
3993,121.437,31.203,wtw3e27dxhy1,7
3994,121.433,31.123,wtw353bb9gxw,7
3995,121.397,31.248,wtw3f2w8g1kh,3
3996,121.427,31.135,wtw355uqw0tt,5
3997,121.539,31.286,wtw3vxmypvng,7
3998,121.366,31.252,wtw3cc200g0c,5
3999,121.477,31.291,wtw6h22g730m,5
4000,121.457,31.242,wtw3ez6mc4zm,1
4001,121.482,31.196,wtw3krh3zgbs,3
4002,121.349,31.159,wtw3327dkdsd,5
4003,121.462,31.214,wtw3efmftxrd,3
4004,121.4,31.238,wtw3dw8y912b,3
4005,121.414,31.272,wtw3fufux724,4
4006,121.547,31.184,wtw3muggfquj,3
4007,121.52,31.312,wtw6jk0jt5z7,1
4008,121.448,31.189,wtw37tg9pdbr,4
4009,121.378,31.245,wtw3dpbz26hs,4
4010,121.41,31.271,wtw3fu8nf0cs,5
4011,121.527,31.288,wtw3vrv3b3gj,3
4012,121.413,31.303,wtw64fd1pynk,4
4013,121.46,31.17,wtw37fk6rjhh,5
4014,121.358,31.216,wtw39ddnqk5t,2
4015,121.452,31.135,wtw35eyws8xj,3
4016,121.443,31.257,wtw3gd0j5p05,2
4017,121.473,31.271,wtw3uhtyy0cs,2
4018,121.447,31.216,wtw3eden2hnt,2
4019,121.423,31.273,wtw3gj1d2vxp,7
4020,121.54,31.298,wtw6j9wsp60d,3
4021,121.424,31.328,wtw65p46b62x,1
4022,121.465,31.313,wtw6hh257wk8,5
4023,121.536,31.295,wtw6j95fd4cf,5
4024,121.456,31.236,wtw3ey3dcumt,3
4025,121.397,31.329,wtw64rq8ehuh,2
4026,121.536,31.328,wtw6jx5ff43z,7
4027,121.43,31.246,wtw3g0nthhdd,0
4028,121.363,31.346,wtw63dmgdvgv,4
4029,121.402,31.299,wtw649f1zskr,5
4030,121.476,31.206,wtw3s2bh5un8,0
4031,121.472,31.343,wtw6k1v4ny8j,2
4032,121.465,31.197,wtw3kp0pewk9,4
4033,121.485,31.213,wtw3s6nsvsvt,1
4034,121.538,31.313,wtw6jsm72wm2,0
4035,121.486,31.297,wtw6h3rqhzxj,2
4036,121.518,31.253,wtw3v1qtytkn,0
4037,121.451,31.139,wtw35stvv6m6,5
4038,121.492,31.268,wtw3us5v2c9j,0
4039,121.435,31.26,wtw3g6dq8w6g,3
4040,121.461,31.186,wtw37vjpw7vb,7
4041,121.421,31.175,wtw3750pd35w,3
4042,121.445,31.34,wtw679389x7q,4
4043,121.351,31.263,wtw3c7m05jxg,5
4044,121.39,31.21,wtw3d39e2j8m,5
4045,121.522,31.255,wtw3v3c9ef6c,5
4046,121.457,31.212,wtw3ecfr14x2,2
4047,121.508,31.302,wtw6hfr7meex,5
4048,121.419,31.151,wtw34yyeez23,5
4049,121.442,31.241,wtw3err258w2,7
4050,121.538,31.143,wtw3jtmm0evr,5
4051,121.547,31.184,wtw3muggfquj,3
4052,121.468,31.258,wtw3u4671992,0
4053,121.422,31.283,wtw3gnbu9tv7,7
4054,121.541,31.324,wtw6jwr7w8f4,4
4055,121.322,31.287,wtw3bxxgzrxb,3
4056,121.464,31.407,wtw6evrrh34u,7
4057,121.536,31.318,wtw6jt7bd43f,2
4058,121.425,31.284,wtw3gp4fx863,0
4059,121.466,31.244,wtw3spbc6zwp,5
4060,121.485,31.217,wtw3s6ysjwtd,7
4061,121.325,31.236,wtw38y64vkkv,7
4062,121.352,31.179,wtw337vyfdce,2
4063,121.467,31.239,wtw3sncs65xv,0
4064,121.457,31.238,wtw3eydq91r2,5
4065,121.422,31.251,wtw3g10f38tk,7
4066,121.546,31.322,wtw6jvgpg5fr,6
4067,121.484,31.206,wtw3s2vunk5b,0
4068,121.449,31.279,wtw3gwhmqu4n,7
4069,121.5,31.157,wtw3hzcwejy2,5
4070,121.532,31.324,wtw6jw2gsbg6,0
4071,121.457,31.259,wtw3gfd2c5zq,3
4072,121.5,31.212,wtw3sccx54w2,0
4073,121.44,31.259,wtw3g6tbv5gn,1
4074,121.412,31.359,wtw66u9x2tkc,7
4075,121.529,31.308,wtw6j7qwqfnq,4
4076,121.369,31.126,wtw31f64ndvw,4
4077,121.451,31.337,wtw678tzm2jq,7
4078,121.368,31.281,wtw3cy93p3h1,0
4079,121.398,31.348,wtw666xr66tx,5
4080,121.377,31.357,wtw66h25c06y,5
4081,121.485,31.306,wtw6h7ndttms,5
4082,121.438,31.189,wtw37mu3n6zz,0
4083,121.525,31.187,wtw3mm7v3wpv,0
4084,121.548,31.289,wtw3vzux9smg,5
4085,121.413,31.232,wtw3dvd5xfy2,7
4086,121.449,31.305,wtw65dukyffn,7
4087,121.395,31.103,wtw2fqjhhe2t,3
4088,121.415,31.165,wtw36c7tq91f,5
4089,121.454,31.273,wtw3gv047mdr,0
4090,121.483,31.223,wtw3s7vppj43,2
4091,121.371,31.284,wtw3cz5dt231,2
4092,121.493,31.267,wtw3ueux2p6b,3
4093,121.43,31.168,wtw371ywu06d,0
4094,121.448,31.318,wtw65t78xd26,5
4095,121.35,31.281,wtw3cqs35cn3,7
4096,121.439,31.279,wtw3gqjjmu1w,4
4097,121.513,31.303,wtw6j4e14n5u,7
4098,121.487,31.251,wtw3u904k28u,2
4099,121.348,31.282,wtw3cqdyv76y,0
4100,121.322,31.296,wtw609rbrmpz,7
4101,121.446,31.318,wtw65t628fm4,7
4102,121.366,31.23,wtw39v0pbvby,2
4103,121.47,31.19,wtw3kjgybjkv,6
4104,121.488,31.262,wtw3ue0f7e4t,5
4105,121.376,31.209,wtw39crm9g32,0
4106,121.419,31.254,wtw3fcweezbk,7
4107,121.415,31.238,wtw3dyeww93b,2
