路段编码,路名,区属,类型,段起点,段止点,等级,长度,路段面积,人行道面积
JSS000020739,蒙山北路,金山,路段,龙航路,龙堰路,次干路,479.7,12854.9,3357.6
JSS000004835,蒙山路,金山,路段,龙胜路,东泉街,次干路,432.5,9927.5,2010.4
JSS000004826,蒙山路,金山,路段,沪杭公路,柳城路,次干路,320.4,7137.6,3182.2
JSS000004820,蒙山路,金山,路段,卫清西路,龙胜路,次干路,396.1,7159,237.4
JSS000004467,蒙山路,金山,路段,龙泉港桥,板桥西路,次干路,171,4502.3,1578.8
JSS000004468,蒙山路,金山,路段,板桥西路,卫清西路,次干路,314,8785.8,2160.4
JSS000020350,蒙山路,金山,路段,金山大道,龙泉港桥,次干路,109,2475.8,612
JSS000004936,蒙山路,金山,路段,柳城路,象州路,次干路,250,9170.1,4162
JSS000004852,蒙山路,金山,路段,东泉街,隆安路,次干路,125.3,2622.6,769
JSS000004878,蒙山路,金山,路段,隆安路,沪杭路,次干路,263.8,5358.2,1622.8
JSS000004788,蒙山路,金山,路段,象州路,合浦路,次干路,250,7028.2,3408.6
JSS000020471,蒙源路,金山,路段,蒙山北路,浩源路,支路,230,5040,1260
JSS000004850,苗圃路,金山,路段,朱枫公路,枫泾公墓,支路,232,1856,0
JSS000004917,南安路,金山,路段,学府路,古城路,次干路,433.5,5942.3,1636.1
JSS000004915,南安路,金山,路段,古城路,内河装卸,次干路,415.5,6078.9,1444
JSS000004837,南横街,金山,路段,广福街,320国道,支路,319.3,1021.8,0
JSS000020544,南横塘路,金山,路段,富漕路以东,富漕路,支路,1056,21798.6,4983
JSS000020382,南横塘路,金山,路段,富漕路,朱漕路,支路,1046.7,16670,5560
JSS000020628,南进场路（未命名）,金山,路段,隆安东路,南广场,支路,160,6800,1360
JSS000004903,南康路,金山,路段,新城路,荔浦路,支路,446,4317.2,1384.6
JSS000004825,南随塘河东路,金山,路段,卫二路,卫三路,支路,690,2557.9,151.1
JSS000004818,南随塘河西路,金山,路段,卫八路,卫八西路,支路,134.8,1089,495.4
JSS000004829,南随塘河西路,金山,路段,卫八西路,卫九路,支路,939.3,9540.8,2992.3
JSS000004823,南随塘河中路,金山,路段,卫六路,卫七南路,支路,1169,8615.3,0
JSS000004874,南随塘河中路,金山,路段,卫三路,卫四路,支路,1070,9495.7,2383.7
JSS000004856,南随塘河中路,金山,路段,卫四路,火炬路,支路,658.9,5152.6,757.5
JSS000004937,南圩路,金山,路段,秀州街,临源街,支路,300,4345.6,1530
JSS000004789,南圩路,金山,路段,临源街,朱泾万安街,支路,300,5234.5,3210.1
JSS000020649,南圩路,金山,路段,秀州中心路,秀州街,支路,403,10520.4,2417.8
JSS000004821,南文街,金山,路段,金张公路,溪北路,支路,231,955.9,0
JSS000004824,南阳北街,金山,路段,晒图机厂,金山卫支线,支路,480,2400,0
JSS000004847,南阳南街,金山,路段,龙泉西路,水厂路,支路,350,1125,0
JSS000020716,南阳湾路,金山,路段,西静路,学府路,支路,740,16280,5180
JSS000020753,南阳湾路,金山,路段,浩源路,蒙山北路,支路,498,7968,2988
JSS000020529,南阳湾路,金山,路段,浩源路,卫零北路,支路,266.2,3474.7,1387.6
JSS000004705,农贸路,金山,路段,山新街,山南路,支路,250,1750,0
JSS000004796,农贸路,金山,路段,山阳老西街,山新街,支路,160,1680,560
JSS000020706,农贸路,金山,路段,山南路以南,山南路,支路,652,2606.6,455
JSS000020707,农贸路,金山,路段,山南路,山新路,支路,311,1324.3,298
JSS000020708,农贸路,金山,路段,山新街,向阳西路,支路,63,568.4,140
JSS000020709,农贸路,金山,路段,向阳西路,老西路,支路,63,580.9,152.5
JSS000020449,培乐路,金山,路段,景乐苑,景展路,支路,196,3920,1568
JSS000004934,浦银路,金山,路段,新农新宾路,贸易路,支路,190,4536,2280
JSS000004806,浦银路,金山,路段,贸易路,新洲路,支路,334,7984,4008
JSS000004904,浦银路,金山,路段,新洲路,浦银四村,支路,190,4560,2280
JSS000004851,浦源路,金山,路段,临源街,朱泾万安街,支路,288.4,1730.4,0
JSS000004987,戚家墩路,金山,路段,隆平路,隆安路,支路,368,6916,1789.4
JSS000004873,戚家墩路,金山,路段,隆安路,沪杭路,支路,409.8,7298.1,1589.2
JSS000004930,前进路,金山,路段,秀州街,临源街,支路,267.5,2059.9,588.6
JSS000020352,前京大道,金山,路段,金山大道东,金山大道西,次干路,595,12070,3570
JSS000020353,前京大道,金山,路段,金山大道西,卫清西路,次干路,1031.7,96148,15625
JSS000004760,钱富路,金山,路段,新卫路,建圩路,支路,195,1170,0
JSS000004704,钱商大街,金山,路段,A6高速,建圩路,支路,780,6450,0
JSS000004867,钱圩东街,金山,路段,建民路,钱圩大桥,支路,310,2170,0
JSS000004933,钱圩西街,金山,路段,钱圩大桥,农机厂,支路,144,432,0
JSS000005040,钱文路,金山,路段,张吕公路,钱圩东街,支路,130,390,0
JSS000005148,钱西路,金山,路段,农机厂,吕张公路,支路,76,304,0
JSS000005088,钱鑫路,金山,路段,星火大桥,钱卫路,支路,1005,5025,0
JSS000004986,桥弯街,金山,路段,北丰桥,棉花仓库,支路,190,570,0
JSS000020682,庆国路,金山,路段,金山支线,卫昌路,支路,310,4920,930
JSS000020607,秋实路,金山,路段,金石公路,华通路,支路,1636,31077,11445
JSS000020621,求真路,金山,路段,联发路,营房村13组,支路,567,12003,0
JSS000020613,群力支路,金山,路段,夏盛路,金鸥路,支路,530,3710,0
JSS000020752,沙拓路,金山,路段,庄胡公路,沙安路,支路,950.1,14251,0
JSS000020669,山安路,金山,路段,厂区,厂区,支路,1083,4332,0
JSS000020674,山德路,金山,路段,金山支线,阳达路,次干路,485,14167.5,0
JSS000020675,山德路,金山,路段,阳达路,亭卫公路,次干路,269,7795.5,0
JSS000020676,山丰路,金山,路段,金山支线,阳达路,次干路,566,9129.2,1698
JSS000020677,山丰路,金山,路段,阳达路,亭卫公路,次干路,291,4674.2,873
JSS000020670,山富东路,金山,路段,金山支线,阳达路,次干路,312,7632,936
JSS000020671,山富东路,金山,路段,阳达路,亭卫公路,次干路,353,8546.9,1059
JSS000020657,山富西路,金山,路段,亭卫公路,山宁路,次干路,604,16066.4,3744.8
JSS000020659,山富西路,金山,路段,山宁路,阳乐路,次干路,432,10627.2,2678.4
JSS000020667,山海路,金山,路段,南阳港西路,山通路,次干路,284,4562.8,852
JSS000020672,山磊路,金山,路段,金山支线,阳达路,次干路,430,7100,1290
JSS000020673,山磊路,金山,路段,阳达路,亭卫公路,次干路,356,5871.6,1068
JSS000020338,山龙街,金山,路段,龙凯街,卫零路,支路,278.2,5702.4,2032.4
JSS000020684,山南路,金山,路段,龙泉港,体育路,次干路,95,2042,0
JSS000020685,山南路,金山,路段,体育路,沿铁路,次干路,232,4316.2,0
JSS000020686,山南路,金山,路段,沿铁路,卫昌路,次干路,367,4147.1,0
JSS000004990,山南路,金山,路段,山阳公路,金山铁路支线,支路,920,6440,0
JSS000020696,山倪路,金山,路段,山阳敬老院,山南路,支路,795,13014.5,0
JSS000020662,山宁路,金山,路段,南阳港西路,山通路,次干路,310,4982,930
JSS000020663,山宁路,金山,路段,山通路,山富西路,次干路,409,6585.8,1227
JSS000020664,山通路,金山,路段,亭卫公路,山宁路,次干路,566,12478,1668
JSS000020665,山通路,金山,路段,山宁路,阳乐路,次干路,457,11092.5,1371
JSS000020666,山通路,金山,路段,阳乐路,山海路,次干路,792,15490.4,4910.4
JSS000020710,山新街,金山,路段,龙泉港,农贸路,支路,148,2234.8,769.6
JSS000020711,山新街,金山,路段,农贸路,体育路,支路,301,5839.4,2859.5
JSS000020712,山新街,金山,路段,体育路,沿铁路,支路,288,4867.2,2073.6
JSS000004802,山新街,金山,路段,九港路,金山铁路支线,支路,560,10528,4816
JSS000005009,山阳老东路,金山,路段,九港路,龙泉东路,支路,116,232,0
JSS000005107,山阳老西路,金山,路段,龙泉西路,水厂路,支路,376,752,0
JSS000020756,山阳体育路,金山,路段,山新路,老西路,支路,95,1083,513
JSS000004721,山阳体育路,金山,路段,山新路,山南路,支路,284,1675,861
JSS000004702,山阳体育路,金山,路段,向阳西路,山新街,支路,70,728,238
JSS000004860,山中路,金山,路段,向阳西街,山新街,支路,74,769.6,251.6
JSS000004786,商园街,金山,路段,罗星南路,通政路,支路,180,1890,540
JSS000004717,沈浦泾路,金山,路段,朱泾万安街,320国道,支路,477.8,13790.7,2803.3
JSS000004985,沈浦泾路,金山,路段,临源街,朱泾万安街,支路,320,9314.1,1827
JSS000020646,沈浦泾路,金山,路段,秀州村,秀州街,支路,247,8904.4,1494.4
JSS000020414,沈浦泾路,金山,路段,秀州街,临源街,支路,300,8898,1644
JSS000020421,沈浦泾南路,金山,路段,320国道,金龙新街,支路,922,19853,0
JSS000020422,沈浦泾南路,金山,路段,金龙新街,众益街,支路,352,8806,1380
JSS000020643,沈浦泾南路,金山,路段,众益街,收费站,支路,350.1,9802.8,0
JSS000005036,施二路,金山,路段,施三路,学府路,支路,312,3531.1,1512.1
JSS000005194,施三路,金山,路段,施二路,龙胜路,支路,153.3,1461,631.9
JSS000005197,施三路,金山,路段,卫清西路,施二路,支路,194.3,2709,1384
JSS000004741,市西街,金山,路段,亭朱路,高林路,支路,268,1811,320
JSS000004739,市中路,金山,路段,育才路,市西街,支路,80,576,224
JSS000004687,市中路,金山,路段,市西街,兴乐街,支路,101,1012,507
JSS000004700,市中路,金山,路段,兴乐街,朱林路,支路,154,1477,553
JSS000004870,寺平北路,金山,路段,亭林华亭路,亭枫公路,支路,728,18459.8,9723.8
JSS000004455,寺平南路,金山,路段,中山街,亭林大通路,支路,148.8,1041.6,0
JSS000004775,寺平南路,金山,路段,亭林大通路,亭林华亭路,支路,200,1664,230
JSS000020594,寺平南路,金山,路段,和平南路,南亭公路,支路,300,1500,0
JSS000004810,松南支路,金山,路段,学府路,环卫署,支路,326.5,3815,1165.3
JSS000004670,松溪东街,金山,路段,南星村,中心路,支路,461,1613.1,0
JSS000004811,松溪西街,金山,路段,中心路,张泾河,支路,407,1501.9,0
JSS000004724,松隐大街,金山,路段,松前路,张泾河,支路,1246,23764.5,8812.5
JSS000004495,松隐中心路,金山,路段,姚泾河,松溪路,支路,620,15236.2,5936.2
JSS000004461,松隐中心路,金山,路段,松溪路,亭枫公路,支路,155,2562,1167
JSS000004726,松育路,金山,路段,松隐大街,金枫公路,支路,799,5941,0
JSS000020356,塌石桥路,金山,路段,干溪街,金张公路,支路,65.5,733.7,275.2
JSS000004679,塌石桥路,金山,路段,新溪街,干溪街,支路,183.5,2091.9,807.4
JSS000004662,塘西路,金山,路段,朱泾万安街,西林街,支路,309,1294.8,312.4
JSS000020637,塘园街,金山,路段,320国道,金龙新街,支路,571.5,9456.7,2027.2
JSS000020638,塘园街,金山,路段,金龙新街,众益街,支路,294.8,6305.9,2473.5
JSS000004865,桃贤路,金山,路段,复兴北路,南亭公路,支路,668,3722.4,0
JSS000020519,体育场北路,金山,路段,体育场东路,松卫南路,次干路,698,21248,8912
JSS000020516,体育场东路,金山,路段,漕廊公路,体育场北路,次干路,1400,46354.8,9772.8
JSS000020517,体育场东路,金山,路段,体育场北路,体育场南路,次干路,578,16144,6544
JSS000020518,体育场南路,金山,路段,体育场东路,松卫南路,次干路,465,11520,5040
JSS000004641,天峨路,金山,路段,预制品厂,卫五北路,支路,292.6,7119.5,2241.7
JSS000020368,田欢路,金山,路段,建新大街,金张公路,支路,212.7,3190.5,1276.2
JSS000020369,田欢路,金山,路段,金张公路,朱吕公路,支路,263,3945,1578
JSS000020370,田欢路,金山,路段,朱吕公路,吕新路,支路,235,3525,1410
JSS000005178,亭林大通路,金山,路段,寺平南路,中山街,支路,73,315,0
JSS000005141,亭林大通路,金山,路段,松金公路,寺平南路,支路,392,4880.8,960.8
JSS000005094,亭林复兴东路,金山,路段,复兴北路,南亭公路,支路,869.8,3710.7,0
JSS000005143,亭林华亭路,金山,路段,松金公路,寺平北路,支路,380,9808,5248
JSS000004817,亭林兴工路,金山,路段,桃贤路,亭卫公路,支路,955,13663.1,4090.5
JSS000020598,亭升路,金山,路段,南亭公路,大慈路,支路,791.9,26369.9,7520
JSS000020599,亭升路,金山,路段,大慈路,亭枫公路,支路,378,11916.2,3880
JSS000020600,亭学路,金山,路段,大慈路,亭枫公路,支路,300,7260,3060
JSS000020651,同凯路,金山,路段,龙胜东路,卫清东路,次干路,331,9636.3,2588.2
JSS000020734,同凯路,金山,路段,卫清东路,板桥西路,次干路,355,3407.4,780.4
JSS000020735,同凯路,金山,路段,板桥东路,龙宇路,次干路,406,5887,974.4
JSS000020563,同凯路,金山,路段,临桂路,隆安东路,次干路,232.5,7898.2,1870.7
JSS000020497,同凯路,金山,路段,龙胜东路,临桂路,次干路,325.4,6393.1,2029.4
JSS000004773,卫八路,金山,路段,北随塘河路,金三路,主干路,449,5116.7,1520
JSS000004665,卫八路,金山,路段,沪杭公路,北随塘河路,主干路,407.4,4893.5,508
JSS000004684,卫八西路,金山,路段,金三路,金三西路,次干路,182.9,1916.1,516.6
JSS000004766,卫八西路,金山,路段,南随塘西路,金三路,次干路,316.7,3858.3,972
JSS000020691,卫昌路,金山,路段,板桥东路,龙宁路,次干路,433,8099.7,0
JSS000020692,卫昌路,金山,路段,龙宁路,浦卫东路,次干路,168,3478,672
JSS000020693,卫昌路,金山,路段,浦卫东路,庆高路,次干路,408,6448,1224
JSS000020694,卫昌路,金山,路段,庆高路,金康东路,次干路,303,4768,909
JSS000020695,卫昌路,金山,路段,金康东路,红旗东路,次干路,444,7074,1776
JSS000020689,卫昌路,金山,路段,卫清东路,板桥东路,次干路,392,7324.8,0
JSS000004692,卫二路,金山,路段,北随塘河路,海堤,次干路,139.5,2003.1,1078.1
JSS000005113,卫二路,金山,路段,金一东路,金二东路,次干路,499.6,12227.7,5233.1
JSS000004718,卫二路,金山,路段,沪杭路,金零路,次干路,320.7,7151.2,2961.8
JSS000004723,卫二路,金山,路段,金零路,金一东路,次干路,269.7,5978.4,2594.7
JSS000004649,卫二路,金山,路段,金二东路,北随塘河路,次干路,128.5,3126.9,1415.2
JSS000004646,卫二路,金山,路段,海堤,金三路,次干路,665.2,17401.5,7732.4
JSS000020717,卫宏路,金山,路段,金山大道,龙海路,支路,1450,40600,10150
JSS000005114,卫九路,金山,路段,沪杭路,北随塘河路,支路,559.5,9397.3,4436
JSS000004778,卫九南路,金山,路段,南大堤,新大堤,次干路,350,6277,2777
JSS000020520,卫零北路,金山,路段,龙航路,龙皓路,主干路,435.6,12191.5,2708.8
JSS000020393,卫零北路,金山,路段,龙皓路,龙轩路,主干路,488,13406,2880
JSS000020022,卫零北路,金山,路段,龙翔路,金山大道,主干路,991,32371,5946
JSS000020394,卫零北路,金山,路段,龙轩路,龙翔路,主干路,332,10899,1986
JSS000020569,卫零北路,金山,路段,龙堰路,龙航路,主干路,393,11190,2520
JSS000005115,卫零路,金山,路段,卫清西路,龙胜路,主干路,422.5,9353.6,3679.2
JSS000004691,卫零路,金山,路段,金山大道,卫清西路,主干路,610,19132.3,3278.2
JSS000020392,卫零路,金山,路段,卫新路,沪杭路,主干路,251,5576.6,1947.6
JSS000004635,卫零路,金山,路段,沪杭路,金零路,主干路,251,7014.6,3500.6
JSS000004643,卫零路,金山,路段,龙胜路,卫新路,主干路,240.3,7625.6,1947.6
JSS000004677,卫零路,金山,路段,金零路,金一东路,主干路,251,6330,3135.4
JSS000004682,卫六路,金山,路段,金山大道,金山卫镇板桥西路,主干路,329.8,10079.5,3466.7
JSS000004668,卫六路,金山,路段,南随塘中路,金三路,主干路,543.4,14107.6,4124.4
JSS000004671,卫六路,金山,路段,金一路,北随塘河路,主干路,564.2,13411.2,4503.6
JSS000004647,卫六路,金山,路段,金山卫镇板桥西路,乐业路,主干路,903.4,21916.4,7162.6
JSS000004623,卫六路,金山,路段,沪杭路,金一路,主干路,410.8,10310.6,3950.4
JSS000004781,卫六路,金山,路段,乐业路,沪杭路,主干路,562.4,14118.3,4979.7
JSS000004761,卫六路,金山,路段,北随塘河路,南随塘中路,主干路,133.7,1284.2,463.1
JSS000004676,卫七路,金山,路段,金一路,北随塘河路,支路,680,7401.1,2672.4
JSS000004605,卫七南路,金山,路段,南随塘西路,金三路,次干路,318.3,4431.3,1671.4
JSS000004624,卫七支路,金山,路段,沪杭路,卫八路,支路,797.5,7510.1,1868.6
JSS000020397,卫清东路,金山,路段,卫阳南路,亭卫南路,主干路,831,32258,6263
JSS000020718,卫清东路,金山,路段,金山支路,卫昌路,次干路,268,10976.4,1688.4
JSS000020719,卫清东路,金山,路段,卫昌路,海利路,次干路,449,18542.2,2828.7
JSS000020720,卫清东路,金山,路段,海利路,亭卫南路,次干路,435,17957,2740.5
JSS000020721,卫清东路,金山,路段,亭卫南路,同凯路,次干路,374,13695.2,1047.2
JSS000020722,卫清东路,金山,路段,同凯路,卫阳南路,次干路,428,16922.8,2396.8
JSS000020723,卫清东路,金山,路段,卫阳南路,杭州湾大道,次干路,455,20574,3185
JSS000004628,卫清西路,金山,路段,蒙山路,卫零路,主干路,647.5,24842.2,6446.2
JSS000020342,卫清西路,金山,路段,杭州湾大道,战斗港路,主干路,149,6109,894
JSS000020015,卫清西路,金山,路段,战斗港路,蒙山路,主干路,704,29332.3,4044
JSS000020016,卫清西路,金山,路段,卫零路,东平南路,主干路,310,13820,3200
