ID,BID,UID,ST,SX,SY,ET,EX,EY,DS,DU,class
430,89480,4432,2016/8/1 9:20,121.536,31.298,2016/8/1 9:28,121.533,31.295,1358.7,8,5
431,2600,2646,2016/8/1 9:20,121.474,31.199,2016/8/1 9:24,121.473,31.193,682.68,4,2
432,63184,6613,2016/8/1 9:21,121.425,31.203,2016/8/1 9:37,121.436,31.194,2409.15,16,0
433,9029,579,2016/8/1 9:21,121.411,31.181,2016/8/1 9:28,121.425,31.179,1674.52,7,4
434,75302,4873,2016/8/1 9:22,121.488,31.337,2016/8/1 10:10,121.498,31.358,3209.65,48,3
435,29927,7617,2016/8/1 9:22,121.373,31.216,2016/8/1 9:28,121.37,31.208,1199.11,6,5
436,2848,5236,2016/8/1 9:22,121.458,31.231,2016/8/1 9:54,121.461,31.233,450.16,32,2
437,37070,7849,2016/8/1 9:24,121.421,31.206,2016/8/1 9:29,121.423,31.199,807.71,5,4
438,92335,2637,2016/8/1 9:24,121.375,31.174,2016/8/1 9:29,121.383,31.175,948.52,5,0
439,86706,1574,2016/8/1 9:24,121.524,31.303,2016/8/1 9:34,121.522,31.305,339.04,10,2
440,12278,7577,2016/8/1 9:25,121.475,31.262,2016/8/1 9:32,121.483,31.256,1461.97,7,4
441,107861,1711,2016/8/1 9:25,121.508,31.315,2016/8/1 9:28,121.507,31.313,701.52,3,0
442,4759,1603,2016/8/1 9:25,121.418,31.175,2016/8/1 9:35,121.402,31.174,1795.33,10,2
443,28274,1050,2016/8/1 9:26,121.452,31.336,2016/8/1 9:33,121.441,31.331,1427.22,7,0
444,112138,3101,2016/8/1 9:26,121.507,31.285,2016/8/1 9:29,121.502,31.286,614.77,3,0
445,37372,2902,2016/8/1 9:26,121.509,31.289,2016/8/1 9:42,121.519,31.301,2329.28,16,0
446,11281,4222,2016/8/1 9:28,121.608,31.213,2016/8/1 9:39,121.6,31.202,1532.24,11,5
447,109825,3013,2016/8/1 9:28,121.372,31.253,2016/8/1 9:38,121.366,31.237,1507.55,10,7
448,125522,6937,2016/8/1 9:30,121.405,31.163,2016/8/1 9:33,121.402,31.165,794.27,3,0
449,75704,7425,2016/8/1 9:30,121.533,31.268,2016/8/1 9:37,121.542,31.264,2047.95,7,5
450,76087,2489,2016/8/1 9:30,121.444,31.243,2016/8/1 9:34,121.443,31.239,343.6,4,7
451,2345,6221,2016/8/1 9:31,121.485,31.275,2016/8/1 9:35,121.49,31.274,634.4,4,0
452,121109,5135,2016/8/1 9:31,121.445,31.141,2016/8/1 9:38,121.436,31.137,1234.14,7,0
453,94814,5871,2016/8/1 9:31,121.413,31.187,2016/8/1 9:42,121.424,31.179,1688.7,11,4
454,123971,7196,2016/8/1 9:31,121.556,31.283,2016/8/1 9:34,121.555,31.28,508.73,3,2
455,62645,6711,2016/8/1 9:33,121.387,31.109,2016/8/1 9:49,121.399,31.105,1971.8,16,5
456,125546,7704,2016/8/1 9:33,121.402,31.131,2016/8/1 9:36,121.406,31.136,691.51,3,4
458,119785,7306,2016/8/1 9:33,121.532,31.275,2016/8/1 9:38,121.536,31.27,1298.12,5,5
459,84875,1106,2016/8/1 9:36,121.382,31.182,2016/8/1 9:47,121.379,31.194,1522.32,11,4
460,48834,4586,2016/8/1 9:36,121.411,31.245,2016/8/1 9:40,121.41,31.242,508,4,5
461,53698,5411,2016/8/1 9:38,121.543,31.274,2016/8/1 9:56,121.526,31.287,2983.35,18,5
462,57654,3254,2016/8/1 9:38,121.455,31.271,2016/8/1 9:44,121.446,31.266,1248.44,6,5
463,48968,7300,2016/8/1 9:41,121.416,31.219,2016/8/1 9:46,121.41,31.222,841.98,5,7
464,71860,2611,2016/8/1 9:41,121.46,31.328,2016/8/1 9:45,121.458,31.334,793.86,4,5
465,73437,7948,2016/8/1 9:42,121.475,31.221,2016/8/1 10:21,121.438,31.216,5119.53,39,2
466,73670,7898,2016/8/1 9:43,121.429,31.247,2016/8/1 9:49,121.426,31.253,1095.2,6,5
467,73361,2822,2016/8/1 9:43,121.464,31.194,2016/8/1 9:49,121.466,31.197,396.96,6,0
468,29745,5749,2016/8/1 9:45,121.454,31.19,2016/8/1 9:48,121.449,31.188,672.76,3,4
469,20875,6076,2016/8/1 9:45,121.439,31.206,2016/8/1 9:53,121.429,31.209,1475.76,8,3
470,43682,1820,2016/8/1 9:48,121.404,31.279,2016/8/1 10:08,121.422,31.274,2293.83,20,7
471,1038,6127,2016/8/1 9:49,121.45,31.291,2016/8/1 9:55,121.444,31.289,900.23,6,4
472,33513,5577,2016/8/1 9:50,121.488,31.293,2016/8/1 9:55,121.49,31.292,280.78,5,7
473,68336,7179,2016/8/1 9:51,121.538,31.291,2016/8/1 10:32,121.534,31.29,2791.18,41,2
474,102262,5172,2016/8/1 9:52,121.398,31.171,2016/8/1 10:00,121.403,31.164,991,8,0
475,101104,5990,2016/8/1 9:54,121.476,31.199,2016/8/1 9:59,121.482,31.201,740.31,5,2
476,125620,5663,2016/8/1 9:54,121.443,31.239,2016/8/1 10:05,121.453,31.245,1982.11,11,0
477,122163,589,2016/8/1 9:54,121.544,31.269,2016/8/1 10:00,121.537,31.264,928.75,6,1
478,21284,3667,2016/8/1 9:56,121.453,31.187,2016/8/1 10:04,121.442,31.191,1689.13,8,7
479,80140,6919,2016/8/1 9:56,121.382,31.155,2016/8/1 10:17,121.412,31.156,4005.95,21,7
480,78535,991,2016/8/1 9:57,121.405,31.13,2016/8/1 10:08,121.393,31.132,1872.05,11,5
481,120052,5209,2016/8/1 9:58,121.403,31.17,2016/8/1 10:01,121.404,31.165,357.54,3,0
482,125662,6398,2016/8/1 9:59,121.369,31.217,2016/8/1 10:16,121.353,31.22,1954.92,17,7
483,53907,211,2016/8/1 9:59,121.405,31.276,2016/8/1 10:12,121.423,31.268,3094.68,13,5
484,50399,5328,2016/8/1 10:00,121.402,31.264,2016/8/1 10:07,121.406,31.275,1039.51,7,5
485,92442,7463,2016/8/1 10:02,121.525,31.316,2016/8/1 10:08,121.524,31.309,697.48,6,5
486,4057,6633,2016/8/1 10:02,121.367,31.237,2016/8/1 10:08,121.373,31.232,1271.64,6,3
487,22849,3539,2016/8/1 10:02,121.467,31.263,2016/8/1 10:14,121.458,31.267,1579.49,12,7
488,48907,535,2016/8/1 10:03,121.46,31.298,2016/8/1 10:11,121.448,31.297,2627.98,8,5
489,25074,5189,2016/8/1 10:05,121.45,31.197,2016/8/1 10:12,121.451,31.205,754.76,7,7
490,36916,7968,2016/8/1 10:05,121.481,31.232,2016/8/1 10:19,121.486,31.216,1665.53,14,0
491,117957,3307,2016/8/1 10:05,121.404,31.239,2016/8/1 10:29,121.427,31.229,4244.21,24,4
492,124047,3771,2016/8/1 10:05,121.375,31.187,2016/8/1 10:12,121.374,31.177,869.73,7,4
493,113839,1922,2016/8/1 10:06,121.443,31.157,2016/8/1 10:09,121.439,31.155,517.58,3,3
494,64538,3237,2016/8/1 10:07,121.504,31.193,2016/8/1 10:49,121.502,31.172,7164.7,42,7
495,36792,7610,2016/8/1 10:09,121.419,31.207,2016/8/1 10:15,121.42,31.201,682.15,6,5
496,98836,5198,2016/8/1 10:11,121.529,31.26,2016/8/1 10:17,121.532,31.259,348.26,6,2
497,77382,4428,2016/8/1 10:12,121.433,31.174,2016/8/1 10:16,121.438,31.176,672.72,4,0
498,114156,8105,2016/8/1 10:13,121.477,31.238,2016/8/1 10:24,121.478,31.239,125.58,11,4
499,18791,7206,2016/8/1 10:13,121.401,31.171,2016/8/1 10:19,121.403,31.164,763.69,6,0
500,101556,425,2016/8/1 10:15,121.484,31.232,2016/8/1 10:23,121.488,31.229,1137.41,8,0
501,11449,5197,2016/8/1 10:15,121.444,31.223,2016/8/1 10:23,121.44,31.228,914.44,8,0
502,95400,6058,2016/8/1 10:16,121.485,31.25,2016/8/1 10:32,121.493,31.251,1378.09,16,5
503,1014,1176,2016/8/1 10:17,121.488,31.211,2016/8/1 10:26,121.482,31.202,1859.05,9,7
504,22017,4951,2016/8/1 10:18,121.431,31.213,2016/8/1 10:26,121.444,31.221,2090.41,8,3
505,5025,2447,2016/8/1 10:19,121.442,31.233,2016/8/1 10:26,121.45,31.236,1093.26,7,5
506,31580,1674,2016/8/1 10:23,121.506,31.266,2016/8/1 10:29,121.501,31.261,803.56,6,0
507,118733,7642,2016/8/1 10:24,121.54,31.272,2016/8/1 10:32,121.55,31.271,1692.74,8,5
508,86963,7088,2016/8/1 10:24,121.464,31.217,2016/8/1 10:37,121.473,31.214,1524.9,13,5
509,105509,2859,2016/8/1 10:25,121.362,31.254,2016/8/1 10:28,121.366,31.256,561.15,3,0
510,29547,3866,2016/8/1 10:27,121.448,31.273,2016/8/1 10:38,121.452,31.281,909.95,11,7
511,63254,6045,2016/8/1 10:29,121.524,31.264,2016/8/1 10:34,121.53,31.263,920.91,5,0
512,125759,8029,2016/8/1 10:30,121.506,31.214,2016/8/1 10:38,121.499,31.208,1128.26,8,4
513,54297,907,2016/8/1 10:30,121.432,31.339,2016/8/1 10:54,121.438,31.34,743.97,24,6
514,95062,3692,2016/8/1 10:31,121.442,31.269,2016/8/1 10:41,121.453,31.279,1673.8,10,1
515,97765,6684,2016/8/1 10:32,121.543,31.273,2016/8/1 10:40,121.547,31.264,1326.85,8,6
516,125620,5663,2016/8/1 10:33,121.452,31.245,2016/8/1 10:41,121.443,31.24,1693.67,8,5
517,12388,4745,2016/8/1 10:35,121.462,31.193,2016/8/1 10:39,121.459,31.195,450.15,4,0
518,1291,1143,2016/8/1 10:39,121.454,31.207,2016/8/1 10:44,121.459,31.205,745.11,5,2
519,64226,3944,2016/8/1 10:40,121.484,31.306,2016/8/1 10:48,121.478,31.307,726.05,8,4
520,43350,8113,2016/8/1 10:40,121.433,31.251,2016/8/1 10:49,121.426,31.241,1717.33,9,7
521,125776,7387,2016/8/1 10:42,121.469,31.25,2016/8/1 12:31,121.439,31.206,6968.31,109,3
522,86951,4871,2016/8/1 10:43,121.477,31.3,2016/8/1 10:49,121.484,31.303,909.77,6,5
523,123711,6931,2016/8/1 10:44,121.408,31.206,2016/8/1 11:12,121.447,31.161,5332.31,28,7
524,16474,7408,2016/8/1 10:45,121.468,31.23,2016/8/1 11:01,121.473,31.237,1437.2,16,3
525,38302,3490,2016/8/1 10:47,121.342,31.151,2016/8/1 10:56,121.347,31.137,1725.03,9,2
526,44061,7502,2016/8/1 10:47,121.468,31.304,2016/8/1 10:53,121.466,31.297,629.41,6,4
527,125150,4233,2016/8/1 10:51,121.307,31.21,2016/8/1 10:57,121.31,31.215,623.19,6,5
528,2880,1257,2016/8/1 10:52,121.525,31.308,2016/8/1 10:56,121.531,31.306,856.85,4,7
529,54543,376,2016/8/1 10:53,121.548,31.227,2016/8/1 10:58,121.544,31.232,809.04,5,5
530,116376,1773,2016/8/1 10:53,121.355,31.181,2016/8/1 10:59,121.356,31.171,1270.94,6,0
531,113691,5752,2016/8/1 10:54,121.348,31.155,2016/8/1 11:02,121.351,31.149,637.69,8,0
532,15250,4807,2016/8/1 10:54,121.482,31.203,2016/8/1 11:01,121.488,31.202,1031.02,7,0
533,113845,1879,2016/8/1 10:55,121.463,31.261,2016/8/1 10:58,121.467,31.263,561.49,3,0
