ID,BID,UID,ST,SX,SY,ET,EX,EY,DS,DU,class
172,111208,3225,2016/8/1 7:41,121.529,31.314,2016/8/1 7:48,121.526,31.309,847.67,7,4
173,73069,1488,2016/8/1 7:42,121.467,31.28,2016/8/1 7:51,121.48,31.275,1650.03,9,0
174,123887,1171,2016/8/1 7:42,121.485,31.275,2016/8/1 7:56,121.49,31.264,1019.56,14,5
175,103657,4747,2016/8/1 7:42,121.49,31.305,2016/8/1 7:52,121.502,31.306,1626.61,10,4
176,56747,4371,2016/8/1 7:42,121.475,31.325,2016/8/1 7:50,121.485,31.319,1756.97,8,2
177,125055,904,2016/8/1 7:43,121.349,31.317,2016/8/1 7:56,121.356,31.309,1421.45,13,2
178,68777,7052,2016/8/1 7:43,121.528,31.26,2016/8/1 7:47,121.524,31.263,692.4,4,4
179,51521,7606,2016/8/1 7:44,121.5,31.275,2016/8/1 7:51,121.496,31.27,924.82,7,5
180,35201,5143,2016/8/1 7:44,121.488,31.337,2016/8/1 7:59,121.506,31.329,2657.69,15,0
181,125167,5257,2016/8/1 7:44,121.409,31.164,2016/8/1 7:47,121.406,31.167,580.21,3,0
182,57148,1397,2016/8/1 7:44,121.354,31.346,2016/8/1 8:02,121.356,31.345,236.81,18,0
183,125037,3099,2016/8/1 7:44,121.488,31.315,2016/8/1 7:51,121.485,31.319,861.56,7,2
184,21236,6498,2016/8/1 7:45,121.509,31.289,2016/8/1 7:49,121.503,31.293,812.83,4,1
185,57635,3079,2016/8/1 7:45,121.534,31.287,2016/8/1 8:07,121.53,31.263,3849.47,22,0
186,74985,7313,2016/8/1 7:45,121.459,31.31,2016/8/1 7:54,121.467,31.319,1413.5,9,4
187,87528,8437,2016/8/1 7:46,121.498,31.217,2016/8/1 7:51,121.502,31.221,677.93,5,2
188,17747,3842,2016/8/1 7:46,121.475,31.207,2016/8/1 7:54,121.466,31.209,1234.34,8,3
189,113506,4969,2016/8/1 7:46,121.451,31.197,2016/8/1 7:52,121.455,31.201,900.25,6,3
190,109798,1839,2016/8/1 7:46,121.403,31.309,2016/8/1 7:54,121.413,31.303,1756.15,8,4
191,116147,6537,2016/8/1 7:47,121.455,31.335,2016/8/1 7:57,121.441,31.331,1863.11,10,0
192,67906,1998,2016/8/1 7:47,121.466,31.291,2016/8/1 8:42,121.475,31.221,7575.7,55,7
193,85439,7425,2016/8/1 7:47,121.52,31.263,2016/8/1 7:58,121.535,31.26,2090.59,11,0
194,75636,1419,2016/8/1 7:47,121.36,31.218,2016/8/1 7:52,121.35,31.22,1229.03,5,7
195,20575,5105,2016/8/1 7:48,121.409,31.18,2016/8/1 7:58,121.396,31.187,2157.41,10,0
196,105000,4650,2016/8/1 7:48,121.428,31.255,2016/8/1 7:59,121.429,31.246,768.73,11,3
197,89940,7348,2016/8/1 7:49,121.419,31.254,2016/8/1 8:04,121.397,31.249,2739.1,15,4
198,53823,6293,2016/8/1 7:49,121.364,31.213,2016/8/1 7:57,121.36,31.217,677.03,8,0
199,98596,5194,2016/8/1 7:50,121.485,31.302,2016/8/1 7:59,121.475,31.296,1578.22,9,4
200,20044,8449,2016/8/1 7:50,121.425,31.198,2016/8/1 8:28,121.479,31.238,9722.11,38,5
201,74840,3084,2016/8/1 7:51,121.411,31.287,2016/8/1 7:57,121.421,31.285,1633.4,6,2
202,100025,5266,2016/8/1 7:52,121.524,31.309,2016/8/1 8:02,121.514,31.303,1374.59,10,0
203,48112,1841,2016/8/1 7:52,121.401,31.272,2016/8/1 7:59,121.39,31.269,1398.49,7,0
204,72762,1355,2016/8/1 7:52,121.469,31.3,2016/8/1 8:05,121.451,31.293,2833.54,13,0
205,48270,6258,2016/8/1 7:52,121.451,31.171,2016/8/1 8:07,121.47,31.19,3291.17,15,2
206,19747,3229,2016/8/1 7:53,121.48,31.269,2016/8/1 8:00,121.484,31.276,888.93,7,5
207,112389,2404,2016/8/1 7:53,121.499,31.268,2016/8/1 7:58,121.5,31.261,765.44,5,7
208,46736,5866,2016/8/1 7:53,121.451,31.293,2016/8/1 8:03,121.439,31.297,1684.31,10,3
209,75915,2539,2016/8/1 7:53,121.526,31.32,2016/8/1 8:05,121.538,31.314,1907.71,12,5
210,36817,5035,2016/8/1 7:53,121.408,31.213,2016/8/1 8:20,121.437,31.214,3430.83,27,5
211,1437,7948,2016/8/1 7:54,121.477,31.199,2016/8/1 8:04,121.47,31.21,1170.07,10,6
212,65407,1480,2016/8/1 7:54,121.459,31.321,2016/8/1 8:05,121.447,31.318,1772.45,11,3
213,44933,6979,2016/8/1 7:55,121.432,31.163,2016/8/1 8:11,121.417,31.172,2264.3,16,4
214,62745,5712,2016/8/1 7:55,121.413,31.141,2016/8/1 8:16,121.408,31.177,3977.95,21,2
215,3542,7075,2016/8/1 7:55,121.37,31.244,2016/8/1 8:01,121.367,31.237,769.5,6,7
216,88928,3778,2016/8/1 7:55,121.425,31.295,2016/8/1 7:59,121.416,31.293,1030.31,4,3
217,13813,8022,2016/8/1 7:56,121.48,31.203,2016/8/1 8:05,121.488,31.201,1396,9,0
218,90781,1090,2016/8/1 7:56,121.537,31.331,2016/8/1 8:05,121.532,31.323,1423.76,9,0
219,32786,7602,2016/8/1 7:57,121.43,31.193,2016/8/1 8:14,121.417,31.217,2086.26,17,4
220,121107,5664,2016/8/1 7:58,121.43,31.289,2016/8/1 8:11,121.441,31.281,1983.92,13,3
221,122706,5606,2016/8/1 7:58,121.375,31.255,2016/8/1 8:07,121.377,31.271,1427.81,9,5
222,87553,5422,2016/8/1 7:58,121.39,31.269,2016/8/1 8:36,121.438,31.278,7073.65,38,5
223,103238,7148,2016/8/1 7:58,121.446,31.126,2016/8/1 8:42,121.428,31.182,7379.5,44,7
224,57760,3254,2016/8/1 7:59,121.446,31.267,2016/8/1 8:05,121.455,31.271,1146.52,6,4
225,110992,4533,2016/8/1 7:59,121.484,31.304,2016/8/1 8:03,121.486,31.3,411.33,4,1
226,73533,77,2016/8/1 8:00,121.538,31.273,2016/8/1 8:04,121.543,31.274,910.01,4,3
227,62251,7099,2016/8/1 8:01,121.471,31.205,2016/8/1 8:12,121.463,31.193,1587.86,11,0
228,117354,3199,2016/8/1 8:01,121.483,31.311,2016/8/1 8:07,121.484,31.306,624.66,6,4
229,23622,4629,2016/8/1 8:02,121.493,31.263,2016/8/1 8:06,121.489,31.259,677.87,4,0
230,36395,7045,2016/8/1 8:02,121.446,31.205,2016/8/1 8:20,121.435,31.215,2235.08,18,0
231,47579,4842,2016/8/1 8:02,121.472,31.325,2016/8/1 8:13,121.484,31.319,1684.58,11,1
232,37142,7504,2016/8/1 8:03,121.46,31.301,2016/8/1 8:16,121.442,31.295,2531.05,13,2
233,121149,5542,2016/8/1 8:05,121.507,31.328,2016/8/1 8:17,121.525,31.331,2178.35,12,3
234,10681,5170,2016/8/1 8:05,121.413,31.246,2016/8/1 8:15,121.429,31.233,2127.64,10,0
235,37418,7105,2016/8/1 8:05,121.421,31.196,2016/8/1 8:14,121.415,31.19,1044.53,9,0
236,100681,3175,2016/8/1 8:06,121.422,31.298,2016/8/1 8:19,121.437,31.296,2002.68,13,3
237,50342,7531,2016/8/1 8:06,121.541,31.288,2016/8/1 8:23,121.536,31.3,1951.93,17,5
238,1917,6303,2016/8/1 8:07,121.421,31.204,2016/8/1 8:12,121.429,31.202,919,5,6
239,64588,6361,2016/8/1 8:07,121.428,31.282,2016/8/1 8:11,121.427,31.287,401.54,4,5
240,107865,6567,2016/8/1 8:07,121.432,31.219,2016/8/1 8:17,121.441,31.215,1422.53,10,4
241,80829,5667,2016/8/1 8:07,121.442,31.243,2016/8/1 8:19,121.457,31.234,2177.18,12,0
242,26973,3648,2016/8/1 8:08,121.486,31.3,2016/8/1 8:21,121.476,31.305,1636.37,13,6
243,99641,4913,2016/8/1 8:08,121.437,31.184,2016/8/1 8:43,121.424,31.194,2162.65,35,7
244,100593,5598,2016/8/1 8:08,121.493,31.289,2016/8/1 8:23,121.501,31.275,2284.95,15,3
245,125072,8002,2016/8/1 8:09,121.542,31.201,2016/8/1 8:27,121.531,31.217,2495.19,18,5
246,96148,4865,2016/8/1 8:09,121.535,31.183,2016/8/1 8:16,121.539,31.188,959.03,7,2
247,32310,5290,2016/8/1 8:09,121.396,31.247,2016/8/1 8:23,121.384,31.239,2016.27,14,5
248,73717,5299,2016/8/1 8:10,121.512,31.259,2016/8/1 8:19,121.506,31.266,1075.16,9,7
249,71693,209,2016/8/1 8:10,121.545,31.297,2016/8/1 8:21,121.533,31.295,1713.81,11,5
250,111100,5189,2016/8/1 8:10,121.411,31.196,2016/8/1 8:18,121.421,31.195,1171.22,8,2
251,31517,6859,2016/8/1 8:10,121.419,31.123,2016/8/1 8:51,121.403,31.168,5736.93,41,2
252,86659,4692,2016/8/1 8:11,121.453,31.335,2016/8/1 8:22,121.441,31.331,1596.62,11,0
253,98337,6170,2016/8/1 8:11,121.508,31.312,2016/8/1 8:24,121.522,31.324,2329.22,13,4
254,28334,6455,2016/8/1 8:12,121.403,31.309,2016/8/1 8:21,121.392,31.307,1340.52,9,4
256,29849,2567,2016/8/1 8:12,121.489,31.311,2016/8/1 8:28,121.509,31.297,2953.02,16,1
257,110561,5814,2016/8/1 8:12,121.492,31.33,2016/8/1 8:42,121.489,31.294,3286.93,30,2
258,102090,5540,2016/8/1 8:12,121.341,31.26,2016/8/1 8:20,121.351,31.256,1301.09,8,1
259,94862,3097,2016/8/1 8:13,121.468,31.263,2016/8/1 8:18,121.467,31.27,696.87,5,7
260,43566,7940,2016/8/1 8:14,121.413,31.272,2016/8/1 8:26,121.391,31.269,2739.11,12,7
261,32341,6133,2016/8/1 8:14,121.533,31.284,2016/8/1 8:20,121.538,31.291,832.41,6,1
262,125247,6178,2016/8/1 8:14,121.403,31.284,2016/8/1 8:46,121.429,31.275,3677.09,32,5
263,76294,3007,2016/8/1 8:14,121.544,31.283,2016/8/1 8:20,121.545,31.275,1022.52,6,0
264,78133,2320,2016/8/1 8:14,121.35,31.282,2016/8/1 8:19,121.354,31.285,619.03,5,7
265,73696,7264,2016/8/1 8:15,121.532,31.323,2016/8/1 8:22,121.533,31.331,577.06,7,4
266,87745,3758,2016/8/1 8:15,121.496,31.279,2016/8/1 8:24,121.505,31.285,1539.6,9,0
267,90258,4833,2016/8/1 8:15,121.418,31.131,2016/8/1 8:29,121.406,31.142,2074.7,14,3
268,32366,7624,2016/8/1 8:15,121.428,31.262,2016/8/1 8:31,121.438,31.279,2501.53,16,1
269,22413,7856,2016/8/1 8:15,121.45,31.262,2016/8/1 8:21,121.458,31.259,1180.98,6,0
270,121609,5304,2016/8/1 8:16,121.427,31.135,2016/8/1 8:27,121.407,31.133,2559.15,11,7
271,87971,2477,2016/8/1 8:16,121.451,31.28,2016/8/1 8:22,121.442,31.281,1292.26,6,7
273,72393,8104,2016/8/1 8:16,121.433,31.22,2016/8/1 8:23,121.441,31.214,1195.08,7,6
274,110540,515,2016/8/1 8:17,121.378,31.232,2016/8/1 8:20,121.374,31.234,783.83,3,0
275,107400,2109,2016/8/1 8:17,121.464,31.268,2016/8/1 8:37,121.452,31.247,2957.13,20,2
276,46323,5964,2016/8/1 8:18,121.49,31.318,2016/8/1 8:28,121.484,31.319,842.35,10,1
277,38115,2895,2016/8/1 8:18,121.448,31.254,2016/8/1 8:24,121.459,31.249,1313.72,6,2
278,95865,5853,2016/8/1 8:18,121.406,31.205,2016/8/1 8:23,121.404,31.21,691.52,5,5
279,12936,5972,2016/8/1 8:19,121.431,31.195,2016/8/1 8:31,121.448,31.198,2255.05,12,7
280,88713,6240,2016/8/1 8:19,121.469,31.253,2016/8/1 8:38,121.467,31.252,236.89,19,7
281,30433,1159,2016/8/1 8:19,121.483,31.221,2016/8/1 8:36,121.476,31.238,1679.76,17,7
282,26212,5296,2016/8/1 8:19,121.38,31.157,2016/8/1 8:32,121.405,31.164,3207.47,13,2
283,121910,1924,2016/8/1 8:19,121.463,31.313,2016/8/1 8:36,121.482,31.32,2521.85,17,1
284,90991,6526,2016/8/1 8:20,121.451,31.284,2016/8/1 8:26,121.441,31.282,1229.35,6,0
285,94040,7338,2016/8/1 8:20,121.383,31.246,2016/8/1 8:41,121.415,31.244,3850.95,21,2
286,45457,6543,2016/8/1 8:21,121.525,31.318,2016/8/1 8:27,121.531,31.322,900.75,6,0
287,105235,5413,2016/8/1 8:21,121.427,31.148,2016/8/1 8:44,121.435,31.178,2487.59,23,7
288,22630,5894,2016/8/1 8:21,121.419,31.175,2016/8/1 8:26,121.425,31.172,914.28,5,0
289,76735,4647,2016/8/1 8:21,121.338,31.256,2016/8/1 8:26,121.342,31.252,1015.32,5,4
290,124173,4581,2016/8/1 8:22,121.538,31.322,2016/8/1 8:51,121.516,31.288,4242.34,29,5
291,121954,1286,2016/8/1 8:22,121.524,31.264,2016/8/1 8:29,121.532,31.26,1268.42,7,2
292,100463,2731,2016/8/1 8:23,121.508,31.276,2016/8/1 8:31,121.504,31.285,1103.72,8,4
293,96654,2460,2016/8/1 8:23,121.5,31.275,2016/8/1 8:43,121.499,31.29,1830.38,20,4
294,102466,3670,2016/8/1 8:23,121.529,31.335,2016/8/1 8:27,121.527,31.329,571.91,4,5
295,32548,6108,2016/8/1 8:24,121.506,31.27,2016/8/1 8:35,121.512,31.28,1767.4,11,7
296,64081,6547,2016/8/1 8:24,121.437,31.334,2016/8/1 8:54,121.452,31.298,2873.84,30,5
297,93756,5266,2016/8/1 8:25,121.512,31.303,2016/8/1 8:30,121.52,31.308,1181.53,5,4
298,18691,3352,2016/8/1 8:25,121.525,31.257,2016/8/1 8:30,121.523,31.263,527.96,5,0
299,33902,4748,2016/8/1 8:25,121.473,31.3,2016/8/1 8:33,121.485,31.302,1452.1,8,3
300,123410,5397,2016/8/1 8:25,121.408,31.29,2016/8/1 8:37,121.416,31.293,1484.96,12,3
301,125276,6953,2016/8/1 8:26,121.537,31.205,2016/8/1 8:43,121.533,31.217,1366.61,17,7
302,82374,3403,2016/8/1 8:26,121.5,31.344,2016/8/1 8:31,121.502,31.351,629.81,5,5
303,71868,6577,2016/8/1 8:26,121.364,31.132,2016/8/1 8:32,121.366,31.124,777.5,6,3
304,74763,3104,2016/8/1 8:26,121.479,31.27,2016/8/1 8:34,121.484,31.276,1021.65,8,5
305,119652,6815,2016/8/1 8:27,121.507,31.264,2016/8/1 8:36,121.512,31.259,847.49,9,7
306,16605,5851,2016/8/1 8:27,121.488,31.252,2016/8/1 8:42,121.468,31.244,2880.05,15,7
307,67217,1546,2016/8/1 8:27,121.405,31.185,2016/8/1 8:40,121.395,31.173,2477.02,13,0
308,38814,6484,2016/8/1 8:27,121.446,31.118,2016/8/1 8:33,121.434,31.115,1378.53,6,5
309,118496,3195,2016/8/1 8:27,121.335,31.268,2016/8/1 8:34,121.347,31.267,1422.04,7,5
310,108955,5157,2016/8/1 8:27,121.465,31.297,2016/8/1 8:51,121.466,31.267,4036.85,24,7
311,105536,3804,2016/8/1 8:27,121.451,31.234,2016/8/1 8:39,121.459,31.229,1209.49,12,7
312,26353,1878,2016/8/1 8:27,121.538,31.303,2016/8/1 8:35,121.546,31.306,1298.18,8,3
313,111279,2722,2016/8/1 8:28,121.429,31.284,2016/8/1 8:40,121.441,31.281,1814.51,12,3
314,24483,4604,2016/8/1 8:28,121.489,31.276,2016/8/1 8:52,121.5,31.249,3374.86,24,5
315,111638,5101,2016/8/1 8:28,121.469,31.264,2016/8/1 8:35,121.458,31.26,1413.08,7,0
316,15650,1179,2016/8/1 8:28,121.451,31.269,2016/8/1 8:48,121.458,31.244,3256.99,20,0
317,79285,1492,2016/8/1 8:28,121.417,31.239,2016/8/1 8:40,121.421,31.234,735.42,12,7
318,59117,1236,2016/8/1 8:29,121.448,31.307,2016/8/1 8:41,121.452,31.298,967.98,12,5
319,121189,2854,2016/8/1 8:30,121.383,31.246,2016/8/1 8:49,121.38,31.234,2844.62,19,2
320,81235,5452,2016/8/1 8:30,121.517,31.274,2016/8/1 8:44,121.525,31.263,1515.43,14,7
321,19141,7447,2016/8/1 8:31,121.45,31.198,2016/8/1 8:44,121.442,31.21,1499.83,13,5
322,59042,7760,2016/8/1 8:31,121.529,31.22,2016/8/1 8:41,121.514,31.216,2081.31,10,0
323,108485,2527,2016/8/1 8:32,121.509,31.268,2016/8/1 8:48,121.502,31.252,2333.95,16,0
324,45877,5593,2016/8/1 8:32,121.503,31.293,2016/8/1 8:41,121.493,31.291,1936.02,9,7
325,75066,8053,2016/8/1 8:32,121.462,31.275,2016/8/1 8:45,121.45,31.283,1829.1,13,7
326,11421,1866,2016/8/1 8:32,121.429,31.246,2016/8/1 8:35,121.432,31.25,566.15,3,5
327,88876,849,2016/8/1 8:32,121.506,31.321,2016/8/1 8:39,121.516,31.319,1258.14,7,3
328,77580,3962,2016/8/1 8:33,121.405,31.258,2016/8/1 8:45,121.395,31.256,1451.84,12,0
329,108533,909,2016/8/1 8:33,121.351,31.288,2016/8/1 8:39,121.35,31.281,804.7,6,5
330,116669,5812,2016/8/1 8:34,121.437,31.205,2016/8/1 8:37,121.438,31.209,566.19,3,4
331,12217,5407,2016/8/1 8:34,121.429,31.221,2016/8/1 8:53,121.453,31.238,3749.88,19,5
332,56280,5775,2016/8/1 8:35,121.366,31.221,2016/8/1 8:46,121.351,31.23,2442.13,11,0
333,87669,7288,2016/8/1 8:35,121.396,31.245,2016/8/1 8:44,121.391,31.233,1301.92,9,2
334,122843,2012,2016/8/1 8:35,121.394,31.257,2016/8/1 8:48,121.404,31.248,2172.11,13,3
335,40037,2123,2016/8/1 8:36,121.53,31.267,2016/8/1 8:40,121.532,31.26,1060.14,4,2
336,84605,4538,2016/8/1 8:36,121.396,31.247,2016/8/1 8:47,121.391,31.233,1484.41,11,2
337,27400,3284,2016/8/1 8:37,121.515,31.34,2016/8/1 8:48,121.506,31.329,2053.38,11,0
338,88350,4916,2016/8/1 8:37,121.518,31.275,2016/8/1 8:42,121.521,31.28,803.67,5,5
339,116056,3640,2016/8/1 8:39,121.53,31.279,2016/8/1 9:06,121.52,31.297,2678.72,27,0
340,103509,7384,2016/8/1 8:39,121.437,31.241,2016/8/1 9:02,121.426,31.231,1739.11,23,5
341,23762,2792,2016/8/1 8:40,121.367,31.237,2016/8/1 8:49,121.359,31.226,1556.23,9,0
342,91447,6572,2016/8/1 8:41,121.434,31.174,2016/8/1 8:44,121.441,31.173,1120.7,3,0
343,80375,5373,2016/8/1 8:42,121.327,31.248,2016/8/1 8:54,121.334,31.242,995.35,12,1
344,34468,2892,2016/8/1 8:42,121.433,31.151,2016/8/1 8:49,121.441,31.153,1063.6,7,5
345,44985,7720,2016/8/1 8:42,121.474,31.321,2016/8/1 8:47,121.484,31.32,1171.32,5,2
346,48520,2702,2016/8/1 8:42,121.475,31.199,2016/8/1 8:48,121.482,31.202,1247.65,6,7
347,49003,5268,2016/8/1 8:42,121.452,31.279,2016/8/1 8:50,121.439,31.277,1563.29,8,2
348,90171,3163,2016/8/1 8:43,121.43,31.266,2016/8/1 8:49,121.425,31.261,846.84,6,4
349,36325,4190,2016/8/1 8:43,121.545,31.27,2016/8/1 8:47,121.544,31.274,344.27,4,7
350,122743,1902,2016/8/1 8:44,121.447,31.391,2016/8/1 8:51,121.456,31.393,1234.21,7,7
351,16741,3776,2016/8/1 8:44,121.503,31.267,2016/8/1 8:49,121.501,31.261,527.76,5,0
352,18809,7394,2016/8/1 8:45,121.49,31.276,2016/8/1 8:58,121.491,31.289,867.25,13,0
353,99277,809,2016/8/1 8:47,121.516,31.301,2016/8/1 8:53,121.51,31.306,914.95,6,7
354,73628,3747,2016/8/1 8:47,121.429,31.246,2016/8/1 8:51,121.433,31.249,575.6,4,2
355,11926,5639,2016/8/1 8:48,121.462,31.285,2016/8/1 9:02,121.485,31.291,2937.64,14,2
356,115320,2381,2016/8/1 8:48,121.542,31.324,2016/8/1 8:57,121.546,31.312,1144.14,9,3
357,98055,7989,2016/8/1 8:48,121.488,31.233,2016/8/1 8:52,121.492,31.231,517.7,4,5
358,114703,5472,2016/8/1 8:48,121.442,31.164,2016/8/1 9:06,121.463,31.157,3469.8,18,4
359,19675,5299,2016/8/1 8:48,121.482,31.258,2016/8/1 8:54,121.485,31.249,813.32,6,3
360,72066,4078,2016/8/1 8:48,121.482,31.29,2016/8/1 8:57,121.476,31.291,842.3,9,7
361,7623,3217,2016/8/1 8:49,121.514,31.303,2016/8/1 8:58,121.507,31.308,1026.26,9,2
362,17053,6444,2016/8/1 8:49,121.466,31.196,2016/8/1 9:03,121.445,31.198,2874.8,14,0
363,94594,3943,2016/8/1 8:49,121.45,31.313,2016/8/1 8:55,121.447,31.318,624.35,6,3
364,36376,7542,2016/8/1 8:50,121.525,31.26,2016/8/1 9:03,121.512,31.262,2042.38,13,7
365,102739,3877,2016/8/1 8:50,121.494,31.257,2016/8/1 8:59,121.483,31.255,1485.64,9,0
366,44294,3935,2016/8/1 8:50,121.404,31.21,2016/8/1 8:59,121.402,31.203,628.67,9,0
367,108024,4748,2016/8/1 8:51,121.485,31.302,2016/8/1 8:58,121.489,31.294,685.69,7,2
368,61438,3452,2016/8/1 8:51,121.45,31.157,2016/8/1 9:02,121.443,31.17,1534.22,11,0
369,30194,6637,2016/8/1 8:51,121.419,31.188,2016/8/1 8:56,121.425,31.183,914.28,5,3
370,23734,3250,2016/8/1 8:52,121.509,31.272,2016/8/1 8:58,121.508,31.268,789.32,6,0
371,37064,4970,2016/8/1 8:52,121.495,31.211,2016/8/1 9:01,121.498,31.216,1054.7,9,7
372,107776,5445,2016/8/1 8:52,121.524,31.309,2016/8/1 9:00,121.512,31.305,1747.33,8,1
373,103348,6182,2016/8/1 8:52,121.344,31.143,2016/8/1 8:57,121.339,31.149,904.01,5,0
374,101500,8022,2016/8/1 8:53,121.488,31.201,2016/8/1 8:58,121.482,31.203,900.47,5,2
375,30212,2150,2016/8/1 8:53,121.402,31.209,2016/8/1 9:33,121.403,31.208,5026.93,40,3
376,110660,1142,2016/8/1 8:53,121.437,31.263,2016/8/1 8:58,121.44,31.257,682.33,5,0
378,20339,7172,2016/8/1 8:54,121.479,31.27,2016/8/1 9:09,121.466,31.266,1984.49,15,7
379,100339,1465,2016/8/1 8:55,121.444,31.18,2016/8/1 8:59,121.446,31.175,402.58,4,4
380,55803,3289,2016/8/1 8:56,121.502,31.273,2016/8/1 9:01,121.506,31.264,997.4,5,7
381,76553,6740,2016/8/1 8:56,121.416,31.293,2016/8/1 9:03,121.406,31.294,1431.71,7,7
382,569,5512,2016/8/1 8:56,121.446,31.189,2016/8/1 8:59,121.449,31.187,406.28,3,4
383,115978,942,2016/8/1 8:57,121.429,31.246,2016/8/1 9:08,121.439,31.249,1923.83,11,5
384,43844,1391,2016/8/1 8:57,121.517,31.337,2016/8/1 9:07,121.506,31.329,1941.16,10,0
385,58056,5159,2016/8/1 8:59,121.482,31.258,2016/8/1 9:02,121.483,31.254,460.13,3,0
386,16609,2553,2016/8/1 8:59,121.424,31.244,2016/8/1 9:06,121.417,31.239,1069.39,7,0
387,78240,5073,2016/8/1 8:59,121.479,31.208,2016/8/1 9:06,121.47,31.209,1292.5,7,5
388,17133,5192,2016/8/1 9:01,121.546,31.294,2016/8/1 9:27,121.513,31.273,4811.21,26,0
389,107768,2648,2016/8/1 9:01,121.503,31.273,2016/8/1 9:14,121.508,31.254,2376.96,13,0
390,114091,7146,2016/8/1 9:01,121.54,31.258,2016/8/1 9:17,121.542,31.27,1224.62,16,5
391,55602,2812,2016/8/1 9:01,121.373,31.181,2016/8/1 9:11,121.371,31.186,700.45,10,0
392,76661,5330,2016/8/1 9:01,121.366,31.237,2016/8/1 9:08,121.362,31.231,749.15,7,4
393,64642,4999,2016/8/1 9:02,121.555,31.306,2016/8/1 9:05,121.549,31.307,798.75,3,3
394,37625,4931,2016/8/1 9:02,121.46,31.234,2016/8/1 9:14,121.463,31.219,1205.48,12,5
395,123967,1126,2016/8/1 9:02,121.393,31.205,2016/8/1 9:30,121.384,31.175,4034.06,28,0
396,59751,937,2016/8/1 9:03,121.43,31.266,2016/8/1 9:14,121.419,31.275,1991.19,11,4
397,119632,5560,2016/8/1 9:04,121.43,31.162,2016/8/1 9:12,121.431,31.168,682.25,8,3
398,29827,124,2016/8/1 9:04,121.422,31.157,2016/8/1 9:22,121.403,31.171,3187.97,18,2
399,23145,7718,2016/8/1 9:04,121.456,31.243,2016/8/1 9:11,121.454,31.233,1606.45,7,0
400,21578,651,2016/8/1 9:04,121.525,31.267,2016/8/1 9:13,121.516,31.26,1631.87,9,0
401,15259,776,2016/8/1 9:04,121.458,31.164,2016/8/1 9:11,121.451,31.158,1667.11,7,5
402,63310,7620,2016/8/1 9:05,121.394,31.26,2016/8/1 9:09,121.4,31.261,798.11,4,7
403,106172,7946,2016/8/1 9:05,121.482,31.245,2016/8/1 9:11,121.476,31.239,1132.96,6,5
404,2641,6976,2016/8/1 9:05,121.401,31.144,2016/8/1 9:16,121.396,31.163,1928.56,11,3
405,48788,5636,2016/8/1 9:06,121.455,31.271,2016/8/1 9:09,121.448,31.268,909.65,3,5
406,32654,1599,2016/8/1 9:08,121.441,31.256,2016/8/1 9:22,121.461,31.249,3109.64,14,0
407,53162,5875,2016/8/1 9:08,121.41,31.219,2016/8/1 9:12,121.414,31.218,619.33,4,4
408,123113,5430,2016/8/1 9:09,121.53,31.288,2016/8/1 9:19,121.528,31.279,890.1,10,7
409,102136,3183,2016/8/1 9:09,121.531,31.315,2016/8/1 9:13,121.528,31.309,683.25,4,4
410,2714,3658,2016/8/1 9:10,121.454,31.207,2016/8/1 9:26,121.446,31.193,2361.49,16,7
411,92330,1625,2016/8/1 9:11,121.535,31.288,2016/8/1 9:15,121.529,31.285,754.74,4,4
412,105047,3953,2016/8/1 9:11,121.537,31.311,2016/8/1 9:40,121.528,31.278,4305.89,29,7
413,105506,7419,2016/8/1 9:11,121.431,31.247,2016/8/1 9:15,121.433,31.251,589.84,4,5
414,58801,5677,2016/8/1 9:12,121.333,31.241,2016/8/1 9:18,121.328,31.249,975.94,6,7
415,9255,2039,2016/8/1 9:12,121.518,31.293,2016/8/1 9:31,121.501,31.286,2749.86,19,4
416,96521,5752,2016/8/1 9:13,121.342,31.169,2016/8/1 9:25,121.348,31.155,1748.94,12,5
417,21747,6242,2016/8/1 9:15,121.434,31.211,2016/8/1 9:20,121.431,31.216,624.22,5,5
418,21793,2838,2016/8/1 9:16,121.48,31.29,2016/8/1 9:25,121.495,31.294,2658.53,9,0
419,107370,3456,2016/8/1 9:16,121.538,31.326,2016/8/1 9:20,121.532,31.323,791.85,4,0
420,37567,1529,2016/8/1 9:16,121.444,31.288,2016/8/1 9:26,121.453,31.298,2027.96,10,0
421,1582,5361,2016/8/1 9:18,121.421,31.204,2016/8/1 9:27,121.429,31.209,1180.77,9,3
422,8697,1314,2016/8/1 9:18,121.513,31.307,2016/8/1 9:34,121.485,31.306,3407.77,16,5
423,64780,3885,2016/8/1 9:18,121.457,31.172,2016/8/1 9:23,121.458,31.168,416.03,5,0
424,113743,2989,2016/8/1 9:19,121.477,31.221,2016/8/1 9:38,121.46,31.23,2855.2,19,0
425,60698,4349,2016/8/1 9:19,121.45,31.2,2016/8/1 9:22,121.451,31.205,580.52,3,7
426,125432,1877,2016/8/1 9:19,121.517,31.311,2016/8/1 9:30,121.527,31.309,1229.59,11,4
427,10587,2855,2016/8/1 9:19,121.471,31.193,2016/8/1 9:27,121.47,31.201,1021.5,8,3
428,7838,5804,2016/8/1 9:19,121.444,31.208,2016/8/1 9:27,121.45,31.205,1074.46,8,7
429,50020,5297,2016/8/1 9:20,121.438,31.34,2016/8/1 9:24,121.432,31.338,784.03,4,3
