ID,BID,UID,ST,SX,SY,ET,EX,EY,EC,DU,DS
12058,378888,3702,2020/8/30 21:10,121.397,31.241,2020/8/30 21:37,121.428,31.229,5,27,3239.203669
12059,244994,7015,2020/8/30 21:11,121.464,31.182,2020/8/30 22:06,121.462,31.203,7,55,2336.118647
12060,167197,14299,2020/8/30 21:14,121.385,31.191,2020/8/30 21:20,121.38,31.194,0,6,581.157288
12061,122707,13676,2020/8/30 21:14,121.488,31.168,2020/8/30 21:19,121.492,31.163,0,5,672.866191
12062,318241,13503,2020/8/30 21:16,121.395,31.145,2020/8/30 21:24,121.382,31.141,3,8,1316.637585
12063,365667,15335,2020/8/30 21:17,121.459,31.115,2020/8/30 21:23,121.458,31.108,7,6,781.940232
12064,360111,5791,2020/8/30 21:19,121.434,31.283,2020/8/30 21:27,121.429,31.284,7,8,488.842473
12065,326786,11924,2020/8/30 21:21,121.589,31.273,2020/8/30 21:31,121.588,31.291,7,10,1998.008187
12066,77091,2524,2020/8/30 21:23,121.411,31.279,2020/8/30 21:30,121.418,31.283,7,7,800.620984
12067,366928,7607,2020/8/30 21:25,121.349,31.26,2020/8/30 22:14,121.324,31.241,3,49,3179.396616
12068,76636,9776,2020/8/30 21:28,121.396,31.281,2020/8/30 21:36,121.406,31.276,5,8,1101.870501
12069,66404,6359,2020/8/30 21:29,121.477,31.283,2020/8/30 21:39,121.474,31.294,5,10,1252.62284
12070,264059,11941,2020/8/30 21:31,121.462,31.257,2020/8/30 21:54,121.431,31.246,5,23,3194.789255
12071,90135,8405,2020/8/30 21:32,121.42,31.392,2020/8/30 21:41,121.411,31.386,1,9,1084.137116
12072,379315,6616,2020/8/30 21:34,121.347,31.258,2020/8/30 21:49,121.345,31.25,4,15,907.217134
12073,64950,16897,2020/8/30 21:36,121.454,31.31,2020/8/30 21:55,121.459,31.322,0,19,1413.062535
12074,350831,12043,2020/8/30 21:38,121.399,31.214,2020/8/31 2:56,121.419,31.161,4,318,6177.739774
12075,50851,4389,2020/8/30 21:40,121.521,31.289,2020/8/30 22:01,121.541,31.281,7,21,2100.815738
12076,380487,13359,2020/8/30 21:41,121.328,31.257,2020/8/30 22:02,121.34,31.258,5,21,1148.325151
12077,183074,15137,2020/8/30 21:43,121.393,31.12,2020/8/30 21:48,121.4,31.121,5,5,676.83039
12078,344245,5665,2020/8/30 21:46,121.509,31.19,2020/8/30 21:49,121.511,31.194,5,3,482.723662
12079,368057,16720,2020/8/30 21:47,121.544,31.206,2020/8/30 22:02,121.536,31.201,7,15,942.647594
12080,61630,1160,2020/8/30 21:50,121.475,31.244,2020/8/30 21:57,121.468,31.25,2,7,941.897134
12081,369231,8992,2020/8/30 21:52,121.528,31.309,2020/8/30 21:59,121.526,31.301,4,7,907.202512
12082,237651,12951,2020/8/30 21:52,121.407,31.283,2020/8/30 22:00,121.421,31.284,5,8,1337.690562
12083,89560,11090,2020/8/30 21:56,121.425,31.246,2020/8/30 22:15,121.435,31.255,3,19,1379.514145
12084,291714,15044,2020/8/30 21:57,121.543,31.271,2020/8/30 22:14,121.54,31.288,3,17,1906.388505
12085,245541,13310,2020/8/30 21:58,121.556,31.254,2020/8/30 22:07,121.567,31.242,5,9,1693.550423
12086,26311,8031,2020/8/30 22:01,121.397,31.251,2020/8/30 22:09,121.4,31.262,0,8,1252.638915
12087,180758,13640,2020/8/30 22:04,121.429,31.293,2020/8/30 22:13,121.419,31.292,0,9,958.549049
12088,329387,7667,2020/8/30 22:07,121.381,31.299,2020/8/30 22:35,121.389,31.321,3,28,2555.363047
12089,208886,11854,2020/8/30 22:10,121.531,31.308,2020/8/30 22:22,121.523,31.315,2,12,1087.340896
12090,144545,7666,2020/8/30 22:13,121.493,31.145,2020/8/30 22:27,121.492,31.154,7,14,1002.394067
12091,217952,7879,2020/8/30 22:17,121.506,31.293,2020/8/30 22:49,121.48,31.307,3,32,2921.744335
12092,188130,17082,2020/8/30 22:23,121.533,31.271,2020/8/30 22:37,121.548,31.274,3,14,1466.688743
12093,380815,11759,2020/8/30 22:25,121.375,31.314,2020/8/30 22:48,121.376,31.31,4,23,453.600252
12094,143193,5217,2020/8/30 22:28,121.495,31.262,2020/8/30 22:42,121.486,31.279,7,14,2070.585042
12095,5954,10203,2020/8/30 22:30,121.505,31.253,2020/8/30 22:37,121.5,31.257,2,7,650.767509
12096,76184,6538,2020/8/30 22:34,121.518,31.319,2020/8/30 23:18,121.516,31.318,5,44,220.304949
12097,380270,16886,2020/8/30 22:37,121.349,31.171,2020/8/30 23:07,121.338,31.17,2,30,1054.517859
12098,63709,4281,2020/8/30 22:41,121.492,31.311,2020/8/30 22:45,121.491,31.315,2,4,453.600108
12099,187437,10102,2020/8/30 22:45,121.543,31.295,2020/8/30 22:49,121.546,31.297,4,4,361.598851
12100,260317,7515,2020/8/30 22:47,121.508,31.301,2020/8/30 22:52,121.504,31.304,4,5,505.620234
12101,37302,13660,2020/8/30 22:50,121.394,31.21,2020/8/30 22:55,121.387,31.212,1,5,702.944863
12102,327771,12734,2020/8/30 22:53,121.382,31.245,2020/8/30 23:07,121.367,31.228,7,14,2365.321846
12103,163626,7643,2020/8/30 22:58,121.497,31.263,2020/8/30 23:48,121.484,31.282,0,50,2443.455027
12104,157532,4958,2020/8/30 23:03,121.479,31.202,2020/8/30 23:31,121.461,31.199,4,28,1747.418241
12105,237484,6975,2020/8/30 23:08,121.534,31.287,2020/8/30 23:18,121.542,31.296,2,10,1255.361447
12106,253713,2796,2020/8/30 23:09,121.459,31.157,2020/8/30 23:14,121.453,31.153,3,5,723.862294
12107,309373,3047,2020/8/30 23:12,121.268,31.171,2020/8/30 23:18,121.262,31.175,3,6,723.777583
12108,214520,9472,2020/8/30 23:19,121.53,31.328,2020/8/30 23:48,121.526,31.331,5,29,505.539349
12109,352579,12901,2020/8/30 23:23,121.402,31.307,2020/8/30 23:40,121.397,31.304,3,17,580.695635
12110,156552,5173,2020/8/30 23:25,121.502,31.279,2020/8/30 23:30,121.496,31.28,4,5,582.006008
12111,320572,12277,2020/8/30 23:33,121.367,31.249,2020/8/31 0:29,121.366,31.251,7,56,241.340703
12112,352983,14060,2020/8/30 23:39,121.389,31.203,2020/8/31 0:05,121.409,31.189,3,26,2458.222934
12113,56949,12838,2020/8/30 23:48,121.515,31.274,2020/8/31 0:05,121.491,31.279,3,17,2351.73642
12114,336451,13174,2020/8/30 23:58,121.43,31.28,2020/8/31 0:13,121.431,31.294,5,15,1555.159384
12115,242280,8215,2020/8/31 0:23,121.435,31.286,2020/8/31 0:44,121.438,31.259,3,21,3007.204069
12116,358208,6109,2020/8/31 0:35,121.523,31.259,2020/8/31 0:41,121.521,31.255,5,6,482.676303
12117,262595,1009,2020/8/31 0:48,121.487,31.282,2020/8/31 1:01,121.477,31.283,7,13,958.648851
12118,381394,12277,2020/8/31 4:17,121.366,31.251,2020/8/31 4:47,121.322,31.259,2,30,4283.798647
12119,124894,3480,2020/8/31 4:47,121.336,31.268,2020/8/31 4:52,121.338,31.265,5,5,383.299272
12120,257609,8015,2020/8/31 5:10,121.466,31.194,2020/8/31 5:17,121.458,31.196,7,7,794.064973
12121,207133,15454,2020/8/31 5:40,121.373,31.246,2020/8/31 5:48,121.367,31.237,0,8,1149.969291
12122,168483,8215,2020/8/31 5:57,121.438,31.259,2020/8/31 6:07,121.433,31.25,0,10,1105.688194
12123,160044,9825,2020/8/31 6:07,121.538,31.305,2020/8/31 6:15,121.535,31.314,6,8,1037.934823
12124,381431,228,2020/8/31 6:11,121.375,31.271,2020/8/31 6:35,121.366,31.251,7,24,2377.390589
12125,44730,10708,2020/8/31 6:14,121.54,31.314,2020/8/31 6:19,121.532,31.313,5,5,769.552303
12126,116514,6113,2020/8/31 6:18,121.532,31.331,2020/8/31 6:24,121.531,31.323,0,6,892.092522
12127,331242,8086,2020/8/31 6:22,121.453,31.265,2020/8/31 6:38,121.457,31.241,0,16,2688.109979
12128,49396,17650,2020/8/31 6:26,121.401,31.234,2020/8/31 6:35,121.399,31.244,2,9,1124.987539
12129,345314,11062,2020/8/31 6:29,121.517,31.218,2020/8/31 6:36,121.52,31.207,5,7,1252.661001
12130,365099,12832,2020/8/31 6:36,121.417,31.261,2020/8/31 6:42,121.419,31.27,0,6,1015.883281
12131,264174,1215,2020/8/31 6:39,121.431,31.295,2020/8/31 6:49,121.45,31.292,0,10,1839.325368
12132,252902,11931,2020/8/31 6:43,121.428,31.26,2020/8/31 6:53,121.429,31.246,5,10,1555.153269
12133,346582,9608,2020/8/31 6:44,121.348,31.169,2020/8/31 6:48,121.353,31.164,5,4,731.129145
12134,332297,10337,2020/8/31 6:48,121.291,31.194,2020/8/31 7:00,121.296,31.204,5,12,1206.796412
12135,4612,15917,2020/8/31 6:50,121.483,31.274,2020/8/31 7:15,121.506,31.283,4,25,2406.79577
12136,371686,7268,2020/8/31 6:52,121.549,31.202,2020/8/31 6:58,121.551,31.208,0,6,692.00391
12137,275776,13302,2020/8/31 6:54,121.406,31.31,2020/8/31 6:59,121.408,31.313,2,5,383.256356
12138,298777,3566,2020/8/31 6:56,121.362,31.218,2020/8/31 7:01,121.372,31.217,7,5,959.296871
12139,164637,11082,2020/8/31 6:58,121.466,31.31,2020/8/31 7:29,121.489,31.291,0,31,3038.509093
12140,375494,1828,2020/8/31 6:59,121.403,31.147,2020/8/31 7:05,121.41,31.141,5,6,942.401342
12141,29076,5656,2020/8/31 7:00,121.468,31.278,2020/8/31 7:19,121.459,31.257,3,19,2481.110783
12142,332693,11158,2020/8/31 7:01,121.419,31.269,2020/8/31 7:13,121.43,31.267,7,12,1070.809272
12143,367352,14316,2020/8/31 7:03,121.344,31.256,2020/8/31 7:08,121.338,31.252,3,5,723.39591
12144,283274,2240,2020/8/31 7:06,121.379,31.128,2020/8/31 7:12,121.376,31.122,4,6,724.158622
12145,157792,16397,2020/8/31 7:09,121.406,31.269,2020/8/31 7:14,121.402,31.264,0,5,672.64382
12146,85305,5689,2020/8/31 7:10,121.46,31.319,2020/8/31 7:15,121.458,31.313,7,5,691.9536
12147,17003,17520,2020/8/31 7:13,121.474,31.211,2020/8/31 7:42,121.446,31.218,0,29,2778.702432
12148,260191,10193,2020/8/31 7:14,121.41,31.23,2020/8/31 7:29,121.427,31.228,7,15,1634.788629
12149,69469,17528,2020/8/31 7:16,121.441,31.331,2020/8/31 7:27,121.455,31.327,2,11,1404.317747
12150,132319,4125,2020/8/31 7:16,121.488,31.228,2020/8/31 7:23,121.492,31.223,0,7,672.734149
12151,128254,1774,2020/8/31 7:17,121.541,31.259,2020/8/31 7:23,121.548,31.269,3,6,1293.741944
12152,143262,16530,2020/8/31 7:18,121.536,31.314,2020/8/31 7:26,121.528,31.309,4,8,941.951557
12153,311078,3369,2020/8/31 7:18,121.52,31.267,2020/8/31 7:27,121.512,31.262,5,9,942.254695
12154,123961,556,2020/8/31 7:20,121.494,31.223,2020/8/31 7:50,121.489,31.227,5,30,650.876273
12155,378044,5926,2020/8/31 7:22,121.437,31.324,2020/8/31 7:57,121.45,31.283,5,35,4711.319776
12156,228339,16206,2020/8/31 7:23,121.465,31.281,2020/8/31 7:31,121.453,31.279,1,8,1164.006102
12157,343587,13468,2020/8/31 7:24,121.403,31.3,2020/8/31 7:32,121.415,31.302,4,8,1163.757604
12158,61261,3041,2020/8/31 7:25,121.538,31.271,2020/8/31 7:31,121.531,31.266,5,6,867.034003
12159,374816,4098,2020/8/31 7:26,121.305,31.145,2020/8/31 7:37,121.32,31.138,7,11,1627.423442
12160,263056,16951,2020/8/31 7:27,121.31,31.208,2020/8/31 7:37,121.316,31.193,5,10,1758.653609
12161,188130,17082,2020/8/31 7:28,121.548,31.274,2020/8/31 7:31,121.55,31.276,0,3,292.312634
12162,381669,11900,2020/8/31 7:30,121.536,31.259,2020/8/31 7:49,121.534,31.26,0,19,220.406922
12163,23205,11317,2020/8/31 7:31,121.486,31.291,2020/8/31 7:50,121.507,31.28,0,19,2342.184101
12164,358970,4315,2020/8/31 7:32,121.538,31.257,2020/8/31 7:46,121.536,31.256,0,14,220.412103
12165,6037,4411,2020/8/31 7:34,121.343,31.168,2020/8/31 7:41,121.353,31.164,5,7,1051.486679
12166,195327,10049,2020/8/31 7:35,121.386,31.26,2020/8/31 7:43,121.4,31.261,7,8,1338.012872
12167,313436,7197,2020/8/31 7:36,121.479,31.319,2020/8/31 7:39,121.483,31.32,7,3,396.552966
12168,41613,3500,2020/8/31 7:37,121.503,31.253,2020/8/31 7:48,121.497,31.249,4,11,723.41006
12169,335592,6352,2020/8/31 7:37,121.407,31.108,2020/8/31 7:51,121.387,31.109,5,14,1911.137873
12170,356093,9813,2020/8/31 7:38,121.421,31.143,2020/8/31 7:48,121.433,31.151,7,10,1447.799861
12171,91801,16540,2020/8/31 7:39,121.458,31.191,2020/8/31 8:12,121.456,31.227,0,33,3995.978039
12172,380954,4519,2020/8/31 7:40,121.425,31.409,2020/8/31 7:57,121.411,31.432,3,17,2876.685092
12173,62745,11704,2020/8/31 7:41,121.412,31.142,2020/8/31 8:03,121.409,31.179,0,22,4112.232118
12174,280563,7700,2020/8/31 7:41,121.464,31.32,2020/8/31 7:48,121.456,31.322,3,7,793.094357
12175,332189,2129,2020/8/31 7:42,121.493,31.312,2020/8/31 7:58,121.507,31.313,3,16,1337.283865
12176,247426,2821,2020/8/31 7:43,121.497,31.29,2020/8/31 7:50,121.487,31.289,5,7,958.578992
12177,23323,5773,2020/8/31 7:44,121.496,31.404,2020/8/31 7:58,121.479,31.396,0,14,1844.095468
12178,349794,14339,2020/8/31 7:46,121.424,31.348,2020/8/31 7:52,121.433,31.353,2,6,1020.156126
12179,370065,13760,2020/8/31 7:47,121.439,31.407,2020/8/31 7:53,121.435,31.416,0,6,1067.923914
12180,381770,8416,2020/8/31 7:48,121.531,31.309,2020/8/31 7:59,121.538,31.316,1,11,1022.925765
12181,155778,11438,2020/8/31 7:50,121.289,31.305,2020/8/31 8:05,121.263,31.295,2,15,2712.276583
12182,346544,11645,2020/8/31 7:51,121.446,31.335,2020/8/31 7:55,121.441,31.331,0,4,650.484356
12183,180931,15787,2020/8/31 7:52,121.377,31.258,2020/8/31 7:58,121.368,31.259,7,6,864.351607
12184,353426,7508,2020/8/31 7:53,121.309,31.205,2020/8/31 8:08,121.316,31.202,1,15,745.429856
12185,108530,11136,2020/8/31 7:54,121.538,31.328,2020/8/31 8:02,121.525,31.327,7,8,1242.24993
12186,30975,3048,2020/8/31 7:55,121.424,31.264,2020/8/31 8:10,121.454,31.258,2,15,2933.714688
12187,179614,4089,2020/8/31 7:56,121.458,31.23,2020/8/31 8:01,121.452,31.234,7,5,723.49965
12188,317147,6607,2020/8/31 7:57,121.504,31.285,2020/8/31 8:23,121.489,31.253,4,26,3824.759883
12189,88265,9925,2020/8/31 7:59,121.381,31.194,2020/8/31 8:03,121.386,31.188,4,4,818.324888
12190,379565,4049,2020/8/31 8:00,121.404,31.289,2020/8/31 8:19,121.42,31.284,7,19,1621.209882
12191,98806,13706,2020/8/31 8:01,121.533,31.324,2020/8/31 8:27,121.513,31.302,5,26,3094.260512
12192,355036,344,2020/8/31 8:02,121.398,31.308,2020/8/31 8:09,121.408,31.313,2,7,1101.593923
12193,331615,1464,2020/8/31 8:03,121.336,31.269,2020/8/31 8:17,121.333,31.257,0,14,1360.821832
12194,355369,6141,2020/8/31 8:04,121.356,31.216,2020/8/31 8:06,121.358,31.217,0,2,220.481142
12195,75731,13250,2020/8/31 8:05,121.431,31.22,2020/8/31 8:12,121.441,31.215,4,7,1102.397085
12196,93818,11000,2020/8/31 8:06,121.449,31.305,2020/8/31 8:21,121.448,31.288,3,15,1887.270768
12197,359255,12809,2020/8/31 8:07,121.704,31.188,2020/8/31 9:16,121.6,31.206,5,69,10110.88141
12198,248296,4455,2020/8/31 8:07,121.37,31.281,2020/8/31 8:17,121.379,31.29,1,10,1315.346227
12199,95141,12808,2020/8/31 8:09,121.491,31.345,2020/8/31 8:16,121.483,31.346,2,7,769.297486
12200,55950,2175,2020/8/31 8:10,121.484,31.304,2020/8/31 8:19,121.492,31.299,0,9,942.016085
12201,295571,11208,2020/8/31 8:11,121.488,31.295,2020/8/31 8:15,121.483,31.291,4,4,650.629628
12202,225734,4365,2020/8/31 8:12,121.422,31.264,2020/8/31 8:42,121.483,31.252,2,30,5960.409594
12203,209491,14982,2020/8/31 8:13,121.369,31.128,2020/8/31 8:21,121.381,31.135,4,8,1382.80821
12204,333595,17636,2020/8/31 8:14,121.428,31.156,2020/8/31 8:42,121.443,31.157,7,28,1434.51006
12205,22526,8781,2020/8/31 8:14,121.478,31.282,2020/8/31 8:34,121.488,31.29,2,20,1301.310072
12206,257526,3964,2020/8/31 8:15,121.531,31.284,2020/8/31 8:25,121.525,31.293,0,10,1149.834888
12207,129641,15277,2020/8/31 8:16,121.443,31.215,2020/8/31 8:23,121.45,31.213,7,7,702.924912
12208,61444,2885,2020/8/31 8:17,121.361,31.131,2020/8/31 8:24,121.352,31.13,2,7,865.496416
12209,102062,13921,2020/8/31 8:17,121.488,31.314,2020/8/31 8:22,121.485,31.319,2,5,623.599974
12210,64184,10083,2020/8/31 8:18,121.293,31.197,2020/8/31 8:25,121.299,31.187,0,7,1247.524459
12211,298558,14041,2020/8/31 8:20,121.524,31.328,2020/8/31 9:02,121.519,31.291,7,42,4129.887291
12212,341658,3280,2020/8/31 8:21,121.411,31.287,2020/8/31 8:30,121.42,31.284,7,9,919.255354
12213,30317,4750,2020/8/31 8:22,121.338,31.149,2020/8/31 13:56,121.345,31.141,0,334,1110.091723
12214,331925,15307,2020/8/31 8:23,121.5,31.344,2020/8/31 8:33,121.495,31.337,0,10,910.370616
12215,245371,11836,2020/8/31 8:24,121.457,31.259,2020/8/31 8:30,121.46,31.262,0,6,438.49685
12216,292182,4392,2020/8/31 8:25,121.448,31.305,2020/8/31 13:54,121.442,31.28,2,329,2830.118505
12217,44189,5051,2020/8/31 8:27,121.532,31.269,2020/8/31 8:34,121.537,31.263,5,7,818.112161
12218,226210,1834,2020/8/31 8:28,121.535,31.287,2020/8/31 8:34,121.542,31.292,3,6,866.921608
12219,115481,3515,2020/8/31 8:29,121.422,31.274,2020/8/31 8:48,121.444,31.272,2,19,2106.786727
12220,322235,6701,2020/8/31 8:30,121.457,31.225,2020/8/31 8:43,121.477,31.224,5,13,1908.818521
12221,255641,9031,2020/8/31 8:31,121.507,31.313,2020/8/31 8:35,121.509,31.316,3,4,383.253494
12222,304894,11018,2020/8/31 8:32,121.324,31.296,2020/8/31 8:52,121.341,31.306,4,20,1961.810503
12223,354835,3503,2020/8/31 8:33,121.525,31.187,2020/8/31 8:41,121.529,31.195,4,8,965.448781
12224,378911,9514,2020/8/31 8:34,121.344,31.262,2020/8/31 8:46,121.361,31.253,5,12,1901.978429
12225,34100,3825,2020/8/31 8:35,121.348,31.211,2020/8/31 8:46,121.368,31.208,3,11,1934.703488
12226,116368,2225,2020/8/31 8:36,121.372,31.345,2020/8/31 8:43,121.364,31.344,4,7,769.305453
12227,89021,17104,2020/8/31 8:38,121.463,31.193,2020/8/31 8:49,121.45,31.188,0,11,1357.438556
12228,63966,16897,2020/8/31 8:39,121.469,31.3,2020/8/31 8:49,121.472,31.312,3,10,1360.803337
12229,206683,1682,2020/8/31 8:40,121.465,31.278,2020/8/31 8:52,121.479,31.261,5,12,2308.753889
12230,254946,13111,2020/8/31 8:40,121.532,31.323,2020/8/31 8:49,121.533,31.33,5,9,781.939733
12231,130730,10800,2020/8/31 8:41,121.323,31.296,2020/8/31 8:46,121.319,31.288,0,5,965.301551
12232,27576,16719,2020/8/31 8:42,121.586,31.213,2020/8/31 8:51,121.585,31.224,0,9,1223.3221
12233,189530,5256,2020/8/31 8:43,121.55,31.192,2020/8/31 9:11,121.591,31.205,2,28,4164.895357
12234,334452,7195,2020/8/31 8:44,121.431,31.151,2020/8/31 9:26,121.407,31.204,2,42,6305.907991
12235,29289,15883,2020/8/31 8:46,121.439,31.234,2020/8/31 9:23,121.455,31.228,3,37,1663.206537
12236,248876,17538,2020/8/31 8:47,121.457,31.26,2020/8/31 9:09,121.443,31.28,7,22,2587.442183
12237,113223,3566,2020/8/31 8:48,121.377,31.219,2020/8/31 9:11,121.403,31.198,7,23,3400.014118
12238,24542,5581,2020/8/31 8:48,121.432,31.18,2020/8/31 8:52,121.426,31.182,2,4,613.422142
12239,255194,17277,2020/8/31 8:49,121.413,31.185,2020/8/31 9:01,121.408,31.202,0,12,1944.149319
12240,46176,3655,2020/8/31 8:50,121.389,31.192,2020/8/31 9:01,121.391,31.203,4,11,1234.407326
12241,8308,1113,2020/8/31 8:51,121.501,31.289,2020/8/31 9:03,121.521,31.286,5,12,1933.161527
12242,64631,16037,2020/8/31 8:52,121.483,31.32,2020/8/31 9:04,121.485,31.334,1,12,1563.879464
12243,245622,14163,2020/8/31 8:54,121.432,31.25,2020/8/31 9:14,121.441,31.228,3,20,2585.517551
12244,201493,16590,2020/8/31 8:55,121.481,31.234,2020/8/31 9:24,121.439,31.219,5,29,4333.502107
12245,133618,16838,2020/8/31 8:56,121.507,31.313,2020/8/31 8:58,121.509,31.316,3,2,383.253494
12246,341073,10260,2020/8/31 8:58,121.541,31.321,2020/8/31 9:06,121.532,31.322,2,8,863.786596
12247,358109,13776,2020/8/31 8:59,121.403,31.208,2020/8/31 9:04,121.399,31.205,0,5,505.907397
12248,370279,17683,2020/8/31 9:01,121.468,31.252,2020/8/31 9:17,121.457,31.242,1,16,1525.53087
12249,15374,17071,2020/8/31 9:03,121.458,31.191,2020/8/31 9:15,121.46,31.204,7,12,1453.896651
12250,101503,7490,2020/8/31 9:04,121.354,31.261,2020/8/31 9:08,121.352,31.256,1,4,586.184773
12251,53519,6398,2020/8/31 9:06,121.504,31.278,2020/8/31 9:08,121.506,31.28,0,2,292.307502
12252,127380,6356,2020/8/31 9:07,121.454,31.206,2020/8/31 9:12,121.458,31.202,4,5,584.807294
12253,59970,5497,2020/8/31 9:09,121.372,31.119,2020/8/31 9:23,121.375,31.107,5,14,1360.886233
12254,302208,8022,2020/8/31 9:11,121.496,31.155,2020/8/31 9:18,121.505,31.15,3,7,1021.649103
12255,12783,12367,2020/8/31 9:11,121.416,31.243,2020/8/31 9:16,121.422,31.239,3,5,723.457218
12256,228334,14084,2020/8/31 9:12,121.449,31.21,2020/8/31 9:41,121.427,31.184,5,29,3564.594927
12257,62481,5220,2020/8/31 9:15,121.448,31.137,2020/8/31 9:30,121.459,31.159,0,15,2655.156269
12258,319355,6766,2020/8/31 9:16,121.381,31.232,2020/8/31 9:24,121.385,31.237,7,8,672.714327
12259,205115,12194,2020/8/31 9:18,121.38,31.242,2020/8/31 9:30,121.403,31.24,5,12,2202.246811
12260,297892,7931,2020/8/31 9:20,121.46,31.197,2020/8/31 9:37,121.456,31.214,7,17,1923.001741
12261,310136,5397,2020/8/31 9:22,121.416,31.293,2020/8/31 9:28,121.421,31.29,5,6,580.752903
12262,254449,10020,2020/8/31 9:24,121.419,31.237,2020/8/31 9:39,121.399,31.228,4,15,2150.909226
12263,176028,7347,2020/8/31 9:26,121.508,31.312,2020/8/31 9:31,121.512,31.307,2,5,672.549
12264,185907,5474,2020/8/31 9:29,121.49,31.14,2020/8/31 9:34,121.494,31.136,2,5,584.976237
12265,232214,2150,2020/8/31 9:30,121.395,31.256,2020/8/31 9:36,121.4,31.261,7,6,730.834495
12266,212384,1347,2020/8/31 9:32,121.533,31.268,2020/8/31 9:40,121.529,31.259,5,8,1068.114747
12267,327170,10589,2020/8/31 9:35,121.507,31.328,2020/8/31 9:40,121.513,31.331,0,5,660.857758
12268,196806,15991,2020/8/31 9:38,121.412,31.199,2020/8/31 9:46,121.425,31.203,4,8,1315.927869
12269,86627,13947,2020/8/31 9:40,121.536,31.285,2020/8/31 9:51,121.523,31.291,0,11,1405.24824
12270,189190,13460,2020/8/31 9:40,121.424,31.259,2020/8/31 9:46,121.421,31.263,4,6,527.569797
12271,121633,8758,2020/8/31 9:44,121.491,31.337,2020/8/31 9:50,121.485,31.334,1,6,660.826612
12272,73270,16001,2020/8/31 9:45,121.536,31.269,2020/8/31 9:51,121.537,31.263,5,6,672.026978
12273,2234,6130,2020/8/31 9:47,121.594,31.261,2020/8/31 10:25,121.558,31.227,7,38,5096.198335
12274,202464,12135,2020/8/31 9:50,121.445,31.266,2020/8/31 9:56,121.455,31.271,0,6,1101.956884
12275,314395,14964,2020/8/31 9:52,121.292,31.206,2020/8/31 10:19,121.293,31.207,7,27,146.200222
12276,382377,7278,2020/8/31 9:54,121.429,31.161,2020/8/31 10:04,121.444,31.171,7,10,1809.526323
12277,377685,408,2020/8/31 9:56,121.549,31.271,2020/8/31 10:07,121.542,31.26,0,11,1389.931233
12278,242164,15717,2020/8/31 9:58,121.485,31.306,2020/8/31 10:02,121.479,31.307,1,4,581.846249
12279,241535,15816,2020/8/31 10:00,121.539,31.205,2020/8/31 10:07,121.536,31.212,7,7,827.091618
12280,332721,913,2020/8/31 10:02,121.42,31.256,2020/8/31 10:16,121.424,31.244,0,14,1383.967054
12281,296279,13440,2020/8/31 10:05,121.543,31.29,2020/8/31 10:26,121.544,31.269,5,21,2330.306311
12282,119645,15668,2020/8/31 10:07,121.471,31.254,2020/8/31 10:16,121.468,31.244,7,9,1144.972013
12283,120476,17701,2020/8/31 10:09,121.416,31.187,2020/8/31 10:21,121.432,31.18,2,12,1711.250652
12284,17708,15898,2020/8/31 10:12,121.498,31.123,2020/8/31 10:16,121.497,31.12,2,4,346.020843
12285,273465,14444,2020/8/31 10:15,121.408,31.178,2020/8/31 10:33,121.425,31.166,0,18,2096.820876
12286,143644,15523,2020/8/31 10:17,121.511,31.306,2020/8/31 10:19,121.509,31.303,7,2,383.263035
12287,269813,12938,2020/8/31 10:18,121.47,31.21,2020/8/31 10:34,121.488,31.207,4,16,1747.276591
12288,356922,16549,2020/8/31 10:22,121.48,31.205,2020/8/31 10:33,121.482,31.211,3,11,692.002552
12289,13524,187,2020/8/31 10:23,121.491,31.272,2020/8/31 10:41,121.481,31.257,2,18,1916.505891
12290,182457,13899,2020/8/31 10:26,121.39,31.269,2020/8/31 10:34,121.396,31.274,2,8,796.128054
12291,65180,14703,2020/8/31 10:29,121.316,31.194,2020/8/31 10:36,121.314,31.202,0,7,907.233174
12292,254840,9977,2020/8/31 10:32,121.432,31.25,2020/8/31 10:49,121.446,31.267,5,17,2308.840571
12293,382499,15426,2020/8/31 10:34,121.426,31.183,2020/8/31 10:45,121.409,31.179,0,11,1680.088293
12294,288628,16220,2020/8/31 10:37,121.396,31.221,2020/8/31 10:46,121.4,31.211,7,9,1172.418057
12295,97850,12113,2020/8/31 10:39,121.367,31.252,2020/8/31 10:49,121.357,31.241,0,10,1547.531492
12296,144050,8726,2020/8/31 10:43,121.532,31.305,2020/8/31 10:48,121.526,31.309,4,5,723.145756
12297,172668,12610,2020/8/31 10:47,121.367,31.237,2020/8/31 10:50,121.373,31.234,5,3,661.345073
12298,124168,10530,2020/8/31 10:48,121.392,31.329,2020/8/31 10:58,121.386,31.32,0,10,1149.731852
12299,244707,13212,2020/8/31 10:51,121.519,31.209,2020/8/31 10:57,121.521,31.214,4,6,586.211596
12300,330328,3473,2020/8/31 10:55,121.498,31.372,2020/8/31 11:01,121.493,31.371,0,6,488.411667
12301,247529,10924,2020/8/31 10:57,121.505,31.151,2020/8/31 11:19,121.508,31.152,2,22,306.793524
12302,294674,11171,2020/8/31 11:03,121.464,31.267,2020/8/31 11:07,121.468,31.263,0,4,584.650923
12303,267493,11392,2020/8/31 11:05,121.42,31.197,2020/8/31 11:13,121.427,31.194,1,8,745.479909
