ID,SX,SY,class,sort
206,121.484,31.276,5,1
207,121.5,31.261,7,1
208,121.439,31.297,3,1
209,121.538,31.314,5,1
210,121.437,31.214,5,1
211,121.47,31.21,6,1
212,121.447,31.318,3,1
213,121.417,31.172,4,1
214,121.408,31.177,2,1
215,121.367,31.237,7,1
216,121.416,31.293,3,1
217,121.488,31.201,0,1
218,121.532,31.323,0,1
219,121.417,31.217,4,1
220,121.441,31.281,3,1
221,121.377,31.271,5,1
222,121.438,31.278,5,1
223,121.428,31.182,7,1
224,121.455,31.271,4,1
225,121.486,31.3,1,1
226,121.543,31.274,3,1
227,121.463,31.193,0,1
228,121.484,31.306,4,1
229,121.489,31.259,0,1
230,121.435,31.215,0,1
231,121.484,31.319,1,1
232,121.442,31.295,2,1
233,121.525,31.331,3,1
234,121.429,31.233,0,1
235,121.415,31.19,0,1
236,121.437,31.296,3,1
237,121.536,31.3,5,1
238,121.429,31.202,6,1
239,121.427,31.287,5,1
240,121.441,31.215,4,1
241,121.457,31.234,0,1
242,121.476,31.305,6,1
243,121.424,31.194,7,1
244,121.501,31.275,3,1
245,121.531,31.217,5,1
246,121.539,31.188,2,1
247,121.384,31.239,5,1
248,121.506,31.266,7,1
249,121.533,31.295,5,1
250,121.421,31.195,2,1
251,121.403,31.168,2,1
252,121.441,31.331,0,1
253,121.522,31.324,4,1
254,121.392,31.307,4,1
256,121.509,31.297,1,1
257,121.489,31.294,2,1
258,121.351,31.256,1,1
259,121.467,31.27,7,1
260,121.391,31.269,7,1
261,121.538,31.291,1,1
262,121.429,31.275,5,1
263,121.545,31.275,0,1
264,121.354,31.285,7,1
265,121.533,31.331,4,1
266,121.505,31.285,0,1
267,121.406,31.142,3,1
268,121.438,31.279,1,1
269,121.458,31.259,0,1
270,121.407,31.133,7,1
271,121.442,31.281,7,1
273,121.441,31.214,6,1
274,121.374,31.234,0,1
275,121.452,31.247,2,1
276,121.484,31.319,1,1
277,121.459,31.249,2,1
278,121.404,31.21,5,1
279,121.448,31.198,7,1
280,121.467,31.252,7,1
281,121.476,31.238,7,1
282,121.405,31.164,2,1
283,121.482,31.32,1,1
284,121.441,31.282,0,1
285,121.415,31.244,2,1
286,121.531,31.322,0,1
287,121.435,31.178,7,1
288,121.425,31.172,0,1
289,121.342,31.252,4,1
290,121.516,31.288,5,1
291,121.532,31.26,2,1
292,121.504,31.285,4,1
293,121.499,31.29,4,1
294,121.527,31.329,5,1
295,121.512,31.28,7,1
296,121.452,31.298,5,1
297,121.52,31.308,4,1
298,121.523,31.263,0,1
299,121.485,31.302,3,1
300,121.416,31.293,3,1
301,121.533,31.217,7,1
302,121.502,31.351,5,1
303,121.366,31.124,3,1
304,121.484,31.276,5,1
305,121.512,31.259,7,1
306,121.468,31.244,7,1
307,121.395,31.173,0,1
308,121.434,31.115,5,1
309,121.347,31.267,5,1
310,121.466,31.267,7,1
311,121.459,31.229,7,1
312,121.546,31.306,3,1
313,121.441,31.281,3,1
314,121.5,31.249,5,1
315,121.458,31.26,0,1
316,121.458,31.244,0,1
317,121.421,31.234,7,1
318,121.452,31.298,5,1
319,121.38,31.234,2,1
320,121.525,31.263,7,1
321,121.442,31.21,5,1
322,121.514,31.216,0,1
323,121.502,31.252,0,1
324,121.493,31.291,7,1
325,121.45,31.283,7,1
326,121.432,31.25,5,1
327,121.516,31.319,3,1
328,121.395,31.256,0,1
329,121.35,31.281,5,1
330,121.438,31.209,4,1
331,121.453,31.238,5,1
332,121.351,31.23,0,1
333,121.391,31.233,2,1
334,121.404,31.248,3,1
335,121.532,31.26,2,1
336,121.391,31.233,2,1
337,121.506,31.329,0,1
338,121.521,31.28,5,1
339,121.52,31.297,0,1
340,121.426,31.231,5,1
341,121.359,31.226,0,1
342,121.441,31.173,0,1
343,121.334,31.242,1,1
344,121.441,31.153,5,1
345,121.484,31.32,2,1
346,121.482,31.202,7,1
347,121.439,31.277,2,1
348,121.425,31.261,4,1
349,121.544,31.274,7,1
350,121.456,31.393,7,1
351,121.501,31.261,0,1
352,121.491,31.289,0,1
353,121.51,31.306,7,1
354,121.433,31.249,2,1
355,121.485,31.291,2,1
356,121.546,31.312,3,1
357,121.492,31.231,5,1
358,121.463,31.157,4,1
359,121.485,31.249,3,1
360,121.476,31.291,7,1
361,121.507,31.308,2,1
362,121.445,31.198,0,1
363,121.447,31.318,3,1
364,121.512,31.262,7,1
365,121.483,31.255,0,1
366,121.402,31.203,0,1
367,121.489,31.294,2,1
368,121.443,31.17,0,1
369,121.425,31.183,3,1
370,121.508,31.268,0,1
371,121.498,31.216,7,1
372,121.512,31.305,1,1
373,121.339,31.149,0,1
374,121.482,31.203,2,1
375,121.403,31.208,3,1
376,121.44,31.257,0,1
378,121.466,31.266,7,1
379,121.446,31.175,4,1
380,121.506,31.264,7,1
381,121.406,31.294,7,1
382,121.449,31.187,4,1
383,121.439,31.249,5,1
384,121.506,31.329,0,1
385,121.483,31.254,0,1
386,121.417,31.239,0,1
387,121.47,31.209,5,1
388,121.513,31.273,0,1
389,121.508,31.254,0,1
390,121.542,31.27,5,1
391,121.371,31.186,0,1
392,121.362,31.231,4,1
393,121.549,31.307,3,1
394,121.463,31.219,5,1
395,121.384,31.175,0,1
396,121.419,31.275,4,1
397,121.431,31.168,3,1
398,121.403,31.171,2,1
399,121.454,31.233,0,1
400,121.516,31.26,0,1
401,121.451,31.158,5,1
402,121.4,31.261,7,1
403,121.476,31.239,5,1
404,121.396,31.163,3,1
405,121.448,31.268,5,1
406,121.461,31.249,0,1
407,121.414,31.218,4,1
408,121.528,31.279,7,1
409,121.528,31.309,4,1
410,121.446,31.193,7,1
411,121.529,31.285,4,1
412,121.528,31.278,7,1
413,121.433,31.251,5,1
414,121.328,31.249,7,1
415,121.501,31.286,4,1
416,121.348,31.155,5,1
417,121.431,31.216,5,1
418,121.495,31.294,0,1
419,121.532,31.323,0,1
420,121.453,31.298,0,1
421,121.429,31.209,3,1
422,121.485,31.306,5,1
423,121.458,31.168,0,1
424,121.46,31.23,0,1
425,121.451,31.205,7,1
426,121.527,31.309,4,1
427,121.47,31.201,3,1
428,121.45,31.205,7,1
429,121.432,31.338,3,1
430,121.533,31.295,5,1
431,121.473,31.193,2,1
432,121.436,31.194,0,1
433,121.425,31.179,4,1
434,121.498,31.358,3,1
435,121.37,31.208,5,1
436,121.461,31.233,2,1
437,121.423,31.199,4,1
438,121.383,31.175,0,1
439,121.522,31.305,2,1
440,121.483,31.256,4,1
441,121.507,31.313,0,1
442,121.402,31.174,2,1
443,121.441,31.331,0,1
444,121.502,31.286,0,1
445,121.519,31.301,0,1
446,121.6,31.202,5,1
447,121.366,31.237,7,1
448,121.402,31.165,0,1
449,121.542,31.264,5,1
450,121.443,31.239,7,1
451,121.49,31.274,0,1
452,121.436,31.137,0,1
453,121.424,31.179,4,1
454,121.555,31.28,2,1
455,121.399,31.105,5,1
456,121.406,31.136,4,1
458,121.536,31.27,5,1
459,121.379,31.194,4,1
460,121.41,31.242,5,1
461,121.526,31.287,5,1
462,121.446,31.266,5,1
463,121.41,31.222,7,1
464,121.458,31.334,5,1
465,121.438,31.216,2,1
466,121.426,31.253,5,1
467,121.466,31.197,0,1
468,121.449,31.188,4,1
469,121.429,31.209,3,1
470,121.422,31.274,7,1
471,121.444,31.289,4,1
472,121.49,31.292,7,1
473,121.534,31.29,2,1
474,121.403,31.164,0,1
475,121.482,31.201,2,1
476,121.453,31.245,0,1
477,121.537,31.264,1,1
478,121.442,31.191,7,1
479,121.412,31.156,7,1
480,121.393,31.132,5,1
481,121.404,31.165,0,1
482,121.353,31.22,7,1
483,121.423,31.268,5,1
484,121.406,31.275,5,1
485,121.524,31.309,5,1
486,121.373,31.232,3,1
487,121.458,31.267,7,1
488,121.448,31.297,5,1
489,121.451,31.205,7,1
490,121.486,31.216,0,1
491,121.427,31.229,4,1
492,121.374,31.177,4,1
493,121.439,31.155,3,1
494,121.502,31.172,7,1
495,121.42,31.201,5,1
496,121.532,31.259,2,1
497,121.438,31.176,0,1
498,121.478,31.239,4,1
499,121.403,31.164,0,1
500,121.488,31.229,0,1
501,121.44,31.228,0,1
502,121.493,31.251,5,1
503,121.482,31.202,7,1
504,121.444,31.221,3,1
505,121.45,31.236,5,1
506,121.501,31.261,0,1
507,121.55,31.271,5,1
508,121.473,31.214,5,1
509,121.366,31.256,0,1
510,121.452,31.281,7,1
511,121.53,31.263,0,1
512,121.499,31.208,4,1
513,121.438,31.34,6,1
514,121.453,31.279,1,1
515,121.547,31.264,6,1
516,121.443,31.24,5,1
517,121.459,31.195,0,1
518,121.459,31.205,2,1
519,121.478,31.307,4,1
520,121.426,31.241,7,1
521,121.439,31.206,3,1
522,121.484,31.303,5,1
523,121.447,31.161,7,1
524,121.473,31.237,3,1
525,121.347,31.137,2,1
526,121.466,31.297,4,1
527,121.31,31.215,5,1
528,121.531,31.306,7,1
529,121.544,31.232,5,1
530,121.356,31.171,0,1
531,121.351,31.149,0,1
532,121.488,31.202,0,1
533,121.467,31.263,0,1
534,121.473,31.294,5,1
535,121.441,31.368,5,1
536,121.399,31.131,5,1
537,121.444,31.17,0,1
538,121.423,31.254,0,1
539,121.524,31.324,3,1
540,121.508,31.263,3,1
541,121.431,31.336,2,1
542,121.46,31.26,5,1
544,121.388,31.186,0,1
545,121.455,31.196,4,1
546,121.39,31.209,7,1
547,121.514,31.274,7,1
548,121.519,31.237,0,1
549,121.488,31.267,4,1
550,121.381,31.232,7,1
551,121.367,31.219,0,1
552,121.457,31.225,0,1
553,121.535,31.293,3,1
554,121.421,31.284,5,1
555,121.32,31.24,0,1
556,121.477,31.291,7,1
557,121.424,31.179,4,1
558,121.467,31.304,3,1
559,121.538,31.313,5,1
560,121.35,31.281,5,1
561,121.424,31.186,3,1
562,121.507,31.257,5,1
563,121.397,31.251,4,1
564,121.537,31.264,1,1
565,121.409,31.185,5,1
566,121.489,31.233,3,1
567,121.515,31.303,4,1
568,121.416,31.215,4,1
569,121.491,31.248,7,1
570,121.449,31.219,3,1
571,121.496,31.311,7,1
572,121.505,31.283,0,1
573,121.49,31.34,5,1
574,121.52,31.312,0,1
575,121.498,31.272,5,1
576,121.529,31.274,5,1
577,121.536,31.259,0,1
578,121.473,31.268,2,1
579,121.502,31.309,4,1
580,121.479,31.265,7,1
581,121.492,31.263,3,1
582,121.542,31.218,0,1
583,121.452,31.171,3,1
584,121.354,31.223,0,1
586,121.422,31.277,0,1
587,121.479,31.212,3,1
588,121.382,31.171,5,1
589,121.416,31.141,7,1
590,121.536,31.289,5,1
591,121.479,31.266,0,1
592,121.429,31.333,7,1
593,121.443,31.156,7,1
594,121.471,31.199,1,1
595,121.47,31.204,2,1
596,121.499,31.221,7,1
597,121.486,31.246,0,1
598,121.498,31.217,0,1
599,121.358,31.244,0,1
600,121.509,31.281,7,1
601,121.465,31.267,7,1
602,121.447,31.248,4,1
603,121.438,31.192,5,1
604,121.418,31.18,0,1
605,121.437,31.295,3,1
606,121.388,31.214,7,1
607,121.475,31.323,1,1
608,121.408,31.163,0,1
609,121.48,31.279,0,1
610,121.507,31.279,4,1
611,121.419,31.192,5,1
612,121.452,31.278,0,1
613,121.447,31.214,3,1
614,121.402,31.132,0,1
615,121.442,31.282,7,1
616,121.439,31.214,7,1
617,121.473,31.223,0,1
618,121.431,31.203,5,1
619,121.459,31.333,0,1
620,121.453,31.201,0,1
621,121.626,31.26,2,1
622,121.439,31.277,2,1
623,121.421,31.152,5,1
624,121.537,31.328,5,1
625,121.483,31.206,0,1
626,121.451,31.208,5,1
627,121.427,31.182,2,1
628,121.534,31.212,1,1
629,121.474,31.328,5,1
630,121.476,31.305,6,1
631,121.524,31.193,5,1
632,121.526,31.309,4,1
633,121.49,31.248,3,1
634,121.35,31.136,4,1
635,121.522,31.261,7,1
636,121.442,31.187,4,1
637,121.463,31.203,3,1
638,121.454,31.214,0,1
639,121.429,31.21,2,1
640,121.472,31.192,7,1
641,121.518,31.275,0,1
642,121.436,31.224,5,1
643,121.46,31.22,1,1
644,121.47,31.21,6,1
645,121.396,31.229,3,1
646,121.544,31.293,3,1
647,121.535,31.26,0,1
648,121.412,31.124,0,1
649,121.402,31.234,7,1
650,121.48,31.274,0,1
651,121.538,31.264,2,1
652,121.446,31.182,5,1
653,121.464,31.193,0,1
654,121.507,31.308,2,1
655,121.326,31.299,5,1
656,121.395,31.26,0,1
657,121.434,31.211,4,1
658,121.397,31.166,2,1
659,121.486,31.213,7,1
660,121.484,31.199,3,1
661,121.437,31.16,1,1
662,121.41,31.196,7,1
663,121.429,31.209,3,1
664,121.486,31.236,3,1
665,121.382,31.283,4,1
666,121.454,31.232,2,1
667,121.48,31.225,2,1
668,121.448,31.216,2,1
669,121.54,31.298,5,1
670,121.541,31.285,2,1
671,121.599,31.213,0,1
672,121.51,31.188,2,1
673,121.454,31.271,4,1
674,121.539,31.279,0,1
675,121.475,31.3,4,1
676,121.413,31.23,3,1
677,121.382,31.152,5,1
678,121.504,31.21,0,1
679,121.516,31.309,6,1
680,121.44,31.242,3,1
681,121.474,31.215,3,1
682,121.484,31.276,5,1
683,121.481,31.306,3,1
684,121.428,31.269,5,1
685,121.546,31.297,4,1
686,121.407,31.274,5,1
687,121.431,31.162,3,1
688,121.43,31.192,3,1
689,121.411,31.272,1,1
690,121.49,31.322,1,1
691,121.382,31.176,2,1
692,121.386,31.176,0,1
693,121.525,31.267,6,1
694,121.431,31.166,5,1
695,121.455,31.245,3,1
696,121.49,31.234,0,1
697,121.435,31.238,7,1
698,121.529,31.333,3,1
699,121.351,31.23,0,1
700,121.572,31.249,7,1
701,121.483,31.222,4,1
702,121.448,31.33,3,1
703,121.543,31.261,5,1
704,121.541,31.324,4,1
705,121.431,31.189,4,1
706,121.451,31.194,5,1
707,121.367,31.281,0,1
708,121.483,31.223,2,1
709,121.459,31.272,4,1
710,121.363,31.255,2,1
711,121.49,31.28,5,1
712,121.42,31.176,4,1
713,121.508,31.257,5,1
714,121.449,31.293,0,1
715,121.397,31.17,2,1
716,121.49,31.246,0,1
717,121.512,31.306,5,1
718,121.387,31.208,7,1
719,121.437,31.179,5,1
720,121.473,31.225,6,1
721,121.479,31.311,0,1
722,121.416,31.283,0,1
723,121.492,31.308,3,1
724,121.504,31.32,4,1
725,121.475,31.199,5,1
726,121.404,31.225,4,1
727,121.481,31.226,0,1
728,121.437,31.142,6,1
729,121.477,31.267,7,1
730,121.434,31.171,0,1
731,121.428,31.231,7,1
732,121.538,31.291,1,1
733,121.431,31.323,0,1
734,121.415,31.218,4,1
735,121.402,31.214,5,1
736,121.412,31.227,7,1
737,121.469,31.226,5,1
738,121.444,31.311,0,1
739,121.452,31.111,7,1
740,121.432,31.304,5,1
741,121.482,31.245,5,1
742,121.465,31.285,0,1
743,121.421,31.201,0,1
744,121.401,31.292,0,1
745,121.479,31.221,5,1
746,121.519,31.228,7,1
747,121.491,31.264,3,1
749,121.534,31.305,7,1
750,121.475,31.3,4,1
751,121.419,31.212,2,1
752,121.49,31.262,2,1
753,121.483,31.243,7,1
754,121.478,31.225,7,1
755,121.484,31.208,3,1
756,121.422,31.186,4,1
757,121.545,31.313,5,1
758,121.447,31.227,0,1
759,121.397,31.26,5,1
760,121.504,31.296,5,1
761,121.316,31.194,5,1
762,121.402,31.157,4,1
763,121.477,31.256,0,1
764,121.393,31.275,2,1
765,121.527,31.211,7,1
766,121.314,31.269,7,1
767,121.535,31.293,3,1
768,121.376,31.279,3,1
769,121.504,31.296,5,1
770,121.505,31.262,0,1
771,121.411,31.231,3,1
772,121.488,31.223,3,1
773,121.442,31.186,0,1
774,121.407,31.25,5,1
775,121.378,31.109,5,1
776,121.513,31.275,3,1
777,121.53,31.309,4,1
778,121.48,31.258,7,1
779,121.466,31.266,7,1
780,121.541,31.259,5,1
781,121.508,31.206,0,1
782,121.492,31.229,5,1
783,121.403,31.209,5,1
784,121.483,31.291,7,1
785,121.526,31.331,3,1
786,121.477,31.231,5,1
787,121.441,31.185,3,1
788,121.361,31.252,5,1
789,121.488,31.235,4,1
790,121.459,31.205,2,1
792,121.47,31.416,5,1
793,121.496,31.29,7,1
794,121.478,31.23,7,1
795,121.407,31.206,5,1
796,121.396,31.17,0,1
797,121.485,31.252,5,1
798,121.37,31.175,1,1
799,121.411,31.302,7,1
800,121.456,31.275,4,1
801,121.452,31.326,3,1
802,121.485,31.234,5,1
803,121.439,31.218,0,1
804,121.45,31.221,4,1
805,121.488,31.203,7,1
806,121.426,31.182,2,1
807,121.421,31.206,1,1
808,121.494,31.312,5,1
809,121.506,31.28,0,1
810,121.415,31.176,4,1
811,121.487,31.298,0,1
812,121.46,31.203,4,1
813,121.49,31.204,2,1
814,121.465,31.286,0,1
815,121.461,31.208,2,1
816,121.424,31.156,3,1
817,121.441,31.195,5,1
818,121.365,31.239,5,1
819,121.412,31.299,5,1
820,121.39,31.24,7,1
821,121.468,31.269,7,1
822,121.401,31.211,1,1
823,121.39,31.269,0,1
824,121.442,31.22,4,1
825,121.407,31.206,5,1
826,121.521,31.309,7,1
827,121.346,31.289,5,1
828,121.485,31.253,2,1
829,121.534,31.299,5,1
830,121.456,31.259,2,1
831,121.469,31.253,4,1
832,121.478,31.27,7,1
833,121.423,31.187,0,1
834,121.482,31.212,7,1
835,121.434,31.19,6,1
836,121.423,31.205,7,1
837,121.494,31.216,3,1
838,121.507,31.329,0,1
839,121.475,31.235,5,1
840,121.4,31.281,5,1
841,121.525,31.308,4,1
842,121.398,31.171,5,1
843,121.431,31.219,2,1
844,121.552,31.224,7,1
845,121.495,31.278,5,1
846,121.493,31.245,3,1
847,121.452,31.195,1,1
848,121.427,31.291,1,1
849,121.508,31.292,7,1
850,121.418,31.247,5,1
851,121.381,31.181,2,1
852,121.43,31.224,4,1
853,121.453,31.238,5,1
854,121.476,31.238,7,1
855,121.426,31.154,7,1
856,121.425,31.348,7,1
857,121.426,31.257,0,1
858,121.434,31.191,1,1
859,121.421,31.284,5,1
860,121.462,31.193,0,1
861,121.501,31.261,0,1
862,121.408,31.217,3,1
863,121.453,31.232,5,1
864,121.452,31.183,7,1
865,121.418,31.216,5,1
866,121.515,31.21,5,1
867,121.503,31.319,0,1
868,121.424,31.179,4,1
869,121.458,31.186,0,1
870,121.421,31.239,2,1
871,121.418,31.253,5,1
872,121.377,31.271,5,1
873,121.416,31.18,7,1
874,121.482,31.29,4,1
875,121.519,31.275,1,1
876,121.479,31.203,5,1
877,121.428,31.277,5,1
878,121.486,31.201,5,1
879,121.413,31.17,2,1
880,121.477,31.291,7,1
881,121.464,31.182,7,1
882,121.42,31.254,0,1
883,121.417,31.218,5,1
884,121.528,31.211,7,1
885,121.516,31.297,4,1
886,121.531,31.275,4,1
887,121.489,31.334,1,1
888,121.466,31.318,5,1
889,121.362,31.201,1,1
890,121.48,31.302,5,1
891,121.467,31.205,7,1
892,121.517,31.193,0,1
893,121.42,31.235,4,1
894,121.437,31.181,1,1
895,121.433,31.202,3,1
896,121.483,31.29,2,1
897,121.458,31.259,0,1
898,121.392,31.236,7,1
899,121.437,31.208,0,1
900,121.387,31.241,5,1
901,121.442,31.23,5,1
902,121.426,31.188,0,1
903,121.41,31.306,1,1
904,121.449,31.293,0,1
905,121.461,31.253,4,1
906,121.443,31.314,5,1
907,121.381,31.158,0,1
908,121.383,31.232,0,1
909,121.47,31.191,7,1
910,121.461,31.308,3,1
911,121.539,31.321,0,1
912,121.511,31.294,3,1
913,121.481,31.21,0,1
914,121.339,31.112,5,1
915,121.522,31.309,3,1
916,121.44,31.315,3,1
917,121.405,31.248,5,1
918,121.469,31.257,5,1
919,121.536,31.295,4,1
920,121.389,31.32,0,1
921,121.421,31.284,5,1
922,121.457,31.308,5,1
923,121.453,31.276,5,1
924,121.517,31.251,7,1
925,121.502,31.309,4,1
926,121.508,31.29,5,1
927,121.501,31.286,4,1
928,121.52,31.129,5,1
929,121.471,31.293,1,1
930,121.37,31.249,3,1
931,121.348,31.265,7,1
932,121.521,31.32,2,1
933,121.476,31.198,0,1
934,121.403,31.191,1,1
935,121.537,31.293,0,1
936,121.461,31.287,0,1
937,121.44,31.268,3,1
938,121.465,31.257,3,1
939,121.494,31.262,5,1
940,121.36,31.258,7,1
941,121.379,31.232,5,1
942,121.517,31.274,5,1
943,121.442,31.192,0,1
944,121.379,31.255,7,1
945,121.519,31.32,4,1
946,121.412,31.276,5,1
947,121.402,31.281,5,1
948,121.45,31.238,4,1
949,121.377,31.108,5,1
950,121.441,31.226,6,1
951,121.484,31.304,5,1
952,121.418,31.17,5,1
953,121.415,31.218,4,1
954,121.403,31.229,3,1
955,121.535,31.328,7,1
956,121.351,31.171,5,1
957,121.489,31.222,3,1
958,121.46,31.32,5,1
959,121.493,31.256,5,1
960,121.509,31.268,7,1
961,121.469,31.25,3,1
962,121.397,31.228,4,1
963,121.437,31.181,1,1
964,121.395,31.165,0,1
965,121.544,31.283,4,1
966,121.446,31.226,2,1
967,121.505,31.316,7,1
968,121.416,31.24,5,1
969,121.385,31.134,1,1
970,121.496,31.259,1,1
971,121.535,31.328,7,1
972,121.523,31.258,5,1
973,121.39,31.269,0,1
974,121.441,31.178,0,1
975,121.562,31.28,2,1
976,121.443,31.207,5,1
977,121.418,31.275,3,1
978,121.52,31.312,0,1
979,121.534,31.314,5,1
980,121.366,31.251,5,1
981,121.362,31.131,0,1
982,121.501,31.275,3,1
983,121.55,31.193,0,1
984,121.422,31.189,0,1
985,121.374,31.175,1,1
986,121.495,31.248,0,1
987,121.443,31.242,7,1
988,121.405,31.183,3,1
989,121.417,31.238,2,1
990,121.542,31.33,2,1
991,121.509,31.279,4,1
992,121.44,31.253,4,1
993,121.535,31.285,7,1
994,121.411,31.289,0,1
995,121.426,31.259,7,1
996,121.524,31.264,4,1
997,121.541,31.288,5,1
998,121.437,31.183,5,1
999,121.383,31.256,0,1
1000,121.478,31.269,3,1
1001,121.528,31.287,5,1
1002,121.404,31.139,7,1
1003,121.343,31.143,5,1
1004,121.513,31.14,7,1
1005,121.459,31.215,7,1
1006,121.515,31.288,5,1
1007,121.381,31.157,4,1
1008,121.423,31.249,7,1
1009,121.395,31.213,0,1
1010,121.36,31.226,3,1
1011,121.459,31.202,5,1
1012,121.493,31.315,5,1
1013,121.428,31.291,0,1
1014,121.482,31.289,0,1
1015,121.588,31.308,1,1
1016,121.515,31.31,5,1
1017,121.564,31.25,5,1
1018,121.427,31.277,2,1
1019,121.51,31.306,7,1
1020,121.43,31.142,1,1
1021,121.462,31.196,4,1
1022,121.402,31.234,7,1
1023,121.415,31.159,3,1
1024,121.49,31.277,0,1
1025,121.459,31.192,4,1
1026,121.494,31.247,0,1
1027,121.413,31.157,5,1
1028,121.508,31.303,4,1
1029,121.457,31.254,5,1
1030,121.347,31.157,5,1
1031,121.491,31.338,1,1
1032,121.447,31.261,5,1
1033,121.488,31.262,5,1
1034,121.473,31.193,2,1
1035,121.401,31.276,5,1
1036,121.502,31.258,5,1
1037,121.505,31.262,0,1
1038,121.511,31.143,7,1
1039,121.486,31.387,2,1
1040,121.419,31.174,5,1
1041,121.512,31.302,7,1
1042,121.385,31.215,2,1
1043,121.488,31.2,0,1
1044,121.422,31.141,4,1
1045,121.529,31.321,5,1
1046,121.418,31.147,3,1
1047,121.486,31.21,0,1
1048,121.51,31.339,5,1
1049,121.478,31.271,5,1
1050,121.478,31.25,2,1
1051,121.462,31.32,3,1
1052,121.514,31.303,0,1
1053,121.541,31.311,5,1
1054,121.504,31.289,0,1
1055,121.481,31.258,7,1
1056,121.491,31.262,3,1
1057,121.468,31.286,0,1
1058,121.531,31.315,2,1
1059,121.498,31.217,0,1
1060,121.35,31.171,5,1
1061,121.433,31.123,7,1
1062,121.433,31.143,4,1
1063,121.414,31.272,5,1
1064,121.468,31.227,2,1
1065,121.513,31.26,0,1
1066,121.45,31.228,3,1
1067,121.479,31.226,0,1
1068,121.514,31.268,0,1
1069,121.411,31.234,1,1
1070,121.37,31.323,4,1
1071,121.539,31.3,5,1
1072,121.441,31.229,5,1
1073,121.464,31.194,0,1
1074,121.454,31.272,0,1
1075,121.381,31.315,3,1
1076,121.401,31.214,3,1
1077,121.417,31.263,4,1
1078,121.48,31.313,2,1
1079,121.388,31.259,7,1
1080,121.405,31.162,3,1
1081,121.513,31.302,5,1
1082,121.378,31.312,7,1
1083,121.538,31.271,0,1
1084,121.498,31.209,5,1
1085,121.444,31.208,5,1
1086,121.377,31.314,5,1
1087,121.346,31.289,5,1
1088,121.435,31.176,0,1
1089,121.478,31.232,4,1
1090,121.51,31.304,4,1
1091,121.471,31.241,0,1
1092,121.474,31.287,5,1
1093,121.442,31.264,5,1
1094,121.429,31.302,3,1
1095,121.509,31.288,5,1
1096,121.382,31.283,4,1
1097,121.489,31.311,0,1
1098,121.416,31.137,7,1
1099,121.431,31.2,4,1
1100,121.467,31.298,0,1
1101,121.514,31.307,1,1
1102,121.473,31.266,3,1
1103,121.429,31.252,5,1
1104,121.536,31.328,7,1
1105,121.446,31.327,7,1
1106,121.426,31.255,7,1
1107,121.475,31.328,5,1
1108,121.45,31.328,7,1
1109,121.54,31.2,0,1
1110,121.513,31.303,0,1
1111,121.524,31.264,4,1
1112,121.366,31.235,0,1
1113,121.439,31.193,7,1
1114,121.52,31.281,3,1
1115,121.445,31.336,7,1
1116,121.432,31.229,3,1
1117,121.5,31.281,4,1
1118,121.484,31.306,4,1
1119,121.441,31.31,7,1
1120,121.442,31.261,5,1
1121,121.473,31.172,0,1
1122,121.412,31.299,5,1
1123,121.466,31.31,7,1
1124,121.529,31.333,3,1
1125,121.494,31.215,3,1
1126,121.419,31.292,0,1
1127,121.544,31.284,7,1
1128,121.475,31.199,5,1
1129,121.427,31.192,0,1
1130,121.408,31.19,3,1
1131,121.474,31.245,1,1
1132,121.362,31.218,7,1
1133,121.395,31.175,7,1
1134,121.506,31.277,5,1
1135,121.372,31.248,7,1
1136,121.504,31.304,2,1
1137,121.46,31.189,5,1
1138,121.399,31.248,5,1
1139,121.49,31.318,3,1
1140,121.512,31.311,6,1
1141,121.49,31.331,5,1
1142,121.367,31.188,0,1
1143,121.485,31.306,5,1
1144,121.333,31.223,5,1
1145,121.474,31.323,7,1
1146,121.39,31.269,0,1
1147,121.384,31.166,0,1
1148,121.489,31.209,5,1
1149,121.45,31.193,4,1
1150,121.534,31.324,7,1
1151,121.614,31.279,0,1
1152,121.415,31.24,7,1
1153,121.4,31.209,4,1
1154,121.541,31.295,1,1
1155,121.477,31.255,5,1
1156,121.513,31.336,5,1
1157,121.364,31.258,7,1
1158,121.443,31.232,0,1
1159,121.5,31.261,7,1
1160,121.499,31.308,5,1
1161,121.506,31.21,3,1
1162,121.527,31.16,7,1
1163,121.439,31.164,7,1
1164,121.468,31.198,3,1
1165,121.469,31.197,0,1
1166,121.451,31.173,0,1
1167,121.416,31.233,7,1
1168,121.497,31.29,2,1
1169,121.435,31.177,7,1
1170,121.538,31.273,5,1
1171,121.393,31.205,5,1
1172,121.504,31.305,1,1
1173,121.456,31.311,7,1
1174,121.422,31.212,2,1
1175,121.413,31.223,3,1
1176,121.514,31.307,1,1
1177,121.491,31.345,7,1
1178,121.532,31.298,5,1
1179,121.547,31.277,1,1
1180,121.531,31.323,0,1
1181,121.466,31.328,2,1
1182,121.352,31.281,5,1
1183,121.445,31.178,2,1
1184,121.404,31.215,4,1
1185,121.504,31.268,5,1
1186,121.521,31.315,0,1
1187,121.463,31.239,4,1
1188,121.455,31.228,1,1
1189,121.453,31.157,3,1
1190,121.411,31.265,7,1
1191,121.542,31.281,3,1
1192,121.54,31.192,3,1
1193,121.426,31.204,5,1
1194,121.392,31.181,7,1
1195,121.437,31.248,0,1
1196,121.368,31.291,5,1
1197,121.535,31.305,3,1
