class,lon,lat
3,121.196662,31.30713
0,121.229167,31.379248
2,121.438507,31.113958
2,121.515436,31.27459
2,121.522956,31.240905
2,121.527142,31.276516
4,121.4879,31.346019
4,121.462896,31.239354
2,121.36009,31.383913
6,121.014557,31.100379
6,120.981664,31.08945
6,120.91042,31.07676
6,120.906892,31.075741
2,121.625769,31.2443
4,121.736289,31.133475
2,121.326978,31.250356
2,121.484425,31.286232
3,121.564119,31.18068
3,121.545664,31.126509
2,121.852509,31.564921
0,121.37781,31.27165
3,121.477692,31.220846
3,121.460622,31.220124
2,121.424711,30.998915
2,121.605654,31.194621
2,121.617412,31.315467
4,121.268437,31.167035
3,121.483357,31.20071
2,121.528045,31.066979
3,121.57712,31.281949
3,121.527768,31.144071
3,121.576452,31.128365
3,121.577134,31.111959
0,121.557036,31.20184
0,121.456646,31.037979
3,121.490606,31.214944
3,121.480898,31.236415
3,121.480442,31.204522
4,121.306751,31.159399
4,121.464685,31.214136
4,121.481813,31.234015
2,121.442968,31.077729
3,121.525898,31.210909
3,121.581128,31.134206
3,121.538941,31.215584
2,121.25228,31.244191
2,121.355278,31.122017
0,121.400837,31.26254
0,121.380201,31.186631
0,121.36475,31.179642
0,121.382089,31.123538
4,121.4833,31.40516
4,121.434924,31.364258
4,121.347497,31.32888
3,121.474644,31.223774
2,121.687388,31.213347
4,121.407319,31.296338
4,121.44428,31.34256
4,121.472915,31.40163
4,121.461597,31.323077
4,121.414215,31.416995
3,121.482695,31.218059
2,121.610315,31.309873
2,121.60615,31.313869
3,121.48938,31.262366
3,121.306926,31.309578
3,121.544105,31.246045
3,121.440223,31.195198
6,121.671676,31.136174
6,121.540992,31.218674
3,121.451308,31.177876
0,121.323074,31.02894
3,121.275524,31.320859
3,121.318296,31.288298
3,121.285592,31.359153
3,121.198475,31.398223
3,121.162312,31.362812
6,121.703801,31.076704
6,121.695908,31.204592
4,121.411679,31.151845
3,121.316832,31.09154
2,121.507967,31.303382
2,121.539482,31.302138
2,121.509932,31.304369
3,121.259305,31.116439
4,121.461247,31.174383
3,121.207898,31.011593
0,121.804251,31.148394
0,121.808309,31.151078
0,121.808837,31.149627
0,121.324181,31.193496
0,121.808355,31.150918
6,121.196678,31.062531
6,121.092449,30.93475
6,121.19824,31.096697
6,121.20925,31.100999
6,121.340163,30.915974
2,121.606798,31.193915
2,121.260528,31.39075
2,121.183908,31.409839
3,121.528238,31.254872
3,121.508341,31.270979
3,121.542265,31.269132
3,121.526628,31.301732
3,121.511033,31.271121
3,121.539983,31.322357
3,121.514541,31.260689
3,121.514044,31.261487
3,121.54147,31.329645
3,121.530675,31.302947
3,121.525771,31.332906
3,121.519629,31.309192
3,121.498356,31.280983
0,121.530511,31.216604
0,121.513801,31.140987
0,121.513547,31.232863
0,121.520744,31.220846
0,121.521536,31.222881
0,121.59204,31.33661
0,121.887144,30.888279
0,121.896144,30.879703
2,121.456514,31.24106
2,121.463356,31.230314
3,121.496882,31.285229
3,121.480498,31.286368
2,121.84644,30.880047
2,121.717427,31.069186
2,121.700141,31.187522
2,121.572568,31.19258
2,121.5802,31.150397
2,121.62665,31.102958
6,121.573558,31.34546
6,121.530211,31.384183
6,121.582934,31.344431
3,121.49534,31.248506
3,121.515049,31.260441
2,121.557354,31.247658
2,121.712287,31.033888
2,121.582265,31.345407
0,121.549682,31.220757
0,121.524264,31.214476
0,121.526206,31.214629
0,121.511049,31.194176
0,121.522012,31.204708
0,121.509423,31.190066
0,121.525251,31.203932
0,121.617303,31.204367
0,121.662032,31.008782
0,121.551406,31.189223
0,121.756213,31.038397
0,121.668542,31.237776
0,121.599249,31.252842
6,121.556961,31.216922
6,121.661302,31.139576
6,121.71614,31.051985
3,121.476219,31.275717
3,121.47294,31.266168
6,121.692355,31.178689
6,121.73473,31.229808
0,121.609831,31.282333
2,121.763216,31.04574
2,121.833492,31.144219
2,121.588855,31.252995
0,121.506918,31.158702
2,121.098383,30.869764
2,121.089669,30.856662
3,121.544485,31.291876
3,121.491744,31.30264
3,121.534768,31.284527
3,121.516311,31.268037
3,121.528923,31.258062
3,121.551143,31.278702
2,121.523597,31.28631
2,121.508043,31.279086
2,121.515873,31.267268
2,121.520272,31.314614
2,121.518173,31.281538
2,121.528154,31.303615
3,121.507915,31.316587
3,121.42476,31.185772
3,121.445945,31.193708
3,121.455183,31.20183
3,121.438216,31.186888
3,121.444242,31.167579
3,121.414005,31.173391
3,121.451114,31.111624
3,121.458215,31.217474
3,121.458034,31.162722
3,121.422106,31.186988
3,121.431753,31.189987
3,121.43853,31.2061
4,121.492785,31.171887
0,121.599037,31.278997
3,121.434275,31.170555
3,121.528709,31.323319
3,121.540698,31.308426
3,121.521414,31.32091
0,121.541474,31.274955
0,121.545675,31.285371
3,121.419155,31.137571
3,121.457468,31.165058
0,121.599632,31.277565
0,121.607216,31.26276
0,121.548637,31.130409
0,121.538765,31.099497
0,121.594444,31.129887
0,121.537575,31.366867
0,121.593872,31.335947
0,121.549385,31.363415
3,121.44145,31.21333
1,121.740897,30.984619
6,121.663274,31.276305
3,121.611722,31.212403
3,121.555506,31.18231
6,121.73071,30.969381
3,121.618418,31.256792
3,121.599288,31.335409
6,121.716987,31.052787
6,121.602649,31.313761
6,121.731757,31.155097
6,121.52451,31.220867
6,121.629439,31.194235
6,121.639627,31.306979
6,121.647451,31.020136
6,121.551455,31.215623
4,121.483206,31.257979
4,121.487586,31.248387
4,121.47075,31.302447
4,121.483349,31.258081
4,121.493103,31.26232
4,121.488021,31.266559
4,121.497375,31.264153
4,121.490817,31.265402
4,121.480891,31.274647
4,121.51352,31.302499
3,121.466446,30.933015
3,121.438667,30.99138
3,121.512408,30.940672
3,121.453349,30.915541
3,121.472702,30.908311
3,121.645811,30.910035
3,121.46291,30.91492
3,121.460922,30.862549
3,121.560739,30.975412
4,121.533133,31.260851
3,121.631939,30.913075
3,121.518875,30.959155
3,121.448961,30.908789
3,121.463592,30.914057
4,121.519238,31.274905
3,121.466939,30.915854
4,121.512341,31.261008
3,121.646594,30.909617
3,121.618414,30.902961
3,121.488629,30.919795
6,121.887378,31.013981
3,121.567503,31.29609
6,121.68321,31.256327
6,121.661628,31.257811
6,121.51241,31.216474
6,121.701849,31.196589
6,121.604917,31.278598
4,121.548569,31.267352
4,121.504686,31.295783
3,121.453173,30.903022
3,121.446289,30.995347
3,121.50517,30.987972
3,121.457954,30.911402
0,121.508359,31.28128
0,121.492668,31.29872
0,121.512219,31.274074
0,121.544176,31.272228
0,121.519031,31.299813
0,121.516965,31.303543
3,121.485315,31.302498
3,121.47149,31.288665
3,121.486923,31.105771
3,121.604131,31.226394
3,121.489946,31.0955
3,121.409784,31.170704
0,121.549294,31.207865
0,121.549942,31.205959
2,121.588855,31.252995
3,121.398385,31.163027
3,121.446609,31.19883
3,121.459195,31.192692
2,121.523049,31.232924
2,121.87554,30.868998
2,121.689154,31.210712
2,121.595903,31.341466
2,121.587395,31.35055
2,121.486609,31.323319
2,121.360003,31.38829
2,121.407605,31.448808
2,121.41032,31.316724
2,121.494033,31.337006
2,121.635111,31.217844
2,121.68874,31.036011
2,121.584333,31.205667
2,121.719487,31.138301
0,121.50856,31.159159
0,121.552383,31.192547
0,121.534424,31.171555
0,121.49144,31.153294
0,121.501251,31.155382
0,121.515678,31.159033
2,121.59515,31.213264
2,121.587391,31.345737
2,121.578636,31.005729
2,121.6266,31.208376
2,121.610042,31.317362
2,121.602516,31.190705
3,121.468645,31.288818
0,121.54985,31.202827
3,121.433576,31.168142
3,121.488954,31.264881
0,121.104548,31.161795
0,121.29705,31.19399
0,121.224259,31.188178
3,121.140804,31.159656
3,121.521416,31.214743
3,121.613046,31.305574
3,121.591196,31.342255
3,121.528724,31.206286
3,121.614764,31.253386
0,121.215,31.188784
0,121.142942,31.151109
3,121.620722,31.132453
3,121.604643,31.179632
3,121.757514,31.113423
0,121.275087,31.192897
2,121.671583,31.110117
2,121.735038,31.033619
2,121.663528,31.161817
2,121.600335,31.028228
2,121.720764,31.21231
6,121.440711,31.14383
6,121.558928,31.221151
0,121.39975,31.360222
0,121.494621,31.374405
0,121.385323,31.357286
0,121.430779,31.373251
0,121.445496,31.37711
0,121.36508,31.348089
6,121.455396,31.217452
0,121.551626,31.209038
0,121.351249,31.106526
2,121.788019,31.02779
2,121.543574,31.118932
0,121.502903,31.238628
0,121.522887,31.28652
0,121.55052,31.208925
0,121.452454,31.227191
0,121.586293,31.110648
0,121.220729,31.238419
0,121.134487,31.147496
0,121.058311,31.110868
0,121.098482,31.173808
0,121.058624,31.108964
0,121.049158,31.112361
0,121.053333,31.114644
0,121.124641,31.156642
0,121.227136,31.159132
0,121.270988,31.171857
0,121.13086,31.186953
0,121.130873,31.156392
0,121.127846,31.155708
0,121.264695,31.198977
0,121.228506,31.152887
0,121.465866,31.388815
0,121.433609,31.385153
0,121.44101,31.387909
0,121.471718,31.391628
2,121.488646,31.290733
2,121.483813,31.257631
2,121.482079,31.251088
2,121.478493,31.269556
2,121.493595,31.261245
2,121.496399,31.275431
2,121.481012,31.293328
2,121.482761,31.289981
0,121.226714,31.157252
0,121.099811,31.270327
2,121.496692,31.290702
2,121.483496,31.261535
0,121.656269,31.214107
0,121.418996,31.266108
0,121.434149,31.192085
0,121.495247,31.321798
0,121.444389,31.321285
0,121.410141,31.307617
0,121.411041,31.308233
0,121.388885,31.299887
0,121.048965,31.104809
0,121.051758,31.085524
0,121.047966,31.045473
0,121.063499,31.000082
0,121.028656,31.045147
0,121.448166,31.391401
3,121.338371,31.2558
3,121.198441,31.292726
3,121.326161,31.302716
3,121.270557,31.269532
3,121.274941,31.405857
0,121.514539,31.149878
0,121.577978,31.241017
2,121.424143,30.988924
0,121.173723,31.283922
0,121.360637,31.242
0,121.254889,31.387234
0,121.374853,31.250516
0,121.169049,31.389244
0,121.156931,31.306496
0,121.157269,31.314681
0,121.321895,31.340209
0,121.319227,31.286023
0,121.257396,31.383723
0,121.310315,31.298449
3,121.212987,31.311223
3,121.357372,31.244901
3,121.345044,31.256117
3,121.263282,31.383773
3,121.321628,31.293669
4,121.320734,31.429272
2,121.644664,30.952842
2,121.65123,30.943192
2,121.140066,31.185635
2,121.104346,31.18551
2,121.066244,30.99765
2,121.089856,31.175838
3,121.120655,31.147448
3,121.205707,31.157949
4,121.506165,31.140335
4,121.69607,31.117794
4,121.811687,31.149435
4,121.471167,31.181063
0,121.254933,31.398063
0,121.171865,31.273637
0,121.162165,31.291602
0,121.166571,31.314045
0,121.173301,31.326921
0,121.152493,31.302493
0,121.104286,31.213364
0,121.106613,31.180429
2,121.046976,30.881133
2,121.366929,30.739132
2,121.336035,30.702254
3,121.134539,31.155071
4,121.491477,31.176169
4,121.579908,31.292198
2,121.287766,30.724809
2,121.250311,30.774728
0,121.32011,31.194339
0,121.218577,31.316461
0,121.194402,31.277688
0,121.252362,31.385472
0,121.238035,31.371957
0,121.239689,31.299761
0,121.216913,31.320174
0,121.249757,31.370528
0,121.221208,31.323858
0,121.112587,31.189089
0,121.120811,31.158953
0,121.103752,31.257332
3,121.138029,31.143324
3,121.124793,31.144829
3,121.276903,31.174535
3,121.275577,31.174874
3,121.277126,31.162575
3,121.112953,31.148535
2,121.301125,30.725044
2,121.281098,30.725774
2,121.083172,30.867546
2,121.332504,30.881072
2,121.347089,30.816793
2,121.229373,30.828096
2,121.327277,30.879678
2,121.070423,30.887221
2,121.229616,30.90743
2,121.363878,30.730972
2,121.431033,31.194657
2,121.748686,31.039404
2,121.534645,31.311407
2,121.486846,31.29907
2,121.431388,31.134034
2,121.507383,31.265939
4,121.597727,31.194866
4,121.423825,31.143804
0,121.449463,31.180493
2,121.396235,31.637054
2,121.66925,31.551664
0,121.4389,31.202284
4,121.458682,31.261652
2,121.835626,31.525843
2,121.441942,31.678977
2,121.67355,31.536816
2,121.399246,31.624177
0,121.551222,31.250417
0,121.550909,31.209421
3,121.081821,31.253718
4,121.824167,30.898115
4,121.507586,31.137773
4,121.534206,31.234059
4,121.607699,31.298041
4,121.887405,30.883905
4,121.771706,31.096712
4,121.52138,31.229529
2,121.401814,31.232586
0,121.661201,31.237288
0,121.658714,31.272848
4,121.299892,31.189908
4,121.302011,31.18741
4,121.30019,31.188201
4,121.30016,31.18994
0,121.498749,31.087891
0,121.3536,31.127617
0,121.503754,31.087921
0,121.363106,31.118984
4,121.30361,31.19265
3,121.371286,31.230674
3,121.41494,31.25574
3,121.440417,31.245778
3,121.372706,31.274984
3,121.44175,31.258811
3,121.369644,31.263921
0,121.308053,31.202454
0,121.31669,31.188258
0,121.399058,31.086373
2,121.680473,31.542174
2,121.463814,31.619052
2,121.3964,31.634679
2,121.669066,31.394356
2,121.3973,31.646976
2,121.216338,31.228843
0,121.450195,31.151302
2,121.49239,31.267736
2,121.6131,31.296347
2,121.394504,31.622568
2,121.251117,31.201427
0,121.425682,31.161716
0,121.436409,31.151707
4,121.303326,31.19106
4,121.302129,31.186458
4,121.300465,31.190808
3,121.323884,31.295414
3,121.32229,31.240076
3,121.256159,31.346417
2,121.478596,31.676353
2,121.396283,31.640038
2,121.36758,31.678455
2,121.682288,31.544665
3,121.485918,31.225698
3,121.49416,31.214691
3,121.480044,31.19974
3,121.486779,31.231423
4,121.360097,31.349105
4,121.353946,31.094133
4,121.220479,31.189997
4,121.202554,31.018789
4,121.444591,31.18432
4,121.678684,30.927518
3,121.426527,31.62874
3,121.45318,31.694989
3,121.405849,31.624608
4,121.393405,31.171793
4,121.400925,31.170765
4,121.40493,31.164778
4,121.463237,31.189696
4,121.421913,31.142267
4,121.430235,31.182023
4,121.456344,31.206177
4,121.435622,31.170453
4,121.57562,30.928757
4,121.318518,31.491059
4,121.529129,31.191007
4,121.524663,31.23738
4,121.456696,31.189337
4,121.410566,31.357524
4,121.338753,31.122029
4,121.294912,31.263586
0,121.522926,31.227627
0,121.522942,31.224735
0,121.523224,31.235943
2,121.277664,31.369033
2,121.443799,31.083488
2,121.43842,31.188651
2,121.811651,30.866746
2,121.185406,31.432279
2,121.223085,31.369374
3,121.487926,31.22395
3,121.479419,31.213781
3,121.411616,31.629507
3,121.411245,31.629033
4,121.453179,31.191161
4,121.437765,31.192763
4,121.218474,30.929386
0,121.540939,31.210056
0,121.545082,31.224405
0,121.535645,31.200127
0,121.546921,31.243637
0,121.503113,31.171963
2,121.0447,31.0051
0,121.210815,31.031412
2,120.977338,31.055476
0,121.327808,31.142633
2,120.906993,31.118908
2,121.140057,31.074842
2,121.329013,31.465046
0,121.230546,31.0622
2,121.133241,31.171032
0,121.328248,31.14359
2,121.107766,31.174998
0,121.31451,31.146436
4,121.442679,31.185137
4,121.442978,31.187151
2,121.251288,31.20932
2,121.248923,31.212279
2,121.142427,31.252868
2,121.672509,30.921555
2,121.577323,31.310699
2,121.283562,30.735058
2,121.288092,30.712988
2,121.490669,31.210994
2,121.242395,31.278789
2,121.329162,30.711101
2,121.290032,30.726587
2,121.213345,31.365765
0,121.558478,31.256966
4,121.420396,31.008309
4,121.464517,31.030613
4,121.294378,31.21108
4,121.434676,31.12274
4,121.431101,31.021138
0,121.100273,31.145961
0,120.911799,31.075829
0,120.911653,31.072898
0,121.019836,31.011038
0,121.024818,31.000334
0,120.98246,31.051632
0,121.025795,30.971897
3,121.431122,30.990567
0,121.42938,31.024082
3,121.363281,31.252506
3,121.240089,31.343671
3,121.338016,31.242881
0,121.414401,31.199925
0,121.419077,31.211624
0,121.397106,31.206352
0,121.40125,31.206671
0,121.21373,31.407501
2,121.4458,31.106955
2,121.53359,31.103367
0,121.424355,31.220381
0,121.401817,31.206208
0,121.300335,31.268622
0,121.110057,31.148432
0,121.094255,31.212814
0,121.363851,31.252987
0,121.32566,31.253938
0,121.19938,31.430014
0,121.271968,31.414804
0,121.405633,31.147969
0,121.384592,31.102425
0,121.144117,31.310688
0,121.15238,31.348366
0,121.17862,31.32824
0,121.169965,31.268869
0,121.562856,31.224828
0,121.681882,31.216429
4,121.525926,31.324065
0,121.740202,31.05579
3,121.613638,30.898495
0,121.563611,31.20837
0,121.553108,31.210898
0,121.501676,31.237655
3,121.437295,30.962969
0,121.513158,31.221035
0,121.510536,31.240092
3,121.499912,30.918241
0,121.631928,31.157376
0,121.584129,31.282782
4,121.52833,31.282415
0,121.54893,31.229355
3,121.431411,30.830984
3,121.397156,30.908721
3,121.496183,30.835148
0,121.631642,31.267881
0,121.532394,31.233439
0,121.513424,31.235138
0,121.514819,31.241002
2,121.247132,31.390563
4,121.455597,31.199687
0,121.607718,31.264151
4,121.431337,31.020469
4,121.425705,31.022234
4,121.41547,31.031634
0,121.613228,31.296315
0,121.571857,31.346775
0,121.54304,31.244401
2,121.532562,31.025921
2,121.371788,31.074319
2,121.335743,31.225156
0,121.539291,31.171392
0,121.559601,31.193789
4,121.442594,31.192663
4,121.45931,31.192743
4,121.413763,31.158272
4,121.433204,31.174218
4,121.427133,31.142947
4,121.514175,31.273464
4,121.512464,31.260954
4,121.514682,31.278068
4,121.51414,31.26072
0,121.535979,31.181211
4,121.466484,31.192363
4,121.439447,31.197489
0,121.27122,31.11556
4,121.528694,31.28237
3,121.424508,31.638128
3,121.425716,31.639597
0,121.429909,31.189058
2,121.212608,31.03919
4,121.422394,31.167789
4,121.4247,31.142069
4,121.545531,31.237899
4,121.421632,31.162586
4,121.451675,31.196681
4,121.416272,31.162187
4,121.417649,31.161565
4,121.520849,31.310749
4,121.421039,31.159845
4,121.469282,31.213018
0,121.442474,31.142809
0,121.395622,31.166576
3,121.422524,31.639029
0,121.259109,31.116467
0,121.317693,31.132633
0,121.306744,31.01305
