UID,ST
5318,2016/8/7 19:16
6972,2016/8/7 19:16
8615,2016/8/7 19:16
9936,2016/8/7 19:16
915,2016/8/7 19:17
8775,2016/8/7 19:17
8918,2016/8/7 19:18
5633,2016/8/7 19:18
2870,2016/8/7 19:18
10317,2016/8/7 19:19
10222,2016/8/7 19:19
9854,2016/8/7 19:19
5616,2016/8/7 19:19
5626,2016/8/7 19:19
6979,2016/8/7 19:19
7735,2016/8/7 19:20
6319,2016/8/7 19:20
8695,2016/8/7 19:20
5255,2016/8/7 19:20
5107,2016/8/7 19:20
7012,2016/8/7 19:21
2673,2016/8/7 19:21
5472,2016/8/7 19:21
3479,2016/8/7 19:21
3358,2016/8/7 19:21
7727,2016/8/7 19:21
1017,2016/8/7 19:21
8914,2016/8/7 19:21
8142,2016/8/7 19:22
3908,2016/8/7 19:22
4087,2016/8/7 19:22
5947,2016/8/7 19:23
9632,2016/8/7 19:23
7959,2016/8/7 19:23
6335,2016/8/7 19:23
2304,2016/8/7 19:23
4862,2016/8/7 19:24
9987,2016/8/7 19:25
5999,2016/8/7 19:26
3714,2016/8/7 19:26
8831,2016/8/7 19:27
1548,2016/8/7 19:28
3601,2016/8/7 19:28
4102,2016/8/7 19:29
6913,2016/8/7 19:29
10344,2016/8/7 19:30
8288,2016/8/7 19:30
883,2016/8/7 19:30
2940,2016/8/7 19:30
7098,2016/8/7 19:32
1200,2016/8/7 19:32
8615,2016/8/7 19:32
9672,2016/8/7 19:33
5225,2016/8/7 19:33
77,2016/8/7 19:33
3546,2016/8/7 19:33
3191,2016/8/7 19:33
4623,2016/8/7 19:33
6122,2016/8/7 19:34
7148,2016/8/7 19:34
212,2016/8/7 19:34
1785,2016/8/7 19:34
1803,2016/8/7 19:34
7789,2016/8/7 19:34
1880,2016/8/7 19:35
8016,2016/8/7 19:35
8250,2016/8/7 19:35
1843,2016/8/7 19:36
1247,2016/8/7 19:36
10497,2016/8/7 19:36
8412,2016/8/7 19:37
4777,2016/8/7 19:37
10839,2016/8/7 19:37
3842,2016/8/7 19:37
7997,2016/8/7 19:38
7664,2016/8/7 19:38
6387,2016/8/7 19:38
9307,2016/8/7 19:38
2793,2016/8/7 19:39
3524,2016/8/7 19:39
7472,2016/8/7 19:40
9398,2016/8/7 19:40
2212,2016/8/7 19:40
9689,2016/8/7 19:40
10077,2016/8/7 19:40
3482,2016/8/7 19:41
7163,2016/8/7 19:41
10555,2016/8/7 19:41
8677,2016/8/7 19:41
5820,2016/8/7 19:41
876,2016/8/7 19:41
7928,2016/8/7 19:42
7506,2016/8/7 19:42
8511,2016/8/7 19:43
6381,2016/8/7 19:43
6724,2016/8/7 19:43
7675,2016/8/7 19:44
4272,2016/8/7 19:44
9960,2016/8/7 19:44
5713,2016/8/7 19:44
10145,2016/8/7 19:45
3991,2016/8/7 19:45
7263,2016/8/7 19:45
3269,2016/8/7 19:46
4618,2016/8/7 19:47
1802,2016/8/7 19:47
3855,2016/8/7 19:48
2590,2016/8/7 19:48
6986,2016/8/7 19:49
5941,2016/8/7 19:49
8232,2016/8/7 19:49
4886,2016/8/7 19:49
3815,2016/8/7 19:49
8474,2016/8/7 19:50
10487,2016/8/7 19:51
2805,2016/8/7 19:51
8489,2016/8/7 19:51
1167,2016/8/7 19:51
1742,2016/8/7 19:52
7210,2016/8/7 19:52
2832,2016/8/7 19:52
3781,2016/8/7 19:53
1235,2016/8/7 19:53
5433,2016/8/7 19:53
8907,2016/8/7 19:54
10596,2016/8/7 19:54
8331,2016/8/7 19:54
10171,2016/8/7 19:55
4991,2016/8/7 19:56
1280,2016/8/7 19:57
10587,2016/8/7 19:58
8579,2016/8/7 19:58
9768,2016/8/7 19:58
9923,2016/8/7 19:58
2082,2016/8/7 19:58
7775,2016/8/7 19:58
3666,2016/8/7 19:59
2024,2016/8/7 19:59
9069,2016/8/7 19:59
6520,2016/8/7 19:59
7172,2016/8/7 19:59
8640,2016/8/7 19:59
2957,2016/8/7 20:00
4527,2016/8/7 20:01
633,2016/8/7 20:01
4701,2016/8/7 20:02
7311,2016/8/7 20:02
9597,2016/8/7 20:02
3557,2016/8/7 20:02
5121,2016/8/7 20:02
10551,2016/8/7 20:03
8992,2016/8/7 20:03
9363,2016/8/7 20:03
5933,2016/8/7 20:04
7582,2016/8/7 20:04
5943,2016/8/7 20:04
7129,2016/8/7 20:04
3907,2016/8/7 20:05
4820,2016/8/7 20:05
8219,2016/8/7 20:06
3138,2016/8/7 20:06
6316,2016/8/7 20:06
3698,2016/8/7 20:06
8354,2016/8/7 20:07
4828,2016/8/7 20:07
8425,2016/8/7 20:07
459,2016/8/7 20:07
7395,2016/8/7 20:08
3929,2016/8/7 20:08
9962,2016/8/7 20:08
6625,2016/8/7 20:10
9585,2016/8/7 20:10
9887,2016/8/7 20:10
7128,2016/8/7 20:10
5282,2016/8/7 20:10
5318,2016/8/7 20:10
724,2016/8/7 20:11
9461,2016/8/7 20:11
5886,2016/8/7 20:11
3594,2016/8/7 20:12
9908,2016/8/7 20:12
9766,2016/8/7 20:12
10262,2016/8/7 20:12
9011,2016/8/7 20:13
1594,2016/8/7 20:13
9315,2016/8/7 20:13
9236,2016/8/7 20:14
4079,2016/8/7 20:14
140,2016/8/7 20:14
1223,2016/8/7 20:14
5572,2016/8/7 20:15
10123,2016/8/7 20:15
7581,2016/8/7 20:16
2346,2016/8/7 20:16
8417,2016/8/7 20:16
7301,2016/8/7 20:16
9254,2016/8/7 20:16
2273,2016/8/7 20:17
6062,2016/8/7 20:19
5969,2016/8/7 20:20
2855,2016/8/7 20:20
5065,2016/8/7 20:21
1556,2016/8/7 20:21
3673,2016/8/7 20:21
4940,2016/8/7 20:22
5549,2016/8/7 20:22
4092,2016/8/7 20:24
2851,2016/8/7 20:24
7819,2016/8/7 20:25
9104,2016/8/7 20:25
5242,2016/8/7 20:25
10424,2016/8/7 20:26
6724,2016/8/7 20:26
9386,2016/8/7 20:26
1395,2016/8/7 20:27
4997,2016/8/7 20:27
10344,2016/8/7 20:27
5775,2016/8/7 20:28
7775,2016/8/7 20:28
4501,2016/8/7 20:28
8085,2016/8/7 20:29
4454,2016/8/7 20:29
1220,2016/8/7 20:29
4623,2016/8/7 20:30
7620,2016/8/7 20:31
5871,2016/8/7 20:31
9784,2016/8/7 20:31
4090,2016/8/7 20:31
2461,2016/8/7 20:31
2809,2016/8/7 20:32
5129,2016/8/7 20:33
4061,2016/8/7 20:33
2023,2016/8/7 20:34
7023,2016/8/7 20:35
458,2016/8/7 20:36
2467,2016/8/7 20:36
2924,2016/8/7 20:37
849,2016/8/7 20:37
7688,2016/8/7 20:37
10313,2016/8/7 20:37
9292,2016/8/7 20:38
3220,2016/8/7 20:38
3067,2016/8/7 20:38
9707,2016/8/7 20:38
5158,2016/8/7 20:38
5098,2016/8/7 20:38
1261,2016/8/7 20:39
7366,2016/8/7 20:39
3051,2016/8/7 20:39
10334,2016/8/7 20:39
2789,2016/8/7 20:39
7121,2016/8/7 20:40
1157,2016/8/7 20:40
9803,2016/8/7 20:41
8752,2016/8/7 20:42
5507,2016/8/7 20:43
8075,2016/8/7 20:43
609,2016/8/7 20:44
4571,2016/8/7 20:44
6285,2016/8/7 20:45
9751,2016/8/7 20:45
9865,2016/8/7 20:45
7398,2016/8/7 20:46
6860,2016/8/7 20:46
7130,2016/8/7 20:46
2765,2016/8/7 20:47
9235,2016/8/7 20:47
8294,2016/8/7 20:48
3210,2016/8/7 20:48
6553,2016/8/7 20:48
222,2016/8/7 20:48
4126,2016/8/7 20:49
9419,2016/8/7 20:50
891,2016/8/7 20:50
2896,2016/8/7 20:50
3692,2016/8/7 20:51
10363,2016/8/7 20:52
1871,2016/8/7 20:52
2995,2016/8/7 20:52
10158,2016/8/7 20:52
1736,2016/8/7 20:52
4834,2016/8/7 20:53
9976,2016/8/7 20:53
6644,2016/8/7 20:54
8207,2016/8/7 20:54
8748,2016/8/7 20:54
2476,2016/8/7 20:54
8374,2016/8/7 20:54
7009,2016/8/7 20:54
9470,2016/8/7 20:56
2129,2016/8/7 20:56
9298,2016/8/7 20:56
7788,2016/8/7 20:56
9754,2016/8/7 20:56
5659,2016/8/7 20:58
8256,2016/8/7 20:58
4844,2016/8/7 20:59
6330,2016/8/7 20:59
7368,2016/8/7 20:59
1421,2016/8/7 20:59
4287,2016/8/7 20:59
9722,2016/8/7 20:59
10335,2016/8/7 21:00
5940,2016/8/7 21:00
2940,2016/8/7 21:00
8623,2016/8/7 21:00
1561,2016/8/7 21:00
9039,2016/8/7 21:00
5891,2016/8/7 21:00
8898,2016/8/7 21:00
3572,2016/8/7 21:00
8836,2016/8/7 21:00
3505,2016/8/7 21:01
10536,2016/8/7 21:01
10149,2016/8/7 21:01
5563,2016/8/7 21:02
2487,2016/8/7 21:02
719,2016/8/7 21:02
10272,2016/8/7 21:02
8431,2016/8/7 21:02
5970,2016/8/7 21:03
6687,2016/8/7 21:03
7749,2016/8/7 21:03
6282,2016/8/7 21:03
2491,2016/8/7 21:04
5825,2016/8/7 21:04
2703,2016/8/7 21:04
5553,2016/8/7 21:05
9293,2016/8/7 21:05
7897,2016/8/7 21:05
2213,2016/8/7 21:05
8081,2016/8/7 21:06
9932,2016/8/7 21:06
6946,2016/8/7 21:07
4308,2016/8/7 21:07
8802,2016/8/7 21:08
10054,2016/8/7 21:08
10339,2016/8/7 21:08
9036,2016/8/7 21:09
5981,2016/8/7 21:09
5415,2016/8/7 21:09
2375,2016/8/7 21:10
9846,2016/8/7 21:10
4714,2016/8/7 21:11
2786,2016/8/7 21:12
7194,2016/8/7 21:14
10161,2016/8/7 21:15
1817,2016/8/7 21:16
8221,2016/8/7 21:16
3503,2016/8/7 21:16
1589,2016/8/7 21:17
9973,2016/8/7 21:19
879,2016/8/7 21:19
10134,2016/8/7 21:19
6877,2016/8/7 21:19
10352,2016/8/7 21:19
599,2016/8/7 21:20
3874,2016/8/7 21:20
3700,2016/8/7 21:20
3934,2016/8/7 21:21
5783,2016/8/7 21:22
10048,2016/8/7 21:22
2155,2016/8/7 21:22
2628,2016/8/7 21:22
8338,2016/8/7 21:23
4747,2016/8/7 21:23
1864,2016/8/7 21:23
2944,2016/8/7 21:23
4250,2016/8/7 21:23
10814,2016/8/7 21:23
9722,2016/8/7 21:23
5461,2016/8/7 21:24
10525,2016/8/7 21:24
5895,2016/8/7 21:24
7431,2016/8/7 21:24
4370,2016/8/7 21:25
7353,2016/8/7 21:25
7888,2016/8/7 21:26
2989,2016/8/7 21:26
2199,2016/8/7 21:26
10575,2016/8/7 21:27
9733,2016/8/7 21:27
2558,2016/8/7 21:27
3191,2016/8/7 21:27
4478,2016/8/7 21:28
10131,2016/8/7 21:29
3111,2016/8/7 21:29
9098,2016/8/7 21:30
2981,2016/8/7 21:30
3703,2016/8/7 21:30
10246,2016/8/7 21:30
702,2016/8/7 21:31
5574,2016/8/7 21:32
5115,2016/8/7 21:32
6274,2016/8/7 21:32
10454,2016/8/7 21:33
10819,2016/8/7 21:34
8555,2016/8/7 21:34
724,2016/8/7 21:34
9890,2016/8/7 21:34
9286,2016/8/7 21:35
9330,2016/8/7 21:35
7824,2016/8/7 21:36
4962,2016/8/7 21:36
6959,2016/8/7 21:36
7844,2016/8/7 21:36
4866,2016/8/7 21:36
4055,2016/8/7 21:36
1210,2016/8/7 21:38
2557,2016/8/7 21:38
10079,2016/8/7 21:38
5273,2016/8/7 21:39
4532,2016/8/7 21:39
7052,2016/8/7 21:39
4680,2016/8/7 21:39
10086,2016/8/7 21:40
934,2016/8/7 21:40
3648,2016/8/7 21:40
8323,2016/8/7 21:41
8406,2016/8/7 21:41
4538,2016/8/7 21:42
7408,2016/8/7 21:43
3750,2016/8/7 21:43
643,2016/8/7 21:44
9723,2016/8/7 21:44
6703,2016/8/7 21:45
4732,2016/8/7 21:45
4843,2016/8/7 21:45
8680,2016/8/7 21:46
10141,2016/8/7 21:46
3454,2016/8/7 21:49
1426,2016/8/7 21:50
2069,2016/8/7 21:50
7449,2016/8/7 21:51
7932,2016/8/7 21:51
7723,2016/8/7 21:51
6005,2016/8/7 21:55
6409,2016/8/7 21:55
6597,2016/8/7 21:56
5348,2016/8/7 21:56
7027,2016/8/7 21:56
7075,2016/8/7 21:57
4576,2016/8/7 21:57
10543,2016/8/7 21:57
1580,2016/8/7 21:57
2637,2016/8/7 21:58
4196,2016/8/7 21:58
9025,2016/8/7 21:59
10314,2016/8/7 21:59
1597,2016/8/7 22:02
10100,2016/8/7 22:03
7033,2016/8/7 22:04
7884,2016/8/7 22:05
7823,2016/8/7 22:06
2928,2016/8/7 22:06
2896,2016/8/7 22:06
10316,2016/8/7 22:07
5663,2016/8/7 22:09
4512,2016/8/7 22:09
6282,2016/8/7 22:10
7106,2016/8/7 22:11
4901,2016/8/7 22:11
3800,2016/8/7 22:13
7019,2016/8/7 22:14
9315,2016/8/7 22:17
5493,2016/8/7 22:17
10116,2016/8/7 22:18
9784,2016/8/7 22:19
6505,2016/8/7 22:20
5549,2016/8/7 22:20
8490,2016/8/7 22:22
1271,2016/8/7 22:22
7696,2016/8/7 22:22
2679,2016/8/7 22:23
4098,2016/8/7 22:23
1450,2016/8/7 22:23
8175,2016/8/7 22:24
4540,2016/8/7 22:24
4126,2016/8/7 22:25
2970,2016/8/7 22:28
8951,2016/8/7 22:28
265,2016/8/7 22:28
3566,2016/8/7 22:28
3028,2016/8/7 22:28
4704,2016/8/7 22:29
2239,2016/8/7 22:29
1276,2016/8/7 22:30
8346,2016/8/7 22:30
7580,2016/8/7 22:30
9545,2016/8/7 22:30
4046,2016/8/7 22:30
3613,2016/8/7 22:31
4518,2016/8/7 22:31
8710,2016/8/7 22:31
3022,2016/8/7 22:32
7475,2016/8/7 22:33
4834,2016/8/7 22:33
1373,2016/8/7 22:35
1297,2016/8/7 22:35
1880,2016/8/7 22:36
9266,2016/8/7 22:37
4459,2016/8/7 22:37
4019,2016/8/7 22:39
9255,2016/8/7 22:39
5928,2016/8/7 22:40
4999,2016/8/7 22:40
1723,2016/8/7 22:41
10543,2016/8/7 22:42
7967,2016/8/7 22:42
7373,2016/8/7 22:43
1020,2016/8/7 22:45
5030,2016/8/7 22:45
10019,2016/8/7 22:47
4206,2016/8/7 22:48
4026,2016/8/7 22:49
3432,2016/8/7 22:52
6417,2016/8/7 22:55
8989,2016/8/7 22:56
5631,2016/8/7 22:57
5970,2016/8/7 22:58
3781,2016/8/7 22:59
5230,2016/8/7 23:00
6471,2016/8/7 23:00
9813,2016/8/7 23:02
9269,2016/8/7 23:03
8766,2016/8/7 23:04
10594,2016/8/7 23:05
2650,2016/8/7 23:05
1420,2016/8/7 23:06
6680,2016/8/7 23:06
5997,2016/8/7 23:08
8125,2016/8/7 23:10
6637,2016/8/7 23:10
7914,2016/8/7 23:10
5258,2016/8/7 23:11
9879,2016/8/7 23:14
8145,2016/8/7 23:14
7906,2016/8/7 23:16
7702,2016/8/7 23:17
2394,2016/8/7 23:17
8854,2016/8/7 23:19
3043,2016/8/7 23:21
9600,2016/8/7 23:22
10170,2016/8/7 23:23
5507,2016/8/7 23:24
7338,2016/8/7 23:26
1265,2016/8/7 23:27
2891,2016/8/7 23:27
7021,2016/8/7 23:27
6595,2016/8/7 23:28
8782,2016/8/7 23:28
9129,2016/8/7 23:29
7274,2016/8/7 23:30
2752,2016/8/7 23:31
6761,2016/8/7 23:32
2679,2016/8/7 23:34
9809,2016/8/7 23:40
8281,2016/8/7 23:42
7843,2016/8/7 23:43
8587,2016/8/7 23:45
9545,2016/8/7 23:45
8872,2016/8/7 23:46
5222,2016/8/7 23:46
4321,2016/8/7 23:52
7934,2016/8/7 23:52
8925,2016/8/7 23:56
6274,2016/8/7 23:58
7399,2016/8/8 0:03
1938,2016/8/8 0:06
402,2016/8/8 0:07
3632,2016/8/8 0:08
9994,2016/8/8 0:08
2323,2016/8/8 0:12
9946,2016/8/8 0:12
3885,2016/8/8 0:19
5583,2016/8/8 0:21
5168,2016/8/8 0:21
7184,2016/8/8 0:29
2950,2016/8/8 0:29
4313,2016/8/8 0:29
2832,2016/8/8 0:30
10171,2016/8/8 0:32
2349,2016/8/8 0:33
2456,2016/8/8 0:33
9517,2016/8/8 0:35
10002,2016/8/8 0:35
2952,2016/8/8 0:36
4006,2016/8/8 0:39
13,2016/8/8 0:41
8627,2016/8/8 0:45
7339,2016/8/8 0:46
1946,2016/8/8 0:49
5444,2016/8/8 0:50
10050,2016/8/8 0:51
10463,2016/8/8 0:54
10482,2016/8/8 1:02
568,2016/8/8 1:03
5869,2016/8/8 1:04
3297,2016/8/8 1:08
1232,2016/8/8 1:15
5305,2016/8/8 1:15
2963,2016/8/8 1:23
3954,2016/8/8 1:24
6838,2016/8/8 1:38
10002,2016/8/8 1:43
7747,2016/8/8 1:51
1731,2016/8/8 1:53
2869,2016/8/8 2:05
5378,2016/8/8 2:10
4284,2016/8/8 2:12
2833,2016/8/8 2:27
6401,2016/8/8 2:39
9759,2016/8/8 2:50
8560,2016/8/8 3:02
2637,2016/8/8 3:25
8195,2016/8/8 3:27
5930,2016/8/8 3:32
4944,2016/8/8 3:48
6857,2016/8/8 4:18
5957,2016/8/8 4:22
8258,2016/8/8 4:46
8515,2016/8/8 4:47
10031,2016/8/8 4:57
8696,2016/8/8 5:00
6141,2016/8/8 5:00
2404,2016/8/8 5:24
6803,2016/8/8 5:32
8864,2016/8/8 5:34
5333,2016/8/8 5:39
1188,2016/8/8 5:42
4692,2016/8/8 5:42
2971,2016/8/8 5:47
222,2016/8/8 5:48
6927,2016/8/8 5:49
10476,2016/8/8 5:51
8358,2016/8/8 5:51
8255,2016/8/8 5:53
921,2016/8/8 5:59
1436,2016/8/8 6:00
8224,2016/8/8 6:04
2784,2016/8/8 6:05
5020,2016/8/8 6:11
6905,2016/8/8 6:14
9341,2016/8/8 6:15
7484,2016/8/8 6:15
9956,2016/8/8 6:15
5540,2016/8/8 6:16
8988,2016/8/8 6:17
3014,2016/8/8 6:17
3885,2016/8/8 6:21
5952,2016/8/8 6:25
7787,2016/8/8 6:26
8697,2016/8/8 6:26
4466,2016/8/8 6:27
5728,2016/8/8 6:27
7308,2016/8/8 6:27
4357,2016/8/8 6:27
6527,2016/8/8 6:31
6703,2016/8/8 6:32
8648,2016/8/8 6:32
2549,2016/8/8 6:33
9339,2016/8/8 6:36
3011,2016/8/8 6:36
8597,2016/8/8 6:36
6898,2016/8/8 6:36
4118,2016/8/8 6:37
9773,2016/8/8 6:38
2818,2016/8/8 6:38
6173,2016/8/8 6:39
4536,2016/8/8 6:39
8556,2016/8/8 6:39
7879,2016/8/8 6:41
7456,2016/8/8 6:41
6329,2016/8/8 6:41
8601,2016/8/8 6:41
9928,2016/8/8 6:41
5612,2016/8/8 6:42
5387,2016/8/8 6:42
1811,2016/8/8 6:42
3632,2016/8/8 6:43
6059,2016/8/8 6:44
9787,2016/8/8 6:44
9679,2016/8/8 6:45
5726,2016/8/8 6:50
9921,2016/8/8 6:52
8417,2016/8/8 6:53
6194,2016/8/8 6:53
1748,2016/8/8 6:54
7212,2016/8/8 6:54
8376,2016/8/8 6:54
9862,2016/8/8 6:54
6996,2016/8/8 6:56
9281,2016/8/8 6:57
6660,2016/8/8 6:57
7154,2016/8/8 6:59
10825,2016/8/8 6:59
7707,2016/8/8 7:00
5971,2016/8/8 7:01
8748,2016/8/8 7:01
7051,2016/8/8 7:02
3753,2016/8/8 7:02
3779,2016/8/8 7:02
7641,2016/8/8 7:02
10511,2016/8/8 7:03
5202,2016/8/8 7:03
8135,2016/8/8 7:04
4434,2016/8/8 7:05
2096,2016/8/8 7:05
8164,2016/8/8 7:06
3863,2016/8/8 7:06
2424,2016/8/8 7:06
7696,2016/8/8 7:06
3868,2016/8/8 7:06
4018,2016/8/8 7:07
9594,2016/8/8 7:07
10867,2016/8/8 7:07
7018,2016/8/8 7:08
8887,2016/8/8 7:08
6381,2016/8/8 7:09
9706,2016/8/8 7:09
2924,2016/8/8 7:09
8576,2016/8/8 7:09
4643,2016/8/8 7:10
2673,2016/8/8 7:10
4903,2016/8/8 7:10
7687,2016/8/8 7:10
5321,2016/8/8 7:11
7953,2016/8/8 7:11
702,2016/8/8 7:12
6799,2016/8/8 7:13
10038,2016/8/8 7:13
4074,2016/8/8 7:15
638,2016/8/8 7:16
1909,2016/8/8 7:17
1347,2016/8/8 7:17
7236,2016/8/8 7:17
5811,2016/8/8 7:17
5026,2016/8/8 7:18
4803,2016/8/8 7:19
876,2016/8/8 7:19
4450,2016/8/8 7:19
8124,2016/8/8 7:20
559,2016/8/8 7:20
1980,2016/8/8 7:20
708,2016/8/8 7:20
5090,2016/8/8 7:20
6646,2016/8/8 7:20
9972,2016/8/8 7:21
2058,2016/8/8 7:21
1527,2016/8/8 7:21
1395,2016/8/8 7:21
8948,2016/8/8 7:21
1146,2016/8/8 7:22
9954,2016/8/8 7:22
9026,2016/8/8 7:22
8121,2016/8/8 7:22
8893,2016/8/8 7:22
6943,2016/8/8 7:22
1252,2016/8/8 7:23
9384,2016/8/8 7:24
4394,2016/8/8 7:25
6888,2016/8/8 7:25
10432,2016/8/8 7:26
3223,2016/8/8 7:27
2605,2016/8/8 7:27
788,2016/8/8 7:28
10230,2016/8/8 7:29
6896,2016/8/8 7:29
4747,2016/8/8 7:29
546,2016/8/8 7:29
7947,2016/8/8 7:29
644,2016/8/8 7:30
8175,2016/8/8 7:31
9293,2016/8/8 7:32
7357,2016/8/8 7:32
6407,2016/8/8 7:32
2274,2016/8/8 7:32
5043,2016/8/8 7:32
4469,2016/8/8 7:32
10098,2016/8/8 7:33
5531,2016/8/8 7:33
586,2016/8/8 7:33
9314,2016/8/8 7:34
8007,2016/8/8 7:35
3732,2016/8/8 7:35
6021,2016/8/8 7:36
2789,2016/8/8 7:37
6548,2016/8/8 7:37
9837,2016/8/8 7:37
1120,2016/8/8 7:38
2857,2016/8/8 7:38
10276,2016/8/8 7:38
6579,2016/8/8 7:38
8445,2016/8/8 7:38
7320,2016/8/8 7:39
2327,2016/8/8 7:39
9748,2016/8/8 7:39
9090,2016/8/8 7:40
6366,2016/8/8 7:40
2978,2016/8/8 7:40
9537,2016/8/8 7:40
5786,2016/8/8 7:40
1157,2016/8/8 7:41
7884,2016/8/8 7:41
1389,2016/8/8 7:41
1825,2016/8/8 7:41
6777,2016/8/8 7:42
3914,2016/8/8 7:42
1155,2016/8/8 7:42
8726,2016/8/8 7:42
9231,2016/8/8 7:42
9978,2016/8/8 7:43
9408,2016/8/8 7:44
2929,2016/8/8 7:44
10814,2016/8/8 7:44
6984,2016/8/8 7:44
5750,2016/8/8 7:44
2776,2016/8/8 7:44
8189,2016/8/8 7:46
9100,2016/8/8 7:47
3662,2016/8/8 7:47
1781,2016/8/8 7:47
4239,2016/8/8 7:48
2907,2016/8/8 7:48
2349,2016/8/8 7:48
5963,2016/8/8 7:49
9348,2016/8/8 7:49
10082,2016/8/8 7:49
1180,2016/8/8 7:49
2407,2016/8/8 7:50
10235,2016/8/8 7:50
76,2016/8/8 7:50
7748,2016/8/8 7:51
5152,2016/8/8 7:51
2800,2016/8/8 7:51
8960,2016/8/8 7:52
6038,2016/8/8 7:52
10943,2016/8/8 7:52
8201,2016/8/8 7:52
7283,2016/8/8 7:52
2756,2016/8/8 7:53
759,2016/8/8 7:53
6314,2016/8/8 7:54
6293,2016/8/8 7:54
10329,2016/8/8 7:54
562,2016/8/8 7:54
10494,2016/8/8 7:54
7953,2016/8/8 7:54
5737,2016/8/8 7:54
10013,2016/8/8 7:55
6910,2016/8/8 7:55
5874,2016/8/8 7:55
8775,2016/8/8 7:55
9809,2016/8/8 7:55
6969,2016/8/8 7:55
6212,2016/8/8 7:56
5844,2016/8/8 7:56
5968,2016/8/8 7:57
10226,2016/8/8 7:57
8766,2016/8/8 7:57
776,2016/8/8 7:58
3688,2016/8/8 7:58
5626,2016/8/8 7:58
8639,2016/8/8 7:58
2959,2016/8/8 7:58
3870,2016/8/8 7:58
8438,2016/8/8 7:59
4401,2016/8/8 7:59
5663,2016/8/8 7:59
9368,2016/8/8 7:59
7074,2016/8/8 7:59
1137,2016/8/8 8:00
663,2016/8/8 8:00
2701,2016/8/8 8:00
8081,2016/8/8 8:01
1905,2016/8/8 8:01
5978,2016/8/8 8:01
7432,2016/8/8 8:02
2098,2016/8/8 8:02
10566,2016/8/8 8:02
2886,2016/8/8 8:02
9528,2016/8/8 8:03
2195,2016/8/8 8:03
3145,2016/8/8 8:03
7531,2016/8/8 8:04
8848,2016/8/8 8:04
5550,2016/8/8 8:04
9237,2016/8/8 8:05
4163,2016/8/8 8:06
718,2016/8/8 8:06
3350,2016/8/8 8:06
9818,2016/8/8 8:06
4222,2016/8/8 8:07
10148,2016/8/8 8:07
4262,2016/8/8 8:07
1026,2016/8/8 8:07
5439,2016/8/8 8:07
515,2016/8/8 8:07
8105,2016/8/8 8:08
9755,2016/8/8 8:08
2072,2016/8/8 8:08
3071,2016/8/8 8:08
581,2016/8/8 8:10
9082,2016/8/8 8:10
4428,2016/8/8 8:10
9653,2016/8/8 8:10
2058,2016/8/8 8:10
8917,2016/8/8 8:10
8579,2016/8/8 8:11
5003,2016/8/8 8:11
5326,2016/8/8 8:11
7935,2016/8/8 8:11
10045,2016/8/8 8:11
1177,2016/8/8 8:12
2542,2016/8/8 8:12
1328,2016/8/8 8:12
5052,2016/8/8 8:13
6818,2016/8/8 8:13
6971,2016/8/8 8:13
1880,2016/8/8 8:13
5279,2016/8/8 8:13
6289,2016/8/8 8:13
8741,2016/8/8 8:13
8287,2016/8/8 8:14
9772,2016/8/8 8:14
9415,2016/8/8 8:14
4592,2016/8/8 8:14
3916,2016/8/8 8:15
9424,2016/8/8 8:15
1258,2016/8/8 8:15
2479,2016/8/8 8:15
9935,2016/8/8 8:16
2786,2016/8/8 8:17
4291,2016/8/8 8:18
565,2016/8/8 8:18
5075,2016/8/8 8:19
2722,2016/8/8 8:19
10572,2016/8/8 8:19
1078,2016/8/8 8:19
8459,2016/8/8 8:20
1572,2016/8/8 8:20
7455,2016/8/8 8:20
1045,2016/8/8 8:21
3502,2016/8/8 8:22
8324,2016/8/8 8:22
3182,2016/8/8 8:22
9634,2016/8/8 8:23
6330,2016/8/8 8:23
142,2016/8/8 8:23
8246,2016/8/8 8:23
6537,2016/8/8 8:23
8573,2016/8/8 8:24
10158,2016/8/8 8:24
9091,2016/8/8 8:24
5558,2016/8/8 8:24
10060,2016/8/8 8:24
1884,2016/8/8 8:24
5653,2016/8/8 8:24
7755,2016/8/8 8:25
7928,2016/8/8 8:25
1886,2016/8/8 8:26
4424,2016/8/8 8:26
1257,2016/8/8 8:27
1641,2016/8/8 8:28
4870,2016/8/8 8:29
7437,2016/8/8 8:29
8572,2016/8/8 8:29
5119,2016/8/8 8:29
9012,2016/8/8 8:29
3044,2016/8/8 8:29
4941,2016/8/8 8:29
9121,2016/8/8 8:30
8353,2016/8/8 8:30
5910,2016/8/8 8:30
7845,2016/8/8 8:30
8818,2016/8/8 8:30
9637,2016/8/8 8:30
8857,2016/8/8 8:30
4992,2016/8/8 8:31
6690,2016/8/8 8:31
6628,2016/8/8 8:31
5157,2016/8/8 8:31
10148,2016/8/8 8:31
2679,2016/8/8 8:31
6248,2016/8/8 8:32
2063,2016/8/8 8:32
4732,2016/8/8 8:32
5327,2016/8/8 8:32
8072,2016/8/8 8:33
5700,2016/8/8 8:33
6058,2016/8/8 8:33
6901,2016/8/8 8:33
9985,2016/8/8 8:33
7639,2016/8/8 8:33
3132,2016/8/8 8:34
8131,2016/8/8 8:34
10078,2016/8/8 8:34
7994,2016/8/8 8:35
2645,2016/8/8 8:35
8852,2016/8/8 8:35
2821,2016/8/8 8:36
4464,2016/8/8 8:36
