UID,ST
11623,2016/8/30 16:51
17231,2016/8/30 16:51
14750,2016/8/30 16:52
12759,2016/8/30 16:52
15875,2016/8/30 16:52
11380,2016/8/30 16:52
3569,2016/8/30 16:52
5771,2016/8/30 16:52
23,2016/8/30 16:53
694,2016/8/30 16:54
8958,2016/8/30 16:54
13541,2016/8/30 16:54
7874,2016/8/30 16:54
6276,2016/8/30 16:54
10330,2016/8/30 16:54
13367,2016/8/30 16:54
10476,2016/8/30 16:54
9958,2016/8/30 16:55
12861,2016/8/30 16:55
16544,2016/8/30 16:55
11924,2016/8/30 16:56
14085,2016/8/30 16:56
6424,2016/8/30 16:56
15864,2016/8/30 16:57
16963,2016/8/30 16:57
1350,2016/8/30 16:57
11559,2016/8/30 16:58
16732,2016/8/30 16:58
11056,2016/8/30 16:58
11595,2016/8/30 16:58
7528,2016/8/30 16:59
11866,2016/8/30 16:59
10419,2016/8/30 16:59
14586,2016/8/30 17:00
6472,2016/8/30 17:00
7502,2016/8/30 17:00
8501,2016/8/30 17:00
15564,2016/8/30 17:00
9938,2016/8/30 17:00
17488,2016/8/30 17:00
764,2016/8/30 17:00
3032,2016/8/30 17:01
6561,2016/8/30 17:01
17544,2016/8/30 17:01
8086,2016/8/30 17:01
6866,2016/8/30 17:01
11245,2016/8/30 17:02
8082,2016/8/30 17:02
5630,2016/8/30 17:02
11657,2016/8/30 17:02
14973,2016/8/30 17:02
8010,2016/8/30 17:03
10366,2016/8/30 17:03
12050,2016/8/30 17:03
14117,2016/8/30 17:03
1042,2016/8/30 17:03
15708,2016/8/30 17:03
14449,2016/8/30 17:03
11541,2016/8/30 17:03
7436,2016/8/30 17:04
7822,2016/8/30 17:04
14711,2016/8/30 17:04
9639,2016/8/30 17:04
11479,2016/8/30 17:04
6323,2016/8/30 17:04
2434,2016/8/30 17:05
15718,2016/8/30 17:05
8899,2016/8/30 17:05
9957,2016/8/30 17:05
8760,2016/8/30 17:05
3595,2016/8/30 17:06
14366,2016/8/30 17:06
12120,2016/8/30 17:06
15454,2016/8/30 17:06
3509,2016/8/30 17:06
7474,2016/8/30 17:06
13972,2016/8/30 17:06
10203,2016/8/30 17:07
1203,2016/8/30 17:07
7672,2016/8/30 17:07
5638,2016/8/30 17:07
15811,2016/8/30 17:07
215,2016/8/30 17:07
3297,2016/8/30 17:07
13578,2016/8/30 17:07
2826,2016/8/30 17:07
15384,2016/8/30 17:07
14309,2016/8/30 17:07
15991,2016/8/30 17:07
12996,2016/8/30 17:07
9737,2016/8/30 17:08
7327,2016/8/30 17:08
15864,2016/8/30 17:08
6745,2016/8/30 17:08
2836,2016/8/30 17:08
7004,2016/8/30 17:08
5803,2016/8/30 17:08
14154,2016/8/30 17:09
12918,2016/8/30 17:09
6813,2016/8/30 17:09
2873,2016/8/30 17:09
12183,2016/8/30 17:10
16807,2016/8/30 17:10
8235,2016/8/30 17:10
15214,2016/8/30 17:10
9893,2016/8/30 17:10
5750,2016/8/30 17:10
7802,2016/8/30 17:10
6455,2016/8/30 17:10
17647,2016/8/30 17:10
16411,2016/8/30 17:10
11362,2016/8/30 17:10
10705,2016/8/30 17:10
14829,2016/8/30 17:10
8203,2016/8/30 17:11
8175,2016/8/30 17:11
619,2016/8/30 17:11
12784,2016/8/30 17:11
13188,2016/8/30 17:11
13446,2016/8/30 17:11
10615,2016/8/30 17:11
1553,2016/8/30 17:11
485,2016/8/30 17:11
11489,2016/8/30 17:12
12063,2016/8/30 17:12
8149,2016/8/30 17:12
7793,2016/8/30 17:12
17114,2016/8/30 17:12
7983,2016/8/30 17:12
7199,2016/8/30 17:12
10133,2016/8/30 17:12
3701,2016/8/30 17:13
16745,2016/8/30 17:13
13493,2016/8/30 17:13
12193,2016/8/30 17:13
6380,2016/8/30 17:13
5584,2016/8/30 17:14
15493,2016/8/30 17:14
4571,2016/8/30 17:14
13947,2016/8/30 17:14
7650,2016/8/30 17:14
3270,2016/8/30 17:14
12165,2016/8/30 17:14
6111,2016/8/30 17:14
17532,2016/8/30 17:14
12996,2016/8/30 17:15
16932,2016/8/30 17:15
7381,2016/8/30 17:15
915,2016/8/30 17:15
7905,2016/8/30 17:15
1151,2016/8/30 17:15
12468,2016/8/30 17:15
12795,2016/8/30 17:15
5033,2016/8/30 17:15
14187,2016/8/30 17:15
13328,2016/8/30 17:15
11564,2016/8/30 17:15
11004,2016/8/30 17:16
31,2016/8/30 17:16
4100,2016/8/30 17:16
14583,2016/8/30 17:16
14139,2016/8/30 17:16
11008,2016/8/30 17:17
5935,2016/8/30 17:17
52,2016/8/30 17:17
16291,2016/8/30 17:17
20,2016/8/30 17:17
2621,2016/8/30 17:17
8257,2016/8/30 17:17
2018,2016/8/30 17:18
7724,2016/8/30 17:18
9975,2016/8/30 17:18
14616,2016/8/30 17:18
890,2016/8/30 17:18
12049,2016/8/30 17:18
10773,2016/8/30 17:19
11443,2016/8/30 17:19
11090,2016/8/30 17:19
17711,2016/8/30 17:19
10595,2016/8/30 17:19
182,2016/8/30 17:19
2437,2016/8/30 17:19
8816,2016/8/30 17:19
6950,2016/8/30 17:19
8492,2016/8/30 17:19
14317,2016/8/30 17:20
14805,2016/8/30 17:20
1578,2016/8/30 17:20
13701,2016/8/30 17:20
12716,2016/8/30 17:21
4825,2016/8/30 17:21
12061,2016/8/30 17:21
6066,2016/8/30 17:21
16673,2016/8/30 17:21
9264,2016/8/30 17:22
5253,2016/8/30 17:22
6430,2016/8/30 17:22
15296,2016/8/30 17:22
10926,2016/8/30 17:22
16911,2016/8/30 17:22
7667,2016/8/30 17:22
7641,2016/8/30 17:22
4876,2016/8/30 17:23
6343,2016/8/30 17:23
6909,2016/8/30 17:23
6169,2016/8/30 17:23
3540,2016/8/30 17:23
14653,2016/8/30 17:23
14624,2016/8/30 17:23
6513,2016/8/30 17:24
1432,2016/8/30 17:24
14712,2016/8/30 17:24
13686,2016/8/30 17:24
8226,2016/8/30 17:24
12527,2016/8/30 17:24
16611,2016/8/30 17:24
17276,2016/8/30 17:24
6606,2016/8/30 17:25
15281,2016/8/30 17:25
4663,2016/8/30 17:25
10193,2016/8/30 17:25
7920,2016/8/30 17:25
4052,2016/8/30 17:25
16914,2016/8/30 17:25
9031,2016/8/30 17:25
8956,2016/8/30 17:26
17194,2016/8/30 17:26
15080,2016/8/30 17:26
7702,2016/8/30 17:26
7490,2016/8/30 17:26
10860,2016/8/30 17:26
17661,2016/8/30 17:26
4146,2016/8/30 17:26
9117,2016/8/30 17:26
17162,2016/8/30 17:27
6556,2016/8/30 17:27
16784,2016/8/30 17:27
3016,2016/8/30 17:27
16961,2016/8/30 17:27
13460,2016/8/30 17:27
4529,2016/8/30 17:28
5112,2016/8/30 17:28
4434,2016/8/30 17:28
17366,2016/8/30 17:28
7912,2016/8/30 17:28
16487,2016/8/30 17:28
5249,2016/8/30 17:29
2277,2016/8/30 17:29
11989,2016/8/30 17:29
16145,2016/8/30 17:29
17345,2016/8/30 17:29
14017,2016/8/30 17:29
8289,2016/8/30 17:29
3291,2016/8/30 17:29
14700,2016/8/30 17:29
11685,2016/8/30 17:30
13328,2016/8/30 17:30
14223,2016/8/30 17:30
7210,2016/8/30 17:30
2386,2016/8/30 17:30
1564,2016/8/30 17:30
10452,2016/8/30 17:30
5811,2016/8/30 17:30
15737,2016/8/30 17:30
2381,2016/8/30 17:30
6098,2016/8/30 17:30
2258,2016/8/30 17:31
6704,2016/8/30 17:31
16268,2016/8/30 17:31
12448,2016/8/30 17:31
2329,2016/8/30 17:31
1359,2016/8/30 17:31
15119,2016/8/30 17:31
16489,2016/8/30 17:31
5438,2016/8/30 17:31
15439,2016/8/30 17:31
11718,2016/8/30 17:32
10387,2016/8/30 17:32
10210,2016/8/30 17:32
2930,2016/8/30 17:32
5819,2016/8/30 17:32
9035,2016/8/30 17:32
11595,2016/8/30 17:32
3453,2016/8/30 17:32
14765,2016/8/30 17:33
1596,2016/8/30 17:33
14114,2016/8/30 17:33
17417,2016/8/30 17:33
9565,2016/8/30 17:33
8209,2016/8/30 17:33
13533,2016/8/30 17:33
15255,2016/8/30 17:33
3922,2016/8/30 17:33
348,2016/8/30 17:33
3300,2016/8/30 17:33
16479,2016/8/30 17:33
4927,2016/8/30 17:34
12977,2016/8/30 17:34
8034,2016/8/30 17:34
17382,2016/8/30 17:34
12913,2016/8/30 17:34
10538,2016/8/30 17:34
5563,2016/8/30 17:34
6656,2016/8/30 17:34
691,2016/8/30 17:34
4958,2016/8/30 17:34
14366,2016/8/30 17:34
17661,2016/8/30 17:34
863,2016/8/30 17:34
13088,2016/8/30 17:34
9498,2016/8/30 17:34
542,2016/8/30 17:35
574,2016/8/30 17:35
15050,2016/8/30 17:35
9000,2016/8/30 17:35
5825,2016/8/30 17:35
5381,2016/8/30 17:35
9832,2016/8/30 17:35
9,2016/8/30 17:35
14472,2016/8/30 17:35
471,2016/8/30 17:35
15761,2016/8/30 17:35
14222,2016/8/30 17:36
11660,2016/8/30 17:36
5538,2016/8/30 17:36
9625,2016/8/30 17:36
9995,2016/8/30 17:36
2303,2016/8/30 17:36
15699,2016/8/30 17:36
11323,2016/8/30 17:36
4804,2016/8/30 17:36
5135,2016/8/30 17:36
14908,2016/8/30 17:36
10361,2016/8/30 17:36
15464,2016/8/30 17:36
6887,2016/8/30 17:36
14919,2016/8/30 17:36
7650,2016/8/30 17:36
9048,2016/8/30 17:36
8350,2016/8/30 17:37
12637,2016/8/30 17:37
17591,2016/8/30 17:37
8184,2016/8/30 17:37
3112,2016/8/30 17:37
17390,2016/8/30 17:37
4001,2016/8/30 17:37
9246,2016/8/30 17:38
13594,2016/8/30 17:38
11310,2016/8/30 17:38
7983,2016/8/30 17:38
14179,2016/8/30 17:38
7323,2016/8/30 17:38
11010,2016/8/30 17:38
2129,2016/8/30 17:38
11096,2016/8/30 17:39
12187,2016/8/30 17:39
5963,2016/8/30 17:39
503,2016/8/30 17:39
9679,2016/8/30 17:39
15938,2016/8/30 17:39
898,2016/8/30 17:39
15907,2016/8/30 17:39
17300,2016/8/30 17:40
16267,2016/8/30 17:40
1600,2016/8/30 17:40
17520,2016/8/30 17:40
7063,2016/8/30 17:40
8175,2016/8/30 17:40
3581,2016/8/30 17:40
17033,2016/8/30 17:40
6082,2016/8/30 17:40
6199,2016/8/30 17:41
3503,2016/8/30 17:41
6794,2016/8/30 17:41
1075,2016/8/30 17:41
4334,2016/8/30 17:41
6889,2016/8/30 17:41
3954,2016/8/30 17:42
12983,2016/8/30 17:42
7338,2016/8/30 17:42
16657,2016/8/30 17:42
4013,2016/8/30 17:42
551,2016/8/30 17:42
17590,2016/8/30 17:42
2244,2016/8/30 17:42
12365,2016/8/30 17:42
11516,2016/8/30 17:43
9423,2016/8/30 17:43
11947,2016/8/30 17:43
7384,2016/8/30 17:43
13515,2016/8/30 17:43
13393,2016/8/30 17:43
13504,2016/8/30 17:44
15062,2016/8/30 17:44
5577,2016/8/30 17:44
15854,2016/8/30 17:44
7981,2016/8/30 17:44
12890,2016/8/30 17:44
12020,2016/8/30 17:44
6419,2016/8/30 17:44
16100,2016/8/30 17:45
2085,2016/8/30 17:45
10090,2016/8/30 17:45
5201,2016/8/30 17:46
7457,2016/8/30 17:46
10526,2016/8/30 17:46
6359,2016/8/30 17:46
10548,2016/8/30 17:46
16768,2016/8/30 17:46
3500,2016/8/30 17:47
8841,2016/8/30 17:47
7999,2016/8/30 17:47
15742,2016/8/30 17:47
10921,2016/8/30 17:47
1223,2016/8/30 17:47
14900,2016/8/30 17:47
8852,2016/8/30 17:47
15324,2016/8/30 17:48
10390,2016/8/30 17:48
13675,2016/8/30 17:48
16299,2016/8/30 17:49
5942,2016/8/30 17:49
9414,2016/8/30 17:49
2192,2016/8/30 17:49
12152,2016/8/30 17:49
16108,2016/8/30 17:49
991,2016/8/30 17:50
515,2016/8/30 17:50
268,2016/8/30 17:50
12326,2016/8/30 17:50
10723,2016/8/30 17:51
11970,2016/8/30 17:51
1005,2016/8/30 17:51
16450,2016/8/30 17:51
2212,2016/8/30 17:51
5814,2016/8/30 17:51
16125,2016/8/30 17:52
8107,2016/8/30 17:52
4152,2016/8/30 17:52
9340,2016/8/30 17:52
16547,2016/8/30 17:52
551,2016/8/30 17:53
237,2016/8/30 17:53
6085,2016/8/30 17:53
4456,2016/8/30 17:54
12107,2016/8/30 17:54
17330,2016/8/30 17:54
12169,2016/8/30 17:54
17664,2016/8/30 17:54
15399,2016/8/30 17:54
16905,2016/8/30 17:54
8845,2016/8/30 17:54
15828,2016/8/30 17:54
7653,2016/8/30 17:55
14738,2016/8/30 17:55
1097,2016/8/30 17:55
11601,2016/8/30 17:56
1641,2016/8/30 17:56
17200,2016/8/30 17:56
6513,2016/8/30 17:57
14896,2016/8/30 17:57
14812,2016/8/30 17:57
16123,2016/8/30 17:58
615,2016/8/30 17:58
3052,2016/8/30 17:59
17019,2016/8/30 18:00
8218,2016/8/30 18:00
11584,2016/8/30 18:01
7886,2016/8/30 18:01
12660,2016/8/30 18:02
2981,2016/8/30 18:02
1816,2016/8/30 18:02
9891,2016/8/30 18:03
3777,2016/8/30 18:04
6334,2016/8/30 18:04
7562,2016/8/30 18:05
5842,2016/8/30 18:05
12400,2016/8/30 18:06
2100,2016/8/30 18:06
13117,2016/8/30 18:06
10580,2016/8/30 18:07
6837,2016/8/30 18:07
269,2016/8/30 18:07
17399,2016/8/30 18:08
14257,2016/8/30 18:08
11301,2016/8/30 18:09
6213,2016/8/30 18:10
7122,2016/8/30 18:11
8874,2016/8/30 18:11
16482,2016/8/30 18:11
8593,2016/8/30 18:11
2635,2016/8/30 18:12
16196,2016/8/30 18:13
17587,2016/8/30 18:14
14663,2016/8/30 18:15
202,2016/8/30 18:16
14783,2016/8/30 18:16
228,2016/8/30 18:16
8560,2016/8/30 18:16
15142,2016/8/30 18:16
8013,2016/8/30 18:18
13883,2016/8/30 18:18
8709,2016/8/30 18:19
16761,2016/8/30 18:19
8015,2016/8/30 18:19
5893,2016/8/30 18:20
6100,2016/8/30 18:20
3494,2016/8/30 18:20
8840,2016/8/30 18:21
1898,2016/8/30 18:21
3702,2016/8/30 18:22
16815,2016/8/30 18:24
8987,2016/8/30 18:24
5502,2016/8/30 18:26
1319,2016/8/30 18:26
1062,2016/8/30 18:27
6173,2016/8/30 18:27
17101,2016/8/30 18:27
15915,2016/8/30 18:28
9572,2016/8/30 18:30
2261,2016/8/30 18:32
12280,2016/8/30 18:32
351,2016/8/30 18:32
3221,2016/8/30 18:32
8108,2016/8/30 18:33
9652,2016/8/30 18:33
16971,2016/8/30 18:34
9960,2016/8/30 18:35
15424,2016/8/30 18:35
11255,2016/8/30 18:36
11751,2016/8/30 18:36
8860,2016/8/30 18:37
9547,2016/8/30 18:37
8638,2016/8/30 18:39
17113,2016/8/30 18:40
12787,2016/8/30 18:40
14894,2016/8/30 18:41
11001,2016/8/30 18:41
13855,2016/8/30 18:41
5543,2016/8/30 18:42
7487,2016/8/30 18:43
14221,2016/8/30 18:44
1416,2016/8/30 18:44
4195,2016/8/30 18:44
15776,2016/8/30 18:44
12715,2016/8/30 18:45
10578,2016/8/30 18:45
4571,2016/8/30 18:46
8124,2016/8/30 18:46
7617,2016/8/30 18:47
8565,2016/8/30 18:47
3051,2016/8/30 18:47
4014,2016/8/30 18:47
16101,2016/8/30 18:48
13103,2016/8/30 18:48
16929,2016/8/30 18:50
2656,2016/8/30 18:50
16662,2016/8/30 18:50
2799,2016/8/30 18:50
16653,2016/8/30 18:52
8254,2016/8/30 18:53
17116,2016/8/30 18:53
3005,2016/8/30 18:54
15413,2016/8/30 18:54
11740,2016/8/30 18:54
13062,2016/8/30 18:55
16612,2016/8/30 18:55
11235,2016/8/30 18:55
14609,2016/8/30 18:55
11762,2016/8/30 18:56
1827,2016/8/30 18:56
7411,2016/8/30 18:56
13338,2016/8/30 18:56
117,2016/8/30 18:57
9149,2016/8/30 18:57
9059,2016/8/30 18:57
5494,2016/8/30 18:58
12178,2016/8/30 18:59
197,2016/8/30 18:59
6400,2016/8/30 18:59
8515,2016/8/30 19:00
9503,2016/8/30 19:00
16989,2016/8/30 19:00
8294,2016/8/30 19:00
16697,2016/8/30 19:01
9799,2016/8/30 19:01
17266,2016/8/30 19:01
17172,2016/8/30 19:01
1515,2016/8/30 19:01
14862,2016/8/30 19:01
17689,2016/8/30 19:02
9308,2016/8/30 19:02
16708,2016/8/30 19:03
11631,2016/8/30 19:03
4156,2016/8/30 19:03
12511,2016/8/30 19:03
6186,2016/8/30 19:04
7822,2016/8/30 19:04
12881,2016/8/30 19:04
10326,2016/8/30 19:04
9731,2016/8/30 19:04
14243,2016/8/30 19:04
15136,2016/8/30 19:05
1289,2016/8/30 19:05
7276,2016/8/30 19:05
13666,2016/8/30 19:05
4240,2016/8/30 19:05
12760,2016/8/30 19:05
7469,2016/8/30 19:05
13889,2016/8/30 19:05
7582,2016/8/30 19:06
3631,2016/8/30 19:06
10472,2016/8/30 19:07
9296,2016/8/30 19:07
14207,2016/8/30 19:07
12744,2016/8/30 19:07
759,2016/8/30 19:07
17362,2016/8/30 19:07
9023,2016/8/30 19:08
11265,2016/8/30 19:08
7178,2016/8/30 19:08
7517,2016/8/30 19:08
17606,2016/8/30 19:08
13412,2016/8/30 19:09
1894,2016/8/30 19:09
4039,2016/8/30 19:09
1400,2016/8/30 19:09
3106,2016/8/30 19:09
10072,2016/8/30 19:09
12167,2016/8/30 19:10
13907,2016/8/30 19:10
11545,2016/8/30 19:10
14195,2016/8/30 19:10
12861,2016/8/30 19:10
6242,2016/8/30 19:11
5563,2016/8/30 19:11
12202,2016/8/30 19:11
4196,2016/8/30 19:11
16482,2016/8/30 19:11
10407,2016/8/30 19:11
7581,2016/8/30 19:12
9667,2016/8/30 19:12
4347,2016/8/30 19:12
12226,2016/8/30 19:12
2970,2016/8/30 19:12
4368,2016/8/30 19:12
16055,2016/8/30 19:13
4214,2016/8/30 19:13
15434,2016/8/30 19:13
1865,2016/8/30 19:13
15250,2016/8/30 19:13
14687,2016/8/30 19:13
16971,2016/8/30 19:13
3361,2016/8/30 19:13
7991,2016/8/30 19:14
5890,2016/8/30 19:14
8192,2016/8/30 19:14
12243,2016/8/30 19:14
2800,2016/8/30 19:14
15417,2016/8/30 19:14
14040,2016/8/30 19:14
8475,2016/8/30 19:14
17349,2016/8/30 19:15
6755,2016/8/30 19:15
2924,2016/8/30 19:15
12417,2016/8/30 19:15
2675,2016/8/30 19:16
17129,2016/8/30 19:16
7484,2016/8/30 19:16
11617,2016/8/30 19:17
10335,2016/8/30 19:17
2433,2016/8/30 19:17
13660,2016/8/30 19:17
16821,2016/8/30 19:17
3302,2016/8/30 19:17
17715,2016/8/30 19:18
17268,2016/8/30 19:18
13921,2016/8/30 19:18
16851,2016/8/30 19:18
6733,2016/8/30 19:18
13555,2016/8/30 19:18
10362,2016/8/30 19:18
8713,2016/8/30 19:18
4014,2016/8/30 19:18
6636,2016/8/30 19:18
3801,2016/8/30 19:19
14243,2016/8/30 19:19
9245,2016/8/30 19:19
3019,2016/8/30 19:19
7042,2016/8/30 19:19
17136,2016/8/30 19:19
817,2016/8/30 19:19
2545,2016/8/30 19:20
17322,2016/8/30 19:20
9372,2016/8/30 19:20
1197,2016/8/30 19:20
5002,2016/8/30 19:20
11378,2016/8/30 19:20
16949,2016/8/30 19:20
9738,2016/8/30 19:21
76,2016/8/30 19:21
4129,2016/8/30 19:21
1624,2016/8/30 19:21
11348,2016/8/30 19:21
6504,2016/8/30 19:21
14673,2016/8/30 19:21
5503,2016/8/30 19:22
17441,2016/8/30 19:22
1486,2016/8/30 19:22
15433,2016/8/30 19:22
7762,2016/8/30 19:23
1511,2016/8/30 19:23
13465,2016/8/30 19:23
2698,2016/8/30 19:23
10493,2016/8/30 19:23
11366,2016/8/30 19:23
2627,2016/8/30 19:23
15330,2016/8/30 19:23
15280,2016/8/30 19:23
108,2016/8/30 19:23
13457,2016/8/30 19:23
8852,2016/8/30 19:24
10298,2016/8/30 19:24
14767,2016/8/30 19:24
2829,2016/8/30 19:24
1915,2016/8/30 19:24
11258,2016/8/30 19:24
9094,2016/8/30 19:25
12758,2016/8/30 19:25
2544,2016/8/30 19:25
11541,2016/8/30 19:25
15726,2016/8/30 19:25
13175,2016/8/30 19:25
12351,2016/8/30 19:25
2217,2016/8/30 19:25
16065,2016/8/30 19:26
9995,2016/8/30 19:26
13032,2016/8/30 19:26
10859,2016/8/30 19:26
12783,2016/8/30 19:27
3126,2016/8/30 19:27
16652,2016/8/30 19:27
6768,2016/8/30 19:27
14144,2016/8/30 19:27
7354,2016/8/30 19:27
14478,2016/8/30 19:28
6578,2016/8/30 19:28
11829,2016/8/30 19:28
17088,2016/8/30 19:28
8328,2016/8/30 19:28
5720,2016/8/30 19:28
3929,2016/8/30 19:29
8929,2016/8/30 19:29
2994,2016/8/30 19:29
12436,2016/8/30 19:29
11875,2016/8/30 19:29
5273,2016/8/30 19:29
10088,2016/8/30 19:29
15167,2016/8/30 19:29
5050,2016/8/30 19:29
1212,2016/8/30 19:29
769,2016/8/30 19:30
7598,2016/8/30 19:30
11969,2016/8/30 19:30
6170,2016/8/30 19:30
4290,2016/8/30 19:30
10847,2016/8/30 19:30
17341,2016/8/30 19:30
799,2016/8/30 19:31
434,2016/8/30 19:31
2883,2016/8/30 19:31
12387,2016/8/30 19:31
9361,2016/8/30 19:31
16999,2016/8/30 19:31
1270,2016/8/30 19:31
8863,2016/8/30 19:31
6037,2016/8/30 19:32
2891,2016/8/30 19:32
11912,2016/8/30 19:32
7374,2016/8/30 19:33
8247,2016/8/30 19:33
749,2016/8/30 19:33
10785,2016/8/30 19:33
414,2016/8/30 19:33
4105,2016/8/30 19:33
14486,2016/8/30 19:33
15587,2016/8/30 19:33
1656,2016/8/30 19:33
8323,2016/8/30 19:33
2718,2016/8/30 19:33
8531,2016/8/30 19:34
10120,2016/8/30 19:34
10094,2016/8/30 19:34
5679,2016/8/30 19:34
13795,2016/8/30 19:34
9507,2016/8/30 19:34
367,2016/8/30 19:34
8300,2016/8/30 19:34
11973,2016/8/30 19:34
2656,2016/8/30 19:34
15705,2016/8/30 19:34
8895,2016/8/30 19:35
10615,2016/8/30 19:35
5817,2016/8/30 19:35
9936,2016/8/30 19:35
7589,2016/8/30 19:35
10284,2016/8/30 19:35
6309,2016/8/30 19:35
16834,2016/8/30 19:35
13036,2016/8/30 19:35
17144,2016/8/30 19:36
3602,2016/8/30 19:36
12938,2016/8/30 19:36
3743,2016/8/30 19:36
3250,2016/8/30 19:36
8498,2016/8/30 19:36
16662,2016/8/30 19:37
16066,2016/8/30 19:37
11637,2016/8/30 19:37
9709,2016/8/30 19:37
4996,2016/8/30 19:37
7951,2016/8/30 19:37
5927,2016/8/30 19:37
1613,2016/8/30 19:37
7389,2016/8/30 19:38
12032,2016/8/30 19:38
1434,2016/8/30 19:38
8484,2016/8/30 19:39
2741,2016/8/30 19:39
1828,2016/8/30 19:39
5647,2016/8/30 19:39
13282,2016/8/30 19:39
2793,2016/8/30 19:39
11728,2016/8/30 19:39
9885,2016/8/30 19:39
11886,2016/8/30 19:39
6691,2016/8/30 19:39
7740,2016/8/30 19:40
16261,2016/8/30 19:40
1999,2016/8/30 19:40
14154,2016/8/30 19:40
7726,2016/8/30 19:40
556,2016/8/30 19:40
15199,2016/8/30 19:40
3188,2016/8/30 19:40
579,2016/8/30 19:40
1222,2016/8/30 19:41
6636,2016/8/30 19:41
8867,2016/8/30 19:41
7727,2016/8/30 19:41
5374,2016/8/30 19:42
17096,2016/8/30 19:42
16997,2016/8/30 19:42
12395,2016/8/30 19:42
13433,2016/8/30 19:42
12645,2016/8/30 19:42
5519,2016/8/30 19:42
10618,2016/8/30 19:42
11996,2016/8/30 19:43
17232,2016/8/30 19:43
16802,2016/8/30 19:43
9223,2016/8/30 19:43
12381,2016/8/30 19:43
2218,2016/8/30 19:43
7622,2016/8/30 19:43
11490,2016/8/30 19:44
3329,2016/8/30 19:44
12623,2016/8/30 19:44
5584,2016/8/30 19:44
15151,2016/8/30 19:44
14505,2016/8/30 19:44
162,2016/8/30 19:44
1606,2016/8/30 19:44
13394,2016/8/30 19:45
6264,2016/8/30 19:45
7800,2016/8/30 19:45
12403,2016/8/30 19:45
7810,2016/8/30 19:45
7009,2016/8/30 19:45
12541,2016/8/30 19:46
12593,2016/8/30 19:46
17025,2016/8/30 19:46
3344,2016/8/30 19:46
13734,2016/8/30 19:46
11372,2016/8/30 19:46
1272,2016/8/30 19:46
11995,2016/8/30 19:47
10214,2016/8/30 19:47
11884,2016/8/30 19:47
5434,2016/8/30 19:47
11290,2016/8/30 19:47
657,2016/8/30 19:47
17652,2016/8/30 19:47
7048,2016/8/30 19:47
10874,2016/8/30 19:48
8742,2016/8/30 19:48
13721,2016/8/30 19:48
11851,2016/8/30 19:48
3027,2016/8/30 19:48
9193,2016/8/30 19:48
10631,2016/8/30 19:48
11332,2016/8/30 19:49
14184,2016/8/30 19:49
12021,2016/8/30 19:49
15214,2016/8/30 19:49
196,2016/8/30 19:49
8450,2016/8/30 19:49
15059,2016/8/30 19:50
4181,2016/8/30 19:50
7581,2016/8/30 19:50
12832,2016/8/30 19:50
9572,2016/8/30 19:50
15471,2016/8/30 19:50
1289,2016/8/30 19:50
499,2016/8/30 19:50
4470,2016/8/30 19:50
1256,2016/8/30 19:50
16610,2016/8/30 19:51
3005,2016/8/30 19:51
3733,2016/8/30 19:51
3369,2016/8/30 19:51
17416,2016/8/30 19:51
2844,2016/8/30 19:51
17534,2016/8/30 19:51
13096,2016/8/30 19:51
11127,2016/8/30 19:52
957,2016/8/30 19:52
1725,2016/8/30 19:52
2645,2016/8/30 19:52
5735,2016/8/30 19:52
2475,2016/8/30 19:52
7529,2016/8/30 19:52
15907,2016/8/30 19:52
9343,2016/8/30 19:52
15967,2016/8/30 19:53
2046,2016/8/30 19:53
12068,2016/8/30 19:53
15771,2016/8/30 19:53
6001,2016/8/30 19:53
3751,2016/8/30 19:53
9369,2016/8/30 19:53
11211,2016/8/30 19:54
8846,2016/8/30 19:54
9579,2016/8/30 19:54
3829,2016/8/30 19:54
10381,2016/8/30 19:54
5765,2016/8/30 19:54
8418,2016/8/30 19:55
17668,2016/8/30 19:55
14362,2016/8/30 19:55
9327,2016/8/30 19:55
17248,2016/8/30 19:55
10450,2016/8/30 19:55
5628,2016/8/30 19:55
10647,2016/8/30 19:55
771,2016/8/30 19:55
1840,2016/8/30 19:55
502,2016/8/30 19:55
13840,2016/8/30 19:55
4668,2016/8/30 19:55
12255,2016/8/30 19:56
7857,2016/8/30 19:56
7224,2016/8/30 19:56
8144,2016/8/30 19:57
13210,2016/8/30 19:57
12263,2016/8/30 19:57
1511,2016/8/30 19:57
14447,2016/8/30 19:57
11249,2016/8/30 19:58
10367,2016/8/30 19:58
5391,2016/8/30 19:58
5697,2016/8/30 19:58
17705,2016/8/30 19:58
11135,2016/8/30 19:58
10553,2016/8/30 19:58
2281,2016/8/30 19:59
10226,2016/8/30 19:59
16687,2016/8/30 19:59
2453,2016/8/30 19:59
17133,2016/8/30 19:59
917,2016/8/30 19:59
10543,2016/8/30 19:59
3942,2016/8/30 19:59
2304,2016/8/30 20:00
15700,2016/8/30 20:00
13954,2016/8/30 20:00
17118,2016/8/30 20:00
12648,2016/8/30 20:00
11273,2016/8/30 20:00
9959,2016/8/30 20:00
6323,2016/8/30 20:00
12819,2016/8/30 20:01
10779,2016/8/30 20:01
1113,2016/8/30 20:01
4892,2016/8/30 20:01
7207,2016/8/30 20:01
6383,2016/8/30 20:02
5358,2016/8/30 20:02
4808,2016/8/30 20:02
4207,2016/8/30 20:02
12547,2016/8/30 20:02
450,2016/8/30 20:02
9338,2016/8/30 20:02
