UID,ST,BID
6470,2020/8/4 20:46,144437
4662,2020/8/4 20:50,84960
6729,2020/8/4 20:52,17432
3403,2020/8/4 20:54,55585
8923,2020/8/4 21:01,14611
5119,2020/8/4 21:04,57227
4183,2020/8/4 21:08,127712
1678,2020/8/4 21:11,12850
2647,2020/8/4 21:14,67047
8334,2020/8/4 21:17,144668
8388,2020/8/4 21:20,36431
7003,2020/8/4 21:23,86302
8800,2020/8/4 21:26,121844
7904,2020/8/4 21:29,18297
5428,2020/8/4 21:35,139766
6454,2020/8/4 21:37,143488
6231,2020/8/4 21:40,55770
7549,2020/8/4 21:44,135676
8539,2020/8/4 21:48,94010
1882,2020/8/4 21:53,135129
3984,2020/8/4 22:01,92733
6855,2020/8/4 22:03,14482
7700,2020/8/4 22:06,93675
3003,2020/8/4 22:08,124589
8272,2020/8/4 22:12,91137
5703,2020/8/4 22:16,130259
8306,2020/8/4 22:22,112846
6942,2020/8/4 22:28,18692
6523,2020/8/4 22:30,46054
9245,2020/8/4 22:43,139334
3250,2020/8/4 22:49,33331
5631,2020/8/4 22:56,68517
1138,2020/8/4 23:09,120251
4312,2020/8/5 1:15,76423
6208,2020/8/5 3:32,51406
2459,2020/8/5 5:53,56308
2024,2020/8/5 6:15,48321
6269,2020/8/5 6:27,64710
3086,2020/8/5 6:38,72322
9322,2020/8/5 6:53,119499
4579,2020/8/5 6:56,66443
6484,2020/8/5 6:59,40613
6223,2020/8/5 7:02,100541
2174,2020/8/5 7:09,144390
6571,2020/8/5 7:16,76495
6240,2020/8/5 7:20,140900
9272,2020/8/5 7:24,134881
3747,2020/8/5 8:30,1580
6399,2020/8/5 11:58,133048
5803,2020/8/5 12:07,100516
6870,2020/8/5 12:12,130485
1347,2020/8/5 12:21,37748
7754,2020/8/5 12:29,86723
9332,2020/8/5 12:37,70344
7585,2020/8/5 12:43,66831
4846,2020/8/5 12:47,104943
8742,2020/8/5 12:55,146987
3769,2020/8/5 13:04,12701
2476,2020/8/5 13:13,124417
2058,2020/8/5 13:19,77078
3773,2020/8/5 13:26,147406
3025,2020/8/5 13:31,104343
7654,2020/8/5 13:38,135692
8473,2020/8/5 13:48,3423
7633,2020/8/5 13:52,130073
7304,2020/8/5 14:00,105858
4924,2020/8/5 14:04,87573
7996,2020/8/5 14:08,110190
8462,2020/8/5 14:11,84100
4441,2020/8/5 14:16,23582
2562,2020/8/5 14:22,124175
7408,2020/8/5 14:25,126285
1067,2020/8/5 14:28,93333
4168,2020/8/5 14:33,130910
9303,2020/8/5 14:39,111660
9272,2020/8/5 14:45,104812
9002,2020/8/5 14:51,12421
4999,2020/8/5 14:55,104211
5033,2020/8/5 14:58,29792
8058,2020/8/5 15:09,143900
8615,2020/8/5 15:14,137248
8080,2020/8/5 15:18,46352
3333,2020/8/5 15:29,131382
3472,2020/8/5 15:38,110225
2511,2020/8/5 15:43,7301
3237,2020/8/5 15:45,147006
4747,2020/8/5 15:57,43787
6589,2020/8/5 16:04,346
3252,2020/8/5 16:11,141105
9086,2020/8/5 16:16,112223
8893,2020/8/5 16:21,5704
6923,2020/8/5 16:24,137281
4205,2020/8/5 16:30,95918
67,2020/8/5 16:33,15660
8936,2020/8/5 16:36,67781
2466,2020/8/5 16:38,62745
8398,2020/8/5 16:41,50765
3678,2020/8/5 16:45,90397
6645,2020/8/5 16:48,29366
787,2020/8/5 16:54,3720
3640,2020/8/5 16:59,127594
7734,2020/8/5 17:04,138014
4670,2020/8/5 17:07,105737
4892,2020/8/5 17:08,14120
9284,2020/8/5 17:11,76982
8376,2020/8/5 17:13,46109
6850,2020/8/5 17:15,108491
8698,2020/8/5 17:18,22180
8973,2020/8/5 17:20,146780
9670,2020/8/5 17:23,145325
1904,2020/8/5 17:27,105182
4053,2020/8/5 17:28,96654
7453,2020/8/5 17:30,29662
7779,2020/8/5 17:33,130226
9086,2020/8/5 17:36,88924
3472,2020/8/5 17:38,48579
9369,2020/8/5 17:40,60319
5339,2020/8/5 17:43,4060
1634,2020/8/5 17:45,59117
6628,2020/8/5 17:48,130605
9318,2020/8/5 17:49,137978
6227,2020/8/5 17:52,124449
4143,2020/8/5 17:56,54101
1920,2020/8/5 17:58,18304
7432,2020/8/5 17:59,97213
7178,2020/8/5 18:02,26913
5761,2020/8/5 18:04,149125
3393,2020/8/5 18:06,37226
3081,2020/8/5 18:07,148728
1930,2020/8/5 18:09,18648
1455,2020/8/5 18:12,22424
2336,2020/8/5 18:13,116436
1899,2020/8/5 18:15,125681
1666,2020/8/5 18:17,149336
5665,2020/8/5 18:19,39928
6897,2020/8/5 18:22,148243
9009,2020/8/5 18:24,103780
6313,2020/8/5 18:25,56916
8541,2020/8/5 18:26,84339
803,2020/8/5 18:28,17844
4184,2020/8/5 18:30,112009
1829,2020/8/5 18:32,4253
8061,2020/8/5 18:34,147270
8463,2020/8/5 18:36,148761
9409,2020/8/5 18:38,149459
3936,2020/8/5 18:40,61875
1004,2020/8/5 18:42,98800
8372,2020/8/5 18:45,2948
7835,2020/8/5 18:46,122490
7199,2020/8/5 18:48,57548
2676,2020/8/5 18:50,135596
7180,2020/8/5 18:52,13436
9100,2020/8/5 18:54,145968
10056,2020/8/5 18:56,127130
5801,2020/8/5 18:59,43532
5586,2020/8/5 19:01,33961
7326,2020/8/5 19:03,41496
6596,2020/8/5 19:05,130369
2179,2020/8/5 19:09,15294
6835,2020/8/5 19:11,89554
8598,2020/8/5 19:13,114850
908,2020/8/5 19:14,70435
8141,2020/8/5 19:18,119806
6993,2020/8/5 19:20,121612
9059,2020/8/5 19:23,51616
7912,2020/8/5 19:27,147624
6460,2020/8/5 19:29,109133
1169,2020/8/5 19:32,143421
8651,2020/8/5 19:34,83973
5723,2020/8/5 19:37,88703
1173,2020/8/5 19:38,59087
3047,2020/8/5 19:41,93312
1841,2020/8/5 19:46,150034
985,2020/8/5 19:49,26597
8665,2020/8/5 19:53,148587
5286,2020/8/5 19:57,85919
7360,2020/8/5 20:02,75377
7680,2020/8/5 20:06,141792
558,2020/8/5 20:08,150364
9855,2020/8/5 20:13,15503
1214,2020/8/5 20:17,68544
8029,2020/8/5 20:20,149956
2189,2020/8/5 20:23,75639
6022,2020/8/5 20:26,61417
8171,2020/8/5 20:29,37684
137,2020/8/5 20:32,138883
6593,2020/8/5 20:39,125411
8697,2020/8/5 20:42,26346
7410,2020/8/5 20:45,81235
6802,2020/8/5 20:48,149546
8225,2020/8/5 20:50,48544
4902,2020/8/5 20:54,33417
1069,2020/8/5 20:57,137128
1684,2020/8/5 21:01,67544
1179,2020/8/5 21:04,90883
10041,2020/8/5 21:07,34842
8172,2020/8/5 21:09,65499
3805,2020/8/5 21:13,92731
8558,2020/8/5 21:15,130432
3235,2020/8/5 21:16,32744
2839,2020/8/5 21:19,121796
8051,2020/8/5 21:24,75252
4495,2020/8/5 21:29,44012
2748,2020/8/5 21:32,140578
2242,2020/8/5 21:36,104375
5215,2020/8/5 21:40,106550
7114,2020/8/5 21:46,90737
5608,2020/8/5 21:52,23154
8433,2020/8/5 21:57,151155
9112,2020/8/5 22:02,89918
9414,2020/8/5 22:08,127521
1186,2020/8/5 22:11,113138
7987,2020/8/5 22:17,151343
4736,2020/8/5 22:20,75187
8195,2020/8/5 22:23,132574
4446,2020/8/5 22:26,95829
5624,2020/8/5 22:30,9917
4893,2020/8/5 22:39,117136
9373,2020/8/5 22:46,114401
5842,2020/8/5 22:53,84903
6815,2020/8/5 23:08,68804
7340,2020/8/5 23:20,97507
7639,2020/8/5 23:28,43759
1306,2020/8/5 23:35,15105
1265,2020/8/5 23:42,104707
8898,2020/8/5 23:53,37480
5820,2020/8/6 0:01,32111
1265,2020/8/6 0:10,151943
8584,2020/8/6 0:19,47903
7075,2020/8/6 0:30,111185
1394,2020/8/6 0:47,109447
1576,2020/8/6 1:17,138873
7435,2020/8/6 1:32,89328
3412,2020/8/6 2:08,151119
7206,2020/8/6 2:40,98605
8656,2020/8/6 3:27,35975
1697,2020/8/6 5:19,49117
2713,2020/8/6 5:49,107642
5549,2020/8/6 6:06,13193
5245,2020/8/6 6:19,53679
2580,2020/8/6 6:32,129797
4357,2020/8/6 6:44,152359
8513,2020/8/6 6:55,6858
2546,2020/8/6 7:06,108799
1806,2020/8/6 7:19,152310
5568,2020/8/6 7:30,23508
9378,2020/8/6 7:42,20370
6339,2020/8/6 7:48,66946
7060,2020/8/6 7:55,10906
5788,2020/8/6 8:01,113226
2298,2020/8/6 8:08,151850
69,2020/8/6 8:11,36238
6173,2020/8/6 8:15,118694
9310,2020/8/6 8:22,115556
5407,2020/8/6 8:26,152555
10277,2020/8/6 8:30,97318
2435,2020/8/6 8:39,134228
5085,2020/8/6 8:43,40937
3609,2020/8/6 8:48,140301
515,2020/8/6 8:51,45303
9643,2020/8/6 8:55,71569
7313,2020/8/6 8:58,143428
1818,2020/8/6 9:02,135923
9123,2020/8/6 9:05,98949
1911,2020/8/6 9:09,93049
1085,2020/8/6 9:14,103342
688,2020/8/6 9:19,35002
1181,2020/8/6 9:23,65085
5380,2020/8/6 9:26,98002
8250,2020/8/6 9:30,39199
9056,2020/8/6 9:33,5097
5568,2020/8/6 9:40,33701
4547,2020/8/6 9:45,86351
9852,2020/8/6 9:48,112187
4237,2020/8/6 9:52,12848
9371,2020/8/6 9:55,152766
592,2020/8/6 9:59,45511
8017,2020/8/6 10:04,135361
9129,2020/8/6 10:09,51652
6935,2020/8/6 10:14,134571
4135,2020/8/6 10:18,150318
3370,2020/8/6 10:21,76774
7186,2020/8/6 10:23,119269
8408,2020/8/6 10:28,21568
6122,2020/8/6 10:35,79263
8094,2020/8/6 10:39,112504
7025,2020/8/6 10:44,42877
547,2020/8/6 10:49,5217
7446,2020/8/6 10:53,74769
6933,2020/8/6 10:55,46440
6559,2020/8/6 11:00,108602
6354,2020/8/6 11:02,118197
1008,2020/8/6 11:06,69318
5246,2020/8/6 11:16,43003
8364,2020/8/6 11:18,127522
2969,2020/8/6 11:20,55134
1191,2020/8/6 11:23,56495
3605,2020/8/6 11:33,64869
8445,2020/8/6 11:38,82987
122,2020/8/6 11:42,81959
8158,2020/8/6 11:52,116340
8417,2020/8/6 11:56,98844
9052,2020/8/6 12:01,13140
2210,2020/8/6 12:07,14548
2320,2020/8/6 12:14,91364
6280,2020/8/6 12:17,1576
8542,2020/8/6 12:27,69554
9296,2020/8/6 12:30,39121
6708,2020/8/6 12:34,30724
3970,2020/8/6 12:39,30937
4809,2020/8/6 12:43,73898
2620,2020/8/6 12:49,99891
3257,2020/8/6 12:55,135697
3529,2020/8/6 12:58,3279
9353,2020/8/6 13:02,15199
9319,2020/8/6 13:06,154079
4260,2020/8/6 13:09,69461
2512,2020/8/6 13:14,16671
9643,2020/8/6 13:18,71569
9134,2020/8/6 13:25,10571
7190,2020/8/6 13:28,68955
5858,2020/8/6 13:33,80840
5493,2020/8/6 13:37,142975
6611,2020/8/6 13:40,60729
7049,2020/8/6 13:46,153064
6354,2020/8/6 13:50,81853
7335,2020/8/6 13:56,152943
9884,2020/8/6 14:03,74482
8340,2020/8/6 14:08,66203
5823,2020/8/6 14:11,146632
5691,2020/8/6 14:19,59124
5789,2020/8/6 14:23,154331
6412,2020/8/6 14:25,121461
5067,2020/8/6 14:31,62001
7926,2020/8/6 14:35,154752
9377,2020/8/6 14:38,154739
6308,2020/8/6 14:44,45841
7348,2020/8/6 14:49,154585
8065,2020/8/6 14:54,74518
4214,2020/8/6 14:57,78898
3594,2020/8/6 15:02,100418
7472,2020/8/6 15:08,81843
2728,2020/8/6 15:11,101706
3637,2020/8/6 15:16,154932
4432,2020/8/6 15:23,86739
7064,2020/8/6 15:26,1665
6008,2020/8/6 15:29,14835
216,2020/8/6 15:31,32060
4132,2020/8/6 15:37,28517
6708,2020/8/6 15:39,68052
7911,2020/8/6 15:42,80576
8528,2020/8/6 15:44,76824
2638,2020/8/6 15:49,121095
3311,2020/8/6 15:52,152292
7237,2020/8/6 15:55,143460
5466,2020/8/6 15:59,5132
9841,2020/8/6 16:04,5720
5086,2020/8/6 16:07,152444
3099,2020/8/6 16:12,25912
5290,2020/8/6 16:17,155368
8035,2020/8/6 16:23,111770
2921,2020/8/6 16:25,126916
6183,2020/8/6 16:29,139919
795,2020/8/6 16:32,40737
6887,2020/8/6 16:35,40107
2324,2020/8/6 16:39,24163
7590,2020/8/6 16:42,131715
3309,2020/8/6 16:46,114727
6917,2020/8/6 16:49,40540
9126,2020/8/6 16:52,109639
5218,2020/8/6 16:55,76922
2709,2020/8/6 16:59,154373
1014,2020/8/6 17:02,99037
7839,2020/8/6 17:06,155709
3593,2020/8/6 17:10,79402
8747,2020/8/6 17:15,155238
6620,2020/8/6 17:17,85793
8373,2020/8/6 17:20,66065
9665,2020/8/6 17:22,20077
7448,2020/8/6 17:25,68615
1359,2020/8/6 17:26,126602
5967,2020/8/6 17:29,148044
6728,2020/8/6 17:32,12790
8182,2020/8/6 17:34,953
6901,2020/8/6 17:36,147152
3996,2020/8/6 17:39,92893
10101,2020/8/6 17:42,110874
2779,2020/8/6 17:43,100062
5442,2020/8/6 17:46,51253
661,2020/8/6 17:49,153324
6322,2020/8/6 17:50,16309
2322,2020/8/6 17:53,22989
10069,2020/8/6 17:56,88817
8645,2020/8/6 17:59,156136
5339,2020/8/6 18:02,44639
9720,2020/8/6 18:04,50076
2422,2020/8/6 18:07,156141
4185,2020/8/6 18:09,142185
1027,2020/8/6 18:10,59713
6437,2020/8/6 18:14,155525
7459,2020/8/6 18:17,5606
1725,2020/8/6 18:20,122327
8126,2020/8/6 18:21,122268
9824,2020/8/6 18:24,147981
61,2020/8/6 18:26,147674
6356,2020/8/6 18:29,109001
7970,2020/8/6 18:31,77061
214,2020/8/6 18:34,62684
7025,2020/8/6 18:37,136034
8959,2020/8/6 18:40,48472
5838,2020/8/6 18:40,156647
4670,2020/8/6 18:41,118475
9473,2020/8/6 18:43,87428
2878,2020/8/6 18:46,126980
8095,2020/8/6 18:49,24326
9379,2020/8/6 18:52,76713
3843,2020/8/6 18:58,37372
1010,2020/8/6 19:00,20942
9869,2020/8/6 19:04,156884
2387,2020/8/6 19:09,90170
8293,2020/8/6 19:11,34745
8915,2020/8/6 19:16,116792
7581,2020/8/6 19:19,100600
7597,2020/8/6 19:21,57066
8718,2020/8/6 19:23,52621
5202,2020/8/6 19:26,156998
1424,2020/8/6 19:30,77114
4785,2020/8/6 19:32,55626
8775,2020/8/6 19:35,104064
6249,2020/8/6 19:37,117667
3049,2020/8/6 19:41,157113
2985,2020/8/6 19:44,150145
8506,2020/8/6 19:46,122512
9888,2020/8/6 19:49,54847
3727,2020/8/6 19:52,95396
2835,2020/8/6 19:54,2411
4024,2020/8/6 19:57,84624
135,2020/8/6 20:01,31098
8074,2020/8/6 20:04,141431
8321,2020/8/6 20:05,135085
9383,2020/8/6 20:08,99393
5706,2020/8/6 20:09,10762
8017,2020/8/6 20:12,93298
2415,2020/8/6 20:14,85037
91,2020/8/6 20:16,134284
5009,2020/8/6 20:20,146423
7669,2020/8/6 20:24,108138
7934,2020/8/6 20:28,24288
7060,2020/8/6 20:31,99479
3550,2020/8/6 20:34,48936
6742,2020/8/6 20:37,157616
9091,2020/8/6 20:41,111166
8040,2020/8/6 20:43,151953
5311,2020/8/6 20:45,138147
4636,2020/8/6 20:48,116841
546,2020/8/6 20:51,14069
956,2020/8/6 20:56,106950
4550,2020/8/6 20:58,154089
8923,2020/8/6 21:00,64726
7304,2020/8/6 21:03,156189
8477,2020/8/6 21:06,95522
5074,2020/8/6 21:08,150130
2950,2020/8/6 21:10,155585
5064,2020/8/6 21:12,157810
986,2020/8/6 21:14,73779
2864,2020/8/6 21:17,156409
8382,2020/8/6 21:18,62590
3670,2020/8/6 21:20,94801
9828,2020/8/6 21:23,16230
80,2020/8/6 21:26,144022
5760,2020/8/6 21:27,149336
2418,2020/8/6 21:33,102119
8004,2020/8/6 21:34,111950
1975,2020/8/6 21:37,72168
9717,2020/8/6 21:39,81089
6037,2020/8/6 21:44,158305
4104,2020/8/6 21:46,53217
7172,2020/8/6 21:49,124465
1046,2020/8/6 21:57,158310
5950,2020/8/6 22:03,15770
4894,2020/8/6 22:07,158438
9969,2020/8/6 22:10,147329
10298,2020/8/6 22:14,5835
9930,2020/8/6 22:16,149117
9233,2020/8/6 22:20,31102
9773,2020/8/6 22:25,138636
8084,2020/8/6 22:26,122996
8000,2020/8/6 22:31,77451
349,2020/8/6 22:38,150024
8365,2020/8/6 22:44,157459
6455,2020/8/6 22:53,119056
6451,2020/8/6 23:00,20187
2362,2020/8/6 23:06,107492
6405,2020/8/6 23:13,115849
5438,2020/8/6 23:23,159055
9383,2020/8/6 23:33,91857
10275,2020/8/6 23:41,116221
8656,2020/8/6 23:54,52023
8201,2020/8/7 0:01,104880
7919,2020/8/7 0:15,120172
10269,2020/8/7 0:29,1658
3613,2020/8/7 0:53,159355
5797,2020/8/7 1:06,121567
8610,2020/8/7 1:24,151357
2881,2020/8/7 2:03,50408
2306,2020/8/7 2:30,62975
807,2020/8/7 4:28,159620
6101,2020/8/7 5:37,139053
10269,2020/8/7 6:15,18650
8951,2020/8/7 6:31,5201
3687,2020/8/7 6:48,153273
7712,2020/8/7 7:10,114667
3616,2020/8/7 7:20,136201
2798,2020/8/7 7:28,142683
2928,2020/8/7 7:44,153478
1056,2020/8/7 7:50,120612
4639,2020/8/7 7:56,150063
6066,2020/8/7 8:07,15461
1944,2020/8/7 8:12,97726
8187,2020/8/7 8:17,152523
6909,2020/8/7 8:25,70022
7910,2020/8/7 8:34,129863
6660,2020/8/7 8:37,114237
9681,2020/8/7 8:43,34747
10512,2020/8/7 8:47,107920
8062,2020/8/7 8:53,149196
8580,2020/8/7 9:00,148772
6754,2020/8/7 9:05,128137
6814,2020/8/7 9:12,160176
7552,2020/8/7 9:17,19468
10445,2020/8/7 9:23,10566
3166,2020/8/7 9:26,62298
1032,2020/8/7 9:34,122815
10311,2020/8/7 9:37,160266
1167,2020/8/7 9:43,4725
8625,2020/8/7 9:48,157808
6450,2020/8/7 9:54,1509
4620,2020/8/7 9:57,133080
9494,2020/8/7 10:01,94942
4472,2020/8/7 10:05,142254
4434,2020/8/7 10:11,54337
1374,2020/8/7 10:17,22733
1305,2020/8/7 10:21,147893
6170,2020/8/7 10:27,109241
9555,2020/8/7 10:31,34628
2579,2020/8/7 10:36,160443
3896,2020/8/7 10:40,51488
6011,2020/8/7 10:46,67336
2119,2020/8/7 10:53,93080
6700,2020/8/7 11:03,41428
1468,2020/8/7 11:07,71233
9605,2020/8/7 11:15,85104
8360,2020/8/7 11:22,56168
7220,2020/8/7 11:25,144858
9111,2020/8/7 11:28,119745
6938,2020/8/7 11:32,160623
6601,2020/8/7 11:40,134284
2818,2020/8/7 11:43,84891
8381,2020/8/7 11:49,150194
5993,2020/8/7 11:57,22867
7815,2020/8/7 12:04,26004
6602,2020/8/7 12:07,72516
9836,2020/8/7 12:10,717
4469,2020/8/7 12:14,38225
4676,2020/8/7 12:18,100618
8644,2020/8/7 12:21,92693
8009,2020/8/7 12:27,84686
9903,2020/8/7 12:30,160344
1373,2020/8/7 12:34,116501
8730,2020/8/7 12:37,91668
5585,2020/8/7 12:43,103504
10111,2020/8/7 12:47,157949
2116,2020/8/7 12:52,29137
4882,2020/8/7 12:56,52187
9791,2020/8/7 13:01,15379
9831,2020/8/7 13:04,47804
6287,2020/8/7 13:10,7629
9494,2020/8/7 13:13,4686
8439,2020/8/7 13:17,92497
7897,2020/8/7 13:19,121758
8441,2020/8/7 13:23,30378
1526,2020/8/7 13:27,145044
6043,2020/8/7 13:31,161134
8134,2020/8/7 13:34,117210
5331,2020/8/7 13:36,100345
10452,2020/8/7 13:40,58958
5519,2020/8/7 13:45,75461
3771,2020/8/7 13:48,28361
7421,2020/8/7 13:52,146937
7377,2020/8/7 13:58,76696
4765,2020/8/7 14:04,23640
2971,2020/8/7 14:10,115009
8344,2020/8/7 14:17,94835
8658,2020/8/7 14:21,32764
1942,2020/8/7 14:25,161125
8467,2020/8/7 14:32,52569
7250,2020/8/7 14:36,125026
10882,2020/8/7 14:41,13288
8967,2020/8/7 14:46,94567
216,2020/8/7 14:49,16749
6679,2020/8/7 14:53,189
7937,2020/8/7 14:57,22572
10210,2020/8/7 15:03,8286
7496,2020/8/7 15:10,109047
5859,2020/8/7 15:15,977
1836,2020/8/7 15:20,67475
3445,2020/8/7 15:23,155198
7182,2020/8/7 15:28,158392
5261,2020/8/7 15:33,27925
5578,2020/8/7 15:37,162528
7324,2020/8/7 15:44,141051
7828,2020/8/7 15:50,96017
9929,2020/8/7 15:53,14416
1183,2020/8/7 15:55,8890
5093,2020/8/7 15:58,33171
7455,2020/8/7 16:02,15453
9601,2020/8/7 16:06,95918
7638,2020/8/7 16:08,162787
9024,2020/8/7 16:13,127709
10456,2020/8/7 16:17,162846
3943,2020/8/7 16:21,77139
9390,2020/8/7 16:24,116749
6400,2020/8/7 16:26,105819
8800,2020/8/7 16:33,157179
6940,2020/8/7 16:36,74089
8285,2020/8/7 16:38,113740
7669,2020/8/7 16:41,58885
7833,2020/8/7 16:44,102404
7962,2020/8/7 16:47,160056
6305,2020/8/7 16:50,161116
1715,2020/8/7 16:53,10790
7468,2020/8/7 16:55,163177
5053,2020/8/7 16:58,102224
2355,2020/8/7 17:01,105404
1696,2020/8/7 17:03,13861
2284,2020/8/7 17:05,104999
3285,2020/8/7 17:07,143297
3765,2020/8/7 17:11,43063
1171,2020/8/7 17:14,71483
3047,2020/8/7 17:17,41772
3540,2020/8/7 17:21,13680
5054,2020/8/7 17:24,66073
2831,2020/8/7 17:28,66867
7428,2020/8/7 17:31,128480
9817,2020/8/7 17:34,163150
5391,2020/8/7 17:36,163401
5308,2020/8/7 17:37,153180
10516,2020/8/7 17:40,87216
5384,2020/8/7 17:44,150145
9652,2020/8/7 17:47,2718
2373,2020/8/7 17:51,118439
4791,2020/8/7 17:57,133248
6009,2020/8/7 17:59,87441
8442,2020/8/7 18:02,34776
5843,2020/8/7 18:03,132012
5493,2020/8/7 18:07,61687
5820,2020/8/7 18:11,94932
7652,2020/8/7 18:13,144230
5967,2020/8/7 18:15,58512
6990,2020/8/7 18:17,77655
9897,2020/8/7 18:19,23446
10107,2020/8/7 18:22,42629
8861,2020/8/7 18:24,33609
6058,2020/8/7 18:26,159159
9230,2020/8/7 18:28,124568
1250,2020/8/7 18:30,163654
2772,2020/8/7 18:32,155180
1310,2020/8/7 18:35,111498
2793,2020/8/7 18:37,122667
2542,2020/8/7 18:40,159138
5644,2020/8/7 18:43,161625
749,2020/8/7 18:44,164207
5831,2020/8/7 18:45,164307
10503,2020/8/7 18:47,146375
3641,2020/8/7 18:50,99106
2858,2020/8/7 18:52,75915
8699,2020/8/7 18:53,78180
3790,2020/8/7 18:54,114702
9299,2020/8/7 18:57,59802
9281,2020/8/7 19:00,164506
544,2020/8/7 19:02,89625
1207,2020/8/7 19:04,33523
5834,2020/8/7 19:06,77804
2998,2020/8/7 19:09,132464
10309,2020/8/7 19:12,14165
8941,2020/8/7 19:14,164524
9936,2020/8/7 19:16,81649
6979,2020/8/7 19:19,151477
7735,2020/8/7 19:20,35697
3479,2020/8/7 19:21,142275
8957,2020/8/7 19:23,86136
3714,2020/8/7 19:26,120720
8288,2020/8/7 19:30,51203
4623,2020/8/7 19:33,119479
1785,2020/8/7 19:34,76108
10839,2020/8/7 19:37,161409
2793,2020/8/7 19:39,107421
5820,2020/8/7 19:41,69959
6724,2020/8/7 19:43,49163
3991,2020/8/7 19:45,108530
8232,2020/8/7 19:49,134294
8489,2020/8/7 19:51,161324
10596,2020/8/7 19:54,161389
9768,2020/8/7 19:58,137408
6520,2020/8/7 19:59,164573
7311,2020/8/7 20:02,124222
5943,2020/8/7 20:04,116991
4828,2020/8/7 20:07,109134
6625,2020/8/7 20:10,123204
9461,2020/8/7 20:11,96751
9011,2020/8/7 20:13,165215
7581,2020/8/7 20:16,100600
5969,2020/8/7 20:20,116423
2851,2020/8/7 20:24,123659
1395,2020/8/7 20:27,62819
4454,2020/8/7 20:29,165423
4061,2020/8/7 20:33,78670
7688,2020/8/7 20:37,62273
3051,2020/8/7 20:39,105603
2011,2020/8/7 20:41,81989
9865,2020/8/7 20:45,86377
222,2020/8/7 20:48,116268
10158,2020/8/7 20:52,107270
2476,2020/8/7 20:54,153677
9470,2020/8/7 20:56,35486
6330,2020/8/7 20:59,157483
9039,2020/8/7 21:00,157686
10272,2020/8/7 21:02,10795
8442,2020/8/7 21:04,161072
8081,2020/8/7 21:06,15337
5415,2020/8/7 21:09,34789
10161,2020/8/7 21:15,165899
879,2020/8/7 21:19,151322
5783,2020/8/7 21:22,145840
1864,2020/8/7 21:23,116284
7888,2020/8/7 21:26,115099
10131,2020/8/7 21:29,66884
5574,2020/8/7 21:32,66759
9286,2020/8/7 21:35,40475
2557,2020/8/7 21:38,111030
10086,2020/8/7 21:40,119628
9927,2020/8/7 21:45,12522
2069,2020/8/7 21:50,166186
6597,2020/8/7 21:56,19053
9025,2020/8/7 21:59,166290
7823,2020/8/7 22:06,166358
7106,2020/8/7 22:11,91606
9784,2020/8/7 22:19,114880
1450,2020/8/7 22:23,136925
3028,2020/8/7 22:28,74797
1276,2020/8/7 22:30,50238
1297,2020/8/7 22:35,116927
1723,2020/8/7 22:41,166545
4206,2020/8/7 22:48,153689
5230,2020/8/7 23:00,120423
6680,2020/8/7 23:06,52692
7906,2020/8/7 23:16,164665
7338,2020/8/7 23:26,141818
2752,2020/8/7 23:31,166895
5222,2020/8/7 23:46,166532
6209,2020/8/8 0:07,124696
5168,2020/8/8 0:21,84099
2456,2020/8/8 0:33,153972
1946,2020/8/8 0:49,167212
5305,2020/8/8 1:15,107873
1731,2020/8/8 1:53,79433
8428,2020/8/8 2:53,107474
5957,2020/8/8 4:22,167341
8864,2020/8/8 5:34,47224
10476,2020/8/8 5:51,38413
2784,2020/8/8 6:05,102577
3014,2020/8/8 6:17,64845
4357,2020/8/8 6:27,48964
9053,2020/8/8 6:36,167441
8556,2020/8/8 6:39,41579
5387,2020/8/8 6:42,151461
9921,2020/8/8 6:52,108430
6660,2020/8/8 6:57,165451
3753,2020/8/8 7:02,111368
3863,2020/8/8 7:06,98266
8887,2020/8/8 7:08,158944
7687,2020/8/8 7:10,94114
638,2020/8/8 7:16,23205
4450,2020/8/8 7:19,14660
559,2020/8/8 7:20,67729
9954,2020/8/8 7:22,113504
10432,2020/8/8 7:26,122662
546,2020/8/8 7:29,9766
4469,2020/8/8 7:32,113462
8007,2020/8/8 7:35,96110
1120,2020/8/8 7:38,160303
2978,2020/8/8 7:40,158052
8726,2020/8/8 7:42,72067
10814,2020/8/8 7:44,166408
3662,2020/8/8 7:47,41682
76,2020/8/8 7:50,144511
8201,2020/8/8 7:52,42680
10329,2020/8/8 7:54,82522
6910,2020/8/8 7:55,143673
5626,2020/8/8 7:58,52835
7074,2020/8/8 7:59,67561
663,2020/8/8 8:00,150653
2195,2020/8/8 8:03,108478
3350,2020/8/8 8:06,56231
1026,2020/8/8 8:07,117461
8917,2020/8/8 8:10,30002
1177,2020/8/8 8:12,4813
6289,2020/8/8 8:13,91284
9424,2020/8/8 8:15,107145
2722,2020/8/8 8:19,44939
8324,2020/8/8 8:22,143665
5558,2020/8/8 8:24,86726
7755,2020/8/8 8:25,110658
4941,2020/8/8 8:29,76444
8818,2020/8/8 8:30,878
2679,2020/8/8 8:31,161718
5700,2020/8/8 8:33,39387
3132,2020/8/8 8:34,45305
2821,2020/8/8 8:36,104126
1987,2020/8/8 8:38,118254
3534,2020/8/8 8:39,30307
4789,2020/8/8 8:41,63284
749,2020/8/8 8:43,45148
5367,2020/8/8 8:45,98186
8498,2020/8/8 8:47,149389
