ID,EX,EY
8745,121.434,31.252
8746,121.485,31.174
8747,121.49,31.258
8748,121.491,31.331
8749,121.396,31.247
8750,121.526,31.258
8751,121.509,31.289
8752,121.372,31.244
8753,121.504,31.336
8754,121.38,31.318
8755,121.463,31.218
8756,121.482,31.202
8757,121.366,31.119
8758,121.425,31.203
8759,121.522,31.309
8760,121.508,31.297
8761,121.402,31.284
8762,121.414,31.148
8763,121.529,31.283
8764,121.492,31.262
8765,121.423,31.264
8766,121.449,31.225
8767,121.464,31.218
8768,121.483,31.232
8769,121.482,31.196
8770,121.404,31.294
8771,121.508,31.297
8772,121.516,31.274
8773,121.403,31.291
8774,121.385,31.25
8775,121.509,31.308
8776,121.481,31.201
8777,121.443,31.239
8778,121.418,31.265
8779,121.529,31.321
8780,121.598,31.137
8781,121.448,31.21
8782,121.392,31.26
8783,121.58,31.27
8784,121.52,31.315
8785,121.411,31.169
8786,121.471,31.21
8787,121.471,31.215
8788,121.47,31.288
8789,121.51,31.186
8790,121.419,31.27
8791,121.535,31.288
8792,121.507,31.268
8793,121.494,31.202
8794,121.451,31.194
8795,121.478,31.268
8796,121.437,31.227
8797,121.49,31.228
8798,121.507,31.263
8799,121.506,31.262
8800,121.491,31.342
8801,121.527,31.311
8802,121.533,31.318
8803,121.407,31.209
8804,121.531,31.281
8805,121.343,31.146
8806,121.54,31.284
8807,121.511,31.294
8808,121.459,31.272
8809,121.427,31.29
8810,121.525,31.308
8811,121.435,31.275
8812,121.543,31.204
8813,121.51,31.251
8814,121.513,31.3
8815,121.432,31.277
8816,121.415,31.218
8817,121.484,31.217
8818,121.382,31.222
8819,121.5,31.296
8820,121.532,31.3
8821,121.437,31.226
8822,121.432,31.281
8823,121.407,31.251
8824,121.487,31.202
8825,121.488,31.292
8826,121.397,31.321
8827,121.53,31.259
8828,121.506,31.27
8829,121.394,31.155
8830,121.401,31.154
8831,121.501,31.259
8832,121.538,31.329
8833,121.406,31.277
8834,121.457,31.185
8835,121.412,31.169
8836,121.465,31.253
8837,121.405,31.215
8838,121.422,31.212
8839,121.441,31.216
8840,121.421,31.201
8841,121.459,31.216
8842,121.41,31.268
8843,121.523,31.317
8844,121.446,31.133
8845,121.489,31.276
8846,121.469,31.25
8847,121.506,31.261
8848,121.508,31.268
8849,121.394,31.26
8850,121.455,31.203
8851,121.459,31.216
8852,121.486,31.302
8853,121.39,31.088
8854,121.488,31.337
8855,121.387,31.214
8856,121.477,31.238
8857,121.473,31.32
8858,121.5,31.381
8859,121.529,31.267
8860,121.43,31.142
8861,121.438,31.205
8862,121.524,31.315
8863,121.499,31.204
8864,121.518,31.284
8865,121.448,31.189
8866,121.457,31.214
8867,121.389,31.32
8868,121.481,31.247
8869,121.538,31.316
8870,121.39,31.257
8871,121.403,31.198
8872,121.496,31.278
8873,121.517,31.222
8874,121.452,31.273
8875,121.401,31.253
8876,121.414,31.27
8877,121.47,31.288
8878,121.505,31.285
8879,121.366,31.227
8880,121.452,31.279
8881,121.429,31.269
8882,121.353,31.164
8883,121.535,31.299
8884,121.505,31.166
8885,121.475,31.216
8886,121.45,31.219
8887,121.374,31.322
8888,121.413,31.276
8889,121.44,31.196
8890,121.347,31.293
8891,121.403,31.307
8892,121.43,31.256
8893,121.476,31.298
8894,121.451,31.18
8895,121.467,31.207
8896,121.446,31.229
8897,121.366,31.176
8898,121.405,31.239
8899,121.411,31.302
8900,121.387,31.229
8901,121.508,31.272
8902,121.474,31.202
8903,121.412,31.212
8904,121.44,31.332
8905,121.457,31.231
8906,121.468,31.233
8907,121.479,31.22
8908,121.383,31.25
8909,121.385,31.107
8910,121.421,31.272
8911,121.537,31.295
8912,121.493,31.262
8913,121.534,31.26
8914,121.406,31.307
8915,121.372,31.237
8916,121.372,31.217
8917,121.473,31.267
8918,121.48,31.337
8919,121.467,31.303
8920,121.458,31.268
8921,121.401,31.131
8922,121.415,31.14
8923,121.418,31.167
8924,121.529,31.318
8925,121.474,31.266
8926,121.435,31.136
8927,121.484,31.261
8928,121.455,31.311
8929,121.416,31.272
8930,121.37,31.246
8931,121.531,31.263
8932,121.511,31.302
8933,121.445,31.165
8934,121.536,31.324
8935,121.505,31.164
8936,121.457,31.201
8937,121.383,31.166
8938,121.415,31.269
8939,121.532,31.319
8940,121.397,31.228
8941,121.397,31.228
8942,121.49,31.28
8943,121.54,31.187
8944,121.535,31.324
8945,121.464,31.183
8946,121.427,31.294
8947,121.45,31.344
8948,121.481,31.277
8949,121.516,31.274
8950,121.405,31.237
8951,121.503,31.293
8952,121.479,31.27
8953,121.521,31.3
8954,121.586,31.264
8955,121.404,31.221
8956,121.527,31.318
8957,121.381,31.194
8958,121.451,31.279
8959,121.448,31.263
8960,121.383,31.111
8961,121.479,31.202
8962,121.482,31.253
8963,121.531,31.323
8964,121.397,31.171
8965,121.451,31.139
8966,121.387,31.137
8967,121.357,31.249
8968,121.402,31.261
8969,121.46,31.221
8970,121.459,31.159
8971,121.479,31.27
8972,121.536,31.333
8973,121.403,31.133
8974,121.432,31.226
8975,121.505,31.182
8976,121.403,31.191
8977,121.503,31.222
8978,121.383,31.246
8979,121.558,31.183
8980,121.524,31.322
8981,121.553,31.28
8982,121.531,31.3
8983,121.354,31.282
8985,121.318,31.137
8986,121.443,31.27
8987,121.344,31.289
8988,121.426,31.182
8989,121.42,31.288
8990,121.467,31.215
8991,121.483,31.29
8992,121.471,31.254
8993,121.416,31.13
8994,121.323,31.296
8995,121.483,31.29
8996,121.543,31.271
8997,121.531,31.33
8998,121.463,31.214
8999,121.379,31.325
9000,121.539,31.314
9001,121.553,31.182
9002,121.515,31.311
9003,121.506,31.321
9004,121.5,31.151
9005,121.433,31.187
9006,121.443,31.269
9007,121.467,31.261
9009,121.477,31.264
9010,121.432,31.332
9011,121.455,31.209
9012,121.472,31.204
9013,121.533,31.321
9014,121.503,31.152
9015,121.419,31.237
9016,121.442,31.195
9017,121.466,31.332
9018,121.535,31.315
9019,121.348,31.26
9020,121.446,31.225
9021,121.44,31.194
9022,121.494,31.3
9023,121.477,31.271
9024,121.436,31.187
9025,121.469,31.25
9026,121.355,31.166
9027,121.414,31.27
9028,121.429,31.154
9029,121.481,31.25
9030,121.403,31.307
9031,121.513,31.302
9032,121.532,31.328
9033,121.508,31.297
9034,121.508,31.303
9035,121.465,31.219
9036,121.477,31.3
9037,121.421,31.234
9038,121.514,31.303
9039,121.398,31.217
9040,121.37,31.176
9041,121.467,31.248
9042,121.48,31.225
9043,121.535,31.285
9044,121.479,31.311
9045,121.557,31.271
9046,121.401,31.133
9047,121.519,31.291
9048,121.522,31.316
9049,121.313,31.203
9050,121.43,31.136
9051,121.432,31.151
9052,121.492,31.229
9053,121.492,31.254
9054,121.458,31.212
9055,121.461,31.217
9056,121.519,31.31
9057,121.551,31.29
9058,121.515,31.302
9059,121.474,31.33
9060,121.478,31.235
9061,121.518,31.301
9062,121.467,31.302
9063,121.465,31.219
9064,121.409,31.279
9065,121.419,31.175
9066,121.506,31.329
9067,121.423,31.264
9068,121.468,31.263
9069,121.537,31.311
9070,121.337,31.148
9071,121.352,31.279
9072,121.444,31.323
9073,121.437,31.205
9074,121.56,31.247
9075,121.328,31.242
9076,121.507,31.329
9077,121.519,31.31
9078,121.403,31.132
9079,121.419,31.287
9080,121.519,31.31
9081,121.488,31.337
9082,121.495,31.215
9083,121.437,31.182
9084,121.48,31.258
9085,121.533,31.295
9086,121.445,31.198
9087,121.319,31.29
9088,121.481,31.295
9089,121.49,31.28
9090,121.462,31.274
9091,121.459,31.196
9092,121.389,31.205
9093,121.437,31.304
9094,121.574,31.243
9095,121.459,31.23
9096,121.593,31.261
9097,121.369,31.255
9098,121.482,31.28
9099,121.43,31.204
9101,121.368,31.102
9102,121.463,31.217
9103,121.536,31.27
9104,121.42,31.157
9105,121.48,31.269
9106,121.38,31.251
9107,121.48,31.269
9108,121.491,31.395
9109,121.421,31.139
9110,121.523,31.281
9111,121.451,31.278
9112,121.432,31.238
9113,121.444,31.257
9114,121.452,31.279
9115,121.529,31.259
9116,121.475,31.215
9117,121.499,31.207
9118,121.487,31.281
9119,121.488,31.411
9120,121.421,31.279
9121,121.457,31.296
9122,121.479,31.32
9123,121.314,31.297
9124,121.498,31.262
9125,121.414,31.27
9126,121.425,31.329
9127,121.449,31.293
9128,121.397,31.321
9129,121.472,31.318
9130,121.616,31.28
9131,121.498,31.267
9132,121.382,31.283
9133,121.365,31.227
9134,121.471,31.193
9135,121.374,31.238
9136,121.478,31.258
9137,121.488,31.314
9138,121.529,31.286
9139,121.416,31.217
9140,121.367,31.237
9141,121.45,31.193
9142,121.474,31.254
9143,121.507,31.216
9144,121.469,31.272
9145,121.464,31.25
9146,121.323,31.286
9147,121.489,31.217
9148,121.503,31.311
9149,121.506,31.281
9150,121.464,31.272
9151,121.423,31.159
9152,121.493,31.268
9153,121.557,31.252
9154,121.469,31.244
9155,121.432,31.317
9156,121.482,31.287
9157,121.39,31.064
9158,121.423,31.177
9159,121.516,31.297
9160,121.423,31.177
9161,121.462,31.318
9162,121.442,31.179
9163,121.538,31.329
9164,121.538,31.316
9165,121.52,31.294
9166,121.428,31.196
9167,121.494,31.302
9168,121.451,31.293
9169,121.433,31.214
9171,121.468,31.245
9172,121.422,31.144
9173,121.418,31.195
9174,121.429,31.3
9175,121.432,31.194
9176,121.513,31.311
9177,121.434,31.168
9179,121.471,31.21
9180,121.403,31.211
9181,121.49,31.246
9182,121.476,31.197
9183,121.401,31.146
9184,121.513,31.299
9185,121.475,31.261
9186,121.478,31.232
9187,121.47,31.205
9188,121.481,31.265
9189,121.487,31.25
9190,121.503,31.273
9191,121.397,31.239
9192,121.385,31.279
9193,121.46,31.246
9194,121.527,31.309
9195,121.442,31.175
9196,121.463,31.225
9197,121.523,31.325
9198,121.348,31.281
9199,121.43,31.22
9200,121.385,31.153
9201,121.428,31.303
9202,121.475,31.276
9203,121.444,31.181
9204,121.475,31.276
9205,121.482,31.336
9206,121.422,31.275
9207,121.422,31.193
9208,121.475,31.233
9209,121.506,31.321
9210,121.466,31.255
9211,121.583,31.245
9212,121.47,31.215
9213,121.539,31.286
9214,121.511,31.302
9215,121.49,31.312
9216,121.473,31.236
9217,121.369,31.255
9218,121.412,31.229
9219,121.531,31.288
9220,121.484,31.304
9221,121.4,31.289
9222,121.434,31.197
9223,121.521,31.291
9224,121.45,31.274
9225,121.47,31.287
9226,121.451,31.135
9227,121.429,31.256
9228,121.439,31.206
9229,121.389,31.178
9230,121.523,31.224
9231,121.451,31.274
9232,121.37,31.24
9233,121.526,31.324
9234,121.449,31.16
9235,121.454,31.336
9236,121.482,31.268
9237,121.384,31.258
9238,121.423,31.237
9239,121.313,31.249
9241,121.509,31.289
9242,121.492,31.341
9243,121.535,31.288
9244,121.446,31.223
9245,121.429,31.14
9246,121.561,31.271
9247,121.524,31.18
9248,121.438,31.194
9249,121.471,31.236
9250,121.395,31.188
9251,121.457,31.185
9252,121.416,31.282
9253,121.481,31.264
9254,121.474,31.315
9255,121.374,31.237
9256,121.445,31.22
9257,121.346,31.258
9258,121.372,31.262
9259,121.522,31.283
9260,121.447,31.317
9261,121.456,31.291
9262,121.434,31.148
9263,121.498,31.304
9264,121.445,31.203
9265,121.48,31.283
9266,121.436,31.201
9267,121.46,31.301
9268,121.498,31.227
9269,121.431,31.136
9270,121.448,31.295
9271,121.466,31.219
9272,121.466,31.218
9273,121.458,31.24
9274,121.46,31.265
9275,121.377,31.271
9277,121.481,31.204
9278,121.454,31.118
9279,121.458,31.168
9280,121.377,31.271
9281,121.468,31.254
9282,121.466,31.185
9283,121.51,31.295
9284,121.45,31.116
9285,121.459,31.234
9286,121.491,31.183
9287,121.45,31.274
9288,121.532,31.32
9289,121.45,31.198
9290,121.412,31.151
9291,121.447,31.214
9292,121.516,31.217
9293,121.491,31.279
9294,121.386,31.292
9295,121.411,31.279
9296,121.514,31.299
9297,121.413,31.212
9298,121.314,31.233
9299,121.34,31.26
9300,121.491,31.304
9301,121.525,31.322
9302,121.447,31.173
9303,121.517,31.194
9304,121.582,31.238
9305,121.44,31.277
9306,121.437,31.314
9307,121.377,31.271
9308,121.356,31.248
9309,121.404,31.21
9310,121.462,31.205
9311,121.518,31.306
9312,121.45,31.186
9313,121.423,31.284
9314,121.485,31.212
9315,121.412,31.199
9316,121.506,31.137
9317,121.507,31.303
9318,121.386,31.206
9319,121.461,31.198
9320,121.372,31.253
9321,121.322,31.294
9322,121.452,31.279
9323,121.449,31.188
9324,121.465,31.317
9325,121.343,31.291
9326,121.5,31.349
9327,121.43,31.247
9328,121.441,31.142
9329,121.474,31.198
9330,121.375,31.246
9331,121.453,31.326
9332,121.444,31.181
9333,121.434,31.252
9334,121.452,31.312
9335,121.405,31.294
9336,121.492,31.32
9337,121.357,31.155
9338,121.512,31.268
9339,121.464,31.199
9340,121.527,31.309
9341,121.542,31.296
9342,121.458,31.185
9343,121.454,31.206
9344,121.535,31.225
9345,121.385,31.215
9346,121.431,31.136
9347,121.494,31.272
9348,121.518,31.295
9349,121.459,31.307
9350,121.484,31.248
9351,121.48,31.27
9352,121.393,31.194
9353,121.309,31.29
9354,121.45,31.22
9355,121.511,31.196
9356,121.507,31.282
9357,121.511,31.276
9358,121.503,31.281
9359,121.45,31.344
9360,121.504,31.336
9361,121.521,31.288
9362,121.531,31.323
9363,121.485,31.282
9364,121.416,31.288
9365,121.388,31.262
9366,121.391,31.281
9367,121.437,31.191
9368,121.375,31.161
9369,121.43,31.268
9371,121.372,31.13
9372,121.352,31.151
9373,121.478,31.228
9374,121.483,31.219
9375,121.533,31.295
9376,121.438,31.192
9377,121.48,31.154
9378,121.447,31.332
9379,121.441,31.264
9380,121.511,31.262
9381,121.474,31.216
9382,121.44,31.172
9383,121.491,31.199
9384,121.463,31.181
9385,121.441,31.153
9386,121.419,31.161
9387,121.528,31.309
9388,121.446,31.187
9389,121.479,31.26
9390,121.427,31.184
9391,121.594,31.279
9392,121.517,31.311
9393,121.521,31.256
9394,121.511,31.304
9395,121.486,31.21
9396,121.366,31.218
9397,121.406,31.326
9398,121.333,31.116
9399,121.366,31.227
9400,121.307,31.209
9401,121.431,31.194
9402,121.511,31.304
9403,121.417,31.284
9404,121.443,31.28
9405,121.37,31.222
9406,121.454,31.271
9407,121.43,31.245
9408,121.52,31.287
9409,121.382,31.251
9410,121.452,31.207
9411,121.402,31.208
9412,121.335,31.242
9413,121.443,31.326
9414,121.462,31.203
9415,121.481,31.21
9416,121.347,31.17
9417,121.386,31.106
9418,121.518,31.317
9419,121.508,31.303
9420,121.452,31.169
9421,121.512,31.294
9422,121.505,31.394
9423,121.466,31.185
9424,121.484,31.308
9425,121.448,31.298
9426,121.544,31.294
9427,121.434,31.233
9428,121.413,31.273
9429,121.49,31.305
9430,121.44,31.33
9431,121.292,31.208
9432,121.292,31.208
9433,121.468,31.286
9434,121.488,31.284
9435,121.51,31.229
9436,121.485,31.271
9437,121.538,31.319
9438,121.35,31.171
9439,121.535,31.269
9440,121.443,31.264
9441,121.481,31.275
9442,121.407,31.2
9443,121.451,31.31
9444,121.51,31.304
9445,121.431,31.203
9446,121.36,31.214
9447,121.541,31.298
9448,121.543,31.274
9449,121.469,31.287
9450,121.358,31.249
9451,121.536,31.328
9452,121.488,31.261
9453,121.394,31.26
9454,121.368,31.208
9455,121.463,31.168
9456,121.484,31.308
9457,121.479,31.339
9458,121.44,31.253
9459,121.461,31.218
9460,121.534,31.324
9461,121.422,31.232
9462,121.471,31.244
9463,121.487,31.282
9464,121.416,31.122
9465,121.471,31.216
9466,121.425,31.286
9467,121.476,31.3
9468,121.473,31.317
9469,121.517,31.274
9470,121.482,31.303
9471,121.453,31.235
9472,121.423,31.236
9473,121.496,31.31
9474,121.49,31.318
9475,121.537,31.311
9476,121.469,31.325
9477,121.407,31.283
9478,121.501,31.336
9479,121.426,31.224
9480,121.508,31.308
9481,121.479,31.25
9482,121.484,31.23
9483,121.395,31.263
9484,121.463,31.181
9485,121.379,31.233
9486,121.41,31.27
9487,121.509,31.289
9488,121.506,31.329
9489,121.538,31.312
9490,121.423,31.237
9491,121.414,31.152
9492,121.494,31.249
9493,121.484,31.238
9494,121.45,31.219
9495,121.389,31.319
9496,121.307,31.209
9497,121.36,31.242
9498,121.373,31.247
9499,121.406,31.207
9500,121.51,31.304
9501,121.441,31.179
9502,121.347,31.157
9503,121.514,31.299
9504,121.496,31.276
9505,121.379,31.233
9506,121.556,31.271
9507,121.474,31.331
9508,121.524,31.293
9509,121.488,31.344
9510,121.439,31.237
9511,121.521,31.315
9512,121.451,31.148
9513,121.479,31.311
9514,121.457,31.197
9515,121.467,31.304
9516,121.325,31.284
9517,121.52,31.328
9518,121.521,31.275
9519,121.479,31.32
9520,121.446,31.338
9521,121.502,31.286
9522,121.473,31.202
9523,121.436,31.221
9524,121.405,31.244
9525,121.515,31.298
9526,121.521,31.288
9527,121.478,31.204
9528,121.42,31.152
9529,121.44,31.205
9530,121.322,31.296
9531,121.491,31.198
9532,121.629,31.239
9533,121.516,31.328
9534,121.477,31.199
9535,121.516,31.298
9536,121.484,31.264
9537,121.485,31.306
9538,121.523,31.257
9539,121.445,31.223
9540,121.381,31.314
9541,121.46,31.197
9542,121.386,31.314
9543,121.308,31.244
9544,121.432,31.218
9545,121.492,31.308
9546,121.444,31.265
9547,121.467,31.308
9548,121.489,31.222
9549,121.31,31.124
9550,121.421,31.279
9551,121.509,31.273
9552,121.562,31.21
9553,121.403,31.209
9554,121.512,31.327
9555,121.4,31.141
9556,121.461,31.274
9557,121.498,31.26
9558,121.389,31.32
9559,121.491,31.31
9560,121.467,31.306
9561,121.513,31.26
9562,121.54,31.298
9563,121.422,31.196
9564,121.456,31.27
9565,121.443,31.196
9566,121.415,31.353
9567,121.492,31.185
9568,121.513,31.225
9569,121.414,31.272
9570,121.546,31.289
9571,121.487,31.23
9572,121.433,31.35
9573,121.42,31.234
9574,121.413,31.232
9575,121.405,31.183
9576,121.488,31.223
9577,121.421,31.197
9578,121.484,31.236
9579,121.409,31.279
9580,121.534,31.287
9581,121.458,31.335
9582,121.463,31.3
9583,121.546,31.179
9584,121.543,31.286
9585,121.505,31.285
9586,121.536,31.333
9587,121.41,31.268
9588,121.422,31.13
9589,121.428,31.167
9590,121.485,31.405
9591,121.523,31.264
9592,121.487,31.314
9593,121.536,31.274
9594,121.456,31.186
9595,121.501,31.077
9596,121.396,31.133
9597,121.458,31.209
9598,121.389,31.192
9599,121.481,31.292
9600,121.508,31.287
9601,121.475,31.283
9602,121.494,31.2
9603,121.382,31.283
9604,121.428,31.276
9605,121.412,31.27
9606,121.388,31.252
9607,121.437,31.196
9608,121.369,31.157
9609,121.442,31.185
9610,121.491,31.331
9611,121.423,31.264
9612,121.491,31.331
9613,121.456,31.184
9614,121.5,31.151
9615,121.411,31.277
9616,121.308,31.29
9617,121.443,31.223
9618,121.437,31.191
9619,121.378,31.252
9620,121.392,31.215
9621,121.454,31.19
9622,121.391,31.106
9623,121.383,31.246
9624,121.454,31.19
9625,121.484,31.181
9626,121.401,31.292
9627,121.48,31.295
9628,121.46,31.315
9629,121.381,31.251
9630,121.438,31.193
9631,121.377,31.232
9632,121.386,31.293
9633,121.45,31.231
9634,121.488,31.237
9635,121.49,31.279
9636,121.487,31.276
9637,121.352,31.244
9638,121.441,31.297
9639,121.484,31.204
9640,121.442,31.331
9641,121.454,31.207
9642,121.461,31.351
9643,121.453,31.211
9644,121.46,31.214
9645,121.458,31.268
9646,121.462,31.27
9647,121.423,31.215
9648,121.42,31.218
9649,121.483,31.339
9650,121.428,31.276
9651,121.314,31.297
9652,121.396,31.193
9653,121.537,31.314
9654,121.504,31.164
9655,121.412,31.267
9656,121.317,31.31
9657,121.526,31.184
9658,121.488,31.32
9659,121.554,31.286
9660,121.483,31.229
9661,121.323,31.235
9662,121.475,31.33
9663,121.434,31.133
9664,121.523,31.312
9665,121.428,31.229
9666,121.465,31.295
9667,121.543,31.288
9668,121.474,31.283
9669,121.41,31.279
9670,121.444,31.278
9671,121.541,31.318
9672,121.456,31.26
9673,121.522,31.28
9674,121.532,31.312
9675,121.534,31.331
9676,121.489,31.233
9677,121.424,31.227
9678,121.51,31.306
9679,121.509,31.304
9680,121.501,31.259
9681,121.335,31.155
9682,121.51,31.226
9683,121.49,31.28
9684,121.386,31.269
9685,121.448,31.268
9686,121.533,31.307
9687,121.391,31.275
9688,121.572,31.141
9689,121.493,31.274
9690,121.495,31.215
9691,121.488,31.342
9692,121.472,31.318
9693,121.507,31.302
9694,121.486,31.253
9695,121.531,31.299
9696,121.423,31.209
9697,121.434,31.279
9698,121.443,31.207
9699,121.513,31.336
9700,121.532,31.323
9701,121.49,31.248
9702,121.49,31.308
9703,121.468,31.254
9704,121.448,31.173
9705,121.532,31.314
9706,121.454,31.112
9707,121.521,31.315
9708,121.51,31.304
9709,121.506,31.259
9710,121.484,31.337
9711,121.418,31.289
9712,121.363,31.241
9713,121.477,31.257
9714,121.475,31.289
9715,121.428,31.26
9716,121.461,31.273
9717,121.464,31.32
9718,121.519,31.325
9719,121.414,31.252
9720,121.408,31.291
9721,121.491,31.33
9722,121.533,31.298
9723,121.485,31.308
9724,121.523,31.281
9725,121.502,31.279
9726,121.444,31.242
9727,121.444,31.27
9728,121.469,31.282
9729,121.354,31.175
9730,121.374,31.314
9731,121.409,31.283
9732,121.477,31.302
9733,121.482,31.282
9734,121.443,31.218
9735,121.5,31.29
9736,121.534,31.321
9737,121.52,31.268
9738,121.445,31.335
9739,121.504,31.264
9740,121.402,31.299
9741,121.513,31.303
9742,121.541,31.318
9743,121.475,31.269
9744,121.431,31.217
9745,121.364,31.234
9746,121.462,31.323
9747,121.512,31.302
9748,121.509,31.272
9749,121.457,31.281
9750,121.406,31.146
9751,121.517,31.305
9752,121.434,31.261
9753,121.5,31.29
9754,121.416,31.217
9755,121.495,31.272
9756,121.441,31.177
9757,121.519,31.282
9758,121.546,31.307
9759,121.545,31.267
9760,121.403,31.258
9761,121.447,31.328
9762,121.367,31.249
9763,121.428,31.25
9764,121.48,31.269
9765,121.388,31.252
9766,121.485,31.319
9767,121.365,31.258
9768,121.513,31.237
9769,121.489,31.21
9770,121.433,31.218
9771,121.52,31.258
9772,121.476,31.341
9773,121.473,31.217
9774,121.358,31.218
9775,121.418,31.199
9776,121.537,31.27
9777,121.486,31.211
9778,121.317,31.246
9779,121.552,31.325
9780,121.389,31.251
9781,121.486,31.273
9782,121.492,31.329
9783,121.463,31.181
9784,121.485,31.236
9785,121.495,31.303
9786,121.439,31.2
9787,121.428,31.291
9788,121.504,31.266
9789,121.495,31.269
9790,121.507,31.288
9791,121.405,31.26
9792,121.409,31.131
9793,121.47,31.259
9794,121.505,31.32
9795,121.448,31.183
9796,121.422,31.274
9797,121.416,31.17
9798,121.464,31.228
9799,121.355,31.299
9800,121.524,31.328
9801,121.506,31.268
9802,121.366,31.258
9803,121.393,31.147
9804,121.414,31.152
9805,121.58,31.249
9806,121.533,31.298
9807,121.459,31.257
9808,121.45,31.274
9809,121.483,31.212
9810,121.369,31.36
9811,121.45,31.227
9812,121.424,31.264
9813,121.476,31.225
9814,121.38,31.243
9815,121.476,31.216
9816,121.443,31.157
9817,121.532,31.287
9818,121.467,31.242
9819,121.524,31.281
9820,121.455,31.259
9821,121.515,31.34
9822,121.445,31.239
9823,121.545,31.287
9824,121.387,31.101
9825,121.449,31.125
9826,121.491,31.218
9827,121.429,31.302
9828,121.489,31.339
9829,121.511,31.306
9830,121.473,31.294
9831,121.509,31.281
9832,121.555,31.171
9833,121.424,31.253
9834,121.363,31.217
9835,121.527,31.261
9836,121.489,31.222
9837,121.476,31.221
9838,121.54,31.321
9839,121.46,31.194
9840,121.406,31.217
9841,121.391,31.175
9842,121.499,31.352
9843,121.441,31.307
9844,121.482,31.295
9845,121.514,31.27
9846,121.515,31.273
9847,121.485,31.306
9848,121.477,31.271
9849,121.403,31.214
9850,121.273,31.173
9851,121.346,31.283
9852,121.477,31.212
9853,121.491,31.29
9854,121.526,31.32
9855,121.477,31.235
9856,121.448,31.312
9857,121.54,31.328
9858,121.44,31.138
9859,121.346,31.283
9860,121.49,31.318
9861,121.53,31.289
9862,121.481,31.234
9863,121.495,31.214
9864,121.432,31.154
9865,121.432,31.306
9866,121.506,31.201
9867,121.472,31.197
9868,121.561,31.18
9869,121.5,31.334
9870,121.41,31.242
9871,121.426,31.154
9872,121.49,31.317
9873,121.48,31.286
9874,121.493,31.219
9875,121.361,31.243
9876,121.462,31.339
9877,121.475,31.317
9878,121.463,31.181
9879,121.444,31.204
9880,121.524,31.286
9881,121.52,31.262
9882,121.451,31.184
9883,121.461,31.193
9884,121.522,31.28
9885,121.474,31.333
9886,121.454,31.26
9887,121.535,31.287
9888,121.494,31.164
9889,121.564,31.18
9890,121.466,31.328
9891,121.448,31.311
9892,121.479,31.311
9893,121.426,31.134
9894,121.528,31.303
9895,121.423,31.237
9896,121.375,31.26
9897,121.353,31.296
9898,121.391,31.269
9899,121.455,31.189
9900,121.54,31.321
9901,121.398,31.122
9902,121.51,31.304
9903,121.352,31.315
9904,121.399,31.294
9905,121.403,31.248
9906,121.485,31.32
9907,121.495,31.327
9908,121.507,31.282
9909,121.422,31.212
9910,121.465,31.31
9911,121.461,31.318
9912,121.481,31.338
9913,121.508,31.303
9914,121.4,31.142
9915,121.404,31.211
9916,121.493,31.209
9917,121.343,31.149
9918,121.443,31.279
9919,121.493,31.282
9920,121.473,31.32
9921,121.456,31.337
9922,121.385,31.284
9923,121.466,31.306
9924,121.463,31.181
9925,121.534,31.328
9926,121.423,31.251
9927,121.405,31.142
9928,121.386,31.292
9929,121.41,31.271
9930,121.388,31.277
9931,121.506,31.265
9932,121.397,31.308
9933,121.521,31.309
9934,121.468,31.199
9935,121.466,31.185
9936,121.468,31.199
9937,121.479,31.23
9938,121.397,31.194
9939,121.352,31.114
9940,121.391,31.259
9941,121.375,31.254
9942,121.43,31.234
9943,121.406,31.253
9944,121.46,31.306
9945,121.505,31.253
9946,121.491,31.279
9947,121.506,31.282
9948,121.444,31.179
9949,121.425,31.215
9950,121.426,31.182
9951,121.531,31.318
9952,121.5,31.352
9953,121.395,31.261
9954,121.461,31.198
9955,121.485,31.315
9956,121.405,31.244
9957,121.493,31.312
9958,121.397,31.258
9959,121.414,31.178
9960,121.493,31.26
9961,121.455,31.322
9962,121.507,31.293
9963,121.471,31.255
9964,121.472,31.287
9965,121.509,31.29
9966,121.54,31.328
9967,121.536,31.276
9968,121.489,31.244
9969,121.517,31.294
9970,121.472,31.287
9971,121.527,31.282
9972,121.534,31.324
9973,121.302,31.182
9974,121.49,31.348
9975,121.49,31.313
9976,121.5,31.251
9977,121.346,31.258
9978,121.47,31.319
9979,121.373,31.182
9980,121.427,31.21
9981,121.484,31.275
9982,121.392,31.319
9983,121.449,31.334
9984,121.52,31.282
9985,121.473,31.262
9986,121.465,31.322
9987,121.536,31.321
9988,121.494,31.219
9989,121.503,31.171
9990,121.526,31.319
9991,121.505,31.325
9992,121.543,31.294
9993,121.525,31.322
9994,121.435,31.266
9995,121.485,31.211
9996,121.494,31.223
9997,121.482,31.314
9998,121.449,31.31
9999,121.404,31.144
10000,121.409,31.244
10001,121.417,31.239
10002,121.417,31.231
10003,121.444,31.243
10004,121.413,31.207
10005,121.372,31.244
10006,121.503,31.273
10007,121.458,31.229
10008,121.376,31.31
10009,121.279,31.225
10010,121.537,31.324
10011,121.324,31.307
10012,121.448,31.324
10013,121.534,31.277
10014,121.538,31.305
10015,121.38,31.121
10016,121.472,31.265
10017,121.368,31.22
10018,121.518,31.313
10019,121.481,31.201
10020,121.482,31.297
10021,121.484,31.287
10022,121.411,31.226
10023,121.455,31.19
