ID,EX,EY
56677,121.397,31.147
56678,121.44,31.233
56679,121.361,31.179
56680,121.51,31.27
56681,121.519,31.313
56682,121.68,31.24
56683,121.485,31.217
56684,121.364,31.222
56685,121.49,31.309
56686,121.442,31.136
56687,121.427,31.144
56688,121.49,31.277
56689,121.428,31.289
56690,121.441,31.305
56691,121.493,31.205
56692,121.398,31.299
56693,121.446,31.216
56694,121.359,31.25
56695,121.49,31.277
56696,121.477,31.271
56697,121.51,31.291
56698,121.556,31.271
56699,121.435,31.169
56700,121.491,31.278
56701,121.477,31.256
56702,121.302,31.21
56703,121.404,31.294
56704,121.45,31.292
56705,121.44,31.179
56706,121.406,31.213
56707,121.444,31.278
56708,121.394,31.192
56709,121.471,31.278
56710,121.518,31.281
56711,121.494,31.302
56712,121.514,31.303
56713,121.432,31.303
56714,121.425,31.166
56715,121.489,31.331
56716,121.309,31.248
56717,121.453,31.33
56718,121.452,31.172
56719,121.508,31.271
56720,121.483,31.29
56721,121.522,31.28
56722,121.469,31.28
56723,121.479,31.286
56724,121.426,31.303
56725,121.486,31.251
56726,121.459,31.179
56727,121.506,31.304
56728,121.513,31.302
56729,121.309,31.248
56730,121.487,31.381
56731,121.43,31.139
56732,121.382,31.213
56733,121.451,31.199
56734,121.484,31.236
56735,121.375,31.206
56736,121.36,31.24
56737,121.524,31.219
56738,121.377,31.254
56739,121.378,31.155
56740,121.493,31.315
56741,121.479,31.232
56742,121.401,31.276
56743,121.447,31.324
56744,121.424,31.256
56745,121.452,31.172
56746,121.404,31.284
56747,121.476,31.403
56748,121.384,31.208
56749,121.466,31.197
56750,121.532,31.167
56751,121.515,31.298
56752,121.349,31.152
56753,121.416,31.293
56754,121.453,31.247
56755,121.416,31.263
56756,121.364,31.246
56757,121.389,31.282
56758,121.516,31.274
56759,121.397,31.268
56760,121.495,31.269
56761,121.487,31.269
56762,121.497,31.316
56763,121.471,31.302
56764,121.524,31.264
56765,121.511,31.306
56766,121.453,31.347
56767,121.532,31.242
56768,121.357,31.15
56769,121.498,31.272
56770,121.426,31.16
56771,121.534,31.299
56772,121.443,31.243
56773,121.461,31.245
56774,121.461,31.217
56775,121.311,31.237
56776,121.397,31.156
56777,121.403,31.113
56778,121.427,31.229
56779,121.409,31.185
56780,121.366,31.251
56781,121.423,31.154
56782,121.477,31.234
56783,121.473,31.255
56784,121.355,31.295
56785,121.449,31.212
56786,121.458,31.297
56787,121.408,31.283
56788,121.411,31.232
56789,121.345,31.259
56790,121.381,31.232
56791,121.541,31.259
56792,121.36,31.221
56793,121.447,31.272
56794,121.442,31.186
56795,121.425,31.295
56796,121.517,31.274
56797,121.397,31.17
56798,121.317,31.246
56799,121.459,31.316
56800,121.456,31.313
56801,121.355,31.167
56802,121.44,31.315
56803,121.505,31.32
56804,121.461,31.269
56805,121.408,31.233
56806,121.481,31.307
56807,121.359,31.205
56808,121.516,31.272
56809,121.469,31.325
56810,121.466,31.291
56811,121.437,31.227
56812,121.487,31.291
56813,121.455,31.383
56814,121.541,31.298
56816,121.49,31.291
56817,121.447,31.143
56818,121.412,31.151
56819,121.486,31.265
56820,121.553,31.243
56821,121.542,31.268
56822,121.477,31.286
56823,121.395,31.261
56824,121.537,31.289
56825,121.414,31.148
56826,121.396,31.311
56827,121.433,31.247
56828,121.436,31.264
56829,121.367,31.348
56830,121.35,31.178
56831,121.435,31.265
56832,121.529,31.296
56833,121.373,31.322
56834,121.457,31.282
56835,121.454,31.218
56836,121.445,31.238
56837,121.472,31.297
56838,121.505,31.073
56839,121.495,31.256
56840,121.418,31.197
56841,121.495,31.307
56842,121.401,31.211
56843,121.44,31.317
56844,121.486,31.273
56845,121.459,31.12
56846,121.297,31.313
56847,121.303,31.287
56848,121.47,31.32
56849,121.488,31.284
56850,121.459,31.19
56851,121.402,31.263
56852,121.434,31.148
56853,121.535,31.314
56854,121.376,31.31
56855,121.543,31.285
56856,121.451,31.142
56857,121.482,31.166
56858,121.473,31.297
56859,121.406,31.203
56860,121.49,31.317
56861,121.539,31.324
56862,121.429,31.259
56863,121.444,31.278
56864,121.462,31.198
56865,121.428,31.144
56866,121.401,31.157
56867,121.431,31.19
56868,121.429,31.199
56869,121.405,31.144
56870,121.474,31.33
56871,121.508,31.285
56872,121.498,31.308
56873,121.496,31.288
56874,121.431,31.295
56875,121.475,31.237
56876,121.533,31.275
56877,121.454,31.19
56878,121.529,31.335
56879,121.459,31.317
56880,121.496,31.271
56881,121.434,31.283
56882,121.435,31.202
56883,121.491,31.345
56884,121.42,31.18
56886,121.394,31.257
56887,121.469,31.205
56888,121.442,31.178
56889,121.538,31.33
56890,121.585,31.249
56891,121.434,31.202
56892,121.458,31.216
56893,121.627,31.239
56894,121.5,31.347
56895,121.443,31.17
56896,121.415,31.148
56897,121.459,31.23
56898,121.431,31.287
56899,121.548,31.17
56900,121.449,31.293
56901,121.463,31.193
56902,121.431,31.261
56903,121.493,31.186
56904,121.414,31.18
56905,121.451,31.156
56906,121.519,31.273
56907,121.536,31.334
56908,121.49,31.258
56909,121.532,31.241
56910,121.442,31.185
56911,121.498,31.216
56912,121.459,31.314
56913,121.381,31.137
56914,121.377,31.247
56915,121.453,31.268
56916,121.423,31.204
56917,121.433,31.333
56918,121.498,31.288
56919,121.497,31.308
56920,121.442,31.287
56921,121.544,31.292
56922,121.443,31.157
56923,121.447,31.308
56924,121.422,31.282
56925,121.442,31.196
56926,121.472,31.291
56927,121.365,31.158
56928,121.519,31.286
56930,121.505,31.305
56931,121.561,31.196
56932,121.422,31.139
56933,121.471,31.32
56934,121.501,31.308
56935,121.372,31.359
56936,121.318,31.269
56937,121.455,31.151
56938,121.417,31.022
56939,121.513,31.303
56940,121.418,31.248
56941,121.402,31.264
56942,121.463,31.323
56943,121.54,31.297
56944,121.523,31.317
56945,121.455,31.153
56946,121.484,31.229
56947,121.442,31.234
56948,121.527,31.324
56949,121.495,31.143
56950,121.341,31.254
56951,121.518,31.275
56952,121.422,31.283
56953,121.457,31.296
56954,121.444,31.19
56955,121.516,31.282
56956,121.443,31.185
56957,121.428,31.257
56958,121.376,31.246
56959,121.482,31.29
56960,121.55,31.269
56961,121.467,31.264
56962,121.441,31.178
56963,121.477,31.338
56964,121.403,31.144
56965,121.537,31.318
56966,121.312,31.295
56967,121.364,31.248
56968,121.357,31.242
56969,121.413,31.195
56970,121.418,31.29
56971,121.437,31.137
56972,121.519,31.24
56973,121.54,31.328
56974,121.479,31.286
56975,121.509,31.274
56976,121.59,31.258
56977,121.397,31.252
56978,121.396,31.274
56979,121.369,31.249
56980,121.478,31.271
56981,121.436,31.18
56982,121.37,31.364
56983,121.47,31.249
56984,121.442,31.264
56985,121.339,31.26
56986,121.398,31.311
56987,121.315,31.247
56988,121.541,31.318
56989,121.444,31.259
56990,121.411,31.23
56991,121.537,31.328
56992,121.413,31.236
56993,121.355,31.247
56994,121.471,31.29
56995,121.439,31.282
56996,121.445,31.237
56997,121.401,31.237
56998,121.342,31.151
56999,121.465,31.272
57000,121.543,31.311
57001,121.461,31.205
57002,121.394,31.146
57003,121.329,31.291
57004,121.376,31.31
57005,121.535,31.287
57006,121.297,31.204
57007,121.518,31.313
57008,121.367,31.228
57009,121.491,31.311
57010,121.494,31.308
57011,121.554,31.287
57012,121.436,31.33
57013,121.528,31.295
57014,121.36,31.183
57015,121.535,31.175
57016,121.506,31.277
57017,121.486,31.208
57018,121.455,31.271
57019,121.388,31.124
57020,121.322,31.308
57021,121.314,31.29
57022,121.531,31.314
57023,121.538,31.31
57024,121.492,31.266
57025,121.395,31.231
57026,121.338,31.228
57027,121.49,31.276
57028,121.465,31.299
57029,121.38,31.127
57030,121.485,31.319
57031,121.5,31.344
57032,121.399,31.318
57033,121.397,31.308
57034,121.447,31.332
57035,121.421,31.081
57036,121.384,31.111
57037,121.51,31.281
57038,121.537,31.301
57039,121.448,31.34
57040,121.451,31.169
57041,121.482,31.206
57042,121.55,31.173
57043,121.549,31.273
57044,121.377,31.271
57045,121.361,31.15
57046,121.382,31.283
57047,121.469,31.325
57048,121.516,31.217
57049,121.546,31.307
57050,121.318,31.15
57051,121.49,31.337
57052,121.53,31.328
57053,121.517,31.311
57054,121.533,31.294
57055,121.477,31.302
57056,121.382,31.171
57057,121.538,31.291
57058,121.365,31.104
57059,121.427,31.136
57060,121.53,31.328
57061,121.527,31.284
57062,121.541,31.307
57063,121.535,31.285
57064,121.513,31.311
57065,121.53,31.328
57066,121.45,31.291
57067,121.509,31.272
57068,121.408,31.258
57069,121.561,31.181
57070,121.381,31.09
57071,121.384,31.31
57072,121.536,31.178
57073,121.52,31.328
57074,121.304,31.272
57075,121.536,31.259
57076,121.437,31.314
57077,121.464,31.266
57078,121.542,31.273
57079,121.53,31.256
57080,121.525,31.267
57081,121.57,31.241
57082,121.478,31.269
57083,121.427,31.235
57084,121.521,31.137
57085,121.519,31.273
57086,121.467,31.277
57087,121.501,31.335
57088,121.465,31.322
57089,121.508,31.122
57090,121.449,31.168
57091,121.404,31.211
57092,121.446,31.193
57093,121.384,31.191
57094,121.468,31.253
57095,121.477,31.221
57096,121.454,31.207
57097,121.455,31.279
57098,121.425,31.284
57099,121.339,31.255
57100,121.451,31.279
57101,121.431,31.233
57102,121.431,31.327
57103,121.536,31.27
57104,121.474,31.317
57105,121.455,31.279
57106,121.528,31.318
57107,121.467,31.304
57108,121.467,31.207
57109,121.41,31.267
57110,121.502,31.3
57111,121.455,31.271
57112,121.308,31.244
57113,121.297,31.313
57114,121.396,31.326
57115,121.446,31.324
57116,121.433,31.255
57117,121.4,31.289
57118,121.437,31.287
57119,121.32,31.087
57120,121.284,31.203
57121,121.493,31.279
57122,121.464,31.272
57123,121.519,31.277
57124,121.492,31.177
57125,121.401,31.29
57126,121.458,31.267
57127,121.526,31.309
57128,121.474,31.217
57129,121.501,31.306
57130,121.431,31.135
57131,121.44,31.135
57132,121.524,31.297
57133,121.489,31.294
57134,121.491,31.202
57135,121.387,31.259
57136,121.43,31.248
57137,121.436,31.149
57138,121.354,31.242
57139,121.458,31.281
57140,121.47,31.194
57141,121.535,31.225
57142,121.482,31.283
57143,121.45,31.197
57144,121.444,31.23
57145,121.395,31.247
57146,121.484,31.322
57147,121.397,31.239
57148,121.458,31.211
57149,121.546,31.326
57150,121.469,31.279
57151,121.48,31.229
57152,121.448,31.297
57153,121.538,31.326
57154,121.456,31.154
57155,121.528,31.266
57156,121.54,31.328
57157,121.445,31.279
57158,121.443,31.142
57159,121.428,31.381
57160,121.405,31.294
57161,121.406,31.204
57162,121.467,31.279
57163,121.484,31.319
57164,121.411,31.165
57165,121.44,31.195
57166,121.442,31.234
57167,121.44,31.213
57168,121.367,31.237
57169,121.283,31.204
57170,121.537,31.328
57171,121.443,31.264
57172,121.423,31.204
57173,121.537,31.33
57174,121.522,31.329
57175,121.529,31.328
57176,121.449,31.173
57177,121.536,31.318
57178,121.336,31.388
57179,121.524,31.322
57180,121.491,31.244
57181,121.415,31.137
57182,121.454,31.257
57183,121.536,31.306
57184,121.447,31.224
57185,121.368,31.291
57186,121.439,31.36
57187,121.435,31.131
57188,121.452,31.223
57189,121.417,31.139
57190,121.428,31.155
57191,121.398,31.16
57192,121.474,31.262
57193,121.382,31.283
57194,121.518,31.291
57195,121.339,31.149
57196,121.425,31.279
57197,121.43,31.32
57198,121.537,31.328
57199,121.467,31.207
57200,121.542,31.287
57201,121.427,31.184
57202,121.405,31.135
57203,121.479,31.307
57204,121.513,31.225
57205,121.365,31.246
57206,121.421,31.081
57207,121.423,31.177
57208,121.345,31.174
57209,121.511,31.231
57210,121.45,31.209
57211,121.518,31.275
57212,121.509,31.297
57213,121.67,31.234
57214,121.427,31.158
57215,121.491,31.276
57216,121.476,31.206
57217,121.419,31.191
57218,121.488,31.314
57219,121.461,31.326
57220,121.542,31.286
57221,121.474,31.337
57222,121.354,31.261
57223,121.486,31.267
57224,121.386,31.32
57225,121.406,31.307
57226,121.514,31.265
57227,121.448,31.144
57228,121.49,31.308
57229,121.507,31.271
57230,121.414,31.146
57231,121.491,31.218
57232,121.484,31.264
57233,121.405,31.239
57234,121.441,31.294
57235,121.464,31.227
57236,121.461,31.327
57237,121.445,31.266
57238,121.527,31.309
57239,121.543,31.271
57240,121.489,31.201
57241,121.353,31.187
57242,121.476,31.289
57243,121.474,31.32
57244,121.518,31.291
57245,121.393,31.099
57246,121.337,31.16
57247,121.464,31.327
57248,121.382,31.151
57249,121.434,31.262
57250,121.383,31.13
57251,121.461,31.274
57252,121.534,31.202
57253,121.507,31.313
57254,121.472,31.197
57255,121.312,31.238
57256,121.456,31.191
57257,121.425,31.182
57258,121.427,31.223
57259,121.492,31.176
57261,121.467,31.268
57262,121.519,31.285
57263,121.46,31.299
57264,121.521,31.288
57265,121.424,31.113
57266,121.422,31.206
57267,121.39,31.251
57268,121.487,31.212
57269,121.525,31.317
57270,121.529,31.288
57271,121.43,31.284
57272,121.335,31.249
57273,121.489,31.285
57274,121.374,31.129
57275,121.53,31.328
57276,121.431,31.335
57277,121.473,31.294
57278,121.443,31.237
57279,121.487,31.253
57280,121.446,31.128
57281,121.439,31.162
57282,121.396,31.246
57283,121.317,31.31
57284,121.426,31.259
57285,121.456,31.17
57286,121.49,31.161
57287,121.324,31.241
57288,121.372,31.142
57289,121.518,31.317
57290,121.445,31.314
57291,121.442,31.191
57292,121.464,31.182
57293,121.477,31.304
57294,121.397,31.11
57295,121.516,31.294
57296,121.493,31.307
57297,121.365,31.206
57298,121.471,31.293
57299,121.35,31.281
57300,121.534,31.32
57301,121.48,31.332
57302,121.402,31.311
57303,121.449,31.26
57304,121.481,31.263
57305,121.448,31.305
57306,121.532,31.253
57307,121.38,31.242
57308,121.409,31.359
57309,121.514,31.307
57310,121.456,31.23
57311,121.507,31.329
57312,121.451,31.156
57313,121.284,31.331
57314,121.434,31.167
57315,121.541,31.299
57316,121.453,31.326
57317,121.435,31.178
57318,121.308,31.309
57319,121.41,31.237
57320,121.508,31.281
57321,121.451,31.275
57322,121.36,31.226
57323,121.476,31.233
57324,121.352,31.098
57325,121.31,31.309
57326,121.468,31.187
57327,121.4,31.15
57328,121.469,31.196
57329,121.442,31.33
57330,121.401,31.252
57331,121.448,31.173
57332,121.468,31.264
57333,121.427,31.209
57334,121.443,31.232
57335,121.415,31.2
57336,121.396,31.281
57337,121.448,31.33
57338,121.44,31.189
57339,121.51,31.186
57340,121.361,31.137
57341,121.377,31.237
57342,121.381,31.243
57343,121.494,31.343
57344,121.421,31.211
57345,121.401,31.131
57346,121.455,31.315
57347,121.296,31.204
57348,121.456,31.275
57349,121.423,31.171
57350,121.307,31.209
57351,121.443,31.32
57352,121.322,31.259
57353,121.449,31.31
57354,121.311,31.239
57355,121.499,31.301
57356,121.532,31.333
57357,121.292,31.209
57358,121.474,31.297
57359,121.522,31.278
57360,121.469,31.3
57361,121.409,31.283
57362,121.352,31.181
57363,121.482,31.222
57364,121.393,31.209
57365,121.246,31.167
57366,121.364,31.215
57367,121.474,31.315
57368,121.549,31.288
57369,121.421,31.262
57370,121.537,31.162
57371,121.503,31.262
57372,121.52,31.319
57373,121.45,31.274
57374,121.523,31.283
57375,121.512,31.295
57376,121.428,31.157
57377,121.401,31.234
57378,121.463,31.278
57379,121.404,31.141
57380,121.481,31.295
57381,121.494,31.268
57382,121.431,31.191
57383,121.425,31.194
57384,121.515,31.301
57385,121.531,31.312
57386,121.419,31.137
57387,121.467,31.279
57388,121.365,31.178
57389,121.497,31.273
57390,121.494,31.305
57391,121.447,31.183
57392,121.5,31.273
57393,121.483,31.303
57394,121.38,31.186
57395,121.324,31.235
57396,121.372,31.166
57397,121.467,31.303
57398,121.384,31.25
57399,121.379,31.16
57400,121.348,31.282
57401,121.48,31.269
57402,121.452,31.315
57403,121.372,31.214
57404,121.377,31.351
57405,121.418,31.141
57406,121.488,31.214
57407,121.557,31.275
57408,121.419,31.205
57409,121.481,31.339
57410,121.553,31.27
57411,121.424,31.205
57412,121.448,31.235
57413,121.434,31.134
57414,121.475,31.317
57415,121.449,31.223
57416,121.401,31.238
57417,121.551,31.279
57418,121.482,31.336
57419,121.457,31.282
57420,121.368,31.362
57421,121.37,31.246
57422,121.521,31.255
57423,121.411,31.231
57424,121.536,31.194
57425,121.364,31.263
57426,121.403,31.24
57427,121.5,31.261
57428,121.329,31.227
57429,121.291,31.207
57430,121.464,31.214
57431,121.537,31.257
57432,121.448,31.173
57433,121.452,31.157
57434,121.382,31.246
57435,121.379,31.255
57436,121.475,31.211
57437,121.423,31.122
57438,121.364,31.214
57439,121.491,31.173
57440,121.539,31.318
57441,121.434,31.174
57442,121.481,31.301
57443,121.458,31.281
57444,121.441,31.297
57445,121.459,31.327
57446,121.447,31.19
57447,121.395,31.311
57448,121.595,31.262
57449,121.382,31.245
57450,121.438,31.279
57451,121.482,31.281
57452,121.444,31.173
57453,121.433,31.205
57454,121.431,31.277
57455,121.496,31.262
57456,121.478,31.236
57457,121.477,31.278
57458,121.442,31.186
57459,121.509,31.289
57460,121.474,31.323
57461,121.515,31.283
57462,121.408,31.313
57463,121.469,31.207
57464,121.538,31.271
57465,121.535,31.331
57466,121.411,31.214
57467,121.531,31.206
57468,121.514,31.27
57469,121.32,31.257
57470,121.415,31.138
57471,121.38,31.165
57472,121.411,31.292
57473,121.384,31.31
57474,121.347,31.155
57475,121.477,31.302
57476,121.547,31.29
57477,121.439,31.193
57478,121.47,31.304
57479,121.537,31.326
57480,121.369,31.272
57481,121.401,31.264
57482,121.399,31.209
57483,121.531,31.319
57484,121.498,31.21
57485,121.468,31.278
57486,121.425,31.288
57487,121.37,31.262
57488,121.442,31.303
57489,121.506,31.28
57490,121.388,31.32
57491,121.429,31.233
57492,121.365,31.256
57493,121.476,31.289
57494,121.516,31.28
57495,121.609,31.282
57496,121.39,31.307
57497,121.457,31.192
57498,121.532,31.323
57499,121.393,31.282
57500,121.509,31.124
57501,121.414,31.269
57502,121.422,31.153
57503,121.465,31.247
57504,121.446,31.126
57505,121.361,31.179
57506,121.388,31.124
57507,121.489,31.237
57508,121.43,31.13
57509,121.459,31.33
57510,121.478,31.339
57511,121.468,31.279
57512,121.476,31.328
57513,121.415,31.272
57514,121.419,31.159
57515,121.461,31.269
57516,121.435,31.142
57517,121.49,31.337
57518,121.515,31.301
57519,121.488,31.271
57520,121.5,31.334
57521,121.537,31.318
57522,121.37,31.205
57523,121.503,31.319
57524,121.388,31.105
57525,121.336,31.268
57526,121.449,31.209
57527,121.352,31.313
57528,121.446,31.126
57529,121.53,31.256
57530,121.49,31.337
57531,121.516,31.299
57532,121.47,31.22
57533,121.452,31.19
57534,121.479,31.234
57535,121.348,31.154
57536,121.533,31.331
57537,121.601,31.279
57538,121.529,31.321
57539,121.493,31.349
57540,121.451,31.245
57541,121.409,31.229
57542,121.508,31.259
57543,121.493,31.286
57544,121.363,31.254
57545,121.524,31.326
57546,121.448,31.158
57547,121.474,31.222
57548,121.526,31.286
57549,121.408,31.276
57550,121.428,31.32
57551,121.512,31.326
57552,121.461,31.31
57553,121.545,31.275
57554,121.531,31.257
57555,121.422,31.243
57556,121.419,31.275
57557,121.436,31.27
57558,121.401,31.217
57559,121.542,31.319
57560,121.514,31.14
57561,121.529,31.339
57562,121.511,31.317
57563,121.382,31.283
57564,121.455,31.184
57565,121.536,31.174
57566,121.458,31.267
57567,121.524,31.297
57568,121.356,31.137
57569,121.434,31.186
57570,121.522,31.284
57571,121.544,31.293
57572,121.516,31.281
57573,121.411,31.272
57574,121.452,31.207
57575,121.457,31.196
57576,121.366,31.258
57577,121.484,31.296
57578,121.538,31.319
57579,121.444,31.181
57580,121.366,31.344
57581,121.489,31.27
57582,121.347,31.284
57583,121.366,31.347
57584,121.403,31.309
57585,121.615,31.273
57586,121.346,31.283
57587,121.562,31.211
57588,121.35,31.171
57589,121.46,31.253
57590,121.306,31.268
57591,121.349,31.209
57592,121.385,31.31
57593,121.542,31.292
57594,121.437,31.183
57595,121.55,31.193
57596,121.343,31.291
57597,121.482,31.254
57598,121.452,31.112
57599,121.502,31.136
57600,121.362,31.206
57601,121.494,31.224
57602,121.413,31.186
57603,121.337,31.267
57604,121.437,31.193
57605,121.402,31.196
57606,121.391,31.294
57607,121.422,31.238
57608,121.42,31.235
57609,121.515,31.287
57610,121.432,31.328
57611,121.32,31.239
57612,121.576,31.235
57613,121.44,31.257
57614,121.484,31.305
57615,121.479,31.259
57616,121.36,31.242
57617,121.399,31.244
57618,121.443,31.321
57619,121.345,31.267
57620,121.438,31.192
57621,121.337,31.258
57622,121.299,31.269
57623,121.377,31.277
57624,121.522,31.305
57625,121.389,31.291
57626,121.35,31.281
57627,121.612,31.204
57628,121.41,31.27
57629,121.513,31.278
57630,121.402,31.233
57631,121.441,31.178
57632,121.505,31.296
57633,121.406,31.233
57634,121.495,31.318
57635,121.491,31.331
57636,121.451,31.279
57637,121.394,31.26
57639,121.48,31.395
57640,121.484,31.203
57641,121.462,31.204
57642,121.522,31.287
57643,121.41,31.267
57644,121.459,31.192
57645,121.402,31.35
57646,121.438,31.339
57647,121.412,31.164
57648,121.511,31.271
57649,121.468,31.215
57650,121.49,31.249
57651,121.521,31.28
57652,121.627,31.212
57653,121.362,31.203
57654,121.486,31.233
57655,121.513,31.332
57656,121.489,31.264
57657,121.517,31.3
57658,121.495,31.272
57659,121.451,31.329
57660,121.467,31.304
57661,121.382,31.242
57662,121.554,31.305
57663,121.531,31.221
57664,121.401,31.275
57665,121.437,31.236
57666,121.496,31.332
57667,121.493,31.252
57668,121.584,31.335
57669,121.515,31.308
57670,121.507,31.329
57671,121.514,31.193
57672,121.544,31.297
57673,121.372,31.189
57674,121.456,31.255
57675,121.417,31.219
57676,121.527,31.279
57677,121.487,31.282
57678,121.416,31.279
57679,121.404,31.211
57680,121.34,31.266
57681,121.491,31.338
57682,121.505,31.268
57683,121.467,31.256
57684,121.411,31.292
57685,121.366,31.251
57686,121.382,31.246
57687,121.426,31.284
57688,121.507,31.282
57689,121.384,31.314
57690,121.523,31.277
57691,121.494,31.282
57692,121.457,31.15
57693,121.446,31.126
57694,121.351,31.279
57695,121.513,31.237
57696,121.49,31.28
57697,121.409,31.166
57698,121.55,31.238
57699,121.425,31.295
57700,121.396,31.283
57701,121.247,31.38
57702,121.405,31.291
57703,121.484,31.172
57704,121.428,31.281
57705,121.418,31.263
57706,121.446,31.193
57707,121.401,31.275
57708,121.416,31.289
57709,121.442,31.246
57710,121.376,31.207
57711,121.432,31.174
57712,121.349,31.209
57713,121.427,31.29
57714,121.512,31.262
57715,121.313,31.138
57716,121.466,31.293
57717,121.476,31.223
57718,121.481,31.292
57719,121.507,31.329
57720,121.538,31.326
57721,121.431,31.294
57722,121.498,31.303
57723,121.545,31.204
57724,121.437,31.196
57725,121.45,31.271
57726,121.471,31.259
57727,121.368,31.209
57728,121.469,31.324
57729,121.429,31.163
57730,121.382,31.15
57731,121.438,31.164
57732,121.496,31.306
57733,121.429,31.149
57734,121.524,31.322
57735,121.532,31.297
57736,121.45,31.213
57737,121.357,31.249
57738,121.467,31.273
57739,121.316,31.316
57740,121.415,31.159
57741,121.487,31.345
57742,121.459,31.333
57743,121.576,31.284
57744,121.409,31.283
57745,121.475,31.216
57746,121.608,31.267
57747,121.35,31.171
57748,121.403,31.257
57749,121.475,31.277
57750,121.308,31.202
57751,121.462,31.313
57752,121.411,31.15
57753,121.447,31.307
57754,121.457,31.311
57755,121.459,31.23
57756,121.509,31.303
57757,121.36,31.204
57758,121.545,31.285
57759,121.377,31.314
57760,121.354,31.28
57761,121.537,31.328
57762,121.536,31.334
57763,121.498,31.247
57764,121.444,31.186
57765,121.307,31.297
57766,121.541,31.304
57767,121.469,31.28
57768,121.483,31.222
57769,121.487,31.211
57770,121.4,31.232
57771,121.432,31.306
57772,121.319,31.241
57773,121.52,31.281
57774,121.391,31.156
57775,121.522,31.312
57776,121.456,31.114
57777,121.407,31.26
57778,121.552,31.182
57779,121.434,31.266
57780,121.512,31.259
57781,121.375,31.316
57782,121.419,31.279
57783,121.348,31.314
57784,121.342,31.255
57786,121.409,31.239
57787,121.38,31.319
57788,121.452,31.347
57789,121.401,31.15
57790,121.47,31.298
57791,121.438,31.173
57792,121.364,31.239
57793,121.435,31.208
57794,121.609,31.272
57795,121.538,31.326
57796,121.457,31.242
57797,121.514,31.309
57798,121.458,31.336
57799,121.427,31.126
57800,121.607,31.262
57801,121.358,31.17
57802,121.65,31.274
57803,121.468,31.324
57804,121.583,31.305
57805,121.431,31.335
57806,121.458,31.256
57807,121.336,31.269
57808,121.35,31.279
57809,121.479,31.232
57810,121.429,31.289
57811,121.517,31.339
57812,121.454,31.168
57813,121.436,31.318
57814,121.508,31.136
57815,121.425,31.14
57816,121.372,31.245
57817,121.545,31.285
57818,121.318,31.137
57819,121.404,31.242
57820,121.455,31.31
57821,121.468,31.295
57822,121.371,31.345
57823,121.413,31.134
57824,121.41,31.27
57825,121.496,31.346
57826,121.503,31.278
57827,121.441,31.238
57828,121.527,31.318
57829,121.476,31.297
57830,121.349,31.288
57831,121.507,31.262
57832,121.399,31.085
57833,121.449,31.144
57834,121.473,31.29
57835,121.462,31.193
57836,121.541,31.208
57837,121.478,31.237
57838,121.367,31.108
57839,121.436,31.332
57840,121.539,31.169
57841,121.511,31.291
57842,121.514,31.193
57843,121.427,31.287
57844,121.581,31.267
57845,121.509,31.301
57846,121.382,31.283
57847,121.495,31.327
57848,121.478,31.276
57849,121.469,31.324
57850,121.46,31.312
57851,121.483,31.291
57852,121.35,31.282
57853,121.539,31.318
57854,121.351,31.15
57855,121.493,31.312
57856,121.526,31.336
57857,121.43,31.373
57858,121.461,31.286
57859,121.443,31.259
57860,121.473,31.315
57861,121.524,31.297
57862,121.529,31.285
57863,121.386,31.315
57864,121.589,31.269
57865,121.381,31.317
57866,121.457,31.312
57867,121.487,31.314
57868,121.468,31.205
57869,121.494,31.282
57870,121.436,31.135
57871,121.389,31.276
57873,121.539,31.266
57874,121.461,31.217
57875,121.51,31.289
57876,121.49,31.279
57877,121.453,31.206
57878,121.509,31.258
57879,121.418,31.236
57880,121.475,31.324
57881,121.477,31.252
57882,121.382,31.245
57883,121.446,31.192
57884,121.419,31.156
57885,121.452,31.153
57886,121.522,31.302
57887,121.542,31.296
57888,121.484,31.206
57889,121.474,31.325
57890,121.511,31.181
57891,121.392,31.242
57892,121.477,31.272
57893,121.519,31.325
57894,121.444,31.186
57895,121.412,31.272
57896,121.394,31.248
57897,121.388,31.277
57898,121.412,31.273
57899,121.456,31.154
57900,121.515,31.274
57901,121.44,31.359
57902,121.54,31.297
57903,121.411,31.231
57904,121.54,31.303
57905,121.39,31.211
57906,121.433,31.3
57907,121.33,31.227
57908,121.328,31.227
57909,121.441,31.24
57910,121.362,31.203
57911,121.412,31.199
57912,121.529,31.336
57913,121.514,31.183
57914,121.394,31.133
57915,121.484,31.322
57916,121.559,31.274
57917,121.506,31.321
57918,121.449,31.334
57919,121.418,31.27
57920,121.403,31.266
57921,121.401,31.131
57922,121.381,31.313
57923,121.462,31.259
57924,121.533,31.169
57925,121.459,31.192
57926,121.557,31.271
57927,121.425,31.329
57928,121.416,31.272
57929,121.434,31.218
57930,121.504,31.278
57931,121.387,31.283
57932,121.365,31.178
57933,121.304,31.142
57934,121.408,31.279
57935,121.358,31.216
57936,121.529,31.286
57937,121.347,31.154
57938,121.491,31.274
57939,121.309,31.143
57940,121.503,31.171
57941,121.522,31.317
57942,121.426,31.253
57943,121.446,31.171
57944,121.518,31.309
57945,121.523,31.328
57946,121.426,31.417
57947,121.359,31.209
57948,121.353,31.341
57949,121.477,31.297
57950,121.513,31.275
57951,121.382,31.283
57952,121.489,31.279
57953,121.437,31.257
57954,121.389,31.269
