DU
9
15
15
20
13
5
10
8
36
31
18
11
9
16
20
18
13
8
10
20
3
18
4
23
6
5
4
20
10
42
11
42
8
5
9
35
8
19
7
13
5
5
6
16
5
23
8
6
7
11
8
66
29
3
7
7
5
11
6
17
11
8
50
9
8
5
8
8
4
6
6
11
23
5
7
7
99
7
7
15
7
3
10
12
6
9
4
28
6
15
7
13
4
8
9
8
11
10
6
13
7
3
6
10
8
10
26
6
3
10
11
4
9
17
5
11
5
34
13
3
6
8
10
7
9
10
6
7
7
15
9
5
8
16
5
5
6
9
15
6
5
9
51
14
5
9
13
10
9
26
12
10
10
6
33
6
13
28
6
9
6
14
10
7
9
14
10
8
13
4
7
15
3
18
7
4
22
9
5
8
6
8
10
55
11
5
10
11
15
8
9
38
6
10
7
13
15
7
5
10
12
27
10
11
16
21
6
4
9
9
17
13
9
38
44
6
4
4
11
6
4
18
11
13
12
10
9
13
17
5
4
10
12
13
35
15
18
7
14
9
11
8
41
11
13
9
16
30
8
5
12
6
32
6
5
7
9
14
16
6
11
6
7
3
20
10
6
5
12
19
17
13
17
6
21
6
23
5
5
29
7
8
20
4
11
30
5
5
8
12
17
5
6
8
9
15
13
6
7
24
12
8
12
24
7
20
12
12
19
14
13
10
16
9
13
3
7
12
6
3
19
11
9
13
4
11
11
5
27
23
9
3
12
7
5
6
8
6
4
7
5
13
6
4
14
9
4
18
6
9
9
14
6
13
9
9
7
11
5
6
9
8
5
5
40
5
15
4
5
7
3
11
10
3
7
7
26
13
16
10
7
3
12
28
11
8
18
7
9
7
4
6
11
3
14
4
10
4
16
4
29
4
6
19
12
5
9
4
10
9
16
5
19
3
11
8
8
4
8
4
16
7
48
6
32
5
5
10
7
3
10
7
3
16
11
10
3
7
4
4
7
11
3
16
3
5
11
4
18
6
5
4
39
6
6
3
8
20
6
5
41
8
5
11
6
8
21
11
3
17
13
7
6
6
12
8
7
14
24
7
3
42
6
6
4
11
6
8
8
16
9
8
7
6
8
13
3
11
5
8
24
10
8
8
4
5
8
9
109
6
28
16
9
6
6
4
5
6
8
7
3
24
24
12
14
13
7
41
8
15
12
6
12
23
6
4
7
12
3
17
7
8
15
6
4
8
3
9
8
11
12
11
4
9
21
10
4
12
7
5
18
28
12
7
31
7
23
13
36
11
5
7
7
4
7
11
8
6
3
6
4
16
5
7
5
27
12
7
16
5
10
11
34
15
10
12
21
44
20
5
16
15
86
20
8
6
13
17
41
6
3
4
4
5
6
26
10
7
5
7
12
14
19
7
11
5
30
6
18
8
8
46
8
18
45
4
6
12
205
9
13
23
8
12
13
88
10
8
15
3
9
20
7
6
9
3
3
6
16
4
4
11
7
24
9
8
9
14
66
9
16
8
6
16
10
24
19
9
8
8
16
30
13
4
10
62
26
11
21
11
22
11
14
8
9
17
16
15
4
8
4
5
4
5
11
12
8
16
18
10
19
60
4
30
13
7
11
8
10
11
21
12
23
5
7
3
34
10
8
16
7
29
7
8
10
10
11
6
3
5
11
6
9
7
34
8
17
12
8
5
23
6
5
9
15
8
12
11
9
25
8
5
13
8
8
11
18
16
15
12
9
7
5
48
37
18
27
8
15
5
6
7
12
11
50
91
10
4
5
109
24
12
8
7
7
10
14
23
5
8
27
28
7
7
10
10
19
10
32
8
5
16
10
27
14
78
17
11
9
14
4
18
16
9
16
3
45
18
7
18
4
14
3
15
5
12
7
5
4
7
33
11
17
12
6
17
15
11
3
31
3
7
6
17
17
8
5
6
18
6
12
9
6
8
9
9
7
30
4
14
11
40
22
9
11
6
9
8
53
80
76
24
10
17
26
11
5
10
20
7
11
9
13
10
13
25
29
40
77
16
13
10
22
7
8
13
11
19
11
16
25
12
28
81
14
110
10
14
15
29
29
14
18
4
11
23
30
11
10
8
20
7
15
40
14
8
22
24
5
7
8
9
8
18
13
12
16
10
10
17
9
14
5
9
6
27
4
19
17
15
22
18
28
14
11
31
28
13
17
8
12
15
29
13
10
7
19
18
44
5
14
15
5
25
14
21
5
51
6
78
10
34
19
9
5
13
8
12
23
7
50
9
29
19
13
18
7
8
71
14
12
41
58
23
33
58
15
10
9
4
5
14
17
23
23
7
13
9
14
12
5
14
47
4
16
9
22
4
8
5
17
19
9
4
19
53
32
16
10
54
5
7
37
4
10
31
14
24
41
23
23
16
52
8
4
13
5
26
5
47
6
24
14
4
8
8
13
6
5
8
16
7
7
7
6
4
17
7
63
5
12
16
18
7
18
21
139
11
14
27
10
6
11
46
10
22
4
11
3
19
10
4
32
34
17
30
17
20
19
31
19
54
5
19
11
19
11
99
7
35
10
9
11
30
12
7
26
26
23
10
6
9
11
9
41
22
24
5
5
28
24
10
14
4
17
24
14
8
4
19
18
16
41
29
25
16
18
7
8
4
20
8
62
7
12
11
5
11
61
11
47
16
21
14
19
21
7
7
5
9
9
53
6
10
8
54
37
30
23
33
12
20
21
21
10
7
25
8
4
5
7
4
12
15
7
23
29
16
54
15
14
13
20
15
57
27
9
25
32
38
9
11
30
34
6
4
20
8
52
9
7
8
3
11
7
19
23
7
20
8
15
25
11
20
19
14
15
8
9
10
32
10
6
15
28
6
28
8
12
15
9
20
10
4
15
11
16
18
18
27
17
14
48
8
10
9
12
14
8
19
32
41
29
4
14
3
11
114
57
92
15
11
16
9
16
13
9
12
11
12
16
3
19
121
53
12
25
15
27
12
5
5
23
3
8
44
8
17
21
126
5
13
6
10
20
10
44
9
38
15
12
59
7
6
14
96
58
7
18
17
4
8
10
4
15
6
14
9
8
11
6
19
10
7
17
17
24
43
6
10
11
9
14
4
8
9
10
12
5
20
27
77
56
17
30
7
49
22
16
6
11
20
84
70
24
18
29
16
16
16
45
28
89
20
9
22
8
22
12
62
10
25
23
13
7
86
10
16
30
19
79
6
14
29
7
8
17
147
9
19
6
22
18
12
19
8
76
10
14
10
11
69
39
26
11
5
12
10
5
40
7
7
6
6
15
24
138
20
20
27
7
12
17
58
9
32
13
29
14
9
6
38
6
7
9
3
63
4
11
5
4
19
14
11
39
7
17
26
26
11
23
9
31
32
7
10
21
11
11
8
8
9
19
14
3
12
13
5
22
14
36
10
7
13
14
24
14
72
25
83
8
32
13
43
17
5
12
8
9
8
8
9
51
5
20
25
20
38
15
30
16
29
25
28
6
11
23
37
29
17
29
13
6
16
5
8
6
18
6
87
60
14
9
21
6
4
70
21
18
15
16
23
84
22
6
16
30
5
22
6
6
8
56
17
14
8
7
6
41
37
9
7
55
14
29
31
12
18
7
27
51
20
12
25
3
13
22
16
33
19
11
7
20
31
9
42
18
6
7
6
9
72
30
9
36
4
9
64
15
23
15
5
43
12
12
25
37
54
18
47
36
8
27
7
140
47
62
5
13
12
12
31
6
27
5
10
19
11
11
51
29
18
3
24
29
18
13
13
11
11
45
92
24
12
10
21
18
16
33
7
61
23
14
36
28
34
10
5
3
7
60
8
29
57
27
19
45
12
19
18
42
5
10
17
20
39
7
19
4
5
12
12
6
10
9
8
15
11
10
14
20
5
85
54
11
4
14
14
26
9
14
25
39
7
8
3
8
96
8
48
11
24
22
9
12
840
13
38
9
11
15
61
5
7
6
19
29
29
11
8
6
6
20
9
4
13
6
6
10
15
20
10
6
6
8
6
7
14
5
51
4
7
13
11
5
12
6
5
18
12
19
8
13
10
9
12
15
17
13
3
9
16
12
6
9
9
6
5
15
8
6
10
24
7
10
9
13
4
15
5
12
7
7
7
4
44
15
58
10
5
15
32
13
10
8
14
7
6
23
5
12
14
13
25
31
45
19
7
20
6
7
39
23
6
6
9
3
7
14
17
3
5
20
8
6
24
12
6
21
13
12
3
6
11
15
12
6
8
15
9
11
8
13
26
14
19
21
7
11
12
8
3
10
5
8
3
6
19
8
13
9
8
9
7
8
9
9
19
33
6
9
13
14
13
4
13
6
8
8
8
8
8
10
9
16
12
19
6
5
9
11
11
8
6
7
4
7
13
23
10
9
3
7
5
26
11
7
5
19
5
19
3
9
12
7
8
13
9
7
5
13
10
3
8
10
19
5
12
6
17
10
7
11
11
8
29
26
7
10
4
5
8
12
6
12
4
6
5
5
4
9
9
8
15
6
5
4
9
5
5
9
8
12
21
6
8
7
25
16
22
7
8
4
9
8
9
7
7
66
3
7
8
16
6
7
12
9
4
6
11
7
6
16
10
8
5
5
11
25
6
8
15
6
6
4
15
15
19
14
12
8
4
13
13
5
12
3
7
17
12
6
8
12
3
7
6
4
5
3
5
8
28
3
5
7
7
5
19
3
5
6
10
42
17
5
9
20
17
11
12
4
9
16
3
11
24
5
11
9
6
22
13
15
7
4
10
6
12
14
15
10
3
16
9
7
17
10
22
16
9
3
14
9
7
11
8
20
18
33
6
9
8
7
21
18
5
13
6
10
16
30
8
6
4
11
13
10
58
17
11
17
13
9
8
15
9
17
9
11
5
5
8
6
12
6
12
20
45
15
12
7
5
12
8
12
9
32
15
6
8
18
13
8
3
12
10
15
5
6
9
21
13
26
5
29
7
21
4
40
31
9
10
3
11
44
6
8
7
4
8
9
7
7
11
9
6
12
3
13
6
15
6
10
9
10
10
23
16
81
5
6
16
9
7
12
15
4
10
16
5
25
4
23
7
9
14
9
8
10
4
4
18
7
8
10
8
6
4
4
3
3
7
47
30
9
8
3
10
5
4
17
12
26
22
4
6
22
9
36
12
12
5
23
22
6
4
13
3
5
15
7
11
7
8
6
9
3
7
15
11
5
4
9
16
12
133
4
7
5
9
17
4
6
3
87
11
4
5
9
7
8
9
30
10
12
25
19
10
7
28
4
25
3
14
21
5
5
6
20
8
8
5
9
5
20
16
5
5
21
11
4
6
14
12
11
6
35
29
17
15
8
5
10
16
5
21
15
9
12
4
7
9
8
6
7
29
3
13
24
12
103
13
24
12
31
14
15
7
12
24
26
8
23
11
25
10
4
12
4
8
3
6
15
5
18
19
16
9
4
42
19
9
41
20
8
21
10
5
7
18
26
8
6
5
10
18
18
11
6
25
9
14
8
8
8
10
6
16
4
22
16
13
5
20
43
10
22
6
27
13
11
18
24
11
10
26
19
27
29
6
9
28
5
8
28
17
18
13
30
6
25
11
13
44
8
3
10
37
28
5
58
13
22
24
9
10
17
14
4
20
10
13
7
36
8
16
13
29
20
26
5
11
5
116
45
11
14
8
22
23
15
9
13
14
24
20
11
13
6
8
5
6
19
90
16
17
14
21
42
12
16
54
14
10
28
5
10
11
7
49
7
3
18
60
6
13
19
15
26
35
6
16
10
10
26
6
10
6
7
5
13
3
18
4
56
57
8
17
52
31
5
6
6
7
33
28
13
6
17
14
11
20
4
7
57
22
20
16
7
7
12
10
13
14
16
9
29
8
4
39
8
5
16
22
3
23
77
12
11
7
8
5
7
12
9
48
6
10
4
11
8
13
12
39
8
15
18
28
12
11
28
22
16
15
24
17
10
4
13
18
14
13
10
13
10
19
7
24
11
8
17
52
16
15
23
8
113
25
17
13
16
20
24
12
43
29
17
33
5
26
5
19
35
11
17
56
15
8
40
21
3
8
9
11
8
24
4
14
19
17
48
4
27
25
42
10
27
16
7
6
7
25
6
10
9
12
5
21
10
3
7
16
10
10
52
16
16
5
8
